GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001MA,C25121_001EA,C25121_002EA,C25121_002MA,C25121_003EA,C25121_003MA,C25121_004EA,C25121_004MA,C25121_005MA,C25121_005EA,C25121_006MA,C25121_006EA,C25121_007EA,C25121_007MA,C25121_008EA,C25121_008MA,C25121_009EA,C25121_009MA,C25121_010MA,C25121_010EA,C25121_011MA,C25121_011EA,C25121_012MA,C25121_012EA,C25121_013MA,C25121_013EA,C25121_014EA,C25121_014MA,C25121_015EA,C25121_015MA,C25121_016MA,C25121_016EA,C25121_017MA,C25121_017EA,C25121_018MA,C25121_018EA,C25121_019MA,C25121_019EA,C25121_020MA,C25121_020EA,C25121_021EA,C25121_021MA,C25121_022EA,C25121_022MA,C25121_023EA,C25121_023MA,C25121_024MA,C25121_024EA,C25121_025MA,C25121_025EA,C25121_026EA,C25121_026MA,C25121_027EA,C25121_027MA,C25121_028EA,C25121_028MA,C25121_029MA,C25121_029EA,C25121_030MA,C25121_030EA,C25121_031EA,C25121_031MA,state
0400000US01,1261475,13183,88695,4642,48406,3251,20881,1852,14736,1838,4672,988,154959,6792,72779,4950,44331,3556,29634,2586,8215,1418,232885,5818,87007,4574,77444,4114,53353,3305,15081,1960,203799,6721,55835,3321,64601,3963,66160,3072,17203,2012,251104,8659,39873,3866,74453,4673,106345,4675,30433,2824,330033,6556,15585,2045,47741,2821,139602,5051,127105,3910,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,5720,759,1463,426,1143,402,1750,358,1364,430,8489,995,2776,585,1219,378,2845,631,1649,531,14022,1517,2929,725,2312,676,5516,934,3265,704,18011,1844,2253,530,2195,758,7538,1283,6025,888,31426,2351,2473,675,1825,557,13774,1868,13354,1585,69351,3048,1522,542,1470,411,20124,1744,46235,2724,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,71527,4261,21182,2557,12277,1757,20927,2777,17141,2037,135714,5549,34210,3115,27064,2315,46395,3530,28045,2958,240988,8143,41743,3506,40561,2836,98621,5384,60063,3442,239723,7527,23745,2628,28783,2725,106390,5967,80805,4597,321643,8658,15649,2011,25948,2645,136589,6401,143457,5392,492862,8994,7980,1265,12835,1828,117548,6147,354499,7216,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,53352,3111,31075,2293,12546,2016,6287,1065,3444,900,91961,3150,45897,2207,26720,2347,14746,1747,4598,839,145169,4712,58333,3429,47475,3338,31954,2578,7407,1313,124831,5122,37843,3010,44962,3161,33423,2429,8603,1369,153269,5904,33288,2951,47305,2692,56529,3371,16147,1770,168243,5448,11067,1520,31634,2498,74698,3853,50844,2806,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,241449,8438,30354,2753,12269,1507,28590,3064,170236,6767,442486,10234,60661,3927,31272,2851,60682,3818,289871,8096,808921,13746,61242,3875,45852,3606,112087,4667,589740,13428,827204,13304,36186,2969,27975,2439,85575,4619,677468,13153,1368044,16312,31626,2869,29370,2545,96144,5926,1210904,15890,3382034,27875,26687,2466,31055,2906,86383,4484,3237909,26838,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,44136,3173,8130,1371,5065,946,16776,1997,14165,1952,77582,4196,12353,1666,11049,1499,29786,2712,24394,2619,160414,7390,17054,2228,16998,2055,70035,4305,56327,3983,172977,5939,9108,1505,12421,1723,78630,4393,72818,3536,269520,6577,11168,1916,8741,1448,103818,4897,145793,6130,509066,8236,4146,947,5919,1177,81580,4379,417421,7324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,22633,2130,752,347,1191,551,7710,1234,12980,1777,49144,3234,2319,747,4541,1025,19075,1930,23209,2311,89501,4268,3685,935,4562,973,34662,2557,46592,3826,101732,4489,2435,698,4459,1070,38417,2838,56421,3569,182017,6624,3261,852,6537,1283,60748,3671,111471,5494,474916,8611,1598,502,3219,828,69866,3734,400233,7347,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,7772,1192,1871,716,1473,464,1982,652,2446,637,17695,1700,4440,999,2599,842,6054,1047,4602,830,30015,2150,4844,943,4626,866,11501,1577,9044,1280,31168,2488,3971,968,3802,962,12055,1517,11340,1448,49181,2923,3145,768,3729,886,19329,1971,22978,1745,94029,3426,1164,532,2831,871,22754,2120,67280,2850,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,4443,983,55,94,221,237,1299,518,2868,747,4812,816,202,160,90,106,1733,608,2787,610,11552,1512,122,145,462,306,2965,607,8003,1322,12689,1872,144,142,634,432,3285,945,8626,1408,17268,1821,288,256,251,179,2822,800,13907,1675,54754,2771,179,146,293,171,4271,1017,50011,2709,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,265898,7645,63091,3711,52461,3990,78412,4390,71934,4417,512415,10792,118006,5597,110053,5449,162880,6657,121476,4789,851434,16756,134311,5837,154526,6499,315996,8385,246601,8698,787498,12314,73147,4347,112862,4833,316061,8169,285428,7934,992639,16779,48374,3826,91666,4729,377176,9952,475423,11119,1494065,19159,22997,2666,51902,3544,318050,9137,1101116,16141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
