GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001MA,C14005_001EA,C14005_002MA,C14005_002EA,C14005_003MA,C14005_003EA,C14005_004EA,C14005_004MA,C14005_005EA,C14005_005MA,C14005_006EA,C14005_006MA,C14005_007MA,C14005_007EA,C14005_008MA,C14005_008EA,C14005_009MA,C14005_009EA,C14005_010EA,C14005_010MA,C14005_011EA,C14005_011MA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014MA,C14005_014EA,C14005_015EA,C14005_015MA,C14005_016EA,C14005_016MA,C14005_017MA,C14005_017EA,C14005_018MA,C14005_018EA,C14005_019MA,C14005_019EA,state
0400000US01,232429,4713,118489,3475,90568,3541,27921,2712,15541,2134,12029,1987,3512,1283,12380,1833,8117,1455,4263,1110,113940,3634,95088,3814,18852,2235,9259,1439,6974,1306,2285,618,9593,1633,5355,1388,4238,980,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43073,1848,22136,1227,17804,1373,4332,880,2936,709,2159,704,777,387,1396,597,623,347,773,433,20937,1301,15495,1223,5442,1166,2824,728,2274,668,550,317,2618,1058,1552,702,1066,672,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,310705,4980,157761,3593,119445,4364,38316,3709,20979,2411,17693,2402,3286,1245,17337,3236,11732,2605,5605,1497,152944,4290,125209,4724,27735,3322,16584,2523,11056,2156,5528,1516,11151,1924,4843,1438,6308,1297,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,150424,4739,79873,3573,62622,3166,17251,2183,10286,1569,8412,1447,1874,810,6965,1446,4609,1104,2356,915,70551,3193,56509,3036,14042,1671,9273,1388,7143,1265,2130,776,4769,1186,2124,886,2645,948,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1977382,11201,1010593,8726,830346,10907,180247,6702,103078,5477,81632,4977,21446,2325,77169,5530,53504,4604,23665,3333,966789,9781,815504,11786,151285,8166,94093,5468,62480,4880,31613,3188,57192,5558,28245,3743,28947,3768,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,232813,4300,121269,2934,96785,3175,24484,2316,12640,1731,10505,1620,2135,751,11844,1882,8534,1579,3310,878,111544,3261,93210,4112,18334,2492,11173,2014,9213,1790,1960,806,7161,1643,4370,1338,2791,900,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,172386,3338,89201,2287,74840,2877,14361,2094,9273,1611,8411,1548,862,559,5088,1330,3291,1037,1797,834,83185,2434,74149,2695,9036,1597,7275,1488,5642,1271,1633,702,1761,693,1305,630,456,363,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38711,1770,20659,1192,16153,1290,4506,1174,2240,809,2017,790,223,230,2266,868,1255,710,1011,487,18052,1372,15549,1614,2503,762,1229,515,934,418,295,246,1274,514,732,395,542,416,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15492,1316,8928,1160,7291,1142,1637,631,963,498,923,495,40,68,674,398,477,346,197,162,6564,758,5474,710,1090,392,483,250,233,149,250,199,607,317,255,193,352,238,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,881425,8130,452305,6240,354007,7159,98298,6282,53024,4270,44272,4034,8752,1776,45274,4895,29793,3557,15481,2833,429120,6173,351809,7725,77311,4984,48057,3354,34937,3140,13120,2282,29254,3647,15614,2640,13640,2280,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,469166,8729,240671,6584,183418,5544,57253,4167,28217,3093,23741,2644,4476,1091,29036,3043,19701,2510,9335,1618,228495,5828,185057,5747,43438,3628,23617,2715,16369,2180,7248,1644,19821,2610,10460,1855,9361,1880,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,60672,2202,31929,1589,25870,1777,6059,1235,4925,1130,4197,1045,728,420,1134,485,493,349,641,416,28743,1573,23524,1543,5219,943,4490,894,3361,870,1129,576,729,445,501,401,228,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,82517,2689,42211,2224,32698,2227,9513,1784,5405,1062,4952,1071,453,269,4108,1525,3814,1556,294,288,40306,1514,32088,1705,8218,1370,5279,1038,4565,949,714,426,2939,909,1278,746,1661,757,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,657548,7025,335331,4420,282123,5351,53208,4137,28652,2999,22567,2426,6085,1676,24556,2941,15910,2105,8646,2002,322217,4712,272839,5619,49378,3593,29452,3190,21424,2738,8028,1762,19926,2611,10232,1970,9694,1758,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,315023,4492,163798,3246,132874,3749,30924,2509,17285,1872,15372,1721,1913,715,13639,1947,9287,1517,4352,1031,151225,3518,124929,4096,26296,2229,12463,1753,9944,1682,2519,826,13833,1978,7353,1521,6480,1429,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,147870,3627,79865,2473,68901,2934,10964,1495,6806,985,5160,852,1646,702,4158,1071,2163,478,1995,878,68005,2608,59030,2580,8975,1425,5075,949,4560,894,515,290,3900,1068,2806,985,1094,460,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,142491,3249,72803,2849,61558,2789,11245,1289,6366,1289,5712,1245,654,378,4879,867,3610,796,1269,523,69688,2172,58938,2484,10750,1782,6864,1615,4555,1348,2309,816,3886,986,2125,692,1761,657,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,203911,4467,107812,3811,84416,3390,23396,2665,13073,1573,10700,1482,2373,800,10323,1923,6751,1481,3572,1063,96099,3039,78238,3216,17861,1958,9833,1501,6471,1167,3362,1012,8028,1519,4337,1154,3691,893,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,253623,4849,132942,3926,104894,4227,28048,2797,15224,2148,12931,2029,2293,899,12824,1875,7416,1398,5408,1361,120681,4062,99115,3838,21566,2218,13132,1988,10173,1972,2959,892,8434,1340,3927,1082,4507,958,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,66758,2350,33868,1351,27226,1555,6642,1009,4463,802,3950,682,513,363,2179,588,1691,541,488,238,32890,1562,27602,1619,5288,1116,3002,892,2522,920,480,243,2286,867,1576,664,710,516,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,294765,4525,149805,3516,118086,4020,31719,2712,19207,2118,16344,1972,2863,987,12512,2349,9357,2210,3155,1092,144960,3363,121652,4166,23308,2537,14533,2000,12229,1976,2304,858,8775,2127,5008,1411,3767,1539,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,290427,4377,153720,3359,130760,3549,22960,2712,14483,2191,12782,2120,1701,658,8477,1600,6386,1358,2091,769,136707,3008,121233,3186,15474,1842,9659,1532,7257,1399,2402,793,5815,1290,3795,989,2020,834,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
