GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,B10058_012E,B10058_012M,B10058_013E,B10058_013M,B10058_014E,B10058_014M,B10058_015E,B10058_015M,B10058_016E,B10058_016M,B10058_017E,B10058_017M,B10058_018E,B10058_018M,B10058_019E,B10058_019M,NAME,B10058_001EA,B10058_001MA,B10058_002EA,B10058_002MA,B10058_003MA,B10058_003EA,B10058_004MA,B10058_004EA,B10058_005EA,B10058_005MA,B10058_006EA,B10058_006MA,B10058_007EA,B10058_007MA,B10058_008MA,B10058_008EA,B10058_009MA,B10058_009EA,B10058_010EA,B10058_010MA,B10058_011EA,B10058_011MA,B10058_012EA,B10058_012MA,B10058_013MA,B10058_013EA,B10058_014MA,B10058_014EA,B10058_015EA,B10058_015MA,B10058_016EA,B10058_016MA,B10058_017EA,B10058_017MA,B10058_018MA,B10058_018EA,B10058_019MA,B10058_019EA,state
0400000US13,193219,8097,99688,5815,55409,4289,18985,2379,13452,2149,5533,1142,36424,3924,32235,3868,4189,1187,44279,4417,93531,5685,37780,4141,19862,3291,9859,2158,10003,1905,17918,2805,10676,2382,7242,1287,55751,3799,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,53462,4007,24901,2540,8336,1562,3035,1062,2559,1003,476,309,5301,1130,4320,1100,981,522,16565,2125,28561,2647,5897,1098,2306,717,1113,472,1193,500,3591,954,1225,507,2366,818,22664,2471,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19735,2457,10738,1927,5307,1310,2160,652,1820,601,340,206,3147,1073,2800,998,347,224,5431,1255,8997,1407,4938,1104,2922,821,1095,512,1827,689,2016,726,1341,604,675,413,4059,942,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239281,9398,119021,6100,56641,4219,14792,1794,11470,1479,3322,854,41849,4023,35919,3735,5930,1399,62380,4776,120260,6239,42733,3540,17458,2313,6962,1547,10496,1597,25275,2911,12743,2117,12532,1902,77527,4910,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98394,7031,55272,4976,29431,3419,11970,2888,9848,2690,2122,761,17461,2233,15251,2141,2210,620,25841,3001,43122,3899,19529,2344,9004,1679,4204,1154,4800,1185,10525,1653,5837,1266,4688,1258,23593,3114,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31131,3486,19867,2969,11926,2744,4273,1123,3069,1032,1204,487,7653,2363,6887,2285,766,379,7941,1346,11264,1618,4772,932,2745,767,1369,463,1376,549,2027,497,1185,367,842,391,6492,1270,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39372,3330,23400,2866,12547,2281,3733,907,2953,858,780,396,8814,1911,8135,1774,679,433,10853,1662,15972,1916,6426,1224,2998,842,874,368,2124,774,3428,1004,2158,774,1270,608,9546,1627,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82199,5036,38195,3390,20167,2615,10053,2013,8129,1844,1924,563,10114,1906,9449,1811,665,342,18028,2396,44004,3460,24005,2842,13087,2087,6839,1515,6248,1346,10918,1865,7458,1697,3460,964,19999,2210,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,115164,6745,58380,5264,35825,4364,12040,2166,9174,1991,2866,855,23785,3755,21242,3592,2543,892,22555,2922,56784,4638,27748,3380,11306,1797,5130,1293,6176,1186,16442,2600,9196,1900,7246,1537,29036,2908,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13410,2045,7760,1498,3299,1017,1586,720,895,496,691,539,1713,669,1521,621,192,170,4461,1285,5650,1148,1893,650,1285,580,565,410,720,355,608,297,367,186,241,202,3757,867,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,117654,7778,63333,5851,27730,2877,8703,1617,5216,1312,3487,1099,19027,2441,16414,2465,2613,754,35603,5143,54321,4409,16394,2113,8118,1768,2676,883,5442,1485,8276,1464,3863,1024,4413,1031,37927,3863,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,98304,8122,51866,7266,17048,2552,5079,1394,3649,1256,1430,532,11969,2482,10144,2461,1825,692,34818,6355,46438,3764,10929,1771,4562,983,1477,627,3085,780,6367,1575,2500,1142,3867,1086,35509,3408,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,154402,7868,79116,6043,40798,3954,12095,1996,9330,1748,2765,781,28703,3372,24919,3101,3784,886,38318,3932,75286,4428,29042,2727,12660,1802,4442,982,8218,1341,16382,2142,9530,1799,6852,1207,46244,3073,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49719,4010,28486,3199,12710,1929,4517,1055,3475,1003,1042,359,8193,1569,7501,1505,692,316,15776,2603,21233,2204,7345,1215,3614,913,1888,709,1726,547,3731,927,2237,740,1494,473,13888,1752,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89412,5974,46620,3969,29982,3602,11683,2168,9731,2128,1952,577,18299,2764,16349,2555,1950,687,16638,2127,42792,3859,23582,3092,10581,1767,3862,1093,6719,1281,13001,2514,7760,2036,5241,1638,19210,2414,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99482,6801,59002,5578,30190,3934,13095,2556,10096,2487,2999,823,17095,2621,15286,2630,1809,636,28812,3659,40480,3169,18553,2020,9900,1609,3785,811,6115,1317,8653,1512,3946,934,4707,1173,21927,2530,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12088,1769,7096,1227,3981,1050,2042,647,1545,538,497,260,1939,752,1703,725,236,237,3115,882,4992,1188,2813,825,787,371,146,150,641,343,2026,783,843,399,1183,726,2179,817,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18818,2297,12178,1677,5881,1148,2279,806,1794,727,485,274,3602,922,3142,905,460,274,6297,1222,6640,1149,2788,822,1277,510,653,404,624,316,1511,639,1011,547,500,268,3852,726,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,51473,4210,26777,2885,12104,2131,2807,941,1805,667,1002,595,9297,2083,8247,2042,1050,489,14673,2317,24696,2571,9394,1713,3890,1064,1432,564,2458,942,5504,1297,1851,575,3653,1260,15302,2145,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16732,2317,8605,1539,3559,967,939,398,672,335,267,219,2620,917,2074,780,546,416,5046,1062,8127,1443,1843,675,669,407,378,368,291,185,1174,605,499,394,675,516,6284,1363,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,169052,8505,78888,6114,33362,4181,8118,1690,4858,1206,3260,979,25244,3411,21888,3339,3356,925,45526,4968,90164,5633,23778,2923,10414,1815,3822,1006,6592,1415,13364,2089,5170,1229,8194,1772,66386,4772,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,48087,4319,23728,3162,14453,2393,5541,1481,4554,1402,987,468,8912,1828,8046,1700,866,386,9275,1693,24359,2745,11542,2183,5889,1383,2740,844,3149,905,5653,1480,2945,937,2708,1041,12817,1790,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,368942,11536,154867,8545,64646,5654,16714,3128,12884,2767,3830,1114,47932,4420,39610,4269,8322,1571,90221,5976,214075,7916,59216,4618,22580,2878,7839,1572,14741,2555,36636,3914,17762,2517,18874,3130,154859,7533,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,165345,7705,88159,6159,49426,4676,22438,3069,17675,2515,4763,1550,26988,3167,24075,3210,2913,852,38733,3851,77186,3862,32723,3331,17909,2827,7932,1786,9977,2045,14814,2208,8636,1716,6178,1406,44463,3503,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5083,1096,2933,869,1826,596,855,385,664,388,191,146,971,465,902,450,69,70,1107,566,2150,510,972,309,445,193,163,119,282,158,527,272,382,259,145,137,1178,456,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189401,8204,99253,5832,51297,4164,21932,2669,17330,2561,4602,1027,29365,2902,26135,2734,3230,814,47956,3781,90148,5498,36828,3329,19610,2381,10507,1689,9103,1405,17218,2325,8765,1615,8453,1588,53320,4244,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71850,4387,39250,3650,25501,2621,10837,2009,7934,1922,2903,652,14664,2215,12540,2121,2124,541,13749,2514,32600,2495,18929,2162,10441,1531,4478,1020,5963,1186,8488,1534,5575,1134,2913,939,13671,1650,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,51852,4240,29663,2906,15644,2162,6620,1222,5184,1161,1436,508,9024,1648,7807,1547,1217,558,14019,1879,22189,2438,9376,1359,4767,1249,1949,895,2818,909,4609,850,1888,693,2721,806,12813,1889,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,197705,9208,94463,4943,43366,3170,15864,2276,11690,2002,4174,809,27502,2652,24617,2590,2885,651,51097,3739,103242,6945,34334,3836,15145,2234,6020,1344,9125,1507,19189,2997,10532,2469,8657,1504,68908,5542,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15705,2586,7713,1961,2762,1033,1000,646,743,580,257,309,1762,749,1762,749,0,284,4951,1716,7992,1545,1042,615,317,327,267,322,50,84,725,520,615,508,110,128,6950,1559,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90978,5706,44440,4198,25240,2303,10037,1624,6482,1408,3555,1033,15203,1857,13614,1821,1589,642,19200,3226,46538,3592,22417,2329,11248,1431,3832,842,7416,1314,11169,1909,6682,1556,4487,1130,24121,2768,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8132,1397,5134,1106,3623,1008,1074,379,455,296,619,350,2549,909,2263,824,286,271,1511,540,2998,703,1577,468,838,341,419,255,419,209,739,393,482,330,257,222,1421,577,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,124366,7545,69198,6013,42124,4761,18350,3109,14175,3124,4175,945,23774,3708,21398,3626,2376,658,27074,3645,55168,3895,26257,2971,14079,1929,6967,1242,7112,1333,12178,1836,8296,1634,3882,790,28911,2590,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,584885,18665,313846,12367,176401,10046,53845,4694,41218,4562,12627,1662,122556,8266,106416,8029,16140,2614,137445,7548,271039,10807,103143,6458,42261,3485,17032,1979,25229,2706,60882,5246,36423,4027,24459,3139,167896,8097,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43998,3725,27908,2938,12990,2159,3566,1151,2720,1028,846,417,9424,1768,7792,1641,1632,715,14918,1927,16090,1797,6236,1242,2430,817,442,296,1988,706,3806,859,1489,508,2317,700,9854,1351,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6334,1051,3890,833,1507,564,703,478,576,446,127,139,804,424,653,385,151,158,2383,700,2444,778,653,299,275,216,179,173,96,121,378,230,322,214,56,95,1791,671,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132669,7444,70163,5722,33310,3941,12419,2468,8915,2142,3504,1014,20891,2764,17842,2702,3049,734,36853,3877,62506,4623,23148,2518,11955,1910,4717,1240,7238,1427,11193,1495,5164,1118,6029,952,39358,3787,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,85051,5517,41489,4242,17661,2318,7145,1412,5065,1272,2080,657,10516,1846,9402,1783,1114,426,23828,3643,43562,3172,15306,1760,7736,1337,3126,908,4610,948,7570,1220,4192,944,3378,869,28256,2621,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29718,2883,12838,2048,7055,1401,3076,998,2579,924,497,242,3979,926,3522,871,457,304,5783,1275,16880,1995,9362,1547,4757,1121,2622,820,2135,775,4605,1060,2047,605,2558,990,7518,1238,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,61176,4267,35963,2913,18357,2232,5987,1222,4907,1188,1080,371,12370,1889,10982,1767,1388,467,17606,2225,25213,2619,9493,1531,4514,1119,2198,855,2316,663,4979,1145,3212,858,1767,600,15720,1815,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7045,1330,4403,1040,2692,801,1535,625,1289,616,246,175,1157,549,982,505,175,160,1711,582,2642,709,1201,566,677,378,441,373,236,167,524,315,335,258,189,179,1441,423,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,131355,6766,41558,3564,25119,2552,4922,1035,3946,966,976,399,20197,2193,16838,2056,3359,782,16439,2394,89797,5069,40903,3185,14474,2104,6524,1215,7950,1553,26429,2295,13138,1705,13291,1776,48894,3284,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
