GEO_ID,C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,NAME,C17019_001MA,C17019_001EA,C17019_002MA,C17019_002EA,C17019_003EA,C17019_003MA,C17019_004EA,C17019_004MA,C17019_005MA,C17019_005EA,C17019_006MA,C17019_006EA,C17019_007MA,C17019_007EA,state
0400000US21,1119243,11078,149521,6061,63612,3747,85909,5422,969722,11907,801001,12217,168721,5716,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,69771,4275,113422,6753,953812,13268,777290,12644,176522,7836,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,13573,1564,18493,2127,323403,5989,273332,6058,50071,3253,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,23503,2805,60200,5258,1314268,13510,1049550,11522,264718,8558,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,26996,2740,91640,5628,1451036,12071,1140164,14274,310872,10563,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,257314,7987,109576,5036,147738,6271,2336914,16419,2031353,17105,305561,7312,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,81468,5045,32060,2408,49408,4218,1247578,11120,1100341,10451,147237,5705,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,127358,4700,56443,3245,70915,4592,632641,9500,515269,10272,117372,5252,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,151576,6397,57031,3600,94545,5281,1368983,13811,1143171,13830,225812,8217,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,24840,2399,10609,1416,14231,1726,211953,4560,173288,4513,38665,2710,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,37281,2497,12508,1439,24773,2158,417848,6425,342107,6082,75741,3601,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,52195,4379,16260,2520,35935,4186,537096,7960,382713,7076,154383,6487,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,17776,2249,6937,1250,10839,1810,319839,5433,268781,5667,51058,3449,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,147341,7687,38124,3092,109217,7697,2024938,15433,1583792,12552,441146,12321,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,69023,3784,33282,2861,35741,3124,413736,7566,330785,7558,82951,4931,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,513009,13070,108087,4788,404922,12315,4102794,23048,2849122,21449,1253672,20718,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,268889,8684,98029,5249,170860,7664,2021310,17145,1619850,17717,401460,11473,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,12368,1749,5800,992,6568,1273,153438,3602,127412,3467,26026,2228,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,296649,9302,90853,4588,205796,7979,2690257,20164,2240845,19123,449412,10437,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,122312,5905,45693,2922,76619,4993,811812,10164,652011,9814,159801,5842,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,91400,4303,27166,2377,64234,4141,817435,8882,633201,9502,184234,6895,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,273725,6857,109960,5250,163765,6842,2925873,18446,2466454,18895,459419,12172,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,24624,2761,3487,820,21137,2616,234424,5299,185335,4699,49089,3283,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,138152,6066,53231,3775,84921,5794,965175,12050,782653,12189,182522,6619,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,203891,3420,19721,2126,6947,1107,12774,1690,184170,3769,153289,3651,30881,1967,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,200166,9068,77325,4617,122841,7367,1404144,16043,1139800,16276,264344,8648,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,795699,15565,309734,10238,485965,12913,4802186,28612,3716574,27104,1085612,18825,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,47313,3236,16543,1818,30770,2994,545790,7876,437821,8304,107969,5073,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,12090,1706,4050,661,8040,1565,144742,3624,123330,3456,21412,2035,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,142638,5644,51658,3737,90980,5259,1796328,15948,1438755,17531,357573,10165,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,132984,6180,38422,3439,94562,5311,1441448,14688,1128337,13162,313111,9904,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,69897,4648,35468,3262,34429,3421,430250,7313,372645,7213,57605,3846,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,100381,4575,33090,2542,67291,4094,1340256,10773,1125961,11146,214295,8435,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,8465,1445,3278,842,5187,1220,125437,3365,104131,3234,21306,2295,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,392942,9177,251612,7504,141330,5454,564028,9020,477764,8511,86264,4550,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
