GEO_ID,C18008_001E,C18008_001M,C18008_002E,C18008_002M,C18008_003E,C18008_003M,C18008_004E,C18008_004M,C18008_005E,C18008_005M,C18008_006E,C18008_006M,C18008_007E,C18008_007M,NAME,C18008_001EA,C18008_001MA,C18008_002MA,C18008_002EA,C18008_003MA,C18008_003EA,C18008_004MA,C18008_004EA,C18008_005EA,C18008_005MA,C18008_006EA,C18008_006MA,C18008_007MA,C18008_007EA,state
0400000US37,5485373,7055,2684745,7174,198465,7801,2486280,10770,2800628,4718,237331,7339,2563297,8069,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,400862,1524,202220,1178,9418,1155,192802,1806,198642,1296,10543,1190,188099,1633,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7284244,6066,3574077,4509,260319,7595,3313758,8954,3710167,5174,295512,7576,3414655,8422,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2227286,4530,1091401,3320,95570,4722,995831,5789,1135885,3997,104192,4565,1031693,5793,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2359978,3554,1178236,3457,81504,5193,1096732,5387,1181742,2915,94927,5474,1086815,6559,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7760620,5727,3807799,4967,278849,7631,3528950,9296,3952821,3905,299732,8574,3653089,8762,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,674348,2575,327332,1741,22915,2481,304417,3099,347016,1830,27586,2520,319430,2825,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2690402,4194,1298747,3837,114451,5593,1184296,6607,1391655,2745,127689,5143,1263966,5535,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,478509,1551,239332,1395,13962,1596,225370,1943,239177,1332,11913,1455,227264,1876,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3857312,5535,1889802,4527,174867,6572,1714935,7440,1967510,3959,203227,6802,1764283,7892,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,14417382,10884,7133660,9079,408608,12215,6725052,16298,7283722,8080,442622,9629,6841100,13756,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1551680,2477,776200,2295,35192,3003,741008,3448,775480,2234,42209,3473,733271,3998,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,410222,1157,202119,1059,14187,1645,187932,2000,208103,1119,14235,1345,193868,1567,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4823588,7718,2344344,7218,140342,5788,2204002,8476,2479244,5732,162926,6655,2316318,7527,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4124279,5722,2051273,4379,137628,6317,1913645,7909,2073006,3518,150652,5686,1922354,6671,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1168648,2715,577663,2269,82490,3544,495173,3498,590985,2389,73412,3959,517573,4462,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3563399,3629,1781422,3406,98319,4365,1683103,5699,1781977,3167,102966,4345,1679011,5239,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,334774,2040,167825,1957,11956,1522,155869,2240,166949,1115,10293,1507,156656,1921,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2473928,2665,1169781,2077,140845,5786,1028936,5874,1304147,1953,151674,4282,1152473,4805,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
