GEO_ID,B18008_001E,B18008_001M,B18008_002E,B18008_002M,B18008_003E,B18008_003M,B18008_004E,B18008_004M,B18008_005E,B18008_005M,B18008_006E,B18008_006M,B18008_007E,B18008_007M,B18008_008E,B18008_008M,B18008_009E,B18008_009M,B18008_010E,B18008_010M,B18008_011E,B18008_011M,B18008_012E,B18008_012M,B18008_013E,B18008_013M,B18008_014E,B18008_014M,B18008_015E,B18008_015M,NAME,B18008_001EA,B18008_001MA,B18008_002EA,B18008_002MA,B18008_003EA,B18008_003MA,B18008_004MA,B18008_004EA,B18008_005MA,B18008_005EA,B18008_006EA,B18008_006MA,B18008_007EA,B18008_007MA,B18008_008EA,B18008_008MA,B18008_009MA,B18008_009EA,B18008_010MA,B18008_010EA,B18008_011EA,B18008_011MA,B18008_012EA,B18008_012MA,B18008_013EA,B18008_013MA,B18008_014MA,B18008_014EA,B18008_015MA,B18008_015EA,state
0400000US01,2894176,5043,1400730,3580,154451,4947,5887,1499,148564,4723,1246279,4903,141855,6085,1104424,7424,1493446,3663,145227,4698,4777,1148,140450,4870,1348219,3736,143910,5106,1204309,5791,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,215078,1716,27122,1748,665,407,26457,1687,187956,2081,11315,1462,176641,2441,211912,1410,25619,1545,581,329,25038,1590,186293,1536,12210,1630,174083,2196,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,1833391,4074,193224,4655,4037,1083,189187,4641,1640167,4257,108000,5694,1532167,6781,1834436,4195,188009,4855,5034,1139,182975,5195,1646427,3297,119593,5194,1526834,6475,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,851747,3173,100146,3917,3493,903,96653,3977,751601,3397,89082,3868,662519,5231,886477,2695,89849,3787,3283,922,86566,3830,796628,3182,97879,4802,698749,6038,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,11433111,9799,1252948,14043,28164,3245,1224784,14735,10180163,10416,587194,14372,9592969,19089,11473196,9456,1205889,13406,22088,2967,1183801,12817,10267307,10518,671838,13301,9595469,16245,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,1543958,3372,151306,4137,3734,888,147572,4083,1392652,4168,72064,4559,1320588,5659,1509546,3490,137337,4594,2016,705,135321,4606,1372209,3657,75435,3937,1296774,5492,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,1083900,2348,108940,3511,2892,791,106048,3605,974960,2898,54776,4401,920184,5460,1131538,2943,98561,3249,2400,928,96161,3309,1032977,2639,59855,3635,973122,4483,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,259566,1407,25690,1789,579,335,25111,1782,233876,1507,15046,1710,218830,2218,275704,1312,25525,2370,249,191,25276,2392,250179,2076,17213,2134,232966,2899,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,165999,999,10245,1286,361,360,9884,1284,155754,982,9570,1923,146184,1917,183669,761,7734,781,358,251,7376,790,175935,674,9983,1366,165952,1454,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,5325666,7920,558293,8504,13145,2406,545148,8953,4767373,8306,348987,9221,4418386,13211,5553379,6540,527425,8299,11256,1798,516169,8255,5025954,7712,384998,10532,4640956,13403,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
