GEO_ID,C24020_001E,C24020_001M,C24020_002E,C24020_002M,C24020_003E,C24020_003M,C24020_004E,C24020_004M,C24020_005E,C24020_005M,C24020_006E,C24020_006M,C24020_007E,C24020_007M,C24020_008E,C24020_008M,C24020_009E,C24020_009M,C24020_010E,C24020_010M,C24020_011E,C24020_011M,C24020_012E,C24020_012M,C24020_013E,C24020_013M,C24020_014E,C24020_014M,C24020_015E,C24020_015M,C24020_016E,C24020_016M,C24020_017E,C24020_017M,C24020_018E,C24020_018M,C24020_019E,C24020_019M,C24020_020E,C24020_020M,C24020_021E,C24020_021M,C24020_022E,C24020_022M,C24020_023E,C24020_023M,C24020_024E,C24020_024M,C24020_025E,C24020_025M,C24020_026E,C24020_026M,C24020_027E,C24020_027M,C24020_028E,C24020_028M,C24020_029E,C24020_029M,C24020_030E,C24020_030M,C24020_031E,C24020_031M,C24020_032E,C24020_032M,C24020_033E,C24020_033M,C24020_034E,C24020_034M,C24020_035E,C24020_035M,C24020_036E,C24020_036M,C24020_037E,C24020_037M,C24020_038E,C24020_038M,C24020_039E,C24020_039M,C24020_040E,C24020_040M,C24020_041E,C24020_041M,C24020_042E,C24020_042M,C24020_043E,C24020_043M,C24020_044E,C24020_044M,C24020_045E,C24020_045M,C24020_046E,C24020_046M,C24020_047E,C24020_047M,C24020_048E,C24020_048M,C24020_049E,C24020_049M,C24020_050E,C24020_050M,C24020_051E,C24020_051M,C24020_052E,C24020_052M,C24020_053E,C24020_053M,C24020_054E,C24020_054M,C24020_055E,C24020_055M,C24020_056E,C24020_056M,C24020_057E,C24020_057M,C24020_058E,C24020_058M,C24020_059E,C24020_059M,C24020_060E,C24020_060M,C24020_061E,C24020_061M,C24020_062E,C24020_062M,C24020_063E,C24020_063M,C24020_064E,C24020_064M,C24020_065E,C24020_065M,C24020_066E,C24020_066M,C24020_067E,C24020_067M,C24020_068E,C24020_068M,C24020_069E,C24020_069M,C24020_070E,C24020_070M,C24020_071E,C24020_071M,C24020_072E,C24020_072M,C24020_073E,C24020_073M,C24020_074E,C24020_074M,C24020_075E,C24020_075M,NAME,C24020_001EA,C24020_001MA,C24020_002MA,C24020_002EA,C24020_003MA,C24020_003EA,C24020_004EA,C24020_004MA,C24020_005MA,C24020_005EA,C24020_006EA,C24020_006MA,C24020_007MA,C24020_007EA,C24020_008MA,C24020_008EA,C24020_009MA,C24020_009EA,C24020_010MA,C24020_010EA,C24020_011EA,C24020_011MA,C24020_012EA,C24020_012MA,C24020_013MA,C24020_013EA,C24020_014MA,C24020_014EA,C24020_015MA,C24020_015EA,C24020_016EA,C24020_016MA,C24020_017EA,C24020_017MA,C24020_018MA,C24020_018EA,C24020_019EA,C24020_019MA,C24020_020MA,C24020_020EA,C24020_021MA,C24020_021EA,C24020_022EA,C24020_022MA,C24020_023EA,C24020_023MA,C24020_024EA,C24020_024MA,C24020_025EA,C24020_025MA,C24020_026MA,C24020_026EA,C24020_027EA,C24020_027MA,C24020_028EA,C24020_028MA,C24020_029MA,C24020_029EA,C24020_030EA,C24020_030MA,C24020_031MA,C24020_031EA,C24020_032MA,C24020_032EA,C24020_033EA,C24020_033MA,C24020_034EA,C24020_034MA,C24020_035EA,C24020_035MA,C24020_036MA,C24020_036EA,C24020_037MA,C24020_037EA,C24020_038MA,C24020_038EA,C24020_039EA,C24020_039MA,C24020_040MA,C24020_040EA,C24020_041MA,C24020_041EA,C24020_042MA,C24020_042EA,C24020_043EA,C24020_043MA,C24020_044EA,C24020_044MA,C24020_045EA,C24020_045MA,C24020_046MA,C24020_046EA,C24020_047MA,C24020_047EA,C24020_048EA,C24020_048MA,C24020_049MA,C24020_049EA,C24020_050EA,C24020_050MA,C24020_051MA,C24020_051EA,C24020_052MA,C24020_052EA,C24020_053EA,C24020_053MA,C24020_054EA,C24020_054MA,C24020_055EA,C24020_055MA,C24020_056EA,C24020_056MA,C24020_057MA,C24020_057EA,C24020_058MA,C24020_058EA,C24020_059MA,C24020_059EA,C24020_060EA,C24020_060MA,C24020_061EA,C24020_061MA,C24020_062MA,C24020_062EA,C24020_063MA,C24020_063EA,C24020_064MA,C24020_064EA,C24020_065MA,C24020_065EA,C24020_066EA,C24020_066MA,C24020_067EA,C24020_067MA,C24020_068MA,C24020_068EA,C24020_069MA,C24020_069EA,C24020_070MA,C24020_070EA,C24020_071EA,C24020_071MA,C24020_072EA,C24020_072MA,C24020_073MA,C24020_073EA,C24020_074MA,C24020_074EA,C24020_075MA,C24020_075EA,state
0400000US01,1347557,15590,796908,10215,236150,8147,113515,5248,90145,4643,23370,2487,122635,6024,19823,2891,30730,3319,7146,1354,10467,1588,8455,1362,16627,2353,8909,1732,20478,2381,15246,2011,5232,1063,73237,4647,2829,855,24495,3062,11843,2067,12652,1992,15451,2896,24340,2555,6122,1330,130742,5973,85269,4442,45473,3791,6340,1709,156552,7383,85698,5976,70854,5573,193887,7005,105612,5186,88275,6201,8590,1928,45203,3726,34482,4076,550649,10328,199573,7202,72178,4115,44734,3000,27444,2591,127395,5803,8630,1665,4015,929,2985,877,11314,1740,7543,1496,36481,3038,6246,1487,50181,3609,30733,2836,19448,1961,82107,5945,22369,2842,3626,868,2170,606,1456,629,24730,3461,12896,2269,18486,2525,206246,6963,61604,5396,144642,6089,1302,584,8457,1880,5477,1685,2980,868,52964,4553,43473,4247,9491,1684,1118,567,2428,740,5945,1227,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,169259,5218,97707,3843,36256,3073,17938,1851,14597,1733,3341,916,18318,2143,2695,702,4953,1019,1664,513,2078,621,993,507,2151,560,1584,572,2200,756,1501,586,699,374,10259,1429,559,454,3927,934,2710,864,1217,392,1457,498,2982,904,1334,594,16440,1759,9482,1447,6958,1153,795,398,20594,2150,9712,1639,10882,1430,13363,1484,4853,1157,8510,1411,2374,760,3296,751,2840,821,71552,2858,32225,2476,15509,1645,10148,1461,5361,1219,16716,1821,576,254,1329,507,879,439,2063,701,1618,545,3225,1026,765,388,6261,1343,4315,1002,1946,824,10416,1674,2413,899,827,345,613,329,214,192,2978,825,853,422,3345,858,25932,2238,6562,1157,19370,2045,311,228,668,356,450,272,218,252,2000,683,862,358,1138,528,395,268,628,389,115,115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1708760,17291,1043413,13134,339152,8394,169363,6377,129305,5640,40058,3472,169789,6345,33934,3109,47646,4186,7190,1382,12597,2138,10664,1762,18323,2232,13684,1629,25751,2409,18379,2125,7372,1281,138814,7824,4460,1907,42923,3428,20142,2603,22781,2733,32150,3791,48384,4682,10897,2016,187630,7670,119612,7162,68018,5817,7694,1802,219540,8029,149136,7258,70404,5458,150583,7717,73285,5552,77298,5408,8838,1429,43106,4219,25354,3180,665347,10890,259760,7009,123012,5498,71327,4022,51685,3834,136748,6513,10547,1565,4601,932,5091,1295,14978,1993,11608,1700,34008,3329,7409,1432,48506,3692,32908,2753,15598,2433,107724,5671,19724,2765,10521,1701,4548,987,5973,1276,28225,3523,20359,3328,28895,3536,258167,10114,78687,5517,179480,7182,471,259,6543,1705,3830,949,2713,1248,32682,3703,21965,3148,10717,1979,1773,834,4572,1578,4372,1039,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,804895,11325,468566,7235,125863,4742,65714,4171,52838,3878,12876,1844,60149,3569,11541,1983,10756,1433,3420,884,6465,1161,3516,839,8052,1377,4897,1321,11502,1672,8303,1404,3199,845,44075,3069,2736,941,14203,1994,5496,1169,8707,1736,8098,1678,16553,2147,2485,734,78457,4039,48235,3701,30222,2798,8912,1431,89023,4498,48935,3297,40088,3162,122236,6300,65386,4544,56850,3959,4183,995,29227,2451,23440,2658,336329,7540,123062,4680,49355,3556,30285,2682,19070,2311,73707,3567,3827,1006,1155,485,1927,674,8198,1526,2798,882,21926,2345,2211,635,31665,2626,18017,2045,13648,1680,49509,4380,13387,2066,3278,942,990,563,2288,725,14199,2558,8504,1575,10141,1678,124565,5566,32138,3300,92427,4272,1411,522,1738,556,888,344,850,433,36044,2897,28054,2353,7990,1549,1001,574,1917,613,5072,1339,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10069503,47230,6209031,31312,2201649,24925,1085226,18802,812605,16864,272621,9898,1116423,18272,245614,9407,260404,8754,70744,5027,65785,4750,85191,6021,111708,5939,135255,7547,141722,5954,102571,4808,39151,4236,760413,17015,24884,3254,193614,8849,100782,6192,92832,5676,207804,9555,276438,11159,57673,4619,1118506,19679,691985,14683,426521,14491,86852,6718,1012736,19271,639551,16075,373185,9925,1028875,20681,514242,13932,514633,15336,45385,3836,284256,11331,184992,8847,3860472,31577,1572962,18981,714106,13256,432334,11280,281772,7950,858856,14120,80097,5258,43507,4154,43545,3215,82511,4555,74476,4019,192964,8196,91942,5161,249814,8158,169140,7133,80674,5952,574853,13337,117268,6209,45253,4183,22961,3309,22292,2395,120093,7615,112384,7636,179855,8288,1407981,20558,446491,14781,961490,16560,16569,2953,29707,2981,13542,2169,16165,2236,258400,9360,195611,8645,62789,4742,6758,1462,19244,2488,36787,3110,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1473240,14805,891887,10214,351572,8540,173639,6232,134268,5683,39371,2964,177933,6405,51597,4441,42130,3311,11865,1759,9682,1588,11638,1887,18248,2172,14575,1714,18198,2085,13002,1836,5196,1411,89988,5891,1673,656,26938,3105,13055,2199,13883,2298,24030,3037,30287,3538,7060,1366,165599,6795,108646,6140,56953,4441,7261,1530,163090,7781,102422,6156,60668,4851,114377,5981,51162,3635,63215,4591,8695,1654,33286,3121,21234,2779,581353,10436,256387,8030,117901,5952,72440,4913,45461,3466,138486,5241,17704,2100,5926,1426,7596,1461,11298,1580,8824,1318,35109,2917,11056,1436,40973,3112,26768,2369,14205,1982,77976,4606,14493,2096,6771,1328,4622,1247,2149,574,22836,2926,12599,2424,21277,2794,213545,7245,66249,4655,147296,6266,1169,710,6477,1535,2635,888,3842,1265,25799,2916,17113,2190,8686,1884,1252,715,2625,713,4809,1515,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1100977,13863,647346,9983,263852,6779,138913,5278,98483,4917,40430,3341,124939,4854,24690,2036,32774,2815,9743,1554,7470,1536,9723,1352,14105,1714,11765,1497,14669,2332,12341,2098,2328,738,68899,4585,2723,1021,19873,2276,9064,1499,10809,1604,15431,2383,23669,3279,7203,1495,116541,6233,76234,4491,40307,3899,990,475,101769,6343,57494,4355,44275,3899,95295,4886,58380,3471,36915,3512,4161,984,22020,2889,10734,1926,453631,8807,200512,6121,88031,4516,53380,3179,34651,3529,112481,5067,10206,1701,3837,1065,6757,1440,11473,1753,8438,1217,25932,2571,8480,1544,37358,2655,27335,2754,10023,1510,63379,3937,19925,2239,4132,1158,2153,994,1979,737,11830,2148,10542,1724,16950,2417,159035,6455,46395,3769,112640,5504,428,276,2981,827,604,395,2377,759,27296,3232,21718,2352,5578,1780,655,387,2499,1296,2424,862,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,275375,5684,156958,4015,57184,3444,28415,2795,21171,2237,7244,1486,28769,2434,4961,1046,4917,917,4261,919,3056,856,2138,760,3547,1058,1945,681,3944,895,3327,820,617,435,14159,2531,235,172,5436,1275,2924,1024,2512,842,2755,937,4245,1304,1488,563,26485,2346,16328,1976,10157,1776,2214,824,30791,2286,18167,1778,12624,1587,26125,2625,11386,1974,14739,1799,1740,567,9520,1372,3479,993,118417,3953,51430,3034,19547,1983,11495,1470,8052,1564,31883,2506,2594,814,1253,862,2016,689,3854,999,1675,553,7633,1321,1291,508,11567,1991,8273,1542,3294,1039,17855,2251,5648,1375,1950,975,1538,907,412,334,3044,835,2909,923,4304,1230,41519,3187,10905,1742,30614,2647,193,188,1320,530,387,199,933,476,6100,1276,4107,1080,1993,806,103,122,791,589,1099,622,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,178674,4297,92661,3568,51945,2810,19773,2251,13984,1813,5789,1147,32172,2471,4205,972,2080,813,3782,960,1834,695,8830,1757,2518,860,5994,1233,2929,1454,1589,600,1340,1312,13024,2114,721,308,2856,900,2435,858,421,278,4568,1456,4051,1069,828,389,13598,2011,5808,1460,7790,1450,0,286,7724,1624,6076,1340,1648,724,6370,1445,1625,863,4745,1257,734,496,3297,1117,714,474,86013,3287,53319,2548,21144,1766,13489,1808,7655,1140,32175,2438,2923,823,1190,512,4183,942,1928,598,6852,1162,6853,1339,5150,1453,3096,995,1880,747,1216,627,10946,1868,1484,798,2814,1068,2307,909,507,352,2011,669,2757,893,1880,755,20128,2329,4554,1097,15574,2029,86,145,259,271,80,139,179,230,1275,583,697,347,578,446,0,286,410,356,168,264,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5260562,30169,3092712,22769,975447,15338,515936,10172,405836,8974,110100,5956,459511,11694,90100,5139,97445,5275,21393,2850,32888,3088,35091,3181,47531,3616,52508,4252,82555,5673,59738,4931,22817,2525,428971,14297,11819,2564,113265,6722,57054,4723,56211,4394,105533,7655,159809,9608,38545,3764,600521,14307,394198,11049,206323,8906,27721,5538,643840,17273,423437,15189,220403,8813,416212,12479,164071,7385,252141,10716,27340,2774,146107,8180,78694,6709,2167850,17900,801024,14388,338883,9541,215488,7799,123395,5671,462141,11839,31941,3013,12291,1847,12518,1949,40360,2916,40130,3330,104652,6097,34682,3152,185567,7650,118375,6189,67192,4463,368495,12252,81720,6066,33052,3168,14091,2033,18961,2471,95175,6217,74696,5334,83852,5979,868805,16376,277025,10736,591780,12246,6360,1865,22696,3322,13076,2711,9620,1891,100470,5612,68024,5136,32446,3181,5573,1537,12133,1955,14740,2469,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
