GEO_ID,B23002C_001E,B23002C_001M,B23002C_002E,B23002C_002M,B23002C_003E,B23002C_003M,B23002C_004E,B23002C_004M,B23002C_005E,B23002C_005M,B23002C_006E,B23002C_006M,B23002C_007E,B23002C_007M,B23002C_008E,B23002C_008M,B23002C_009E,B23002C_009M,B23002C_010E,B23002C_010M,B23002C_011E,B23002C_011M,B23002C_012E,B23002C_012M,B23002C_013E,B23002C_013M,B23002C_014E,B23002C_014M,B23002C_015E,B23002C_015M,B23002C_016E,B23002C_016M,B23002C_017E,B23002C_017M,B23002C_018E,B23002C_018M,B23002C_019E,B23002C_019M,B23002C_020E,B23002C_020M,B23002C_021E,B23002C_021M,B23002C_022E,B23002C_022M,B23002C_023E,B23002C_023M,B23002C_024E,B23002C_024M,B23002C_025E,B23002C_025M,B23002C_026E,B23002C_026M,B23002C_027E,B23002C_027M,B23002C_028E,B23002C_028M,B23002C_029E,B23002C_029M,B23002C_030E,B23002C_030M,B23002C_031E,B23002C_031M,B23002C_032E,B23002C_032M,B23002C_033E,B23002C_033M,B23002C_034E,B23002C_034M,B23002C_035E,B23002C_035M,B23002C_036E,B23002C_036M,B23002C_037E,B23002C_037M,B23002C_038E,B23002C_038M,B23002C_039E,B23002C_039M,B23002C_040E,B23002C_040M,B23002C_041E,B23002C_041M,B23002C_042E,B23002C_042M,B23002C_043E,B23002C_043M,B23002C_044E,B23002C_044M,B23002C_045E,B23002C_045M,B23002C_046E,B23002C_046M,B23002C_047E,B23002C_047M,B23002C_048E,B23002C_048M,B23002C_049E,B23002C_049M,B23002C_050E,B23002C_050M,B23002C_051E,B23002C_051M,B23002C_052E,B23002C_052M,B23002C_053E,B23002C_053M,B23002C_054E,B23002C_054M,B23002C_055E,B23002C_055M,B23002C_056E,B23002C_056M,B23002C_057E,B23002C_057M,B23002C_058E,B23002C_058M,B23002C_059E,B23002C_059M,B23002C_060E,B23002C_060M,B23002C_061E,B23002C_061M,B23002C_062E,B23002C_062M,B23002C_063E,B23002C_063M,B23002C_064E,B23002C_064M,B23002C_065E,B23002C_065M,B23002C_066E,B23002C_066M,B23002C_067E,B23002C_067M,B23002C_068E,B23002C_068M,B23002C_069E,B23002C_069M,B23002C_070E,B23002C_070M,B23002C_071E,B23002C_071M,B23002C_072E,B23002C_072M,B23002C_073E,B23002C_073M,B23002C_074E,B23002C_074M,B23002C_075E,B23002C_075M,B23002C_076E,B23002C_076M,B23002C_077E,B23002C_077M,B23002C_078E,B23002C_078M,B23002C_079E,B23002C_079M,NAME,B23002C_001EA,B23002C_001MA,B23002C_002MA,B23002C_002EA,B23002C_003MA,B23002C_003EA,B23002C_004MA,B23002C_004EA,B23002C_005MA,B23002C_005EA,B23002C_006MA,B23002C_006EA,B23002C_007MA,B23002C_007EA,B23002C_008MA,B23002C_008EA,B23002C_009MA,B23002C_009EA,B23002C_010EA,B23002C_010MA,B23002C_011EA,B23002C_011MA,B23002C_012EA,B23002C_012MA,B23002C_013MA,B23002C_013EA,B23002C_014MA,B23002C_014EA,B23002C_015MA,B23002C_015EA,B23002C_016MA,B23002C_016EA,B23002C_017EA,B23002C_017MA,B23002C_018MA,B23002C_018EA,B23002C_019MA,B23002C_019EA,B23002C_020EA,B23002C_020MA,B23002C_021EA,B23002C_021MA,B23002C_022EA,B23002C_022MA,B23002C_023EA,B23002C_023MA,B23002C_024MA,B23002C_024EA,B23002C_025MA,B23002C_025EA,B23002C_026MA,B23002C_026EA,B23002C_027EA,B23002C_027MA,B23002C_028EA,B23002C_028MA,B23002C_029MA,B23002C_029EA,B23002C_030EA,B23002C_030MA,B23002C_031EA,B23002C_031MA,B23002C_032EA,B23002C_032MA,B23002C_033EA,B23002C_033MA,B23002C_034EA,B23002C_034MA,B23002C_035MA,B23002C_035EA,B23002C_036MA,B23002C_036EA,B23002C_037EA,B23002C_037MA,B23002C_038EA,B23002C_038MA,B23002C_039EA,B23002C_039MA,B23002C_040MA,B23002C_040EA,B23002C_041EA,B23002C_041MA,B23002C_042EA,B23002C_042MA,B23002C_043EA,B23002C_043MA,B23002C_044EA,B23002C_044MA,B23002C_045MA,B23002C_045EA,B23002C_046EA,B23002C_046MA,B23002C_047MA,B23002C_047EA,B23002C_048MA,B23002C_048EA,B23002C_049MA,B23002C_049EA,B23002C_050MA,B23002C_050EA,B23002C_051MA,B23002C_051EA,B23002C_052MA,B23002C_052EA,B23002C_053MA,B23002C_053EA,B23002C_054EA,B23002C_054MA,B23002C_055EA,B23002C_055MA,B23002C_056EA,B23002C_056MA,B23002C_057MA,B23002C_057EA,B23002C_058MA,B23002C_058EA,B23002C_059MA,B23002C_059EA,B23002C_060MA,B23002C_060EA,B23002C_061MA,B23002C_061EA,B23002C_062MA,B23002C_062EA,B23002C_063MA,B23002C_063EA,B23002C_064MA,B23002C_064EA,B23002C_065EA,B23002C_065MA,B23002C_066EA,B23002C_066MA,B23002C_067EA,B23002C_067MA,B23002C_068MA,B23002C_068EA,B23002C_069MA,B23002C_069EA,B23002C_070MA,B23002C_070EA,B23002C_071MA,B23002C_071EA,B23002C_072EA,B23002C_072MA,B23002C_073MA,B23002C_073EA,B23002C_074MA,B23002C_074EA,B23002C_075EA,B23002C_075MA,B23002C_076EA,B23002C_076MA,B23002C_077EA,B23002C_077MA,B23002C_078EA,B23002C_078MA,B23002C_079MA,B23002C_079EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61964,2096,30598,1459,4256,583,1981,510,0,233,1981,510,1242,397,739,327,2275,391,2931,517,2188,510,0,233,2188,510,1204,447,984,312,743,293,17112,1065,14001,1153,64,97,13937,1138,10453,1020,3484,697,3111,881,3608,451,2430,514,0,233,2430,514,1750,474,680,245,1178,282,984,305,276,131,188,100,88,94,708,261,1707,303,155,96,129,95,26,32,1552,279,31366,1230,3437,631,1315,524,0,233,1315,524,867,466,448,273,2122,349,3681,507,2275,478,0,233,2275,478,1858,464,417,186,1406,379,17204,1007,12405,897,0,233,12405,897,10642,908,1763,499,4799,943,3580,496,1845,422,0,233,1845,422,1586,389,259,195,1735,402,1155,351,311,217,311,217,0,233,844,241,2309,362,197,123,197,123,0,233,2112,339,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,185485,3730,87993,2131,11892,1718,3013,745,0,291,3013,745,1868,646,1145,566,8879,1561,11930,1377,7979,1309,0,291,7979,1309,5808,1128,2171,958,3951,998,48582,1859,37289,1911,66,102,37223,1921,30958,2052,6265,1372,11293,1660,8311,762,4269,910,0,291,4269,910,3884,984,385,303,4042,897,2762,725,567,400,567,400,0,291,2195,699,4516,881,283,251,283,251,0,291,4233,893,97492,2578,12008,1379,3032,900,0,291,3032,900,1736,741,1296,621,8976,1232,11789,1419,6300,1170,0,291,6300,1170,4205,1043,2095,884,5489,1377,54258,2269,36299,2369,58,103,36241,2369,31111,2355,5130,1135,17959,1963,10033,764,3529,711,0,291,3529,711,3369,708,160,198,6504,809,3447,936,208,167,149,135,59,99,3239,930,5957,917,95,120,95,120,0,291,5862,901,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,194693,9266,95316,5928,8390,2199,3547,1400,75,125,3472,1388,2332,1250,1140,500,4843,1307,8935,1478,6874,1390,226,256,6648,1374,5526,1311,1122,570,2061,879,55683,4239,46826,4270,695,463,46131,4275,42218,4151,3913,929,8857,1454,12512,1658,7279,1312,0,293,7279,1312,6820,1273,459,331,5233,1085,5333,1301,1710,671,1546,626,164,222,3623,1046,4463,828,455,317,455,317,0,293,4008,842,99377,5317,6607,1505,2971,1009,0,293,2971,1009,1652,750,1319,656,3636,986,9413,1816,7443,1512,51,82,7392,1517,6626,1527,766,458,1970,866,58220,3276,40190,2881,0,293,40190,2881,36170,2806,4020,966,18030,1870,14201,1783,7012,1221,0,293,7012,1221,6855,1221,157,148,7189,1347,3673,1040,671,430,618,422,53,90,3002,987,7263,1188,257,194,257,194,0,293,7006,1168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31609,3422,14229,1626,1453,626,684,399,0,274,684,399,569,384,115,108,769,424,1084,596,965,578,0,274,965,578,883,581,82,103,119,121,9612,1229,7679,1213,146,238,7533,1199,6847,1191,686,386,1933,652,1206,420,664,328,0,274,664,328,664,328,0,274,542,276,354,204,30,51,30,51,0,274,324,201,520,298,65,112,65,112,0,274,455,278,17380,2864,1816,1463,738,591,0,274,738,591,455,534,283,235,1078,936,1265,680,499,379,0,274,499,379,359,335,140,171,766,563,10324,1553,8221,1479,0,274,8221,1479,7886,1526,335,314,2103,537,2184,988,1451,845,0,274,1451,845,1180,848,271,259,733,340,632,364,152,144,152,144,0,274,480,350,1159,476,0,274,0,274,0,274,1159,476,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,47423,3282,22357,2080,1608,605,734,442,0,301,734,442,657,441,77,92,874,439,1711,774,1193,543,0,301,1193,543,1140,535,53,79,518,483,14768,1928,12320,1694,197,168,12123,1695,11193,1657,930,485,2448,746,2665,712,1159,496,0,301,1159,496,872,418,287,235,1506,523,648,384,239,237,239,237,0,301,409,302,957,536,0,301,0,301,0,301,957,536,25066,2400,1896,570,821,396,0,301,821,396,629,345,192,259,1075,501,2548,962,1751,692,0,301,1751,692,1513,660,238,201,797,499,14043,1705,9478,1384,0,301,9478,1384,8298,1337,1180,538,4565,1139,4155,1144,1565,710,0,301,1565,710,1565,710,0,301,2590,952,1068,484,464,326,393,293,71,129,604,382,1356,545,142,174,142,174,0,301,1214,535,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
