GEO_ID,B01002I_001E,B01002I_001M,B01002I_002E,B01002I_002M,B01002I_003E,B01002I_003M,NAME,B01002I_001MA,B01002I_001EA,B01002I_002MA,B01002I_002EA,B01002I_003EA,B01002I_003MA,state
0400000US01,25.6,0.5,26.2,1.0,24.5,0.9,Alabama,null,null,null,null,null,null,01
0400000US02,22.0,2.4,22.1,3.2,21.8,7.0,Alaska,null,null,null,null,null,null,02
0400000US04,25.2,0.2,25.2,0.1,25.2,0.2,Arizona,null,null,null,null,null,null,04
0400000US05,24.0,0.7,24.6,1.0,23.1,1.2,Arkansas,null,null,null,null,null,null,05
0400000US06,26.2,0.2,25.9,0.2,26.5,0.2,California,null,null,null,null,null,null,06
0400000US08,26.6,0.2,26.7,0.3,26.6,0.3,Colorado,null,null,null,null,null,null,08
0400000US09,27.7,0.3,26.9,0.4,28.5,0.4,Connecticut,null,null,null,null,null,null,09
0400000US10,26.3,0.3,27.5,0.8,24.8,1.5,Delaware,null,null,null,null,null,null,10
0400000US11,29.9,0.1,29.8,0.3,30.1,0.3,District of Columbia,null,null,null,null,null,null,11
0400000US12,33.1,0.1,31.9,0.2,34.4,0.1,Florida,null,null,null,null,null,null,12
0400000US13,26.1,0.3,26.6,0.3,25.2,0.5,Georgia,null,null,null,null,null,null,13
0400000US15,24.2,0.6,23.9,0.7,24.4,0.8,Hawaii,null,null,null,null,null,null,15
0400000US16,24.5,0.6,24.7,0.8,24.1,1.0,Idaho,null,null,null,null,null,null,16
0400000US17,26.3,0.2,26.4,0.2,26.2,0.2,Illinois,null,null,null,null,null,null,17
0400000US18,26.3,0.5,27.0,0.6,25.4,0.5,Indiana,null,null,null,null,null,null,18
0400000US19,24.6,0.4,24.7,0.6,24.4,1.1,Iowa,null,null,null,null,null,null,19
0400000US20,25.0,0.5,25.3,0.7,24.6,0.7,Kansas,null,null,null,null,null,null,20
0400000US21,25.1,0.7,25.6,0.9,23.7,1.3,Kentucky,null,null,null,null,null,null,21
0400000US22,31.3,0.9,29.9,1.3,32.8,1.6,Louisiana,null,null,null,null,null,null,22
0400000US23,27.8,3.8,27.7,6.2,27.9,5.2,Maine,null,null,null,null,null,null,23
0400000US24,27.7,0.4,27.3,0.4,28.2,0.5,Maryland,null,null,null,null,null,null,24
0400000US25,26.8,0.3,25.9,0.3,27.7,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,26.0,0.3,25.9,0.4,26.1,0.6,Michigan,null,null,null,null,null,null,26
0400000US27,25.7,0.5,26.3,0.7,24.5,1.2,Minnesota,null,null,null,null,null,null,27
0400000US28,28.1,2.3,26.9,2.5,30.5,3.0,Mississippi,null,null,null,null,null,null,28
0400000US29,26.2,0.5,26.0,0.6,26.7,1.4,Missouri,null,null,null,null,null,null,29
0400000US30,28.1,2.9,26.5,3.6,29.6,3.8,Montana,null,null,null,null,null,null,30
0400000US31,24.8,0.5,25.1,0.9,24.6,0.7,Nebraska,null,null,null,null,null,null,31
0400000US32,26.3,0.2,26.6,0.4,26.1,0.3,Nevada,null,null,null,null,null,null,32
0400000US33,26.7,1.9,22.4,4.3,29.1,4.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,29.9,0.1,29.0,0.3,30.8,0.2,New Jersey,null,null,null,null,null,null,34
0400000US35,30.1,0.1,29.2,0.4,30.9,0.3,New Mexico,null,null,null,null,null,null,35
0400000US36,30.2,0.2,28.8,0.2,31.7,0.2,New York,null,null,null,null,null,null,36
0400000US37,25.6,0.3,26.2,0.3,24.6,0.4,North Carolina,null,null,null,null,null,null,37
0400000US38,24.1,2.9,21.9,3.1,27.5,4.2,North Dakota,null,null,null,null,null,null,38
0400000US39,26.8,0.6,26.9,0.8,26.6,1.0,Ohio,null,null,null,null,null,null,39
0400000US40,24.8,0.4,25.0,0.6,24.5,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,25.1,0.2,25.8,0.5,24.2,0.4,Oregon,null,null,null,null,null,null,41
0400000US42,26.0,0.3,25.3,0.4,26.5,0.4,Pennsylvania,null,null,null,null,null,null,42
0400000US44,26.1,0.7,25.3,0.6,27.4,1.1,Rhode Island,null,null,null,null,null,null,44
0400000US45,26.3,0.6,26.4,0.7,26.1,1.1,South Carolina,null,null,null,null,null,null,45
0400000US46,23.4,2.2,25.5,6.1,22.1,3.7,South Dakota,null,null,null,null,null,null,46
0400000US47,26.3,1.0,26.1,1.0,26.8,1.3,Tennessee,null,null,null,null,null,null,47
0400000US48,26.6,0.2,26.2,0.2,27.1,0.1,Texas,null,null,null,null,null,null,48
0400000US49,25.1,0.2,25.4,0.3,24.9,0.3,Utah,null,null,null,null,null,null,49
0400000US50,29.5,2.1,30.0,2.7,25.9,7.9,Vermont,null,null,null,null,null,null,50
0400000US51,27.5,0.4,27.4,0.5,27.7,0.6,Virginia,null,null,null,null,null,null,51
0400000US53,24.7,0.2,24.8,0.3,24.6,0.3,Washington,null,null,null,null,null,null,53
0400000US54,27.2,6.8,23.3,8.2,28.7,4.7,West Virginia,null,null,null,null,null,null,54
0400000US55,25.5,0.4,25.8,0.5,24.9,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,28.5,2.0,26.7,3.7,29.2,3.1,Wyoming,null,null,null,null,null,null,56
0400000US72,34.3,0.1,32.5,0.2,35.9,0.2,Puerto Rico,null,null,null,null,null,null,72
