GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,NAME,B17022_001EA,B17022_001MA,B17022_002MA,B17022_002EA,B17022_003EA,B17022_003MA,B17022_004EA,B17022_004MA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007MA,B17022_007EA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011EA,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013MA,B17022_013EA,B17022_014EA,B17022_014MA,B17022_015EA,B17022_015MA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020EA,B17022_020MA,B17022_021EA,B17022_021MA,B17022_022EA,B17022_022MA,B17022_023EA,B17022_023MA,B17022_024MA,B17022_024EA,B17022_025EA,B17022_025MA,B17022_026EA,B17022_026MA,B17022_027EA,B17022_027MA,B17022_028EA,B17022_028MA,B17022_029MA,B17022_029EA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032EA,B17022_032MA,B17022_033EA,B17022_033MA,B17022_034EA,B17022_034MA,B17022_035MA,B17022_035EA,B17022_036EA,B17022_036MA,B17022_037EA,B17022_037MA,B17022_038EA,B17022_038MA,B17022_039EA,B17022_039MA,B17022_040MA,B17022_040EA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043EA,B17022_043MA,B17022_044EA,B17022_044MA,B17022_045MA,B17022_045EA,B17022_046MA,B17022_046EA,B17022_047EA,B17022_047MA,B17022_048EA,B17022_048MA,B17022_049EA,B17022_049MA,B17022_050EA,B17022_050MA,B17022_051MA,B17022_051EA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055EA,B17022_055MA,B17022_056EA,B17022_056MA,B17022_057MA,B17022_057EA,B17022_058EA,B17022_058MA,B17022_059EA,B17022_059MA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062MA,B17022_062EA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065EA,B17022_065MA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068MA,B17022_068EA,B17022_069EA,B17022_069MA,B17022_070EA,B17022_070MA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075EA,B17022_075MA,B17022_076EA,B17022_076MA,B17022_077EA,B17022_077MA,B17022_078EA,B17022_078MA,B17022_079MA,B17022_079EA,B17022_080EA,B17022_080MA,B17022_081EA,B17022_081MA,state
0400000US01,1223725,12107,237833,8627,89165,5256,51553,4002,9425,1423,16073,2482,26055,3007,37612,2955,148668,6650,20139,2726,14416,2401,4365,1321,1831,726,8220,1927,5723,1110,128529,6364,110278,5738,20214,3041,29793,3004,60271,4233,18251,2632,45277,3628,26448,2827,13520,2118,2304,687,2848,876,8368,1779,12928,1832,18829,2627,3716,957,2458,767,861,507,142,168,1455,652,1258,563,15113,2224,11041,1875,1370,576,1963,827,7708,1648,4072,1030,85291,5055,55299,3680,30693,3031,6121,1384,6600,1412,17972,2397,24606,2106,29992,3351,6045,1397,4079,1163,1754,811,100,144,2225,775,1966,736,23947,2958,16044,2372,2202,791,2172,835,11670,2246,7903,1856,855324,12785,720245,11941,290806,7969,52130,3948,47653,3733,191023,6562,429439,8566,135079,6820,41126,3709,20577,2549,3640,991,959,454,15978,2349,20549,2559,93953,5911,47856,4509,6780,1394,4809,1265,36267,3968,46097,3323,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,18218,1598,6850,1083,4010,816,866,415,1613,448,1531,614,2840,698,11368,1388,2504,818,2169,746,288,206,745,580,1136,468,335,219,8864,1280,7965,1240,934,412,2533,696,4498,1047,899,395,3865,898,2436,655,1649,538,168,180,809,385,672,351,787,346,1429,551,499,334,456,331,30,52,220,208,206,200,43,44,930,436,857,425,328,409,160,149,369,175,73,87,8880,1404,4764,928,3497,700,670,335,1405,527,1422,390,1267,528,4116,1087,858,476,778,459,472,384,91,96,215,164,80,87,3258,1005,2639,914,419,461,309,198,1911,777,619,312,126224,3860,102303,3736,50934,2981,9844,1575,10267,1566,30823,2468,51369,2794,23921,2191,9312,1362,5807,1145,756,388,229,126,4822,1053,3505,889,14609,1854,10245,1657,1553,730,931,493,7761,1246,4364,872,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,234113,8430,110252,5453,74361,5219,13657,2419,29816,3689,30888,2938,35891,2922,123861,6500,24392,3225,19998,3099,5616,1420,4518,1334,9864,2253,4394,1058,99469,5492,88931,5436,17891,2771,24645,2875,46395,3862,10538,1745,49838,4488,31619,3437,18968,2911,2388,953,7278,2203,9302,1779,12651,2243,18219,2953,4873,1208,3365,1038,492,370,1230,636,1643,745,1508,745,13346,2608,10227,2457,1591,787,971,418,7665,2064,3119,811,94151,5951,62102,4823,39925,3735,6916,1697,15488,2285,17521,2791,22177,2422,32049,3797,9803,2387,7191,1987,2072,945,1310,576,3809,1565,2612,939,22246,2694,16449,2238,2542,956,3361,994,10546,1792,5797,1313,1081358,14860,874480,12581,359520,8727,75172,4419,73131,5216,211217,7657,514960,9760,206878,9683,71165,5534,39904,3582,6793,1461,5133,1301,27978,3048,31261,3257,135713,7280,75813,4944,10649,1857,8119,1993,57045,4453,59900,4713,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,144836,5905,64582,4046,38432,3264,7197,1464,12047,1934,19188,2317,26150,2044,80254,4638,13025,1980,9385,1660,1888,839,1432,645,6065,1398,3640,955,67229,4443,58116,3899,11807,1933,15482,2463,30827,2613,9113,1657,30448,2462,20403,2110,9999,1678,2067,767,3048,960,4884,982,10404,1286,10045,1716,2844,1001,2243,948,620,394,573,598,1050,554,601,382,7201,1515,4599,1350,727,578,605,308,3267,996,2602,902,57724,2990,39326,2479,20633,2143,4627,1007,4952,1214,11054,1524,18693,1946,18398,2252,5880,1300,3919,1104,1139,715,389,291,2391,819,1961,686,12518,1835,9117,1645,549,397,1513,599,7055,1444,3401,739,509436,9275,431234,8703,168044,5495,30340,2405,27623,2604,110081,4645,263190,6311,78202,5301,24568,2636,12316,2126,2493,902,854,493,8969,1849,12252,1714,53634,4132,28003,2736,3304,883,1768,693,22931,2346,25631,2766,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,1236134,20588,598116,14354,443236,14299,64492,4685,162643,9128,216101,10653,154880,7483,638018,14147,137015,7186,107762,6262,22744,3209,31727,3743,53291,4709,29253,3696,501003,13148,435727,12565,69892,5451,121140,6990,244695,9553,65276,5084,286707,8988,182662,7300,120335,6889,21070,3164,41885,4425,57380,4270,62327,3508,104045,6349,27918,3596,19424,2721,4983,1799,5131,1334,9310,1862,8494,1935,76127,5010,58857,4618,7472,2063,12353,2228,39032,3856,17270,2431,500581,14392,315428,11293,214422,8622,31104,3252,70563,6169,112755,7404,101006,6355,185153,8720,54534,4723,39833,3833,8752,1938,10691,2568,20390,2326,14701,2397,130619,7370,95074,6675,14637,3026,17854,2660,62583,5057,35545,2841,6257697,32730,4914915,29890,2373074,22687,457889,11010,457182,11186,1458003,18873,2541841,24246,1342782,21205,494406,13505,246114,9742,45712,3936,26973,3326,173429,7989,248292,10071,848376,15142,458038,12096,57935,4835,40775,4025,359328,10660,390338,10289,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,140948,6606,63909,4457,42340,3605,7728,1678,18193,3158,16419,1844,21569,2110,77039,5444,12743,2543,9750,2414,2434,1105,1631,732,5685,2027,2993,902,64296,4761,56172,4163,13315,2459,14166,2580,28691,2988,8124,1605,28463,2680,18601,2347,13215,2019,3011,1034,3833,1291,6371,1582,5386,992,9862,1544,3005,924,2459,825,640,547,804,522,1015,554,546,396,6857,1169,5133,948,465,288,1138,647,3530,849,1724,643,60118,4111,36785,3061,23573,2683,5050,1346,6706,1395,11817,2042,13212,1510,23333,2621,8931,1987,5855,1730,2330,871,1478,1291,2047,843,3076,1169,14402,1778,11378,1615,2589,833,1000,460,7789,1495,3024,895,934692,11030,788538,10716,349606,7364,77447,4472,64291,3912,207868,6290,438932,8532,146154,6234,55298,3955,32161,3199,4473,1246,2672,944,25016,2946,23137,2439,90856,5127,56568,4473,8333,1850,6159,1495,42076,3781,34288,2821,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,76890,4846,24853,2917,14925,2424,3684,1166,4773,1362,6468,1389,9928,1579,52037,4072,5939,1567,3997,1289,1052,749,770,501,2175,875,1942,760,46098,3957,40025,3691,6742,1654,11359,2387,21924,2444,6073,1522,15586,2167,7321,1496,4242,1229,663,449,1416,627,2163,900,3079,823,8265,1592,1383,610,867,475,277,283,278,380,312,226,516,380,6882,1477,5708,1243,908,627,1507,653,3293,784,1174,554,30824,2605,17622,1751,9912,1563,1628,694,2183,763,6101,1373,7710,1244,13202,2051,2765,1090,1821,846,819,574,646,558,356,270,944,640,10437,1589,8610,1471,968,501,2011,710,5631,1251,1827,592,769988,9372,625348,8913,277680,5992,54394,3726,45798,3033,177488,5654,347668,8008,144640,5841,46308,3827,21029,2813,3161,971,2183,887,15685,2478,25279,2548,98332,4569,53193,3761,3787,966,5323,1505,44083,3908,45139,3674,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,22462,2284,7461,1569,4692,1270,625,450,2575,831,1492,657,2769,723,15001,1885,2307,727,1812,699,335,364,328,416,1149,522,495,320,12694,1750,11781,1681,3258,1003,3209,1074,5314,1212,913,320,4314,937,2364,611,1118,414,311,252,254,191,553,280,1246,513,1950,589,585,370,477,357,164,219,46,76,267,269,108,111,1365,535,918,441,123,173,266,201,529,392,447,283,9522,1354,5692,1083,3134,988,835,584,1095,539,1204,503,2558,669,3830,976,587,293,419,238,73,88,66,113,280,206,168,162,3243,919,2845,879,770,473,882,545,1193,586,398,260,179884,4679,144121,4564,60883,3283,12498,1544,10828,1520,37557,2527,83238,3465,35763,3025,10533,1663,5673,1070,1198,543,1036,509,3439,859,4860,1125,25230,2484,15158,1940,2101,925,1236,557,11821,1651,10072,1373,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,23744,2472,4469,1088,2140,626,265,250,814,376,1061,532,2329,846,19275,2180,2481,777,1744,795,277,363,656,519,811,475,737,467,16794,2073,13339,1862,1894,842,4816,1317,6629,1144,3455,972,2959,930,345,185,47,80,0,286,0,286,47,80,298,194,2614,901,498,402,360,291,0,286,109,130,251,259,138,224,2116,771,1595,668,73,119,492,401,1030,484,521,398,7202,1351,2487,887,1335,666,162,169,915,621,258,236,1152,522,4715,1128,510,396,427,371,185,228,0,286,242,292,83,95,4205,1029,3668,944,495,372,352,332,2821,856,537,292,74578,3302,46911,2988,16820,1672,6465,1243,2329,757,8026,1161,30091,2479,27667,2531,6589,1323,2690,763,714,456,454,305,1522,529,3899,1064,21078,2160,10841,1750,1076,528,1931,748,7834,1451,10237,1479,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,668125,13941,286119,10480,150371,7325,27705,3118,46139,4050,76527,4992,135748,6800,382006,11531,61242,5193,43567,4561,13626,2616,8355,1998,21586,3030,17675,2708,320764,10257,268760,9237,49259,5006,63295,4764,156206,8340,52004,4628,155930,6891,91419,5380,47361,3553,8584,2026,15382,2258,23395,2871,44058,3207,64511,4723,13035,2574,8787,2232,1720,772,2061,837,5006,1583,4248,1199,51476,3982,39425,4030,4924,1328,7850,2026,26651,3068,12051,2112,300689,10587,184250,7814,87911,6025,16407,2069,22999,2640,48505,4538,96339,4818,116439,6251,27957,3452,17018,3167,5903,1861,2497,871,8618,2069,10939,1711,88482,5095,64896,4494,10483,2343,8078,1697,46335,4331,23586,2454,3470059,25038,2817485,21995,1051981,15303,200913,8699,183891,8406,667177,12159,1765504,16996,652574,14073,220718,8935,105506,5542,21120,3121,12208,2359,72178,4893,115212,6663,431856,11554,232121,8427,30856,3557,20611,2824,180654,7550,199735,7431,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
