GEO_ID,B08524_001E,B08524_001M,B08524_002E,B08524_002M,B08524_003E,B08524_003M,B08524_004E,B08524_004M,B08524_005E,B08524_005M,B08524_006E,B08524_006M,B08524_007E,B08524_007M,B08524_008E,B08524_008M,B08524_009E,B08524_009M,B08524_010E,B08524_010M,B08524_011E,B08524_011M,B08524_012E,B08524_012M,B08524_013E,B08524_013M,B08524_014E,B08524_014M,B08524_015E,B08524_015M,B08524_016E,B08524_016M,B08524_017E,B08524_017M,B08524_018E,B08524_018M,B08524_019E,B08524_019M,B08524_020E,B08524_020M,B08524_021E,B08524_021M,B08524_022E,B08524_022M,B08524_023E,B08524_023M,B08524_024E,B08524_024M,B08524_025E,B08524_025M,B08524_026E,B08524_026M,B08524_027E,B08524_027M,B08524_028E,B08524_028M,B08524_029E,B08524_029M,B08524_030E,B08524_030M,B08524_031E,B08524_031M,B08524_032E,B08524_032M,B08524_033E,B08524_033M,B08524_034E,B08524_034M,B08524_035E,B08524_035M,B08524_036E,B08524_036M,B08524_037E,B08524_037M,B08524_038E,B08524_038M,B08524_039E,B08524_039M,B08524_040E,B08524_040M,B08524_041E,B08524_041M,B08524_042E,B08524_042M,B08524_043E,B08524_043M,B08524_044E,B08524_044M,B08524_045E,B08524_045M,B08524_046E,B08524_046M,B08524_047E,B08524_047M,B08524_048E,B08524_048M,B08524_049E,B08524_049M,B08524_050E,B08524_050M,B08524_051E,B08524_051M,B08524_052E,B08524_052M,B08524_053E,B08524_053M,B08524_054E,B08524_054M,B08524_055E,B08524_055M,B08524_056E,B08524_056M,NAME,B08524_001MA,B08524_001EA,B08524_002EA,B08524_002MA,B08524_003EA,B08524_003MA,B08524_004MA,B08524_004EA,B08524_005MA,B08524_005EA,B08524_006MA,B08524_006EA,B08524_007MA,B08524_007EA,B08524_008EA,B08524_008MA,B08524_009EA,B08524_009MA,B08524_010MA,B08524_010EA,B08524_011MA,B08524_011EA,B08524_012MA,B08524_012EA,B08524_013EA,B08524_013MA,B08524_014EA,B08524_014MA,B08524_015MA,B08524_015EA,B08524_016MA,B08524_016EA,B08524_017MA,B08524_017EA,B08524_018EA,B08524_018MA,B08524_019EA,B08524_019MA,B08524_020EA,B08524_020MA,B08524_021MA,B08524_021EA,B08524_022MA,B08524_022EA,B08524_023EA,B08524_023MA,B08524_024EA,B08524_024MA,B08524_025EA,B08524_025MA,B08524_026MA,B08524_026EA,B08524_027MA,B08524_027EA,B08524_028EA,B08524_028MA,B08524_029EA,B08524_029MA,B08524_030EA,B08524_030MA,B08524_031MA,B08524_031EA,B08524_032MA,B08524_032EA,B08524_033EA,B08524_033MA,B08524_034EA,B08524_034MA,B08524_035EA,B08524_035MA,B08524_036MA,B08524_036EA,B08524_037MA,B08524_037EA,B08524_038EA,B08524_038MA,B08524_039EA,B08524_039MA,B08524_040EA,B08524_040MA,B08524_041MA,B08524_041EA,B08524_042MA,B08524_042EA,B08524_043MA,B08524_043EA,B08524_044EA,B08524_044MA,B08524_045EA,B08524_045MA,B08524_046MA,B08524_046EA,B08524_047MA,B08524_047EA,B08524_048MA,B08524_048EA,B08524_049EA,B08524_049MA,B08524_050EA,B08524_050MA,B08524_051EA,B08524_051MA,B08524_052EA,B08524_052MA,B08524_053MA,B08524_053EA,B08524_054MA,B08524_054EA,B08524_055MA,B08524_055EA,B08524_056EA,B08524_056MA,state
0400000US01,1902128,16556,576589,14882,282206,10491,492120,11513,12491,2329,210622,7540,323184,9891,4916,1182,1599861,17665,502396,13559,226496,9591,428777,10964,6820,1341,164249,7079,266861,10046,4262,1105,205436,9440,46253,3512,35433,3928,41494,3721,3843,1399,37659,3565,40368,3954,386,297,7827,1923,1607,858,3107,1515,844,503,16,31,513,339,1740,616,0,268,22998,3159,5798,1263,6527,1774,4965,1385,629,554,2436,1002,2600,817,43,68,22587,2713,3023,662,4599,1157,4092,1533,504,483,2509,763,7791,1730,69,65,43419,3740,17512,2101,6044,1524,11948,1696,679,414,3256,1058,3824,1031,156,209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,103189,4447,45597,3188,73515,3689,3650,858,39264,3120,29780,2254,3928,999,201624,5975,70784,3959,27495,2416,53695,3580,1467,608,26268,2826,18535,1611,3380,927,44617,3248,13433,1674,8476,1637,10218,1528,530,338,6427,1483,5312,1262,221,158,3701,987,853,430,914,424,1002,509,0,268,252,240,680,468,0,268,19766,1970,7809,1001,3809,854,3941,771,164,191,1759,503,2089,691,195,245,17148,2055,4946,1154,1935,543,2330,837,1351,614,3649,768,2805,827,132,131,12067,1657,5364,1131,2968,857,2329,658,138,154,909,557,359,230,0,268,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,834023,13191,436840,13416,693042,13489,13725,2614,306254,9393,265693,10274,6967,1468,1932189,18646,659409,12777,301515,10054,546898,13413,6972,1400,210865,7736,200498,9264,6032,1412,363623,11781,85905,6666,76924,6564,79932,6349,4112,2419,73098,6525,43052,5067,600,366,48737,5031,10334,2727,16113,2954,12457,2182,1070,657,3280,1719,5483,1497,0,268,53420,4515,14833,2377,15860,2266,12836,2298,1067,729,5073,1594,3517,1134,234,230,54553,5021,15066,2145,11895,2348,10507,2804,108,109,8139,2078,8737,1639,101,119,104022,5974,48476,3958,14533,2278,30412,3199,396,263,5799,1582,4406,1165,0,268,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,343234,9477,189915,7523,297711,9105,17150,1888,129385,5213,221974,7552,1489,534,980236,12802,292258,8739,148545,6319,257713,8021,11075,1595,95163,4582,174110,6335,1372,522,150065,7767,33041,3507,25144,2750,25858,3253,3556,987,26942,3213,35451,4038,73,107,3750,1331,350,365,927,586,944,516,48,64,338,334,1143,986,0,268,18668,2396,4715,1069,5473,1351,2843,782,773,438,2124,722,2696,984,44,69,16887,2166,2209,764,3723,1108,2781,869,553,311,1726,701,5895,1292,0,268,31252,3349,10661,1780,6103,1136,7572,1735,1145,594,3092,1062,2679,966,0,268,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,5490199,37680,2504571,26810,4000043,35080,194032,9924,1503489,23459,1814472,27445,40549,3897,11508503,41760,4250195,31919,1672020,22309,3079456,32095,95492,5236,1061454,19443,1317903,23346,31983,3694,1949509,26101,499877,14557,339001,13242,429312,13076,71698,6939,313436,12845,291449,12033,4736,1376,733206,18253,207155,8090,196720,9287,186849,7393,4397,1830,40760,5036,96491,6831,834,452,383022,11896,118389,7038,104655,5845,92002,6372,7926,1788,19353,3063,39841,3977,856,448,310602,13093,91449,5712,70107,5470,54553,4727,9355,2246,37767,4547,45341,4205,2030,848,662513,13426,323134,9700,122068,6818,157871,5873,5164,1768,30719,4312,23447,3043,110,127,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,859630,13432,353154,10209,587252,11549,12357,1952,243217,8403,212986,8429,7569,1294,1740733,15175,665792,11854,252464,8322,468288,10073,7124,1319,174760,7326,166339,7216,5966,1115,228894,10199,66202,4993,42770,4525,45357,3537,2296,900,47502,4170,23930,2842,837,564,61559,4764,20380,2922,15003,2412,16217,2187,184,242,3258,1055,6473,1776,44,74,66179,4096,22469,2365,17550,2884,13323,1927,1737,1041,5767,1770,4899,1401,434,341,41769,3442,17363,2110,7870,1848,6651,1264,44,53,4128,1280,5554,1180,159,154,137031,6572,67424,4238,17497,2449,37416,3771,972,536,7802,1569,5791,1557,129,210,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,635726,10995,261787,9589,425516,9254,3320,828,146672,8695,173320,7484,1942,794,1357015,16525,539275,10862,201205,8521,354137,9027,1950,729,117752,7354,141033,6256,1663,746,137578,7316,39951,3470,28018,3798,30171,3159,726,417,19098,2740,19381,2840,233,191,48737,4664,12909,2147,13752,2235,15169,2725,0,268,1693,884,5214,1607,0,268,32626,4057,10394,1799,7542,1580,8751,1809,154,158,2990,1910,2795,747,0,268,18144,2222,4373,1017,3957,1171,3658,1149,154,195,3097,1167,2859,922,46,81,54183,3413,28824,2833,7313,1467,13630,1648,336,241,2042,802,2038,591,0,268,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,151427,5446,59110,4836,105459,4836,2889,1077,43240,3111,42949,3642,694,378,328212,6410,127810,5085,41481,3745,87564,4803,1611,685,35028,2740,34024,3386,694,378,42603,3539,11479,1561,9042,1872,9824,1296,684,541,6135,1110,5439,1397,0,268,7511,1408,1903,682,2541,737,1610,543,0,268,714,462,743,411,0,268,7393,1632,2108,642,1782,810,1496,583,339,320,513,377,1155,583,0,268,5497,1413,1719,609,1303,684,857,619,201,322,584,400,833,745,0,268,14552,2167,6408,1286,2961,845,4108,1301,54,90,266,201,755,387,0,268,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,394610,9231,89153,5913,124150,5659,515,381,32984,3620,23961,3183,3695,1392,290822,9233,168568,6498,37401,3730,51524,3577,235,270,18414,2824,12798,2099,1882,629,86128,6647,46225,3254,9878,2383,17314,2775,280,281,9645,2360,1921,827,865,856,243180,7521,147568,5704,35355,3840,47721,3687,0,268,4346,1404,7242,1822,948,433,25990,2306,17093,1781,3587,903,4785,1048,0,268,114,181,411,287,0,268,11838,1680,7560,1377,1616,707,1221,514,0,268,173,165,1268,704,0,268,11110,1973,7596,1636,1316,587,1585,611,0,268,292,263,321,319,0,268,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,2417446,23502,1366397,27520,2190062,26642,50994,6691,897447,20288,732735,17500,19744,2410,6145295,33344,2022844,22531,1023948,21160,1821198,23920,24299,3460,652357,16977,584587,15534,16062,2152,853275,18966,199920,7532,179186,9012,189395,8346,16900,3330,178798,9417,86512,5982,2564,1052,136085,8558,18680,2713,55609,5409,35399,4053,1732,790,10421,2104,14197,2216,47,76,118815,8668,26592,3332,35938,4298,27891,2462,3473,3783,10133,1983,14575,3747,213,227,142030,7773,26072,3094,39438,4385,23416,2839,3679,1949,26087,3660,22527,3202,811,377,279325,9541,123338,6512,32278,3610,92763,5042,911,559,19651,3339,10337,2172,47,79,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
