GEO_ID,B13004H_001E,B13004H_001M,B13004H_002E,B13004H_002M,B13004H_003E,B13004H_003M,B13004H_004E,B13004H_004M,B13004H_005E,B13004H_005M,B13004H_006E,B13004H_006M,B13004H_007E,B13004H_007M,NAME,B13004H_001MA,B13004H_001EA,B13004H_002MA,B13004H_002EA,B13004H_003MA,B13004H_003EA,B13004H_004MA,B13004H_004EA,B13004H_005EA,B13004H_005MA,B13004H_006EA,B13004H_006MA,B13004H_007MA,B13004H_007EA,state
0400000US01,756350,2336,41613,3352,32102,3023,9511,1870,714737,4041,426882,6719,287855,6898,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,111368,752,5189,1091,3966,957,1223,540,106179,1314,58525,2541,47654,2656,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,816303,2549,42732,3333,31726,3014,11006,2238,773571,4030,393356,8189,380215,8213,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,499269,2059,28916,2146,22479,2113,6437,1261,470353,3093,274279,4992,196074,5144,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3677231,6473,170701,7072,139821,6055,30880,3396,3506530,9038,1757273,15506,1749257,15853,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,852547,2511,45906,4259,35584,3578,10322,2005,806641,4662,431265,6628,375376,7477,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,618414,2447,25875,2442,21932,2103,3943,1013,592539,3476,319271,5568,273268,5669,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,140069,1023,5090,1110,4200,980,890,382,134979,1332,73127,2912,61852,2941,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,48145,702,2683,740,2470,714,213,189,45462,1005,13588,1382,31874,1492,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2371511,4602,111654,4980,81408,4159,30246,3700,2259857,6229,1164524,12496,1095333,13436,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1358897,3671,74581,4789,61149,4304,13432,1949,1284316,5645,754816,9399,529500,9168,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,65563,806,3337,846,2681,714,656,455,62226,1060,34756,2305,27470,2141,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,305109,1376,16976,1949,13975,1562,3001,1085,288133,2305,161998,4306,126135,3975,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
