GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001MA,C17014_001EA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004EA,C17014_004MA,C17014_005EA,C17014_005MA,C17014_006MA,C17014_006EA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009MA,C17014_009EA,C17014_010MA,C17014_010EA,C17014_011MA,C17014_011EA,state
0400000US01,1223725,12107,167857,7451,58394,4846,86691,5468,20004,2789,2768,798,1055868,11879,139834,4636,323405,8420,481990,9518,110639,5247,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,3553,891,6338,1174,2554,722,523,372,144219,3896,9009,1253,42232,2975,73989,3485,18989,1777,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,49596,4642,81572,5246,24971,3174,2465,785,1300856,13424,191141,5510,407151,9405,559029,9867,143535,6197,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,30482,3080,49764,2937,18091,1986,1384,501,642723,8963,84963,4071,185488,5767,305796,7946,66476,3216,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,257651,10598,439812,12921,127951,6306,24991,2491,7430714,33196,711388,10936,2297083,24341,3346191,29006,1076052,15792,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,25275,2669,51870,4249,17535,2694,2105,713,1067436,11611,90979,3484,298438,8306,564364,9530,113655,4999,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,20235,2489,28301,3144,6170,1321,750,453,837832,10251,80483,3514,232552,6094,410173,9177,114624,4835,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,3968,1072,10399,1613,1679,630,470,330,199666,4286,22488,1716,57120,3081,96001,3771,24057,2272,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,9951,1839,6513,1253,1608,603,87,155,90324,3841,6963,1022,34991,2567,41902,2415,6468,1226,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,153815,7391,224268,8833,57909,5180,9045,1757,4149766,25646,694986,12242,1253010,18228,1782198,16862,419572,10194,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285356,15485,264016,8042,81651,4847,146269,6102,32097,3758,3999,1035,2021340,16632,172029,5377,626430,12975,997521,15017,225360,6933,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,7849,1463,11767,1883,3365,863,464,347,282344,5042,30728,2021,76535,4323,124279,4881,50802,3022,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,7218,1271,21131,2364,8553,1424,1315,548,334013,5371,37182,2325,91157,4145,163619,5253,42055,3419,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,286603,8945,87725,4915,154460,7322,38332,3238,6086,1349,2839528,17258,274812,5659,804089,12906,1340741,15965,419886,10205,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,148206,6424,43773,3301,78342,4987,23215,2588,2876,920,1491743,15106,161244,4189,426455,9527,721576,12537,182468,5771,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59201,3204,16110,2018,31125,2264,10341,1309,1625,591,730931,8525,79841,3062,174316,4630,384864,7420,91910,3926,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,60394,3618,14526,1956,33789,3019,11073,1662,1006,399,655447,8112,63781,3245,173772,5323,335002,7535,82892,3753,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,149521,6061,57048,3927,69001,4524,20396,3225,3076,982,969722,11907,125902,5174,295113,7731,449718,9372,98989,5355,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,53168,4440,100855,6279,24963,3100,4207,1083,953812,13268,104888,4585,302584,9018,437846,9741,108494,3836,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,11139,1570,17858,1863,2824,668,245,206,323403,5989,37910,2157,83540,4028,161506,4790,40447,3046,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,25216,2809,46030,4821,11000,1543,1457,515,1314268,13510,110831,4475,369704,9851,642887,10583,190846,6946,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,49388,4509,56417,4186,10554,1868,2277,884,1451036,12071,139468,5621,397503,9677,695287,11714,218778,7720,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,257314,7987,77984,4454,139068,5741,34660,2766,5602,1687,2336914,16419,295592,6209,680360,9906,1069077,14146,291885,7685,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,81468,5045,24387,2988,41872,3317,13513,1478,1696,609,1247578,11120,120026,3442,293557,7043,654068,10007,179927,5700,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,127358,4700,43935,3422,66552,4140,14669,1892,2202,732,632641,9500,76294,3996,193663,6859,291006,7270,71678,3916,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,151576,6397,42191,2843,83980,5049,23356,2416,2049,668,1368983,13811,163922,5569,387851,8482,651365,11297,165845,5753,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,24840,2399,5721,963,13216,1940,5073,994,830,386,211953,4560,25494,1561,52769,3311,109531,4148,24159,2044,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,37281,2497,9974,1492,20275,2055,6258,1071,774,326,417848,6425,36253,1978,97363,3981,224783,5202,59449,2724,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,52195,4379,15300,2210,29131,3814,6610,1547,1154,1020,537096,7960,49897,2809,177144,6431,243903,6798,66152,3355,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,17776,2249,6760,1392,8400,1528,2339,870,277,279,319839,5433,30181,2123,79389,3395,165790,4925,44479,2840,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,147341,7687,52208,4573,75745,5479,16573,2234,2815,781,2024938,15433,192913,5449,586745,12801,928738,13942,316542,8557,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,69023,3784,18520,2193,38711,3034,10294,1676,1498,621,413736,7566,51811,3678,127903,5422,190296,7016,43726,3287,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,513009,13070,196399,8253,251063,9431,56946,4237,8601,1317,4102794,23048,423190,8754,1288453,19574,1825221,17377,565930,11135,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,268889,8684,74485,4572,149174,6152,40820,4085,4410,1291,2021310,17145,222153,7428,617992,13950,978411,13659,202754,7209,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,12368,1749,2649,728,6052,1119,3314,985,353,274,153438,3602,15052,1289,32379,2237,85260,3048,20747,1474,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,296649,9302,97892,5134,157716,7928,36072,3418,4969,1165,2690257,20164,309447,7034,781028,11862,1260085,16805,339697,8923,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,122312,5905,33722,3414,67055,4753,18853,2180,2682,676,811812,10164,96559,3187,243837,6253,381412,9255,90004,4345,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,91400,4303,25050,2413,50696,3600,13868,2034,1786,712,817435,8882,104658,3666,241404,6496,382432,8077,88941,4920,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,273725,6857,102904,5624,135654,5383,30835,3005,4332,1243,2925873,18446,364121,6482,827701,13422,1340861,15188,393190,8575,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,24624,2761,8918,1791,12937,2000,2718,1005,51,86,234424,5299,25348,2018,61752,3572,111301,4305,36023,2611,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,138152,6066,43638,3367,74878,4840,17293,2338,2343,936,965175,12050,116681,4009,297245,9181,451957,9916,99292,5825,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
