GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001MA,C17014_001EA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004EA,C17014_004MA,C17014_005EA,C17014_005MA,C17014_006MA,C17014_006EA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009MA,C17014_009EA,C17014_010MA,C17014_010EA,C17014_011MA,C17014_011EA,state
0400000US46,203891,3420,19721,2126,4999,1053,10899,1593,3257,932,566,294,184170,3769,18849,1350,40626,2566,99529,3309,25166,2222,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,200166,9068,73074,4314,97524,6033,26647,3004,2921,1019,1404144,16043,162048,5586,432128,9508,656191,12104,153777,5889,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,795699,15565,196854,7776,435234,11057,140597,6785,23014,2774,4802186,28612,426822,9295,1485649,21636,2302799,23396,586916,12053,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,47313,3236,8781,1514,25881,2390,11394,1921,1257,473,545790,7876,48106,2357,143345,5482,261242,6937,93097,3833,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,12090,1706,3834,861,6345,1227,1790,585,121,107,144742,3624,14553,1308,34911,2307,76628,2993,18650,1713,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,142638,5644,51509,4010,70457,4768,18241,2392,2431,737,1796328,15948,166561,5226,513516,10056,896631,11633,219620,6942,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,132984,6180,40622,3801,68042,4716,21952,2505,2368,810,1441448,14688,168493,5167,422036,9204,690508,12246,160411,6309,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,69897,4648,30049,3185,30778,3134,8536,1682,534,326,430250,7313,75511,3620,131544,4629,183464,5272,39731,2957,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,100381,4575,26808,2700,57742,3326,13920,1528,1911,712,1340256,10773,144579,3912,337239,8321,681475,9081,176963,4156,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,8465,1445,1928,800,4666,1123,1511,587,360,240,125437,3365,11821,1328,30768,2204,67428,3204,15420,1635,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,392942,9177,195190,6699,153408,5886,37316,2841,7028,1294,564028,9020,89011,3432,199627,5328,223412,6630,51978,2747,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
