GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001MA,B05003D_001EA,B05003D_002EA,B05003D_002MA,B05003D_003EA,B05003D_003MA,B05003D_004MA,B05003D_004EA,B05003D_005MA,B05003D_005EA,B05003D_006MA,B05003D_006EA,B05003D_007EA,B05003D_007MA,B05003D_008EA,B05003D_008MA,B05003D_009MA,B05003D_009EA,B05003D_010MA,B05003D_010EA,B05003D_011MA,B05003D_011EA,B05003D_012EA,B05003D_012MA,B05003D_013EA,B05003D_013MA,B05003D_014MA,B05003D_014EA,B05003D_015MA,B05003D_015EA,B05003D_016MA,B05003D_016EA,B05003D_017EA,B05003D_017MA,B05003D_018EA,B05003D_018MA,B05003D_019EA,B05003D_019MA,B05003D_020EA,B05003D_020MA,B05003D_021EA,B05003D_021MA,B05003D_022EA,B05003D_022MA,B05003D_023MA,B05003D_023EA,state
0400000US01,38444,2253,18529,1494,4750,759,2864,654,1886,644,560,404,1326,563,13779,1194,2510,782,11269,1160,4963,1014,6306,988,19915,1389,4336,843,2714,750,1622,581,628,373,994,491,15579,993,2120,600,13459,979,7449,1013,6010,1028,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28838,1908,13457,1340,4003,802,3846,784,157,137,42,60,115,115,9454,763,2888,841,6566,704,4073,734,2493,732,15381,1185,3720,793,3276,757,444,310,122,129,322,260,11661,791,2561,714,9100,754,6149,796,2951,683,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,129197,2470,60816,1495,15445,1124,12051,1394,3394,982,1045,537,2349,758,45371,1145,12706,1658,32665,1730,17735,1853,14930,1939,68381,1562,14327,1058,11004,1158,3323,806,1171,454,2152,743,54054,1186,10667,1869,43387,1930,25247,2121,18140,1936,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25249,2206,12374,1424,2152,651,1884,625,268,258,66,120,202,228,10222,1140,2472,752,7750,1078,3982,900,3768,858,12875,1565,3351,858,2547,693,804,471,312,358,492,317,9524,1009,1469,548,8055,972,4068,768,3987,898,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4365548,14931,2096654,9733,498365,6673,413880,7525,84485,5787,24808,2764,59677,5278,1598289,5734,363982,8985,1234307,9386,765809,11202,468498,11332,2268894,8468,468887,6017,386830,6648,82057,4815,25506,3053,56551,4531,1800007,5135,343716,10410,1456291,10430,918165,12717,538126,13059,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,117506,3181,53537,2030,12466,1525,9741,1196,2725,902,953,481,1772,838,41071,1282,10377,1613,30694,1935,16526,1821,14168,1561,63969,2261,14185,1499,10088,1386,4097,1179,2751,1117,1346,456,49784,1630,11322,1533,38462,1921,22576,2047,15886,1960,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,108644,2036,54179,1162,12633,915,9122,1019,3511,702,1237,542,2274,577,41546,661,7040,1583,34506,1731,17506,1845,17000,1752,54465,1516,12778,1026,9858,1207,2920,748,1313,491,1607,705,41687,818,5380,989,36307,1182,18260,1615,18047,1290,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22376,744,11112,606,2702,350,2355,299,347,186,59,80,288,172,8410,367,947,370,7463,416,3509,545,3954,631,11264,437,2265,238,1545,272,720,310,382,233,338,227,8999,349,792,356,8207,458,3808,659,4399,698,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15566,1303,6699,797,573,474,188,231,385,526,0,286,385,526,6126,663,2572,800,3554,902,1987,839,1567,649,8867,732,880,517,231,283,649,528,264,421,385,526,7987,447,2038,754,5949,755,2798,910,3151,1136,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,371385,5489,169825,3638,41250,2372,32625,2185,8625,1701,2108,825,6517,1324,128575,2591,20754,2254,107821,3263,59685,3637,48136,3207,201560,3935,44954,2250,31554,2423,13400,1942,4246,1026,9154,1589,156606,2731,19371,2433,137235,2848,79619,3517,57616,3475,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
