GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001EA,C16004_001MA,C16004_002EA,C16004_002MA,C16004_003EA,C16004_003MA,C16004_004MA,C16004_004EA,C16004_005MA,C16004_005EA,C16004_006MA,C16004_006EA,C16004_007EA,C16004_007MA,C16004_008EA,C16004_008MA,C16004_009MA,C16004_009EA,C16004_010MA,C16004_010EA,C16004_011MA,C16004_011EA,C16004_012MA,C16004_012EA,C16004_013EA,C16004_013MA,C16004_014EA,C16004_014MA,C16004_015EA,C16004_015MA,C16004_016EA,C16004_016MA,C16004_017MA,C16004_017EA,C16004_018EA,C16004_018MA,C16004_019EA,C16004_019MA,C16004_020EA,C16004_020MA,C16004_021EA,C16004_021MA,C16004_022MA,C16004_022EA,C16004_023MA,C16004_023EA,C16004_024EA,C16004_024MA,C16004_025EA,C16004_025MA,C16004_026EA,C16004_026MA,C16004_027MA,C16004_027EA,C16004_028MA,C16004_028EA,C16004_029EA,C16004_029MA,C16004_030EA,C16004_030MA,C16004_031EA,C16004_031MA,C16004_032MA,C16004_032EA,C16004_033MA,C16004_033EA,C16004_034EA,C16004_034MA,C16004_035EA,C16004_035MA,C16004_036EA,C16004_036MA,C16004_037MA,C16004_037EA,C16004_038MA,C16004_038EA,C16004_039EA,C16004_039MA,C16004_040EA,C16004_040MA,C16004_041EA,C16004_041MA,C16004_042MA,C16004_042EA,C16004_043MA,C16004_043EA,state
0400000US01,4150183,2206,793333,2586,758818,3872,23796,2704,13838,2241,9958,2113,5743,1731,4687,1516,1056,547,3492,854,2237,689,1255,584,1484,869,1092,660,392,308,2784166,2529,2655190,5762,73684,4106,31743,3705,41941,3126,29964,3766,25147,3479,4817,1086,17853,1756,7941,1360,9912,1354,7475,2838,5286,2212,2189,1163,572684,2434,563519,2236,2490,646,1557,495,933,389,4965,1400,3264,974,1701,962,1336,489,644,319,692,331,374,324,220,200,154,264,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,592520,830,138294,944,121743,1842,3950,1149,3159,1083,791,464,1585,653,1296,621,289,196,4311,1247,2752,921,1559,1220,6705,806,5959,756,746,281,412070,1033,356031,3080,11308,1457,8279,1268,3029,836,8021,1801,6391,1515,1630,727,16620,1323,7905,1446,8715,1145,20090,1892,16307,1780,3783,831,42156,1002,34404,928,654,259,445,237,209,164,1086,397,831,335,255,194,2222,636,361,280,1861,660,3790,463,1753,373,2037,269,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5370067,1271,1114116,1466,788039,10207,282426,9635,200411,8903,82015,6625,12250,2129,10385,1937,1865,833,9463,1687,6769,1497,2694,986,21938,2877,18528,2592,3410,1264,3520554,1665,2485982,14790,798360,11044,369711,12380,428649,13966,74107,6073,54567,4301,19540,3200,58818,3091,32366,2912,26452,2632,103287,4946,85783,4916,17504,2211,735397,1442,625868,3446,69330,2155,36527,2491,32803,2554,21095,2132,14420,1652,6675,1474,6328,987,2706,731,3622,799,12776,1223,3991,1021,8785,1226,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2515066,2038,485969,2154,450810,3184,28498,2068,18521,2073,9977,1390,3562,1260,3141,1211,421,302,2253,691,1157,672,1096,456,846,627,846,627,0,260,1665456,2064,1559451,4580,76298,3910,31036,3150,45262,3322,13808,2304,11065,2216,2743,638,13470,1906,6094,1550,7376,1560,2429,970,1859,814,570,599,363641,1868,355493,2062,2526,726,1468,507,1058,455,4180,1047,2958,911,1222,571,843,452,666,398,177,183,599,541,188,161,411,485,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32599457,3023,6975831,3014,3897744,25561,2402163,20972,1737172,25705,664991,19905,201810,10331,169363,10304,32447,4232,424449,11099,303195,9660,121254,7464,49665,5818,43167,5607,6498,1618,21922522,3629,12389829,44116,6244353,33490,2688770,30278,3555583,39114,953145,26430,650604,21226,302541,13962,2142076,22789,1053688,19836,1088388,19501,193119,11603,137666,9354,55453,5454,3701104,2855,2520704,12772,545496,7090,200543,7975,344953,8168,223642,8817,108667,5268,114975,6691,383696,5886,92114,5918,291582,7256,27566,3544,11429,1690,16137,3117,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4223659,1774,837578,1857,688649,6091,119091,5087,79822,5100,39269,4443,15104,2557,13185,2350,1919,696,11427,1987,8610,1885,2817,875,3307,1188,2596,1035,711,544,2943184,2098,2431065,11797,362728,9014,160721,7927,202007,9478,72633,5782,54309,5285,18324,2677,56315,3793,28988,3227,27327,3393,20443,2822,14564,2594,5879,1549,442897,1640,386203,2462,33655,1687,22403,1871,11252,1577,15443,1658,11653,1432,3790,840,6132,779,1308,549,4824,793,1464,505,832,392,632,290,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3183775,660,619914,1147,512166,5986,68910,3858,53055,3915,15855,2467,29372,3430,25334,3072,4038,1087,7847,1284,5448,1145,2399,819,1619,1005,1504,969,115,139,2121282,1372,1696935,10207,208251,4635,112351,5931,95900,7198,158121,8102,98883,5633,59238,5393,46710,3525,24801,3006,21909,2702,11265,1965,8345,1573,2920,1205,442579,1234,370372,4308,15817,1126,4510,951,11307,1148,51251,4038,28051,2869,23200,2746,3338,804,1137,518,2201,688,1801,728,702,440,1099,591,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,763189,304,140065,322,123391,1838,11696,1611,7778,1647,3918,914,2481,886,2083,862,398,293,1590,493,1472,496,118,119,907,724,596,640,311,260,516333,715,452280,3274,33586,1985,12814,2345,20772,2051,17650,2729,13859,2338,3791,1037,8994,1309,4281,1016,4713,969,3823,1360,3310,1246,513,325,106791,727,99552,917,1930,686,1052,401,878,581,4216,829,3018,733,1198,523,712,340,224,189,488,318,381,237,133,178,248,169,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,477395,429,73816,435,64054,1208,7068,735,5319,1005,1749,772,1092,570,654,390,438,426,1128,974,831,1051,297,302,474,377,474,377,0,286,341085,615,281801,2730,32735,1882,16066,2294,16669,1934,14943,2180,12248,1776,2695,1166,6934,1537,4827,1448,2107,1046,4672,1421,3017,1043,1655,659,62494,605,56725,786,2308,536,955,472,1353,544,2169,639,1333,552,836,370,744,413,234,199,510,387,548,316,247,197,301,245,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16270161,3373,2934500,3741,2201683,15266,564273,11876,436176,14418,128097,9305,127821,9137,99885,6963,27936,5701,27978,3056,20423,3228,7555,1642,12745,2994,10094,2422,2651,1629,10454448,3732,7586331,21653,2102962,12795,1065110,17756,1037852,17604,544734,15208,325000,10699,219734,11314,161361,6630,84536,4898,76825,4589,59060,6348,42196,5239,16864,3068,2881213,3403,2353828,8537,345696,4354,80681,5785,265015,5987,148339,7355,91243,5277,57096,4843,19587,2256,8557,1538,11030,1569,13763,2198,7349,1498,6414,1313,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
