GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001EA,B08008_001MA,B08008_002MA,B08008_002EA,B08008_003MA,B08008_003EA,B08008_004MA,B08008_004EA,B08008_005MA,B08008_005EA,B08008_006EA,B08008_006MA,B08008_007MA,B08008_007EA,B08008_008MA,B08008_008EA,B08008_009MA,B08008_009EA,B08008_010MA,B08008_010EA,B08008_011MA,B08008_011EA,B08008_012EA,B08008_012MA,B08008_013MA,B08008_013EA,B08008_014MA,B08008_014EA,B08008_015MA,B08008_015EA,state
0400000US13,4098555,20586,1738827,21798,693286,14043,1045541,20542,2359728,22124,2238551,13218,937279,14121,347627,9524,589652,14470,1301272,15148,1860004,15789,801548,13408,345659,9341,455889,11827,1058456,12995,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,523886,7547,233356,7416,290530,7327,60129,4826,315322,4637,281026,5106,119315,4958,161711,5044,34296,3263,268693,4599,242860,4637,114041,4608,128819,4640,25833,2642,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,451275,8908,243810,7063,207465,7453,204457,6697,360509,4557,243061,4957,120429,4801,122632,4755,117448,3757,295223,5964,208214,5882,123381,4646,84833,4465,87009,4059,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5794059,21993,4986190,22602,1880680,26786,3105510,24885,807869,14243,3119749,14643,2675795,16151,935453,17299,1740342,18433,443954,9341,2674310,16346,2310395,15673,945227,15657,1365168,15198,363915,7793,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2835411,15789,1817575,16558,897999,12996,919576,14153,1017836,12681,1524236,10172,957435,10047,438554,9023,518881,10882,566801,8138,1311175,13402,860140,12724,459445,10712,400695,7862,451035,7789,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1471452,9812,1138974,10665,588404,10440,550570,9492,332478,8100,776267,6861,591436,6597,284056,6642,307380,7302,184831,5334,695185,5796,547538,6415,304348,7477,243190,5984,147647,4213,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1329738,9734,1082029,10499,599133,10428,482896,8351,247709,7373,716916,5987,578762,6250,295986,6772,282776,5247,138154,4308,612822,6769,503267,7024,303147,6883,200120,6194,109555,3995,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1766010,14030,1006091,11732,523650,9238,482441,10370,759919,11251,944324,9325,526425,8472,259698,7334,266727,7269,417899,6777,821686,8742,479666,6898,263952,5754,215714,6422,342020,7621,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1857938,14169,1210110,16151,570123,13489,639987,14568,647828,12373,979871,11318,618717,10459,261294,9622,357423,10649,361154,8095,878067,10255,591393,10883,308829,8686,282564,8770,286674,7547,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,640895,5899,300152,7942,129714,5571,170438,6411,340743,8469,333661,4476,153439,5082,61839,3928,91600,4327,180222,4789,307234,4755,146713,4883,67875,3771,78838,4377,160521,4882,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2706453,15958,2136050,18931,447975,12627,1688075,16956,570403,12207,1405572,9574,1101239,11531,208519,7852,892720,11865,304333,7805,1300881,12147,1034811,12911,239456,8814,795355,10129,266070,6730,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3030720,17055,2100396,20476,704270,15623,1396126,16612,930324,14742,1592333,12089,1091689,12960,336120,9225,755569,11186,500644,9927,1438387,12207,1008707,12287,368150,9558,640557,10595,429680,8628,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4398500,19331,2665470,20719,808775,13582,1856695,21877,1733030,16699,2337656,14077,1396367,13796,380062,9169,1016305,14244,941289,10278,2060844,13457,1269103,13481,428713,10062,840390,12859,791741,10141,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2595966,11693,2074875,14075,716269,13296,1358606,12035,521091,9576,1370210,8084,1085730,8751,346530,9072,739200,9438,284480,5549,1225756,8380,989145,9299,369739,9004,619406,8506,236611,5092,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1182086,11632,625814,12161,292360,8888,333454,8815,556272,11089,622621,8050,321502,7312,137981,5754,183521,6306,301119,6929,559465,8082,304312,8107,154379,6401,149933,5877,255153,7481,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2683452,13397,1819452,15089,719043,11619,1100409,15063,864000,13279,1420395,7630,947319,9464,344583,7614,602736,10019,473076,8199,1263057,11495,872133,10153,374460,8003,497673,8656,390924,8016,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,455268,4917,303629,6454,202503,5631,101126,4964,151639,6077,246079,3180,161269,3883,100953,3731,60316,3231,84810,3540,209189,4030,142360,4090,101550,3621,40810,2630,66829,3351,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,884076,6866,667775,8936,441213,8131,226562,5419,216301,6397,473510,4100,353208,5372,220865,5489,132343,4305,120302,3481,410566,5326,314567,5609,220348,5236,94219,3378,95999,3635,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1137733,9126,1062028,9876,416658,11095,645370,11914,75705,5657,642217,6730,597935,6629,219044,7594,378891,7750,44282,3469,495516,7769,464093,7590,197614,6229,266479,7227,31423,3083,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,667976,6648,311129,7591,125824,5774,185305,7464,356847,8576,357619,4353,165742,4532,61140,3995,104602,4773,191877,5312,310357,5174,145387,4918,64684,3546,80703,4294,164970,5141,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3984819,21855,2765222,23401,548503,15374,2216719,20989,1219597,17422,2152687,11610,1482079,14349,267963,10149,1214116,12471,670608,10973,1832132,15501,1283143,14002,280540,8803,1002603,14688,548989,9918,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,832406,10823,648657,11440,423266,10739,225391,8593,183749,6596,445640,7474,346026,7729,210042,6718,135984,6904,99614,4306,386766,7445,302631,7224,213224,7003,89407,4128,84135,4443,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8423129,30948,6693664,27518,3915461,24273,2778203,22669,1729465,19844,4469588,21353,3543676,19255,2027047,16949,1516629,16746,925912,12440,3953541,24085,3149988,22697,1888414,19031,1261574,14144,803553,12607,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3908122,20225,2152735,17793,1087788,15949,1064947,15931,1755387,18765,2115520,12826,1151698,11096,545430,10502,606268,10173,963822,11596,1792602,15011,1001037,12597,542358,10730,458679,11942,791565,11748,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,329220,3492,250407,3961,168812,4529,81595,3783,78813,3666,176409,2201,132808,2453,82530,2871,50278,2548,43601,2060,152811,2518,117599,2588,86282,2703,31317,2137,35212,1974,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5173442,24208,3536478,24074,1239953,17616,2296525,18133,1636964,19911,2742639,16353,1846261,15778,600284,13706,1245977,12397,896378,12144,2430803,15427,1690217,15237,639669,11311,1050548,13878,740586,12086,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1567062,13300,1210729,11996,696035,11348,514694,11326,356333,8774,858697,7534,659034,7377,360993,8025,298041,7806,199663,5058,708365,9624,551695,8028,335042,6665,216653,6221,156670,5458,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1670430,11327,1278053,13061,606742,11097,671311,12004,392377,10400,911370,8997,692483,10162,303558,8785,388925,9483,218887,6864,759060,7861,585570,8039,303184,6190,282386,7239,173490,5442,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5538754,24169,3020302,21257,1015702,16816,2004600,19438,2518452,19876,2926255,16278,1551246,13436,480160,10227,1071086,12465,1375009,12446,2612499,15847,1469056,14534,535542,10869,933514,13173,1143443,11927,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,500588,6338,341427,6658,109483,4891,231944,5674,159161,5486,260294,4229,178803,4528,52048,3773,126755,4584,81491,3239,240294,4792,162624,4486,57435,3307,105189,3992,77670,3665,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1853237,14390,837772,15254,274152,9680,563620,13011,1015465,14002,987752,9491,437331,9656,132023,6594,305308,8818,550421,10031,865485,9337,400441,8761,142129,6155,258312,7233,465044,8105,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,381775,4555,273529,5740,193482,5710,80047,3509,108246,3640,201194,2775,139516,3390,92737,3494,46779,2392,61678,2498,180581,3192,134013,3391,100745,3319,33268,2163,46568,2097,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2657346,15339,1601689,17542,918838,14263,682851,12792,1055657,15688,1439166,9080,848848,10951,457191,9711,391657,8944,590318,10557,1218180,11450,752841,10462,461647,9543,291194,7532,465339,8431,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9969293,33003,7902951,34947,4314730,27524,3588221,31143,2066342,26930,5598907,22900,4420499,25876,2279273,22456,2141226,25496,1178408,15728,4370386,26281,3482452,22167,2035457,17504,1446995,16491,887934,16799,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1152484,8496,1091101,9201,346685,9839,744416,8827,61383,4467,651356,6547,618197,6470,176089,6399,442108,6550,33159,2504,501128,6970,472904,7252,170596,6339,302308,6983,28224,2800,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,315580,4164,104868,4489,46542,3191,58326,3310,210712,4908,161862,2592,50685,2780,19851,1959,30834,2176,111177,3127,153718,2974,54183,2781,26691,2306,27492,1907,99535,2900,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3603317,15202,2151579,17153,748196,13151,1403383,17546,1451738,15832,1938681,10558,1147489,11771,367982,9566,779507,11990,791192,11274,1664636,11003,1004090,11113,380214,8030,623876,10739,660546,9197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2912575,16144,2331830,19413,852649,15721,1479181,17040,580745,14786,1589906,11472,1268938,11437,424013,10508,844925,11223,320968,8542,1322669,11424,1062892,13152,428636,9858,634256,11641,259777,8591,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,723507,8325,312161,7937,123362,5138,188799,7011,411346,10059,389940,5704,164336,5253,58917,3360,105419,4460,225604,6437,333567,5863,147825,4725,64445,3386,83380,4216,185742,6030,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2715114,13500,1876338,14441,782413,13370,1093925,14727,838776,11190,1433066,8335,975642,9180,376419,9185,599223,9904,457424,6677,1282048,9853,900696,9342,405994,8096,494702,8462,381352,6213,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,258198,4114,200994,5683,131235,5108,69759,4254,57204,3994,139911,2516,108959,3627,62696,3049,46263,3147,30952,2403,118287,2885,92035,3232,68539,3074,23496,2315,26252,2319,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1163885,13290,689398,12729,320300,10559,369098,8890,474487,11932,659131,9125,381524,8306,167784,6533,213740,6571,277607,7828,504754,9076,307874,7839,152516,6279,155358,6233,196880,6430,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
