GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001MA,B07008_001EA,B07008_002MA,B07008_002EA,B07008_003EA,B07008_003MA,B07008_004EA,B07008_004MA,B07008_005EA,B07008_005MA,B07008_006MA,B07008_006EA,B07008_007MA,B07008_007EA,B07008_008EA,B07008_008MA,B07008_009EA,B07008_009MA,B07008_010EA,B07008_010MA,B07008_011EA,B07008_011MA,B07008_012MA,B07008_012EA,B07008_013MA,B07008_013EA,B07008_014EA,B07008_014MA,B07008_015EA,B07008_015MA,B07008_016EA,B07008_016MA,B07008_017MA,B07008_017EA,B07008_018MA,B07008_018EA,B07008_019EA,B07008_019MA,B07008_020EA,B07008_020MA,B07008_021EA,B07008_021MA,B07008_022EA,B07008_022MA,B07008_023MA,B07008_023EA,B07008_024MA,B07008_024EA,B07008_025EA,B07008_025MA,B07008_026EA,B07008_026MA,B07008_027EA,B07008_027MA,B07008_028MA,B07008_028EA,B07008_029MA,B07008_029EA,B07008_030EA,B07008_030MA,B07008_031EA,B07008_031MA,B07008_032EA,B07008_032MA,B07008_033MA,B07008_033EA,B07008_034MA,B07008_034EA,B07008_035MA,B07008_035EA,B07008_036EA,B07008_036MA,state
0400000US01,3541734,2600,882167,12206,1920454,16733,399440,10817,86285,5711,253388,5946,2996394,17934,672180,15146,1708801,18022,321767,9523,62820,4492,230826,5851,341512,14879,130686,9338,130449,9204,50317,4479,15178,2331,14882,1752,104436,6998,42561,4057,37608,4571,15217,2539,5022,1408,4028,1039,86462,6275,30888,3818,37520,4280,11501,1770,3184,945,3369,931,12930,2214,5852,1966,6076,1201,638,312,81,93,283,268,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,143097,4246,257914,5932,58793,3583,10021,1732,17467,1743,396706,4580,105848,4466,221128,5539,47357,3266,7295,1491,15078,1574,50399,4150,21257,2400,18632,2978,7561,1533,1484,583,1465,574,13722,2398,5773,1300,5471,1742,1732,612,497,283,249,209,23788,3323,9283,2077,11185,1728,2121,890,641,504,558,382,2677,855,936,640,1498,628,22,39,104,171,117,115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,1254390,17690,2402718,22971,521877,14059,84543,5582,243115,6236,3529400,20437,867587,17751,1988474,20728,403212,12587,53824,3970,216303,6445,626827,19199,263560,13886,244756,12233,81742,6066,20087,2956,16682,2289,71906,6637,27488,3540,32030,4775,7520,1295,2908,906,1960,872,235736,11143,80599,6721,114368,7564,27246,3338,5954,1724,7569,1126,42774,5640,15156,2653,23090,3770,2157,1196,1770,1470,601,289,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,486723,8887,1195165,13020,259669,9072,54342,4406,149231,5525,1766260,14257,352700,7540,1045101,13798,199176,7259,33638,3154,135645,4833,225198,10911,83771,6766,85362,6270,36155,3763,11842,2189,8068,1533,71965,5479,25110,2729,28685,3198,11272,1980,4333,1462,2565,788,76077,6077,22416,3552,33922,4301,12559,2684,4529,1199,2651,656,5630,1303,2726,717,2095,969,507,320,0,260,302,266,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,8551445,49201,14080279,59920,2568178,29731,638424,17057,1396515,17068,22838598,56687,6703939,47714,12247010,59610,2127343,27742,487351,14655,1272955,16528,2950919,44715,1231928,27671,1212841,27777,314019,12247,111826,7288,80305,6016,827481,27015,350336,13523,342933,18533,84233,5857,23942,3398,26037,2809,369352,15026,161559,9521,153961,9322,34910,3831,9008,2152,9914,2204,248491,15966,103683,9542,123534,9257,7673,1714,6297,1798,7304,1452,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,996011,13824,1967638,19067,395585,12206,59762,4827,157698,4958,2854458,17843,685284,14086,1684644,17919,308022,9663,33931,2828,142577,4637,377258,13541,164078,8748,140446,8949,49685,4703,15401,3350,7648,1218,179691,10062,78759,5701,69677,6125,21195,3174,6975,1654,3085,798,135395,7627,53466,5158,61123,5278,14526,1994,2433,865,3847,909,29892,4533,14424,2912,11748,2615,2157,842,1022,547,541,486,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,763857,9020,1471045,14623,266630,8697,42115,4164,170146,6156,2395139,12533,630101,11751,1339772,13974,232788,8528,33335,3795,159143,5802,195834,11344,79617,7057,78855,7286,24536,3013,5832,1543,6994,1691,42783,3997,20252,2867,15957,2913,4065,964,1389,640,1120,437,63764,6105,27241,3548,28304,3998,4898,1154,1061,590,2260,878,16273,2461,6646,1805,8157,1843,343,258,498,344,629,316,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,178915,5104,355425,6757,67155,3528,14966,1774,40208,2225,553752,6324,134332,5324,315338,7159,56227,3283,10612,1536,37243,2212,64905,5486,30459,3619,23098,3584,7182,1619,2420,887,1746,569,4307,1116,1271,558,1826,735,816,517,266,298,128,152,28531,3642,10542,2088,12819,2703,2769,820,1431,848,970,374,5174,1755,2311,1228,2344,1383,161,197,237,295,121,116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,204641,5392,129797,6366,40934,3359,14851,1922,28864,2111,340643,5162,155198,5702,110921,6448,35785,3061,11785,1668,26954,2027,38944,3906,24309,2821,8666,1918,2808,882,1648,725,1513,627,0,286,0,286,0,286,0,286,0,286,0,286,33491,3301,21032,2817,8752,2014,2248,784,1121,585,338,205,6009,1437,4102,1235,1458,570,93,108,297,250,59,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,3633058,24626,7406298,33978,1691539,20584,332780,13481,977054,14305,11488812,32153,2681764,24539,6335166,38971,1358342,17267,237666,10174,875874,14117,1467760,30316,569815,17027,573419,19388,204173,10001,64371,5241,55982,3908,434927,15882,166726,9263,179183,10630,58925,6084,11190,2107,18903,2387,525259,15801,168621,7844,255158,11324,62105,5001,17129,2454,22246,2426,123971,8898,46132,4858,63372,6368,7994,1818,2424,811,4049,889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
