GEO_ID,C16002_001E,C16002_001M,C16002_002E,C16002_002M,C16002_003E,C16002_003M,C16002_004E,C16002_004M,C16002_005E,C16002_005M,C16002_006E,C16002_006M,C16002_007E,C16002_007M,C16002_008E,C16002_008M,NAME,C16002_001EA,C16002_001MA,C16002_002EA,C16002_002MA,C16002_003MA,C16002_003EA,C16002_004MA,C16002_004EA,C16002_005MA,C16002_005EA,C16002_006EA,C16002_006MA,C16002_007EA,C16002_007MA,C16002_008EA,C16002_008MA,state
0400000US01,1788692,9253,1693764,9671,51869,3240,11758,1339,40111,3315,43059,3142,5511,1057,37548,3101,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,193919,2964,9043,1210,479,266,8564,1184,30290,2006,4466,927,25824,1875,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1594966,11871,446897,6945,123909,6258,322988,7152,162150,5788,20863,2511,141287,5730,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,1017866,7546,46339,3163,10312,1553,36027,2961,23337,2154,3104,797,20233,2138,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7255171,26013,2939877,20322,847301,15853,2092576,20523,1902846,20082,464308,11788,1438538,18640,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1479090,8417,230295,6043,64540,4498,165755,5797,109652,4439,15660,1996,93992,4306,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,1037176,8067,123967,3454,31778,3182,92189,3766,162695,5382,32834,3114,129861,4782,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,275857,3471,20234,1729,5357,950,14877,1909,21549,1901,2300,647,19249,1707,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,205601,3482,20011,1559,4881,1094,15130,1655,22601,2437,3931,1122,18670,1910,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,5249666,24434,1244227,9186,391695,9772,852532,9778,554907,12942,112102,5445,442805,12014,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,2915120,15635,223140,6455,78083,5078,145057,5653,182018,5641,30260,3206,151758,5285,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,298272,4377,12438,1606,1220,663,11218,1516,119297,4004,23771,2730,95526,3798,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,469958,4617,42343,2051,10590,1703,31753,2220,19834,1925,2383,645,17451,1857,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,3701803,14793,501229,7489,147883,7398,353346,9061,487988,10479,105617,6365,382371,9565,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,2233312,11673,112527,4374,26410,2434,86117,4614,97171,3810,15346,2034,81825,3892,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,1110603,7258,48866,2683,10475,1544,38391,2682,41364,2636,6619,1017,34745,2628,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,959407,6874,64622,2933,16991,2058,47631,3254,47909,3443,9574,1944,38335,2800,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1571263,9483,41660,2509,7857,1196,33803,2492,40975,2548,6771,1450,34204,2537,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1462431,10555,61564,3907,8724,1731,52840,3741,152604,6124,19394,1901,133210,5845,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,482728,5124,7741,1516,206,176,7535,1494,51689,2772,6314,1138,45375,2501,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1746879,9752,123190,4804,27127,2414,96063,4593,215578,6266,36093,2819,179485,6491,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,1898655,14491,177068,5950,51296,3635,125772,5778,372309,9603,87924,5714,284385,8503,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,3477133,13749,139033,5030,26276,2739,112757,4695,271828,5746,50577,3572,221251,5221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,1805061,8251,77723,3695,15623,1948,62100,3753,137360,4277,28508,2231,108852,4235,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,1039588,8076,25165,1939,4719,1026,20446,1967,19281,2030,2227,753,17054,2067,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,2131997,10509,71368,3711,10703,1352,60665,3850,81915,4105,14247,2171,67668,3594,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,344698,3379,8143,1265,592,328,7551,1280,15427,1436,952,420,14475,1407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,627596,5212,41925,2265,13351,1350,28574,2198,26071,2240,5362,960,20709,1963,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
