GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,NAME,B15002A_001EA,B15002A_001MA,B15002A_002MA,B15002A_002EA,B15002A_003MA,B15002A_003EA,B15002A_004MA,B15002A_004EA,B15002A_005EA,B15002A_005MA,B15002A_006EA,B15002A_006MA,B15002A_007MA,B15002A_007EA,B15002A_008MA,B15002A_008EA,B15002A_009MA,B15002A_009EA,B15002A_010EA,B15002A_010MA,B15002A_011EA,B15002A_011MA,B15002A_012EA,B15002A_012MA,B15002A_013EA,B15002A_013MA,B15002A_014EA,B15002A_014MA,B15002A_015EA,B15002A_015MA,B15002A_016EA,B15002A_016MA,B15002A_017EA,B15002A_017MA,state
0400000US23,875292,995,418885,696,18152,1513,31907,2344,152846,4210,74918,3840,33509,2839,69331,3451,38222,2356,456407,739,15741,1573,28995,2407,165056,4200,83134,3069,46463,2886,79450,3958,37568,2233,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2308772,6954,1103290,4075,40481,3515,89021,6270,270904,6738,201818,5569,61076,3910,235225,5603,204765,5505,1205482,4130,37690,3149,84253,4311,332510,7252,235075,7383,85416,3877,247042,6715,183496,6631,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3638507,10021,1718203,5983,71540,5613,121275,5565,472105,10955,272046,9010,113075,5839,381047,8659,287115,7424,1920304,5261,70663,4919,117054,5624,529759,10999,316347,8706,175915,6409,420879,8941,289687,6892,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5325521,5140,2576579,3420,86601,3610,226194,6395,778009,11852,604613,10320,193623,6770,422151,8844,265388,7629,2748942,2639,78672,3779,226365,6071,914720,13050,619827,10692,245578,6463,423868,8390,239912,6508,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2986217,4867,1454223,3580,43014,2217,79079,3551,406951,6590,323606,6312,133249,5016,318835,6091,149489,4403,1531994,2160,34773,1873,69171,3709,438627,6265,364904,6815,159600,5088,326312,6217,138607,4542,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1176214,3747,568237,2851,36957,3164,68824,4060,170951,5864,120164,4191,37940,3594,87142,4615,46259,3084,607977,2003,29703,2916,67823,4037,196180,6385,127944,4524,58038,4006,81635,4399,46654,3445,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3229552,3942,1552556,2727,72929,4245,148436,6058,523707,9087,325775,8072,81168,4128,256772,7983,143769,4820,1676996,2055,74633,3537,158687,6282,570142,10326,368480,8425,109538,4672,257827,6199,137689,5386,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,573360,1448,281839,918,7700,1227,18855,2096,91489,3855,65744,2922,17648,1733,52393,3181,28010,2068,291521,1071,6326,1136,17565,1741,93849,3531,76290,3680,21525,1788,56824,2457,19142,2246,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1015358,2200,492052,1754,17271,1572,31387,2570,152995,4390,106608,4203,45051,2795,94280,3701,44460,2449,523306,1117,17412,1841,24746,1911,162626,4061,127047,3929,46623,2534,102291,3205,42561,2315,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1226153,6514,623872,4144,42179,4499,56983,4199,186052,7506,154393,5740,41651,3209,95049,5117,47565,3018,602281,3632,33687,3677,64784,5007,195244,6862,148929,5835,43149,3251,79229,4345,37259,2698,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,832805,2273,402095,1583,13069,1904,31323,2539,125489,4037,71214,3491,30532,2638,80907,4009,49561,2895,430710,1202,10778,1710,28808,2622,133886,4240,82636,4025,45597,3205,84852,3669,44153,2609,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4129765,11294,1963316,7282,80241,5085,142748,6123,558025,11700,337889,8785,103821,5335,457982,9387,282610,7466,2166449,5880,94749,5058,155323,5779,695117,10717,353812,8470,156320,6378,464364,7965,246764,7228,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,884196,7006,419373,4284,31788,3060,34428,2829,111963,4718,89861,3926,25579,2530,67406,3883,58348,3073,464823,4155,28408,2400,41205,4006,122986,4998,108218,4825,32356,2664,76459,3569,55191,3487,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8781004,19394,4179136,12124,190059,7227,323469,8773,1195680,17500,684338,11576,328658,9325,822564,14893,634368,12501,4601868,9886,204167,7264,330186,9187,1400533,16456,709780,13666,426631,10620,824641,13912,705930,12881,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4157193,8361,2009970,6083,117801,5831,217969,8039,574893,10368,375632,10007,146590,5987,383564,8540,193521,5565,2147223,3957,96206,4913,199262,6405,617523,9843,449254,8976,207546,6441,401758,8027,175674,5763,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,388218,743,191093,497,11570,1079,11318,1479,56310,2705,41772,2169,20376,1931,35324,2196,14423,1559,197125,653,10793,1156,9922,1139,57418,2947,45777,2643,22846,1734,38952,2230,11417,1448,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6405715,4391,3068428,2909,100502,4920,294559,7115,1116213,12060,593433,10576,192883,5611,493356,9803,277482,6414,3337287,2605,100888,4854,312301,7210,1271670,11914,634075,10415,260173,7752,488311,9747,269869,7247,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1775140,4088,852219,2539,36456,3022,80532,4617,268590,6585,193772,6641,55944,3462,145988,5411,70937,3512,922921,2499,32192,2563,95999,4651,309688,6399,215536,6862,64919,4013,141326,5002,63261,3653,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2125499,5678,1030223,3562,37108,3238,85739,4847,266457,6617,264809,6972,76506,4358,187209,5587,112395,4748,1095276,3330,28306,2430,83804,4863,299575,7746,305790,7764,81451,3790,198049,5107,98301,4082,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7114308,6696,3386178,4246,114974,4480,297824,8375,1286126,14508,505800,8368,225001,5885,591383,10864,365070,8280,3728130,3621,130720,4973,321594,8143,1510432,14463,563935,9250,281906,7760,585075,10444,334468,8632,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,608808,3747,284167,2351,12876,2030,25818,2513,84644,4351,49681,3635,20554,2277,56063,3545,34531,2629,324641,2084,15709,1950,31240,2515,96390,4651,55610,3244,30099,2768,57355,3294,38238,2808,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1936329,3344,931812,2240,44878,2892,98953,5262,265533,7212,177965,6382,75161,4048,173801,5344,95521,4353,1004517,2103,45002,3238,101812,4269,307486,6750,199219,6514,96134,5251,169604,6313,85260,4152,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,446707,1407,217655,887,13101,1433,12554,1333,75416,2719,42850,2532,18309,1359,36337,2389,19088,1806,229052,1031,9632,1011,11110,1285,71157,2591,53227,3074,24434,1880,45685,2659,13807,1365,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3218125,4902,1550057,3730,114340,5390,182894,6244,518126,9617,281692,7425,72848,4393,245724,7626,134433,4930,1668068,2912,112227,4369,177515,6142,590777,9590,329163,7938,103872,5941,234336,7084,120178,4716,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10224875,24746,4972003,16293,466647,14739,483826,12572,1228235,19230,1049904,14911,297467,9283,952001,12761,493923,10048,5252872,12554,468586,12474,527011,13385,1409976,20090,1190570,15479,335113,8798,936166,15608,385450,9098,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1260907,4656,619115,2839,14135,2271,40199,3372,143742,5403,166533,4712,51902,3426,128586,4621,74018,3528,641792,2451,11623,1755,40083,3333,181862,5602,181071,5180,67160,3475,121742,4838,38251,2647,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,407185,590,196694,445,9322,1373,15014,1631,68452,2663,29451,2346,14771,1415,36674,2280,23010,1896,210491,326,6061,982,12169,1553,62782,2152,38081,2404,19506,1609,45223,2325,26669,1830,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3611418,7870,1740269,5060,92290,5010,140985,5566,449237,8259,310660,7660,98937,5225,361650,8055,286510,6361,1871149,4069,83913,4160,145331,5674,500559,8665,362158,8639,139072,5596,407633,8389,232483,6516,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3408426,7051,1665046,4511,44010,3922,109545,4802,420510,9798,394469,7869,149520,6264,350652,7688,196340,6142,1743380,3820,44326,3806,114552,6755,454920,9525,465450,8920,164129,5777,329970,6243,170033,5978,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1185157,2179,567885,1423,43644,2788,66201,3853,243648,6289,91503,4321,24314,2375,59814,3446,38761,2732,617272,1316,40358,2511,74457,3558,254571,6706,107315,4716,40547,2746,60477,3758,39547,2580,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3250510,4760,1584548,3220,51055,2735,119485,3958,551337,6721,321274,6467,134604,4183,271543,5543,135250,4436,1665962,2238,50013,2770,100640,4391,589738,8019,344304,5539,158002,4558,294239,6595,129026,4526,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,311752,1743,155213,1300,3639,752,10065,1563,53515,2464,38864,2388,11028,1366,24473,2091,13629,1505,156539,1259,2478,702,8707,1399,50529,2580,44909,2841,13608,1343,25153,2125,11155,1577,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1870678,12716,853541,8387,190956,5489,100452,4230,222716,6978,103924,4489,72787,4569,116997,4864,45709,3214,1017137,7353,226064,5470,102843,4229,227039,6523,115461,5021,104050,4013,183808,6641,57872,3305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
