GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002EA,B19101H_002MA,B19101H_003EA,B19101H_003MA,B19101H_004MA,B19101H_004EA,B19101H_005MA,B19101H_005EA,B19101H_006MA,B19101H_006EA,B19101H_007MA,B19101H_007EA,B19101H_008EA,B19101H_008MA,B19101H_009EA,B19101H_009MA,B19101H_010MA,B19101H_010EA,B19101H_011MA,B19101H_011EA,B19101H_012MA,B19101H_012EA,B19101H_013EA,B19101H_013MA,B19101H_014EA,B19101H_014MA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017EA,B19101H_017MA,state
0400000US01,881902,8710,37521,3551,33391,3365,40926,2939,52203,4031,48022,3176,51731,3969,50642,3563,51766,3270,45606,2883,86239,4743,110667,5698,118307,4757,69910,3628,31755,2835,27493,2265,25723,2230,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,113030,3362,3496,874,1952,615,3094,736,3715,1034,2676,700,3969,901,3971,830,4758,1018,4835,1115,10130,1261,13476,1672,21226,2037,15442,1693,8686,1230,6836,1165,4768,821,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,954342,11781,30092,3679,23267,2584,34511,3382,39596,3106,44817,3829,49778,3652,50434,4084,51676,3871,50038,4139,90820,5189,123613,5651,144265,5296,87728,4689,46882,3113,45931,3786,40894,3034,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,590857,8540,29419,2663,28802,2305,30087,2648,40459,3156,39249,3267,39896,2646,35870,2887,36340,2739,32504,2615,61760,4150,70440,4198,71923,3954,34115,2586,15385,1575,13811,1882,10797,1541,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4015092,23073,104703,6257,79782,5186,107673,5311,133968,6643,137464,6687,145859,7613,139997,5716,157745,6002,145257,6688,307717,7579,441280,10772,628687,12420,501256,13502,300321,8222,318682,8394,364701,9174,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,875963,11306,25733,2700,19366,2372,22280,2296,28977,2468,30289,2892,35985,2981,37665,2905,41810,2728,38236,2925,74721,3999,116759,5055,149825,4856,97249,4527,57895,3283,51230,3249,47943,3432,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,698292,8605,11887,2293,10520,1809,10897,1586,16475,2084,21243,2394,23467,2328,22804,2235,25861,2800,23123,2201,56195,4118,78492,4230,129237,5422,89473,4250,53503,3163,57645,3815,67470,3557,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,156973,3549,3751,838,3159,933,3496,896,4158,846,6543,1351,5820,993,7053,1418,8042,1320,7535,1353,14929,1503,22057,2225,27015,1936,18128,1963,8890,1274,8790,1116,7607,1403,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28475,1877,661,414,280,210,460,458,416,317,93,159,465,316,411,191,650,349,505,306,581,271,1739,682,2638,664,3155,811,2441,721,4817,868,9163,1275,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3012788,20169,98559,6058,87178,4772,120642,5817,146297,6206,154941,6162,172703,6189,170885,6620,173222,7236,148926,6257,287511,8926,373638,10047,426337,11025,258801,7356,132761,6108,124843,5009,135544,5138,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
