GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002EA,C25055_002MA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005MA,C25055_005EA,state
0400000US01,462690,11201,367189,9877,44040,3456,25269,2370,26192,2397,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,75046,3207,62725,2997,6948,1288,2470,739,2903,627,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,658833,12452,544244,11081,54236,3937,25762,2498,34591,2619,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,310247,8239,252203,7658,26356,2396,14419,1442,17269,1748,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4841499,32068,3838395,30504,477030,11668,250207,7104,275867,8179,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,557391,11089,459973,9850,45651,3307,22832,2215,28935,1859,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,383381,8879,279858,8033,41506,3521,26183,2477,35834,2530,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,82094,3780,64905,3506,7249,1116,3936,849,6004,1040,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,140378,3771,105119,3297,15935,1345,9711,1286,9613,1124,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2035643,23560,1590959,20012,191056,7883,113983,5688,139645,5638,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1026427,16267,859294,15043,86671,4965,42642,3096,37820,2402,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,155435,5081,117406,4576,19136,1995,8833,1234,10060,1562,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,139925,5209,113755,4618,11995,1716,6811,1209,7364,1290,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1343385,16962,1030654,15627,130160,6604,78550,4724,104021,4513,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,642438,13243,508080,10478,56755,3890,30039,2271,47564,2661,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,297028,6629,228850,5868,23397,2370,14927,1331,29854,2082,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,301416,7835,241566,7440,21891,1988,13982,1810,23977,1825,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,434800,9181,342026,8748,42874,3046,24871,2148,25029,2162,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,478755,12008,380899,10305,50775,4344,24748,2128,22333,2625,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,141097,5363,105306,4733,12724,1912,8867,1450,14200,1478,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,614571,12920,470294,12576,61594,4825,35307,2798,47376,2788,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,845614,14216,612203,11233,91823,4648,58207,3784,83381,3972,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,931726,14587,722853,13552,81221,4080,47605,3188,80047,3352,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,462469,9611,348367,8832,35924,2772,23598,2045,54580,2381,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,282398,7248,229603,7187,25759,2258,15379,2066,11657,1460,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,621398,12443,485851,11978,54839,3346,34556,2443,46152,2073,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,102357,4518,80102,3772,9586,1434,5159,976,7510,1022,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,202985,5543,160368,4908,16304,1735,9820,1313,16493,1515,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,342951,7768,267114,7227,37483,2550,21296,2332,17058,2148,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,128155,4867,95739,4367,11760,1637,9152,1390,11504,1234,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,987785,13819,716824,12535,114011,5917,69880,4007,87070,3965,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,203634,7184,164441,6236,19932,2335,9362,1600,9899,1494,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3062615,20984,2175063,19049,369710,8511,244222,5911,273620,6834,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,986750,15536,818520,14083,82574,4151,40664,2837,44992,3134,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,79711,3328,60264,3189,6771,967,3812,732,8864,1126,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1274351,15714,985168,14445,116407,4838,72367,3671,100409,3676,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,399264,7462,325859,7180,31731,2349,22049,2094,19625,1742,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,489470,8851,390756,8519,39777,3206,21766,2027,37171,2586,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1297477,16490,935206,13587,131114,5996,88351,4780,142806,4875,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
