GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003EA,B17012_003MA,B17012_004MA,B17012_004EA,B17012_005MA,B17012_005EA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008EA,B17012_008MA,B17012_009MA,B17012_009EA,B17012_010MA,B17012_010EA,B17012_011MA,B17012_011EA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014EA,B17012_014MA,B17012_015MA,B17012_015EA,B17012_016MA,B17012_016EA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019EA,B17012_019MA,B17012_020MA,B17012_020EA,B17012_021MA,B17012_021EA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024EA,B17012_024MA,B17012_025EA,B17012_025MA,B17012_026MA,B17012_026EA,B17012_027MA,B17012_027EA,B17012_028EA,B17012_028MA,B17012_029EA,B17012_029MA,B17012_030EA,B17012_030MA,B17012_031MA,B17012_031EA,B17012_032MA,B17012_032EA,B17012_033MA,B17012_033EA,B17012_034EA,B17012_034MA,B17012_035EA,B17012_035MA,state
0400000US01,1223725,12107,167857,7451,51803,4304,20199,2315,21385,2720,9460,1958,759,464,116054,6123,14187,2348,3431,934,8986,1989,1659,776,111,89,101867,5836,11435,1972,62731,4327,25446,3284,2255,855,1055868,11879,839354,12087,484386,8533,293358,8383,56970,4219,4640,970,216514,8572,56839,4071,26065,2744,28225,3083,2498,843,51,87,159675,7718,64888,4290,85441,5553,8838,2022,508,415,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,4110,1011,1741,571,1032,446,923,361,414,267,8858,1340,1869,755,154,115,1115,590,566,352,34,40,6989,1213,741,389,3961,950,1924,692,363,311,144219,3896,112243,3721,54522,2776,43564,2740,12300,1451,1857,552,31976,2732,11304,1432,3809,928,7219,1147,188,110,88,112,20672,2356,5214,957,12969,1953,2385,677,104,97,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,65939,4404,22077,2279,21890,2396,17524,2479,4448,1151,92665,5147,15767,2345,2846,820,9223,1725,3081,1114,617,420,76898,4846,7035,1260,43246,3700,22936,3577,3681,1023,1300856,13424,1012514,13510,563602,9681,335994,8037,104146,5767,8772,1867,288342,9478,94466,6107,36929,3303,48569,4008,8586,1829,382,429,193876,6957,72319,5022,104152,4894,15779,2465,1626,758,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,38842,3070,14799,1691,15326,2135,7119,1444,1598,659,60879,4015,8869,1678,2563,824,5227,1405,892,487,187,213,52010,3848,5234,1226,31613,3071,13952,1881,1211,595,642723,8963,516703,9085,303638,6421,173928,5854,36451,3329,2686,817,126020,6721,37448,2959,15891,1869,18775,2014,2782,1112,0,260,88572,5383,35513,3203,46878,3791,5518,1260,663,613,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,372605,12436,96821,6019,143444,8541,108708,7202,23632,3312,477800,13770,91101,5874,20223,2924,47219,3748,19835,3064,3824,1023,386699,12438,45402,4466,219508,9855,102089,6600,19700,3183,7430714,33196,5638516,35492,2763233,24955,2217827,27422,604804,14594,52652,4730,1792198,22028,622772,15068,280517,10964,292011,10679,46322,4507,3922,1068,1169426,17304,463027,10766,608204,14897,92633,5377,5562,1320,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,39241,3411,13751,2001,15446,2473,8575,1772,1469,613,57544,4424,9334,2240,2001,793,4665,1167,2627,1599,41,68,48210,3748,4466,1104,33184,3584,9396,1934,1164,555,1067436,11611,868592,11797,465348,8626,321547,8056,77413,4474,4284,950,198844,7621,70643,4738,27751,2618,36947,3534,4926,1388,1019,1218,128201,5541,42694,3282,75614,4699,9893,1988,0,274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,16864,2562,6096,1257,8068,2019,2250,835,450,396,38592,3755,3952,1391,1184,559,2418,1164,292,204,58,97,34640,3505,4231,1270,21152,2432,7768,2236,1489,636,837832,10251,658280,9529,362289,8116,238865,5936,54460,3205,2666,813,179552,6452,52443,4114,27497,2843,22594,2963,2294,888,58,97,127109,5391,49982,4008,65377,4155,10857,2149,893,441,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,4927,1231,2012,707,1551,766,1167,568,197,258,11589,1553,1408,646,330,252,782,491,296,408,0,262,10181,1522,573,230,7686,1534,1812,664,110,113,199666,4286,154711,4499,87799,3214,53848,2885,12298,1932,766,425,44955,3174,12604,1671,5301,1128,6478,1147,651,406,174,164,32351,2605,11257,1339,18761,2138,2281,861,52,84,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,3086,890,1506,702,843,384,685,398,52,87,15073,2088,1535,704,627,447,227,226,482,430,199,318,13538,1969,2011,873,7140,1267,3277,1097,1110,568,90324,3841,51126,3254,32364,2653,16214,1761,2100,724,448,464,39198,3171,8543,1591,4230,1093,3738,1038,575,389,0,286,30655,2617,12739,1672,14562,1925,2681,790,673,446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,172052,8304,82246,5061,59479,4454,25502,2804,4825,1728,272985,8965,40462,4217,11467,1996,21582,3130,6573,1852,840,592,232523,8451,32110,3489,143139,7370,49941,4582,7333,1848,4149766,25646,3207221,23352,1959403,17455,1033787,16489,200310,8152,13721,3102,942545,16940,282490,10060,136607,6886,132484,7298,12921,2155,478,325,660055,13887,255266,8729,355243,11247,46484,4009,3062,847,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285356,15485,264016,8042,79343,4630,29167,2939,29883,2780,16632,2601,3661,1265,184673,6779,26840,3314,8796,2017,13457,2370,3613,1131,974,695,157833,6562,20079,2750,92901,5462,39708,4072,5145,1256,2021340,16632,1564564,16668,803121,13616,622649,12368,129283,7442,9511,1775,456776,10043,129764,6531,57221,4730,66118,4248,6177,1904,248,249,327012,8432,116967,5599,181234,5830,27631,3563,1180,644,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,9595,1321,4382,981,2990,759,1473,588,750,467,13850,2069,2573,784,1298,570,1023,459,208,152,44,72,11277,1994,1991,727,6607,1452,2425,908,254,187,282344,5042,220071,4940,118644,4047,78583,3672,19715,1891,3129,972,62273,3233,19703,1913,10569,1155,7420,1475,1514,700,200,261,42570,2817,19103,1908,19648,2064,3514,886,305,284,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,18154,1799,5065,896,6990,1408,4822,995,1277,786,20063,2392,2637,771,285,294,2085,726,167,144,100,167,17426,2273,854,384,11574,1891,4654,1214,344,356,334013,5371,281313,6461,151692,4460,93431,3764,31676,2946,4514,926,52700,4228,18533,2297,6687,1194,10560,1812,1108,356,178,220,34167,3368,12706,1716,18965,2895,2496,683,0,256,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
