GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001MA,B06010_001EA,B06010_002MA,B06010_002EA,B06010_003EA,B06010_003MA,B06010_004EA,B06010_004MA,B06010_005EA,B06010_005MA,B06010_006EA,B06010_006MA,B06010_007EA,B06010_007MA,B06010_008EA,B06010_008MA,B06010_009EA,B06010_009MA,B06010_010EA,B06010_010MA,B06010_011EA,B06010_011MA,B06010_012EA,B06010_012MA,B06010_013EA,B06010_013MA,B06010_014MA,B06010_014EA,B06010_015MA,B06010_015EA,B06010_016EA,B06010_016MA,B06010_017EA,B06010_017MA,B06010_018EA,B06010_018MA,B06010_019EA,B06010_019MA,B06010_020MA,B06010_020EA,B06010_021MA,B06010_021EA,B06010_022EA,B06010_022MA,B06010_023EA,B06010_023MA,B06010_024EA,B06010_024MA,B06010_025MA,B06010_025EA,B06010_026MA,B06010_026EA,B06010_027EA,B06010_027MA,B06010_028EA,B06010_028MA,B06010_029EA,B06010_029MA,B06010_030MA,B06010_030EA,B06010_031MA,B06010_031EA,B06010_032MA,B06010_032EA,B06010_033EA,B06010_033MA,B06010_034EA,B06010_034MA,B06010_035MA,B06010_035EA,B06010_036MA,B06010_036EA,B06010_037MA,B06010_037EA,B06010_038EA,B06010_038MA,B06010_039EA,B06010_039MA,B06010_040MA,B06010_040EA,B06010_041MA,B06010_041EA,B06010_042MA,B06010_042EA,B06010_043EA,B06010_043MA,B06010_044EA,B06010_044MA,B06010_045MA,B06010_045EA,B06010_046MA,B06010_046EA,B06010_047MA,B06010_047EA,B06010_048EA,B06010_048MA,B06010_049EA,B06010_049MA,B06010_050MA,B06010_050EA,B06010_051MA,B06010_051EA,B06010_052MA,B06010_052EA,B06010_053EA,B06010_053MA,B06010_054EA,B06010_054MA,B06010_055EA,B06010_055MA,state
0400000US01,3541734,2600,405567,9483,3136167,9460,835672,14021,389781,10942,590498,11912,431072,11205,397705,9506,209174,6886,75436,4125,206829,6309,2419949,15378,279632,8942,2140317,16117,609583,11417,279318,9254,413872,11599,294590,9230,264409,7715,125831,5676,43807,3245,108907,4799,989719,15537,106573,5336,883146,14633,200617,8830,93436,4795,150816,6763,121513,5973,123339,5643,76648,4057,28104,2649,88673,4957,25542,2472,2301,745,23241,2499,5605,1399,2210,845,3684,1044,3397,1026,3030,870,2207,869,1157,671,1951,673,106524,5221,17061,2011,89463,4727,19867,2442,14817,2555,22126,2056,11572,2164,6927,1447,4488,1142,2368,587,7298,1362,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,22455,2473,464837,2523,120153,4252,41233,2743,63415,3214,55275,3221,66223,3983,48204,2845,21027,2187,49307,3293,145436,3781,6191,1198,139245,3674,57158,2869,14367,1566,19844,2194,14029,1441,13723,1382,9383,1327,3145,836,7596,1285,299068,4419,12530,1646,286538,4369,53628,3167,23281,2074,38177,2622,35220,2698,46112,3219,35004,2553,17095,1948,38021,2796,9885,1231,491,277,9394,1227,2201,910,871,395,1102,510,1360,507,1702,732,1080,585,123,120,955,396,32903,2211,3243,1027,29660,1968,7166,1448,2714,704,4292,926,4666,1020,4686,950,2737,855,664,350,2735,902,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,563054,14171,3943589,14130,851483,15313,427314,13264,724264,13341,574339,11768,588726,12641,317898,8941,119541,5293,340024,7733,1082167,16044,196454,8202,885713,15044,255322,9107,86865,6097,157825,8529,127761,6927,129922,6350,60846,4436,21724,2856,45448,3458,2597974,17243,212252,8156,2385722,16667,441848,10725,239823,7520,400500,10235,347229,9230,387594,10130,223106,6906,85891,4158,259731,6433,58626,4851,5133,1114,53493,4642,10230,1615,4368,1385,10152,2045,7853,1412,8834,2045,4740,1375,1847,679,5469,1523,767876,17345,149215,7919,618661,15259,144083,7154,96258,7929,155787,9054,91496,6580,62376,4852,29206,2845,10079,1863,29376,2906,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,215686,6651,1929444,6684,526873,9709,255433,7843,390746,9188,279109,7808,228163,6198,114463,5640,36677,2854,97980,4092,1233888,11844,126550,5615,1107338,12023,323656,8390,149929,5607,222632,7131,156922,5871,126430,4743,59600,4049,18712,2003,49457,3085,805126,11769,69471,3856,735655,11105,185045,7599,87304,4704,145327,6147,111486,5229,95493,4022,50711,4018,15967,2018,44322,3021,14543,2209,1456,704,13087,2137,3258,976,2101,777,2252,1003,1379,488,1519,585,1000,463,963,610,615,335,91573,4130,18209,2689,73364,3765,14914,2142,16099,2772,20535,2743,9322,1610,4721,1285,3152,1059,1035,638,3586,953,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,3985018,29505,23249823,29723,5012096,39542,2520742,27681,3768976,31090,2766781,31027,3093475,32298,2120666,22342,914050,18787,3053037,26194,11215235,52875,1909079,23760,9306156,51653,2178016,30470,875093,17811,1337041,24475,1108207,20374,1316554,22211,924363,18496,399476,11992,1167406,16238,6586716,36109,457061,12232,6129655,36056,990073,18038,590375,12959,868163,14598,696486,14822,854527,17219,665754,11808,303448,8490,1160829,15394,311635,10250,33933,3115,277702,9660,57853,4970,24239,2561,39053,3413,31912,3395,41451,3701,26992,2991,12560,1903,43642,3669,9121255,49470,1584945,24614,7536310,46961,1786154,27778,1031035,19084,1524719,23816,930176,16221,880943,17820,503557,15526,198566,8839,681160,15900,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,351396,8380,3225298,8447,657238,11053,300766,8418,531441,12749,466341,11744,489844,11843,311761,8306,113268,5268,354639,9913,1190764,16736,131443,4514,1059321,16155,270744,8209,101660,4372,177984,8538,157566,6579,155290,7062,94393,5110,28849,2509,72835,4703,1916444,18144,138116,6108,1778328,16708,304100,8248,150163,6640,264874,8323,249127,8462,289654,8445,193043,6511,74265,4147,253102,7288,47270,3633,4215,1048,43055,3477,8809,1367,3761,836,5635,1092,5859,1372,6853,1271,4462,1117,1529,959,6147,1410,422216,11027,77622,6043,344594,10052,73585,5914,45182,4342,82948,5848,53789,5218,38047,3981,19863,2586,8625,1412,22555,2663,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,261233,7464,2452560,7585,449432,9618,215029,6439,353790,9853,319144,8312,373969,9543,266504,8575,116030,3934,358662,9668,1375502,16224,136795,5938,1238707,15891,246379,9240,108402,4891,174076,6780,168170,5786,200079,6667,142574,6201,58858,3766,140169,5587,848225,13975,66776,4030,781449,13622,120414,5824,60368,3769,97771,5753,87185,4626,111940,6109,86609,5010,44094,2913,173068,6026,90756,5525,10038,1887,80718,5069,24928,2801,8049,1727,14035,2165,11171,2231,11255,1866,5743,1442,1490,700,4047,1256,399310,14300,47624,4537,351686,13078,57711,4270,38210,4225,67908,5802,52618,4725,50695,3851,31578,3294,11588,1550,41378,3722,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,57835,4030,598834,4089,117781,4469,52415,2651,102048,4741,87390,4295,94472,4920,61898,3578,22195,2166,60635,3391,255586,7028,23914,2295,231672,6763,49987,3229,21835,2222,41616,3327,37041,2664,36494,2787,21536,2496,7907,1204,15256,1676,331555,7546,23496,3132,308059,7405,53449,3732,24972,2131,48488,2970,42764,3283,51305,3559,35404,2975,12929,1772,38748,2429,9781,1639,790,482,8991,1481,2688,820,1115,568,1721,755,879,424,999,416,265,212,547,362,777,404,59747,3368,9635,1528,50112,3069,11657,1727,4493,1028,10223,1603,6706,1538,5674,1128,4693,1058,812,419,5854,1191,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,37545,3043,381542,2894,76003,3488,28338,2574,51958,4068,46882,3959,55438,4048,38456,3150,14333,1555,70134,3557,130670,3977,18491,1841,112179,3918,33927,2434,8640,1535,16739,1957,16131,2446,15120,1932,9629,1530,3112,779,8881,1533,218945,4748,12008,1598,206937,4548,30905,2719,14193,1822,26134,2742,22331,2500,30651,3023,21871,1975,9136,1309,51716,3206,5049,1053,203,206,4846,1051,731,373,493,305,238,304,565,410,697,415,553,298,164,184,1405,503,64423,3458,6843,1883,57580,3206,10440,1843,5012,1219,8847,1795,7855,1617,8970,2069,6403,1604,1921,586,8132,1555,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,1592613,21497,12448116,21711,2757238,27148,1445389,19379,2379480,25938,1864036,27678,1689919,20188,942125,17656,330241,8297,1039688,17272,3277174,29344,555876,13558,2721298,29207,766208,16639,297513,10300,493303,13806,411949,12461,356661,11226,182441,8815,58394,4291,154829,6637,7306609,33099,559278,13714,6747331,30948,1263753,16456,745842,14113,1204940,17967,1029017,19283,996460,13176,594747,14531,211174,7767,701398,14353,425064,11150,50363,4259,374701,10430,99068,5557,42079,3710,71310,4763,62085,4579,45846,4367,24744,3165,9419,1486,20150,2307,3031882,26612,427096,13199,2604786,24943,628209,16615,359955,11693,609927,14862,360985,12807,290952,10078,140193,6474,51254,3867,163311,6813,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
