GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001EA,C07008_001MA,C07008_002MA,C07008_002EA,C07008_003EA,C07008_003MA,C07008_004EA,C07008_004MA,C07008_005EA,C07008_005MA,C07008_006EA,C07008_006MA,C07008_007EA,C07008_007MA,C07008_008MA,C07008_008EA,C07008_009EA,C07008_009MA,C07008_010EA,C07008_010MA,C07008_011EA,C07008_011MA,C07008_012MA,C07008_012EA,C07008_013MA,C07008_013EA,C07008_014EA,C07008_014MA,C07008_015MA,C07008_015EA,C07008_016EA,C07008_016MA,C07008_017MA,C07008_017EA,C07008_018EA,C07008_018MA,C07008_019MA,C07008_019EA,C07008_020MA,C07008_020EA,C07008_021MA,C07008_021EA,C07008_022EA,C07008_022MA,C07008_023EA,C07008_023MA,C07008_024EA,C07008_024MA,C07008_025MA,C07008_025EA,C07008_026MA,C07008_026EA,C07008_027EA,C07008_027MA,C07008_028MA,C07008_028EA,C07008_029EA,C07008_029MA,C07008_030MA,C07008_030EA,state
0400000US01,3541734,2600,882167,12206,1920454,16733,485725,12307,253388,5946,2996394,17934,672180,15146,1708801,18022,384587,10926,230826,5851,341512,14879,130686,9338,130449,9204,65495,4779,14882,1752,104436,6998,42561,4057,37608,4571,20239,2786,4028,1039,86462,6275,30888,3818,37520,4280,14685,2108,3369,931,12930,2214,5852,1966,6076,1201,719,336,283,268,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,143097,4246,257914,5932,68814,3873,17467,1743,396706,4580,105848,4466,221128,5539,54652,3372,15078,1574,50399,4150,21257,2400,18632,2978,9045,1688,1465,574,13722,2398,5773,1300,5471,1742,2229,671,249,209,23788,3323,9283,2077,11185,1728,2762,1032,558,382,2677,855,936,640,1498,628,126,177,117,115,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,1254390,17690,2402718,22971,606420,15648,243115,6236,3529400,20437,867587,17751,1988474,20728,457036,13116,216303,6445,626827,19199,263560,13886,244756,12233,101829,6911,16682,2289,71906,6637,27488,3540,32030,4775,10428,1470,1960,872,235736,11143,80599,6721,114368,7564,33200,4027,7569,1126,42774,5640,15156,2653,23090,3770,3927,2506,601,289,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,486723,8887,1195165,13020,314011,9698,149231,5525,1766260,14257,352700,7540,1045101,13798,232814,8431,135645,4833,225198,10911,83771,6766,85362,6270,47997,4315,8068,1533,71965,5479,25110,2729,28685,3198,15605,2529,2565,788,76077,6077,22416,3552,33922,4301,17088,2891,2651,656,5630,1303,2726,717,2095,969,507,320,302,266,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,8551445,49201,14080279,59920,3206602,35670,1396515,17068,22838598,56687,6703939,47714,12247010,59610,2614694,31826,1272955,16528,2950919,44715,1231928,27671,1212841,27777,425845,14795,80305,6016,827481,27015,350336,13523,342933,18533,108175,7275,26037,2809,369352,15026,161559,9521,153961,9322,43918,4814,9914,2204,248491,15966,103683,9542,123534,9257,13970,2546,7304,1452,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,996011,13824,1967638,19067,455347,13166,157698,4958,2854458,17843,685284,14086,1684644,17919,341953,10089,142577,4637,377258,13541,164078,8748,140446,8949,65086,5956,7648,1218,179691,10062,78759,5701,69677,6125,28170,3378,3085,798,135395,7627,53466,5158,61123,5278,16959,2230,3847,909,29892,4533,14424,2912,11748,2615,3179,967,541,486,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,763857,9020,1471045,14623,308745,9594,170146,6156,2395139,12533,630101,11751,1339772,13974,266123,9086,159143,5802,195834,11344,79617,7057,78855,7286,30368,3224,6994,1691,42783,3997,20252,2867,15957,2913,5454,1090,1120,437,63764,6105,27241,3548,28304,3998,5959,1380,2260,878,16273,2461,6646,1805,8157,1843,841,473,629,316,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,178915,5104,355425,6757,82121,3776,40208,2225,553752,6324,134332,5324,315338,7159,66839,3596,37243,2212,64905,5486,30459,3619,23098,3584,9602,1899,1746,569,4307,1116,1271,558,1826,735,1082,604,128,152,28531,3642,10542,2088,12819,2703,4200,1286,970,374,5174,1755,2311,1228,2344,1383,398,344,121,116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,204641,5392,129797,6366,55785,3138,28864,2111,340643,5162,155198,5702,110921,6448,47570,2849,26954,2027,38944,3906,24309,2821,8666,1918,4456,1085,1513,627,0,286,0,286,0,286,0,286,0,286,33491,3301,21032,2817,8752,2014,3369,945,338,205,6009,1437,4102,1235,1458,570,390,289,59,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,3633058,24626,7406298,33978,2024319,25217,977054,14305,11488812,32153,2681764,24539,6335166,38971,1596008,20175,875874,14117,1467760,30316,569815,17027,573419,19388,268544,11682,55982,3908,434927,15882,166726,9263,179183,10630,70115,6837,18903,2387,525259,15801,168621,7844,255158,11324,79234,5645,22246,2426,123971,8898,46132,4858,63372,6368,10418,2082,4049,889,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
