GEO_ID,B08517_001E,B08517_001M,B08517_002E,B08517_002M,B08517_003E,B08517_003M,B08517_004E,B08517_004M,B08517_005E,B08517_005M,B08517_006E,B08517_006M,B08517_007E,B08517_007M,B08517_008E,B08517_008M,B08517_009E,B08517_009M,B08517_010E,B08517_010M,B08517_011E,B08517_011M,B08517_012E,B08517_012M,B08517_013E,B08517_013M,B08517_014E,B08517_014M,B08517_015E,B08517_015M,B08517_016E,B08517_016M,B08517_017E,B08517_017M,B08517_018E,B08517_018M,B08517_019E,B08517_019M,B08517_020E,B08517_020M,B08517_021E,B08517_021M,B08517_022E,B08517_022M,B08517_023E,B08517_023M,B08517_024E,B08517_024M,B08517_025E,B08517_025M,B08517_026E,B08517_026M,B08517_027E,B08517_027M,B08517_028E,B08517_028M,B08517_029E,B08517_029M,B08517_030E,B08517_030M,B08517_031E,B08517_031M,B08517_032E,B08517_032M,B08517_033E,B08517_033M,B08517_034E,B08517_034M,B08517_035E,B08517_035M,B08517_036E,B08517_036M,B08517_037E,B08517_037M,B08517_038E,B08517_038M,B08517_039E,B08517_039M,B08517_040E,B08517_040M,B08517_041E,B08517_041M,B08517_042E,B08517_042M,NAME,B08517_001MA,B08517_001EA,B08517_002MA,B08517_002EA,B08517_003EA,B08517_003MA,B08517_004EA,B08517_004MA,B08517_005EA,B08517_005MA,B08517_006MA,B08517_006EA,B08517_007MA,B08517_007EA,B08517_008EA,B08517_008MA,B08517_009EA,B08517_009MA,B08517_010EA,B08517_010MA,B08517_011MA,B08517_011EA,B08517_012MA,B08517_012EA,B08517_013EA,B08517_013MA,B08517_014EA,B08517_014MA,B08517_015EA,B08517_015MA,B08517_016MA,B08517_016EA,B08517_017MA,B08517_017EA,B08517_018MA,B08517_018EA,B08517_019EA,B08517_019MA,B08517_020EA,B08517_020MA,B08517_021MA,B08517_021EA,B08517_022MA,B08517_022EA,B08517_023MA,B08517_023EA,B08517_024EA,B08517_024MA,B08517_025EA,B08517_025MA,B08517_026MA,B08517_026EA,B08517_027MA,B08517_027EA,B08517_028MA,B08517_028EA,B08517_029MA,B08517_029EA,B08517_030EA,B08517_030MA,B08517_031EA,B08517_031MA,B08517_032MA,B08517_032EA,B08517_033MA,B08517_033EA,B08517_034MA,B08517_034EA,B08517_035MA,B08517_035EA,B08517_036MA,B08517_036EA,B08517_037MA,B08517_037EA,B08517_038MA,B08517_038EA,B08517_039MA,B08517_039EA,B08517_040MA,B08517_040EA,B08517_041MA,B08517_041EA,B08517_042MA,B08517_042EA,state
0400000US01,1638586,14693,187288,8742,502893,12663,500655,10468,282815,9772,164935,7132,1389460,16255,139900,7647,418318,11753,439092,9576,248152,8922,143998,6802,165563,8332,34620,3536,55604,4725,41647,3225,19721,2606,13971,1672,6715,1818,1916,1274,2860,877,1367,828,289,200,283,232,18162,2440,3265,1002,6988,1658,4309,1158,1768,722,1832,623,17349,2449,4030,1143,7253,1982,3600,995,1473,702,993,465,41337,3575,3557,959,11870,1628,10640,1708,11412,1704,3858,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,253141,5128,14995,1970,66258,4106,91851,4261,49913,3079,30124,2409,173465,5045,8106,1529,44216,3466,64821,4058,35280,2789,21042,2155,35018,2576,3049,821,9447,1645,12967,1512,5971,1371,3584,796,2672,754,459,338,841,417,799,396,114,125,459,317,16411,1530,1546,432,5048,756,4766,964,2951,694,2100,528,13945,1954,1049,446,4245,735,4459,918,2539,855,1653,840,11630,1644,786,481,2461,697,4039,881,3058,1043,1286,448,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2155576,13780,270801,8695,509076,14152,742393,15597,404431,11330,228875,7031,1655294,16771,170735,7611,385503,12511,595584,13341,321151,10253,182321,6122,280043,9761,67664,5748,76403,6040,79858,5411,35549,3361,20569,2447,38008,4088,11042,2086,9936,2004,8816,1757,5130,2230,3084,1012,41829,3476,7852,1448,11828,1901,11389,2042,6530,1361,4230,990,41459,4064,8181,3057,9465,2041,11865,1472,7096,1416,4852,1096,98943,5564,5327,1521,15941,2523,34881,3379,28975,2692,13819,1731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1023043,11361,120383,5606,356462,10008,306544,9378,160650,6493,79004,4520,842418,11423,84661,4769,292859,9079,260107,8735,136438,6054,68353,4021,120085,6322,23335,2797,43878,4099,30313,3196,14953,2307,7606,1472,3257,1247,622,387,1895,1061,720,506,20,33,0,268,14485,1969,3920,1247,4368,918,3859,1052,1466,534,872,419,13357,1836,3477,906,4481,969,3300,948,1638,732,461,307,29441,3272,4368,947,8981,1947,8245,1407,6135,1119,1712,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13413972,34877,2058809,26283,2692303,34981,4011791,33339,2933485,29549,1717584,20542,10059790,35921,1275832,23562,2040220,34190,3171460,30636,2240255,24655,1332023,20283,1575936,22854,426360,13136,339104,12318,403575,11039,266260,9333,140637,6848,601700,15890,169362,8892,110489,6024,120361,6486,129738,6937,71750,4905,295212,9885,67689,5950,60629,4862,72379,5729,60512,4720,34003,2795,244381,10861,56401,5004,48694,5137,59005,4219,46076,3879,34205,3620,636953,12964,63165,5348,93167,5651,185011,7964,190644,8306,104966,5168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1964047,10837,160253,8109,429236,12785,596971,11829,506253,10483,271334,5784,1517534,14287,108770,7371,334087,11859,473851,10396,390950,9998,209876,5746,179993,8628,32864,4064,43500,4706,52301,3659,34191,2846,17137,2210,50105,3829,6463,1590,11575,1976,13370,2623,12129,1901,6568,1152,49538,3694,5858,1453,10769,1763,11495,1554,14724,1856,6692,1450,35395,3275,2499,905,7057,1671,8919,1253,10645,1611,6275,1192,131482,6393,3799,1008,22248,2596,37035,3808,43614,3860,24786,2250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1453645,13348,106577,6836,399348,11955,374376,9559,327564,9689,245780,7223,1215430,14967,75567,6140,331539,10158,324961,9324,278168,9229,205195,6358,111495,6761,17950,2633,36106,3710,24475,2886,17278,2168,15686,2298,37068,3725,5195,1290,11515,2450,7684,1546,6961,1143,5713,1594,24184,3111,3429,1535,6029,1258,5495,1636,4256,1205,4975,1050,12540,1723,2254,821,4127,1169,1662,598,2320,669,2177,766,52928,3493,2182,752,10032,1731,10099,1526,18581,2046,12034,1788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352265,5866,31765,3408,110572,5409,93012,4673,69600,3472,47316,3589,289760,6118,21774,2607,91838,4961,78894,4177,57713,3402,39541,3155,32933,3167,6412,1609,9387,1699,7816,1400,5560,1306,3758,866,5520,1149,1162,500,1566,617,1089,536,1011,516,692,354,5965,1441,708,371,2763,1002,751,349,905,448,838,357,4125,979,1072,513,1246,599,986,509,355,231,466,274,13962,2115,637,465,3772,976,3476,841,4056,1140,2021,588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621785,12096,36377,3702,86062,5237,126722,6787,168279,6907,204345,6199,277222,8967,12263,1993,41203,3600,60885,4704,71879,4489,90992,4696,80591,6556,7252,2153,13548,2652,17115,2523,20651,2337,22025,2478,219141,6330,13453,2412,28028,2922,43851,4139,61110,3750,72699,3033,23236,2204,1400,641,1837,739,2841,867,8259,1654,8899,1228,11337,1590,1082,555,1111,577,981,624,3310,871,4853,955,10258,1739,927,520,335,250,1049,458,3070,896,4877,1202,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6636867,25633,714210,16635,1898551,29184,2107404,26558,1257943,19236,658759,14080,5399758,29495,477206,12862,1542987,26288,1774322,26703,1059063,17811,546180,13555,668712,17309,139065,9122,203135,9159,180492,7541,92841,5225,53179,3986,106598,7132,33066,4197,37808,4104,20801,2504,9655,1706,5268,1342,87762,6857,19990,3823,29055,3957,19551,2437,11007,1576,8159,1780,107650,6995,29661,4349,29111,3314,26903,3472,14334,2172,7641,1371,266387,9365,15222,2978,56455,5234,85335,5125,71043,4499,38332,3060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
