GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001EA,B20017_001MA,B20017_002EA,B20017_002MA,B20017_003EA,B20017_003MA,B20017_004EA,B20017_004MA,B20017_005MA,B20017_005EA,B20017_006MA,B20017_006EA,B20017_007EA,B20017_007MA,state
0400000US01,23817,367,30312,368,37367,666,10435,386,18188,390,26534,395,8462,324,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30388,585,36729,1055,50367,994,17284,1596,23153,1104,37475,1444,11650,516,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26764,273,30885,333,39722,785,12612,555,22603,412,32284,372,10775,254,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22122,268,26202,413,33380,879,10331,388,18032,455,26038,372,8524,300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30018,152,35076,162,45126,274,15807,193,24025,222,37086,235,11632,116,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29438,506,34872,595,44543,926,15296,496,23544,403,34635,582,11453,274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,35387,344,41903,348,52388,687,15876,850,28730,695,40544,402,13519,592,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30702,600,36592,948,45663,1132,12471,1915,25413,823,35235,1267,11270,479,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36948,943,38801,2911,51366,1619,17259,1954,35743,1044,46959,1484,16120,2096,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25951,154,30520,170,36984,251,12474,282,21701,169,30466,193,10893,136,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27320,205,32295,280,40741,298,12348,371,22376,243,31580,299,10191,202,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29287,771,34993,1084,41238,697,15928,1331,24317,647,32305,759,12001,472,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21888,363,28197,928,36593,588,11921,524,16358,465,26849,695,8631,446,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29598,315,36070,306,46243,403,12846,536,23010,352,34741,378,10501,155,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26442,187,32922,407,41362,335,11750,290,20645,216,29946,308,9551,246,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25618,266,31389,282,39275,631,10649,329,20535,258,29384,399,9708,332,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25038,371,31072,392,39251,878,10540,428,19717,451,29738,633,8820,334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24435,385,30523,333,38824,788,11269,372,19435,508,28828,493,9429,303,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23467,389,30962,366,38650,919,11861,345,17457,348,26507,435,8895,293,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24844,447,30508,464,38781,1290,11850,524,20492,452,29532,738,10299,338,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35144,295,41221,310,51180,347,13562,840,29590,590,40986,423,12289,321,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,33544,372,41252,324,51493,383,15117,593,27101,291,40025,481,13137,548,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27468,210,35738,312,47292,399,12034,205,21105,196,33096,405,10070,162,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,29687,303,36028,305,45572,395,12723,709,23722,358,34215,366,11518,227,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22042,270,26849,357,33296,907,11131,450,17423,364,25616,471,8380,370,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25422,212,31177,237,40288,264,11153,285,20533,212,28880,324,9707,246,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21472,449,27562,957,35728,717,12390,817,16145,565,25177,575,8897,535,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24865,366,30364,287,36749,492,10927,532,20085,380,28610,643,9374,386,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,28486,481,32205,415,40034,881,15756,852,24248,553,31258,469,11780,386,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
