GEO_ID,B17003_001E,B17003_001M,B17003_002E,B17003_002M,B17003_003E,B17003_003M,B17003_004E,B17003_004M,B17003_005E,B17003_005M,B17003_006E,B17003_006M,B17003_007E,B17003_007M,B17003_008E,B17003_008M,B17003_009E,B17003_009M,B17003_010E,B17003_010M,B17003_011E,B17003_011M,B17003_012E,B17003_012M,B17003_013E,B17003_013M,B17003_014E,B17003_014M,B17003_015E,B17003_015M,B17003_016E,B17003_016M,B17003_017E,B17003_017M,B17003_018E,B17003_018M,B17003_019E,B17003_019M,B17003_020E,B17003_020M,B17003_021E,B17003_021M,B17003_022E,B17003_022M,B17003_023E,B17003_023M,NAME,B17003_001EA,B17003_001MA,B17003_002MA,B17003_002EA,B17003_003MA,B17003_003EA,B17003_004MA,B17003_004EA,B17003_005EA,B17003_005MA,B17003_006EA,B17003_006MA,B17003_007MA,B17003_007EA,B17003_008MA,B17003_008EA,B17003_009MA,B17003_009EA,B17003_010EA,B17003_010MA,B17003_011EA,B17003_011MA,B17003_012MA,B17003_012EA,B17003_013MA,B17003_013EA,B17003_014MA,B17003_014EA,B17003_015EA,B17003_015MA,B17003_016EA,B17003_016MA,B17003_017MA,B17003_017EA,B17003_018MA,B17003_018EA,B17003_019MA,B17003_019EA,B17003_020EA,B17003_020MA,B17003_021EA,B17003_021MA,B17003_022MA,B17003_022EA,B17003_023MA,B17003_023EA,state
0400000US13,5632169,7719,607692,15391,222263,8409,94616,5817,70087,4783,39489,4337,18071,2529,385429,10137,149477,6830,131537,6125,77742,5107,26673,3171,5024477,16516,2475812,9791,391459,13206,719757,14388,627253,13721,737343,13033,2548665,11044,334900,9383,748304,13397,718686,13034,746775,14327,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,828917,1805,69107,4556,27813,2472,5935,1364,11922,1821,6187,1265,3769,997,41294,3027,10578,1711,14123,1881,11110,1621,5483,1206,759810,5107,372012,2884,35945,2584,113788,4662,113063,4907,109216,3998,387798,3380,46501,2713,113283,4832,114841,4013,113173,3801,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,877031,1805,90038,4730,37562,3099,10501,1688,12271,1817,11203,1796,3587,953,52476,2961,16713,2024,16471,1894,14846,1644,4446,934,786993,5224,393553,3330,49529,3058,111815,4923,127629,4552,104580,4380,393440,3469,39683,2545,119436,4393,142561,4305,91760,3886,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8079881,3333,727116,18296,275331,9672,87316,5155,95099,6718,58961,4658,33955,2983,451785,11973,151838,7328,145409,7518,111125,5747,43413,3629,7352765,18341,3591079,10181,473208,12551,990577,13856,978662,15946,1148632,13041,3761686,11970,441420,11877,1051946,13284,1132383,15161,1135937,13062,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3956723,3837,355480,12438,137203,6572,47544,3735,54402,3623,23036,2657,12221,1589,218277,8269,70567,4335,87182,4505,46544,3652,13984,1999,3601243,13138,1764041,6993,232336,5926,648017,10888,470814,8280,412874,8079,1837202,8937,230220,7108,678741,9135,526444,9826,401797,8728,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1927018,2798,147007,5681,55096,3079,15194,1948,21478,2320,12314,1735,6110,1237,91911,4517,23561,2660,38376,2851,23130,2028,6844,1218,1780011,6302,875588,3648,87141,3116,322048,6840,245568,6365,220831,4922,904423,4647,75349,3394,310539,6108,293613,6723,224922,5197,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1725825,3170,146416,6256,59606,4215,16596,2242,23807,2781,12370,1702,6833,1515,86810,3860,26211,2633,28816,2210,24682,1993,7101,1384,1579409,7431,778897,4730,81552,3917,228627,7902,229203,6257,239515,5504,800512,4839,70054,3659,239460,5428,258485,6623,232513,5734,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2715805,3811,368799,11203,147967,6329,73220,4944,48638,4127,19653,2548,6456,1356,220832,7049,90378,5966,79706,4656,38732,2957,12016,2018,2347006,11470,1147390,6544,218298,6738,401650,7898,285301,7795,242141,6520,1199616,7637,188787,5318,411499,9126,336088,7420,263242,7074,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2791859,4729,412341,12869,143460,7708,63636,4552,47758,4038,23568,2973,8498,1695,268881,8094,104626,6581,102164,5707,50913,3974,11178,1853,2379518,13282,1162998,7880,206268,8295,406312,10490,288451,8305,261967,7315,1216520,8389,169970,5788,421395,9518,332415,8182,292740,8055,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,899536,1216,90272,4922,35651,2731,10313,1495,14797,1879,7317,1310,3224,886,54621,3171,13274,1919,23014,2139,13155,1726,5178,1065,809264,5020,394678,3054,41469,2389,142306,4100,103849,4013,107054,3679,414586,3283,33988,2750,145188,4534,120529,3452,114881,4263,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3583616,3177,234505,11866,84073,5795,30359,3946,26704,3820,16105,2590,10905,2016,150432,8113,49040,4373,53019,4415,32259,3573,16114,2741,3349111,12124,1587805,5910,200302,8679,404782,10140,387900,9858,594821,9806,1761306,8277,184717,7364,470590,10888,489879,9717,616120,10121,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4243260,2740,354590,12682,131106,8264,42518,4752,40635,4557,22019,2547,25934,3231,223484,7972,65152,4737,74332,5628,48751,4631,35249,3837,3888670,12675,1873797,8580,211476,7631,511682,12658,419270,10236,731369,11129,2014873,8062,190228,6409,537417,10387,515622,9937,771606,10937,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6454327,3337,627233,14624,243314,8120,77813,4548,86543,5176,54898,4032,24060,2693,383919,10836,108530,6139,140708,6405,106636,5805,28045,2761,5827094,15217,2841547,8123,338637,8245,850516,12898,877495,14105,774899,10856,2985547,11100,312202,8805,948692,14287,960151,12222,764502,10320,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3292174,3075,225346,8284,91616,4336,23256,2517,30907,2600,24333,2165,13120,1983,133730,6052,36334,3612,47235,3157,35935,2978,14226,1826,3066828,9670,1515622,5465,132602,4555,415393,7157,470246,7396,497381,7443,1551206,6348,106348,4817,430017,6476,528710,6423,486131,7359,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1797084,4807,291685,9440,100800,6060,47748,3697,30773,3716,17554,3251,4725,1081,190885,6557,75957,4689,68656,4349,38432,3822,7840,1315,1505399,9908,736082,6277,143953,5572,234921,7729,201166,6854,156042,4916,769317,6979,119573,4912,241211,7303,241580,7597,166953,6413,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3729604,3097,371744,12467,141832,6703,49644,4165,52417,4268,27860,2834,11911,1678,229912,7806,76181,4603,84819,4738,52605,3839,16307,1985,3357860,12469,1633151,6884,220310,7118,544083,9826,436899,9000,431859,8893,1724709,8212,211837,7510,568432,11567,510032,10683,434408,8231,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,619546,1414,66219,4571,27221,2495,5765,1458,9869,1645,8089,1225,3498,757,38998,3126,8368,1317,13447,1716,13241,1914,3942,852,553327,4695,276337,3216,23708,2013,88320,3691,83788,3530,80521,3602,276990,3179,19558,1999,86237,3473,95247,3539,75948,2760,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1109836,2394,89646,5340,34720,2992,8793,1388,10874,1514,10556,1918,4497,985,54926,3528,14369,1861,18951,1997,15882,1545,5724,886,1020190,5694,503111,3517,52481,3222,154198,4500,152700,4998,143732,4387,517079,3683,40890,2471,156115,4352,171199,4400,148875,3502,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1554923,1976,137307,8655,59698,4793,19177,2739,18978,3219,14484,1891,7059,1564,77609,5345,26894,3547,26143,2929,17676,2407,6896,1425,1417616,9033,720319,5261,113029,5772,214738,7936,228410,8126,164142,7029,697297,5679,108620,5248,218813,7633,226989,6973,142875,5816,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,867694,1967,52653,4512,20111,2494,5072,1310,7247,1634,4260,1008,3532,1140,32542,2893,8218,1738,11151,1505,8862,1432,4311,1113,815041,5195,399444,3075,41321,2795,121766,4000,100963,3931,135394,4652,415597,3200,33158,2737,125458,4107,124131,4597,132850,4188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5666759,2515,401529,15612,144452,8929,47686,5284,49480,4282,25273,3005,22013,2759,257077,10716,90964,6060,93551,6246,46106,4238,26456,2437,5265230,15425,2536035,9234,313937,9507,705824,13198,560246,10334,956028,13499,2729195,10555,326405,9000,821575,11960,645518,11878,935697,11112,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1208938,3361,168999,7975,71392,4720,30669,2952,20699,2769,13281,1984,6743,1465,97607,5132,38678,3903,30398,2910,20449,2484,8082,1533,1039939,8043,506137,5374,75098,4915,148567,5331,141604,4928,140868,4923,533802,5157,73340,4093,145885,5779,166747,6003,147830,5271,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12546501,4239,1380495,24705,515406,14662,191411,8428,160385,7213,92875,5741,70735,4600,865089,15309,324795,8495,277965,9860,163554,9291,98775,4833,11166006,25104,5363850,15543,732921,14605,1532028,22701,1287130,15511,1811771,19475,5802156,15327,717497,13458,1689575,15708,1452432,18392,1942652,17931,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5568889,6223,637982,13936,238376,6768,96312,5723,80066,4613,41313,3430,20685,1975,399606,10636,149402,6979,128438,5907,96400,5396,25366,2448,4930907,16453,2416222,9003,410317,10771,712411,13372,629029,12767,664465,11141,2514685,10886,328927,8920,717940,11838,778772,12808,689046,10189,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,414015,1267,34650,2665,13017,1514,3660,754,4187,798,4187,843,983,343,21633,1870,6102,982,8512,1369,5680,882,1339,514,379365,3057,190363,1983,21903,1676,54904,2789,62454,2484,51102,2724,189002,2128,17202,1430,52216,2674,67495,3081,52089,2476,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7405261,3700,715574,16119,273844,8960,95834,5705,104965,5289,45231,3317,27814,2710,441730,11390,142024,5759,175323,7852,95497,5169,28886,2881,6689687,17129,3242477,10102,393330,9605,1162647,12780,849860,12708,836640,11241,3447210,11699,382135,8434,1272324,13809,960519,11852,832232,12482,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2244755,3742,279713,8967,107392,4548,37159,2864,35657,2708,26945,2663,7631,1517,172321,5838,54825,3368,61956,4425,45848,3742,9692,1307,1965042,9454,965582,5484,132734,4974,298889,7419,288062,6843,245897,6838,999460,6287,126802,5395,324886,7063,308538,7261,239234,6447,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2384818,3126,258295,9060,107033,5501,29971,3180,30537,3026,30740,3414,15785,2099,151262,5679,38684,3336,47695,4074,46830,3560,18053,2267,2126523,9080,1054581,6033,126828,6098,268231,6993,342597,7905,316925,7901,1071942,5898,103618,5177,280834,8146,377092,8344,310398,7466,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8180457,3596,739717,15354,273571,8523,83006,4630,113732,7141,46560,3896,30273,3074,466146,10287,142240,5974,205241,7876,81952,4752,36713,2902,7440740,16384,3587487,8716,429855,11008,1334952,15368,788747,11702,1033933,12996,3853253,10988,433984,10912,1507007,14710,913317,11841,998945,12590,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705426,1197,61853,4498,20393,2608,8425,1507,6363,1468,3670,1139,1935,618,41460,3190,15895,2422,13692,2085,8283,1808,3590,1032,643573,4719,309601,2748,45018,3440,90938,4053,75670,3908,97975,4387,333972,3258,47055,3222,94731,5091,88793,4241,103393,4542,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2723305,3932,318422,8682,111720,5411,49487,4163,35738,3359,18306,2145,8189,1558,206702,5741,79681,4798,74883,4112,39221,3271,12917,2113,2404883,9705,1164737,6191,189922,7547,359631,8229,312886,7772,302298,7048,1240146,6354,179360,6068,386557,8223,372376,9703,301853,7195,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,485733,1986,47205,3512,18610,1590,5879,993,6572,1179,4619,1058,1540,584,28595,2479,7003,960,9784,1223,9673,1370,2135,611,438528,4136,217548,2029,23911,1492,75041,2773,62388,3148,56208,2925,220980,2902,18338,1666,67494,2753,75134,3077,60014,2847,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3907666,5084,479748,13860,181196,7821,83558,5316,62945,4574,24454,2468,10239,1839,298552,9310,122926,5708,105742,5330,56994,4971,12890,1924,3427918,15335,1675595,8339,281017,7441,574712,11637,399024,9426,420842,9714,1752323,10290,248902,7765,605345,9620,491304,9278,406772,9326,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13771855,8235,1783159,30152,711766,16899,347779,10185,186906,9233,114380,6984,62701,4956,1071393,18013,505965,13508,292714,8631,206536,8982,66178,4474,11988696,30890,5950732,17151,1078886,17493,1509885,21171,1642344,18653,1719617,18086,6037964,19240,993831,15681,1622838,19908,1808979,19474,1612316,20042,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1387825,2211,109106,6054,44137,3441,10119,2162,12876,2028,13487,1736,7655,1446,64969,4328,13777,2069,20962,2276,22196,3009,8034,1246,1278719,6330,641607,3792,59762,4336,150267,5478,224303,5110,207275,5444,637112,4386,53138,3555,177624,5611,242384,5915,163966,4965,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,419246,759,35667,3072,14730,1727,4613,1106,5584,1090,2252,595,2281,710,20937,1847,5447,1166,6818,1030,5291,1027,3381,754,383579,3011,187079,1880,20481,1726,64456,2601,42799,2263,59343,2956,196500,1797,13672,1487,57284,2164,54315,2595,71229,2908,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4866265,6232,365049,12605,131933,6695,50277,4330,42645,3712,20923,2509,18088,2483,233116,8705,92826,5533,73332,4843,44660,3794,22298,2650,4501216,14613,2180590,8558,297770,7591,572393,9068,531687,11615,778740,8814,2320626,9798,270197,8359,609240,11044,645311,11542,795878,11328,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4074619,3453,376301,13157,155318,7233,44336,4397,44629,3783,44237,3954,22116,2270,220983,8294,58267,4747,66394,4443,69961,4460,26361,2743,3698318,13584,1836823,7487,182227,7638,446627,10386,593531,9588,614438,8973,1861495,8638,169517,7243,466264,9529,662027,9883,563687,9534,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1239234,2311,175280,8207,70820,4427,25880,2549,30707,3574,10182,1784,4051,1242,104460,5579,33320,2690,43768,3551,20652,2769,6720,1137,1063954,8784,522671,4712,87761,3813,223299,6236,111212,4332,100399,4274,541283,5862,86203,4504,220986,6697,135486,4688,98608,4123,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3579057,3117,257050,8135,97752,5117,30784,3360,35416,2929,21653,2075,9899,1666,159298,5341,43257,2984,60689,3508,40505,2984,14847,2033,3322007,8675,1640955,5987,178668,5111,559629,7234,474694,7925,427964,6900,1681052,5836,149448,5260,577294,7697,513821,7102,440489,7717,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,332295,1758,23283,2388,9134,1309,1839,564,2944,822,3587,1106,764,341,14149,1676,3181,932,4948,981,5469,1105,551,327,309012,3094,155225,1989,13771,1654,54185,2467,48687,2538,38582,2402,153787,1941,9977,1321,49893,2710,56870,2869,37047,2423,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
