GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,B06001_061E,B06001_061M,B06001_062E,B06001_062M,B06001_063E,B06001_063M,B06001_064E,B06001_064M,B06001_065E,B06001_065M,NAME,B06001_001EA,B06001_001MA,B06001_002EA,B06001_002MA,B06001_003EA,B06001_003MA,B06001_004MA,B06001_004EA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007EA,B06001_007MA,B06001_008MA,B06001_008EA,B06001_009MA,B06001_009EA,B06001_010EA,B06001_010MA,B06001_011EA,B06001_011MA,B06001_012EA,B06001_012MA,B06001_013EA,B06001_013MA,B06001_014MA,B06001_014EA,B06001_015MA,B06001_015EA,B06001_016EA,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018EA,B06001_018MA,B06001_019MA,B06001_019EA,B06001_020MA,B06001_020EA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023EA,B06001_023MA,B06001_024EA,B06001_024MA,B06001_025MA,B06001_025EA,B06001_026MA,B06001_026EA,B06001_027EA,B06001_027MA,B06001_028EA,B06001_028MA,B06001_029EA,B06001_029MA,B06001_030MA,B06001_030EA,B06001_031MA,B06001_031EA,B06001_032EA,B06001_032MA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035MA,B06001_035EA,B06001_036MA,B06001_036EA,B06001_037MA,B06001_037EA,B06001_038EA,B06001_038MA,B06001_039EA,B06001_039MA,B06001_040MA,B06001_040EA,B06001_041MA,B06001_041EA,B06001_042MA,B06001_042EA,B06001_043EA,B06001_043MA,B06001_044EA,B06001_044MA,B06001_045MA,B06001_045EA,B06001_046MA,B06001_046EA,B06001_047MA,B06001_047EA,B06001_048EA,B06001_048MA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051EA,B06001_051MA,B06001_052MA,B06001_052EA,B06001_053MA,B06001_053EA,B06001_054EA,B06001_054MA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057EA,B06001_057MA,B06001_058MA,B06001_058EA,B06001_059MA,B06001_059EA,B06001_060EA,B06001_060MA,B06001_061EA,B06001_061MA,B06001_062EA,B06001_062MA,B06001_063MA,B06001_063EA,B06001_064MA,B06001_064EA,B06001_065EA,B06001_065MA,state
0400000US01,4442558,0,292375,2206,793333,2586,412216,4606,583691,5884,640554,5315,652826,3926,274413,5433,90438,4478,130028,4760,325232,2096,189350,3443,58102,3404,3163789,19759,258150,3239,627449,7615,289719,5821,384965,7115,405382,7156,437909,6245,188515,5474,63252,3372,90143,3552,236033,4563,137726,4109,44546,2950,1127985,18748,30518,2671,147305,6797,102207,5082,162789,6379,204452,6064,192768,5679,79095,3858,25405,2542,37470,3296,83916,3856,49144,2859,12916,1806,30011,3085,1127,621,4172,1397,4764,1245,5256,1097,6257,1268,6252,1274,878,421,211,184,244,187,308,223,372,289,170,161,120773,6618,2580,711,14407,2434,15526,2456,30681,2826,24463,2746,15897,2150,5925,1078,1570,547,2171,731,4975,1095,2108,631,470,228,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,49204,830,138294,944,66617,1682,76278,2375,98090,1898,106556,2036,38403,2311,12365,1476,13761,1671,26402,944,12051,852,3703,739,259243,4989,40414,1398,94929,3116,34856,2172,26417,1934,24459,1796,20028,1473,6171,775,2096,546,1811,508,5287,556,2269,368,506,262,335084,5800,8090,1256,38086,2768,26839,2186,44290,2617,62934,2430,76390,2061,29294,1975,8785,1319,10859,1483,18080,800,8563,760,2874,710,13029,1600,458,281,3209,947,2115,839,1193,442,2434,749,1983,647,583,341,398,350,343,302,285,178,28,48,0,233,34368,2341,242,188,2070,761,2807,1015,4378,1107,8263,1262,8155,1284,2355,615,1086,389,748,344,2750,743,1191,413,323,226,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,459772,1271,1114116,1466,552596,2964,834828,3655,806615,2710,747917,2095,312262,6217,108105,5364,158231,5467,407224,2021,261324,3521,66849,3263,2050049,21918,388894,6172,723974,11504,231289,8305,242512,9498,173763,6569,142659,5324,49197,3463,12742,2047,17583,1969,40552,2882,21974,2215,4910,963,2869038,22676,56532,5136,293817,10520,213113,7837,362199,8900,441118,7472,479808,5734,224304,5796,80927,4690,122752,4528,321058,4172,216583,4160,56827,3113,67456,5266,2314,1117,9520,1885,9250,2044,12085,2104,13159,2265,11116,1770,2397,744,820,436,789,450,3756,1014,1633,540,617,333,843296,21013,12032,2579,86805,6852,98944,5736,218032,8178,178575,5909,114334,5900,36364,2690,13616,2041,17107,2180,41858,2924,21134,2140,4495,963,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2701431,0,186365,2038,485969,2154,251855,3645,352575,4363,382465,3340,378702,3450,164419,4464,54968,3098,80472,4238,206824,1804,122066,2633,34751,2249,1660875,13279,159308,2790,349716,5948,163257,4149,194147,5559,197666,5234,206507,4499,97022,3605,31583,2442,46670,3270,122579,3209,71177,2579,21243,2038,922542,12631,25480,2350,121765,5630,71670,4013,126969,5134,161612,5954,157893,5364,61750,3329,22243,2679,31798,2842,80736,3234,48093,2457,12533,1413,16845,2376,685,425,2395,963,2398,776,3225,1155,3741,1126,2459,701,1067,538,154,250,260,243,121,135,166,167,174,174,101169,5206,892,526,12093,1624,14530,2038,28234,2556,19446,1906,11843,1835,4580,1298,988,420,1744,674,3388,761,2630,737,801,480,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,2679311,3023,6975831,3014,3324585,5290,5010503,7383,5384615,5728,4871349,5280,1923729,15298,600078,10490,807663,14902,1941943,3236,1338685,9220,420476,9201,18313789,57795,2490293,9326,5889853,21633,2087234,18386,2123918,27633,2039721,20154,1765906,18841,643155,12450,180584,6504,226986,8295,461585,10341,322666,6811,81888,4755,6985440,39995,97449,6444,395175,13208,337549,11705,771133,17160,1033249,14511,1359012,15783,667392,11308,232991,7034,336150,10118,857400,10895,659531,8680,238409,6915,368183,11388,16701,2763,54054,5499,30229,3101,62124,4146,67362,5498,68841,5382,23298,2595,5388,1295,5507,1119,18661,2500,12735,2002,3283,1010,9611356,53997,74868,6637,636749,19781,869573,16343,2053328,26453,2244283,18079,1677590,17832,589884,13048,181115,7322,239020,8553,604297,8966,343753,9010,96896,5348,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4562244,0,338585,1774,837578,1857,421308,3212,707190,3765,701751,3606,671217,3361,266924,5655,75393,3439,99401,4793,244896,2168,152095,3011,45906,2863,1930787,19331,296686,3802,557782,8624,208568,6878,229117,8065,205998,7126,189800,5238,72320,3578,17630,1534,25575,2016,73577,3103,42474,2630,11260,1444,2113104,20216,33343,3305,223508,8645,151238,6388,335613,7654,384073,7793,412012,5889,172384,6015,52255,3074,65113,3487,154012,3340,97075,3289,32478,2408,58059,4009,2524,1171,11094,1309,6713,1426,10718,2001,11430,1863,11358,1622,2091,928,331,175,528,343,607,337,585,383,80,95,460294,12187,6032,1303,45194,4261,54789,4948,131742,6070,100250,5521,58047,3851,20129,2497,5177,1103,8185,2030,16700,1905,11961,1470,2088,701,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3394751,0,210976,660,619914,1147,263296,1362,390122,1940,545007,1566,539938,2037,217365,5097,68169,3720,97385,3901,211281,1270,172258,2925,59040,2876,1917655,17786,180544,2634,471268,6707,169315,4969,193175,5038,260730,6773,259875,5900,98325,4142,27335,2264,43877,3032,92847,3911,88607,3120,31757,2271,951639,15516,24636,2263,106793,5709,52207,3570,99720,5588,171443,6563,189596,5639,82104,4219,26703,2493,36994,2688,79404,2987,60997,3018,21042,2089,102203,5936,2038,798,12614,2397,7743,1837,15123,2171,18854,2515,21093,1965,7784,1286,3221,1060,3109,1016,7998,1198,2235,733,391,227,423254,14638,3758,1085,29239,2857,34031,4307,82104,5236,93980,4323,69374,3902,29152,3652,10910,2042,13405,1750,31032,3253,20419,2078,5850,1036,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,818587,0,55398,304,140065,322,72045,841,107543,1234,126178,1282,120477,1089,49700,2085,16981,1726,23409,1852,58556,708,38626,1436,9609,1315,376278,8262,47288,1562,92940,3292,37932,2799,44938,3123,47530,2761,47148,2760,15623,1542,4721,834,7407,1320,17474,1351,10241,1471,3036,641,367294,8632,7000,1477,40651,3077,26189,2557,45014,3287,62256,3103,62304,2910,30058,1994,10620,1404,14255,1862,37202,1450,26100,1478,5645,997,12148,2101,535,404,2418,968,845,474,2152,828,2481,796,1517,576,326,276,13,22,513,390,528,387,309,315,511,368,62867,3735,575,287,4056,1042,7079,1190,15439,1803,13911,1698,9508,1342,3693,836,1627,568,1234,412,3352,728,1976,672,417,279,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515118,0,37723,429,73816,435,31647,736,105606,780,78541,844,69704,905,31941,1841,11157,1498,12489,1291,31909,548,23420,1101,7165,928,204254,5154,31011,1557,53762,2333,12182,980,29707,1951,27076,1851,24775,1905,7995,1229,1986,621,3140,798,6175,992,5078,915,1367,491,237670,5536,6228,1561,15983,2074,14188,1428,53819,2410,36235,2114,33756,1957,19103,1530,7697,1216,7568,1107,22476,1349,15624,1211,4993,864,5477,1128,123,156,352,258,885,399,1357,594,935,416,1264,599,269,219,82,140,53,88,46,77,69,113,42,71,67717,3880,361,341,3719,1390,4392,798,20723,2054,14295,1628,9909,1422,4574,1055,1392,531,1728,840,3212,868,2649,721,763,358,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17382511,0,1112350,3373,2934500,3741,1484879,5977,2084375,7741,2497219,6142,2440996,5791,1052535,12217,365967,7528,528477,10630,1489260,3391,1071963,9222,319990,9105,5793700,34016,968024,7189,1969753,17268,693226,14135,611582,14255,559734,13497,472304,8012,149290,5918,47762,3658,63851,3859,147128,5577,89415,5125,21631,2382,7894934,36463,111439,6886,670352,16424,490112,12355,836781,12271,1186429,13656,1344046,10628,660923,11329,231040,6388,344974,7904,1002488,7202,780269,8091,236081,7049,480922,13089,9545,1919,64808,5207,44470,3964,81824,6244,84134,5126,73033,4359,33730,2803,10037,1822,13218,1874,36045,2849,22301,2509,7777,1300,3212955,29437,23342,3351,229587,9684,257071,10129,554188,11041,666922,10554,551613,9095,208592,7581,77128,5044,106434,6172,303599,6488,179978,5921,54501,3881,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
