B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029EA,B08513_029MA,B08513_030EA,B08513_030MA,B08513_031MA,B08513_031EA,B08513_032MA,B08513_032EA,B08513_033MA,B08513_033EA,B08513_034EA,B08513_034MA,B08513_035MA,B08513_035EA,B08513_036MA,B08513_036EA,B08513_037MA,B08513_037EA,B08513_038MA,B08513_038EA,B08513_039MA,B08513_039EA,B08513_040MA,B08513_040EA,B08513_041EA,B08513_041MA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044MA,B08513_044EA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048EA,B08513_048MA,B08513_049MA,B08513_049EA,B08513_050MA,B08513_050EA,B08513_051EA,B08513_051MA,B08513_052EA,B08513_052MA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056EA,B08513_056MA,NAME,B08513_001EA,B08513_001MA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004MA,B08513_004EA,B08513_005MA,B08513_005EA,B08513_006MA,B08513_006EA,B08513_007EA,B08513_007MA,B08513_008EA,B08513_008MA,B08513_009MA,B08513_009EA,B08513_010MA,B08513_010EA,B08513_011MA,B08513_011EA,B08513_012EA,B08513_012MA,B08513_013EA,B08513_013MA,B08513_014MA,B08513_014EA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018EA,B08513_018MA,B08513_019EA,B08513_019MA,B08513_020MA,B08513_020EA,B08513_021MA,B08513_021EA,B08513_022MA,B08513_022EA,B08513_023EA,B08513_023MA,B08513_024EA,B08513_024MA,B08513_025MA,B08513_025EA,B08513_026MA,B08513_026EA,B08513_027MA,B08513_027EA,B08513_028MA,B08513_028EA,state
13175,3087,6075,1429,3941,1149,2134,822,52638,4999,43099,4643,7011,1902,1751,696,5260,1732,2528,1022,1991,876,537,387,61544,4817,47610,3882,10403,2343,2167,825,8236,2214,3531,1338,2201,1105,1330,673,145988,6413,132401,6150,5907,1418,4085,1335,1822,662,7680,1850,4938,1094,2742,1310,0400000US13,4096689,20052,3578850,22175,302504,10180,104568,7256,197936,9161,215335,9044,140662,7650,74673,6369,3286627,21694,2932746,22391,188152,9237,80851,6440,107301,7456,165729,7251,112277,6446,53452,5356,458753,14342,353322,12429,75639,6554,13497,2498,62142,6600,29792,3354,15314,2422,14478,2542,91139,6343,69672,6200,15392,3172,2217,1042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0,268,14132,1805,4654,1093,9478,1470,19295,2481,12573,2337,716,503,716,503,0,268,6006,1185,2271,656,3735,948,13876,2004,9309,1512,410,317,410,317,0,268,4157,1265,1735,703,2422,1116,26676,2873,20838,2525,755,459,658,456,97,117,5083,1231,3201,982,1882,739,0400000US15,585016,7207,445121,8514,14229,2317,9825,1679,4404,1661,125666,7046,66688,4778,58978,4669,400334,7857,321243,8226,9066,1772,5845,1299,3221,1387,70025,5340,41801,3885,28224,3086,91739,4305,62690,3815,2786,1230,1700,661,1086,751,26263,2981,13026,1972,13237,2088,33096,3109,18468,2485,496,424,496,424,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
706,730,451,388,258,252,193,261,21968,2963,18630,2734,2720,1057,1486,701,1234,800,618,371,509,359,109,125,13573,2355,10749,1961,1849,837,746,597,1103,585,975,572,823,548,152,179,32339,2911,30092,2860,1317,571,1082,585,235,300,930,521,752,458,178,279,0400000US16,640463,8582,577641,9073,48109,2881,22933,2123,25176,2746,14713,2326,10537,1801,4176,1139,489270,8530,449245,8848,31366,2602,15878,2065,15488,1847,8659,1764,6422,1450,2237,648,77734,4290,64574,3930,10080,1905,3670,1031,6410,1869,3080,1096,1773,684,1307,819,5579,1274,4351,1057,777,740,71,80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
38133,5527,50062,4922,33923,3886,16139,2827,150557,8548,109309,6793,23372,3810,8359,1681,15013,3293,17876,2398,11657,1985,6219,1160,85086,5437,60766,4682,16328,2662,4857,1402,11471,2414,7992,1633,4228,1209,3764,1158,194830,7714,171295,7366,8870,1843,5034,1220,3836,1163,14665,2413,9577,1778,5088,1459,0400000US17,5777753,24231,4505469,26394,727641,13228,329959,14032,397682,16820,544643,14650,343899,9616,200744,11135,4324440,27526,3471541,27494,464838,11359,235227,11715,229611,10784,388061,11511,251461,8231,136600,8121,543256,13820,335761,9445,141508,9548,41890,4158,99618,8474,65987,6652,33053,4147,32934,4558,479584,13143,356797,10812,72725,5816,34592,3548,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1037,509,796,493,661,476,135,139,53947,4022,47336,3570,3249,1323,1452,845,1797,865,3362,1136,2102,905,1260,620,43478,4535,37052,4262,2655,835,437,292,2218,815,3771,1140,2555,875,1216,624,86567,5021,81461,4760,1316,496,808,409,508,307,3790,1058,2064,676,1726,812,0400000US18,2794139,16998,2596092,16532,111486,5327,50653,3911,60833,4029,86561,4297,58734,3979,27827,2862,2324810,18148,2182607,17849,79066,4279,40981,3624,38085,3278,63137,4110,44065,3615,19072,2607,264456,8352,228702,7945,24049,2690,6861,1195,17188,2468,11705,1920,7287,1598,4418,1096,20881,3364,18934,3175,1151,535,114,147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
186,185,1310,574,826,478,484,348,45997,3464,42005,3307,1747,610,1101,576,646,289,2245,879,1399,754,846,578,23800,2742,20391,2386,1553,785,375,294,1178,704,1856,1173,1406,1088,450,387,63634,3067,61762,2958,585,300,465,287,120,67,1287,579,912,519,375,269,0400000US19,1470173,10519,1383490,10081,46010,2984,22119,2575,23891,2811,40673,3407,24338,2841,16335,2225,1178182,12459,1118043,11628,30987,2869,15004,2294,15983,2566,29152,2568,18094,2134,11058,1881,147233,5541,132006,5098,10404,1583,4626,1054,5778,1214,4823,1093,1701,642,3122,996,11327,1733,9283,1480,734,473,548,364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
66,85,240,231,136,163,104,169,33252,3383,28783,3009,1858,686,858,407,1000,538,2611,949,1689,834,922,504,20047,2324,15990,1990,3138,1127,1195,737,1943,819,919,531,668,465,251,262,52694,4116,50169,4001,1124,487,549,358,575,348,1401,569,1297,566,104,116,0400000US20,1343607,10976,1227649,11048,73108,3979,33426,3197,39682,3257,42850,3841,28364,3282,14486,1985,1110172,12208,1025056,11963,51771,3504,27809,2918,23962,2609,33345,3440,22130,2635,11215,1843,122320,5726,102877,4994,15109,2287,2973,995,12136,2175,4334,1039,2444,680,1890,633,5122,1166,4774,1157,108,113,42,74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
402,310,917,473,257,224,660,448,29573,3639,26770,3398,1095,860,262,228,833,780,1708,840,975,662,733,451,16921,1970,16087,1882,182,203,0,268,182,203,652,570,217,157,435,551,49002,3169,45967,2934,880,518,801,501,79,95,2155,1002,820,526,1335,829,0400000US21,1770840,13867,1689738,14591,40440,2467,18642,2396,21798,2370,40662,3692,26281,2961,14381,2665,1468709,13082,1415904,13395,24615,2267,13963,2126,10652,1406,28190,3061,20261,2684,7929,1589,192218,6715,171998,6824,13180,2062,3530,967,9650,1854,7040,1465,3751,940,3289,1128,14417,2377,13012,2142,488,333,86,98,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
564,543,743,500,266,246,477,415,32234,3933,28236,3863,1252,578,856,446,396,350,2746,1291,1810,1037,936,750,36494,3708,32220,3387,2213,968,836,509,1377,914,2061,910,1052,608,1009,671,42461,3382,38175,3191,1113,703,737,581,376,407,3173,809,2663,710,510,302,0400000US22,1870598,14803,1715609,15106,58550,4030,34928,3031,23622,2920,96439,5577,73154,4621,23285,3253,1514556,16158,1394562,15566,41246,3469,27395,2658,13851,2175,78748,5311,59864,4166,18884,3104,209395,9711,188820,9266,11607,2166,4549,1018,7058,1870,8968,1467,7499,1394,1469,618,35458,4699,33596,4433,1119,642,555,468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0,268,548,426,269,236,279,359,23229,3060,21017,2929,204,192,138,148,66,111,2008,796,1825,794,183,132,7103,1245,6487,1288,0,268,0,268,0,268,616,444,277,164,339,393,29303,2788,27675,2685,62,74,41,68,21,26,1566,539,1330,504,236,161,0400000US23,627734,6467,584629,6925,6206,1474,4962,1304,1244,453,36899,2798,28155,2373,8744,1547,500153,7913,466844,7796,5062,1418,4207,1273,855,471,28247,2199,21886,1962,6361,1353,64017,4291,59277,3953,826,393,524,327,302,198,3914,1008,2568,718,1346,756,3929,876,3329,845,52,87,52,87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
11172,2505,11788,2343,6831,1872,4957,1379,56290,4776,45033,3878,4349,1551,2623,1276,1726,739,6908,1836,4555,1587,2353,983,34295,4252,28802,3673,2694,926,879,558,1815,619,2799,1055,1526,692,1273,674,100492,6490,88013,5655,3668,1138,1657,607,2011,889,8811,1729,6551,1346,2260,908,0400000US24,2454466,16186,2106831,14288,141975,7527,61157,4831,80818,6047,205660,7718,141970,6787,63690,4637,1873304,14373,1645198,13446,78530,5415,43065,4008,35465,3292,149576,6444,107894,5781,41682,3421,262939,10074,200250,8681,36911,4328,8282,1443,28629,4100,25778,2882,14613,1852,11165,2191,127146,7151,99535,6334,15823,2879,4651,1572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
17393,2929,46510,5013,26547,3407,19963,3919,115847,7856,85208,5503,13385,3870,6408,1750,6977,3215,17254,2675,9698,1931,7556,1731,38516,3764,29833,3013,3277,1084,1158,609,2119,886,5406,1463,2555,784,2851,1279,102723,5345,91601,5058,2716,828,1330,563,1386,645,8406,1967,5919,1455,2487,1196,0400000US25,3105432,18785,2509642,18369,191502,7252,99409,6598,92093,6869,404288,13856,235068,9545,169220,11165,2335422,20782,1949489,20227,115951,6697,68208,5686,47743,4705,269982,10495,164317,8161,105665,8340,260776,10472,178013,8521,26033,3028,9558,1607,16475,2708,56730,6056,26032,3780,30698,4626,252148,9210,175498,8184,30140,3687,12747,2542,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
802,546,4090,1358,1656,957,2434,936,77791,3817,66213,3753,4176,1199,1842,620,2334,977,7402,1395,4255,1037,3147,969,43681,3095,37779,2721,2596,1025,1043,392,1553,974,3306,870,1798,638,1508,690,136779,5919,125099,5517,3038,770,2306,647,732,406,8642,1883,6310,1751,2332,692,0400000US26,4358915,19377,3988194,20628,128804,5297,70422,4848,58382,3649,241917,7791,161700,6846,80217,5017,3673648,19357,3386238,19796,95404,4616,56481,4079,38923,3018,192006,7269,132078,6531,59928,4113,377830,11035,329487,9969,21872,2959,7834,1723,14038,2296,26471,2349,15603,1895,10868,1631,49186,4469,43378,4194,1718,833,916,430,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3368,1332,7514,1349,3815,839,3699,1218,69932,4306,61628,4120,3316,844,1713,541,1603,664,4988,1437,3465,1039,1523,805,34855,2858,30630,2742,2160,796,1095,628,1065,622,2065,658,1187,482,878,381,121278,4397,113960,4295,2204,817,1831,753,373,334,5114,1076,3597,821,1517,649,0400000US27,2618412,12539,2395858,13143,89753,5030,43894,3807,45859,3488,132801,4998,83512,4243,49289,3528,2068695,13705,1918229,14138,58613,5051,32493,3339,26120,3213,91853,4281,60023,4043,31830,2682,250687,7999,210684,7157,18736,2798,5406,1340,13330,2594,21267,3015,11425,1920,9842,2131,72965,5510,60727,4864,4724,1416,1356,581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
677,590,0,268,0,268,0,268,15537,2216,13808,2305,1443,703,638,526,805,681,286,276,286,276,0,268,17437,2729,16614,2667,284,215,0,268,284,215,539,348,100,129,439,326,22042,2747,21260,2652,185,191,185,191,0,268,597,416,522,390,75,136,0400000US28,1143315,11454,1097735,11434,27160,2629,12068,2018,15092,2357,18420,2339,12082,1938,6338,1272,943957,11774,913161,11516,16233,1787,8826,1687,7407,1376,14563,1969,10174,1793,4389,1042,139268,6946,128495,6679,8338,1928,2419,855,5919,1760,2435,922,1000,694,1435,743,5074,1476,4397,1236,677,590,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
523,360,642,355,569,354,73,94,48091,3960,41562,3297,2438,987,1275,752,1163,626,4091,1027,2529,770,1562,697,32936,2922,29098,2796,1793,860,375,247,1418,823,2045,829,992,402,1053,603,97176,4559,91276,4452,2481,796,1488,552,993,596,3419,873,1814,685,1605,596,0400000US29,2731050,15826,2574394,16760,73054,3998,40775,3778,32279,2620,83602,4990,53572,3283,30030,3773,2232849,17295,2122032,17735,50720,4377,33094,3630,17626,1935,60097,4165,40163,3065,19934,2731,281936,9963,253845,9060,14783,2432,4227,825,10556,2228,13308,2380,7505,1491,5803,1719,38062,3357,36581,3199,839,474,316,326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0,268,63,108,63,108,0,268,20728,2240,19440,2161,263,232,263,232,0,268,1025,434,942,407,83,129,11557,1704,11273,1666,112,147,80,139,32,51,172,147,172,147,0,268,27148,2156,26558,2108,364,264,364,264,0,268,226,137,226,137,0,268,0400000US30,454500,5423,436829,5258,6377,1315,5147,1194,1230,460,11294,1335,10168,1324,1126,428,341194,5940,328735,5583,4374,931,3489,819,885,420,8085,1162,7402,1203,683,289,50994,4263,48091,4133,1180,629,867,547,313,218,1723,717,1363,646,360,275,2879,838,2732,806,84,153,84,153,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
271,307,435,297,170,168,265,269,23730,2019,20890,1733,2121,844,728,488,1393,802,719,347,623,284,96,117,11983,1557,10810,1491,551,326,218,205,333,264,622,347,304,261,318,235,39489,2643,38116,2657,580,325,231,186,349,278,793,418,422,255,371,331,0400000US31,904925,7809,831523,8023,48330,2801,17158,2039,31172,2207,25072,2495,15340,1835,9732,1744,733581,7612,683500,7373,32796,2485,13494,1754,19302,1864,17285,2515,11391,1811,5894,1494,90595,4373,73562,3786,11815,1686,2291,817,9524,1617,5218,1384,2430,868,2788,1044,5547,1170,4645,1067,467,390,196,191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
8655,2428,3143,902,1452,633,1691,790,26077,3075,18240,2481,6231,1801,1965,683,4266,1712,1606,930,803,483,803,673,22079,2678,16126,2388,4461,1346,1178,478,3283,1271,1492,671,755,473,737,496,33901,3831,27908,2935,3489,1485,2305,1243,1184,706,2504,792,1773,703,731,460,0400000US32,1153028,11712,849467,11764,214755,6959,87842,6454,126913,6653,88806,5188,58577,4414,30229,3440,901547,14257,680360,12612,150844,7759,69837,5727,81007,6290,70343,5103,48098,4249,22245,2646,134519,7817,85327,6360,39474,4431,10956,2089,28518,3686,9718,1424,5696,1216,4022,938,34905,3637,21506,2673,10256,2503,1601,668,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
197,316,475,495,158,233,317,439,17948,2600,16474,2500,662,570,368,331,294,346,812,347,667,331,145,158,6845,1382,5725,1267,148,201,148,201,0,268,972,630,405,357,567,490,28213,2657,26945,2617,82,109,82,109,0,268,1186,464,962,457,224,147,0400000US33,624571,8310,569491,8425,13589,2423,9338,2267,4251,1304,41491,4040,29069,3175,12422,2124,511555,9474,470571,8917,9177,1802,6227,1559,2950,1025,31807,3233,23844,2840,7963,1567,57461,4437,47899,4003,3323,1875,2513,1692,810,482,6239,1926,3033,910,3206,1497,2549,809,1877,635,197,316,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
44868,4597,36453,5298,20429,3025,16024,3403,120952,7433,63209,4800,38564,4487,13124,2696,25440,3656,19179,3118,9506,2450,9673,1934,61532,5344,33480,3310,20597,3501,5202,1917,15395,3267,7455,1723,4030,1139,3425,1207,120790,5343,95259,4679,10241,1983,6877,1469,3364,1106,15290,2176,10138,1832,5152,1334,0400000US34,3784016,26690,2746510,22236,538478,12628,257849,10278,280629,11173,499028,12944,321911,10893,177117,7824,2897729,24824,2239699,21040,302692,9278,173715,8524,128977,7017,355338,9715,246756,8837,108582,5159,364530,13155,202352,8612,96865,7156,34280,3719,62585,5705,65313,5593,31052,3673,34261,4268,218483,10176,112511,7543,69519,5440,24651,3270,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
496,330,808,457,656,416,152,216,20987,3112,12248,2276,6456,1765,5049,1596,1407,715,2283,1027,1860,1002,423,276,13639,2486,9137,1837,3026,1557,1363,685,1663,1293,1476,746,1211,755,265,273,39637,3274,28402,2596,7113,1385,5088,1155,2025,756,4122,1240,1938,952,2184,840,0400000US35,823107,10986,529135,9509,233528,6873,166917,6630,66611,4885,60444,4180,45073,3761,15371,2120,630180,10715,413577,9187,174336,5720,129128,5758,45208,3413,42267,3140,32991,2909,9276,1622,111687,7526,61535,5025,40664,4882,24852,3481,15812,2962,9488,2090,6417,1679,3071,1106,6977,1574,4236,1378,1933,748,1437,666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
