GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001EA,B05004_001MA,B05004_002EA,B05004_002MA,B05004_003MA,B05004_003EA,B05004_004MA,B05004_004EA,B05004_005MA,B05004_005EA,B05004_006EA,B05004_006MA,B05004_007EA,B05004_007MA,B05004_008EA,B05004_008MA,B05004_009MA,B05004_009EA,B05004_010MA,B05004_010EA,B05004_011MA,B05004_011EA,B05004_012MA,B05004_012EA,B05004_013EA,B05004_013MA,B05004_014EA,B05004_014MA,B05004_015MA,B05004_015EA,state
0400000US13,34.3,0.1,33.4,0.2,35.3,0.1,34.2,0.2,33.2,0.2,35.1,0.2,34.7,0.3,34.0,0.3,36.0,0.5,43.3,0.5,42.5,0.9,44.1,0.8,31.9,0.4,31.4,0.6,32.6,0.5,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.5,0.3,37.0,0.4,40.0,0.3,35.9,0.4,34.7,0.3,37.2,0.6,45.8,0.9,44.4,1.2,47.3,1.5,50.1,0.7,48.3,1.3,51.7,1.8,38.3,1.8,38.0,2.4,38.4,2.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34.6,0.2,33.9,0.3,35.5,0.3,34.7,0.2,34.0,0.4,35.6,0.3,33.5,1.3,33.2,1.3,33.9,2.7,41.9,1.9,42.4,1.8,41.5,3.1,30.8,0.8,30.8,0.9,31.0,1.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35.6,0.2,34.4,0.2,36.9,0.1,34.7,0.1,33.2,0.2,36.1,0.2,38.9,0.4,37.8,0.4,40.3,0.4,47.8,0.4,47.0,0.6,48.8,0.7,33.4,0.3,32.9,0.5,33.8,0.3,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36.1,0.1,35.0,0.1,37.2,0.1,36.2,0.1,35.1,0.2,37.2,0.2,35.0,0.8,33.7,0.9,36.5,0.8,47.3,1.4,45.4,1.5,49.6,1.7,31.0,0.6,30.5,0.5,31.9,0.9,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.6,0.2,37.5,0.2,39.7,0.2,39.0,0.2,37.9,0.2,40.0,0.2,34.3,0.7,33.5,0.7,35.6,1.3,42.6,1.4,40.5,1.9,45.0,2.4,31.5,0.6,30.8,1.0,32.4,1.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.1,0.2,35.1,0.2,37.2,0.2,36.3,0.2,35.2,0.2,37.4,0.2,34.6,1.0,34.1,1.2,35.0,1.3,43.4,2.1,44.5,1.7,42.2,1.9,31.3,0.9,30.9,0.7,31.9,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37.5,0.2,36.1,0.2,38.7,0.2,37.5,0.2,36.1,0.2,38.7,0.2,37.4,1.7,35.5,1.2,39.8,2.2,46.7,2.1,45.4,2.7,47.3,2.2,33.0,1.3,32.0,1.3,34.7,1.8,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,35.4,0.1,34.1,0.2,36.6,0.1,35.1,0.1,33.7,0.2,36.3,0.1,41.9,1.1,39.9,1.1,43.4,0.9,47.6,1.8,46.5,2.3,48.9,3.9,35.5,1.8,34.7,2.1,37.0,2.8,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41.2,0.2,40.2,0.3,42.0,0.2,41.0,0.3,40.1,0.3,41.7,0.2,49.2,2.0,44.8,3.1,51.2,1.8,57.2,2.8,53.5,2.5,59.3,2.9,38.2,3.1,33.1,4.0,41.9,3.9,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37.1,0.1,35.8,0.2,38.3,0.2,36.6,0.2,35.2,0.2,37.8,0.2,39.5,0.4,38.0,0.6,40.9,0.5,47.0,0.6,46.8,1.0,47.2,0.8,33.5,0.6,32.2,0.8,34.5,0.6,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,38.2,0.1,37.0,0.2,39.4,0.1,37.8,0.2,36.4,0.2,39.0,0.2,39.8,0.4,38.8,0.5,41.0,0.6,48.2,0.8,47.5,0.9,48.9,0.7,34.9,0.4,34.3,0.7,35.3,0.5,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,36.9,0.1,35.7,0.2,38.1,0.1,36.7,0.2,35.4,0.2,37.9,0.2,39.1,0.5,38.7,0.6,39.7,0.7,48.0,0.7,48.4,0.8,47.6,0.9,33.2,0.5,32.9,0.5,33.5,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36.7,0.2,35.8,0.1,37.6,0.2,37.0,0.2,36.0,0.2,38.0,0.2,34.4,0.5,34.3,0.8,34.5,0.6,39.8,1.1,39.8,1.4,39.7,1.7,31.6,0.5,31.5,0.6,31.7,0.7,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35.5,0.2,34.3,0.2,36.8,0.3,35.5,0.2,34.2,0.2,36.6,0.3,39.0,1.7,35.8,2.8,42.1,2.3,44.9,2.3,40.8,2.9,47.8,7.5,31.9,3.2,28.4,3.2,35.7,2.4,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,37.4,0.1,36.2,0.1,38.5,0.2,37.5,0.1,36.3,0.2,38.6,0.2,36.3,0.7,35.3,0.9,37.4,1.1,45.2,1.4,43.6,1.8,46.9,2.6,32.2,0.7,31.3,1.1,32.9,1.5,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.2,0.3,39.4,0.4,40.8,0.5,40.0,0.3,39.3,0.5,40.6,0.5,47.4,3.5,42.8,4.3,49.7,4.2,55.6,6.3,49.4,5.6,57.0,7.3,36.4,5.8,35.4,6.1,38.3,6.6,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.2,0.2,35.0,0.2,37.7,0.2,36.6,0.2,35.2,0.2,38.1,0.3,33.3,1.2,32.7,1.2,33.9,1.7,40.4,1.5,39.2,1.9,41.8,2.2,29.9,0.7,30.1,1.4,29.8,1.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,35.2,0.2,34.8,0.1,35.5,0.1,34.2,0.2,34.1,0.3,34.4,0.3,37.9,0.5,36.6,0.8,39.5,0.6,46.5,1.0,45.0,1.0,48.1,1.4,33.5,0.5,33.1,0.7,34.1,0.8,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,39.5,0.2,38.5,0.3,40.5,0.2,39.4,0.3,38.3,0.3,40.4,0.3,41.7,1.6,40.6,1.6,42.9,1.9,47.5,2.5,45.1,3.4,50.1,2.7,35.7,1.5,35.6,2.0,35.9,2.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,38.0,0.2,36.6,0.1,39.1,0.2,36.5,0.2,34.8,0.2,38.2,0.3,41.1,0.3,40.5,0.3,42.0,0.4,47.7,0.6,47.3,0.6,48.0,0.7,34.9,0.4,34.6,0.5,35.4,0.4,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36.2,0.2,35.1,0.2,37.4,0.3,35.9,0.2,34.8,0.3,37.1,0.4,38.0,1.7,36.7,1.0,39.3,1.5,49.7,1.6,47.0,2.5,51.4,1.4,33.1,1.2,33.8,1.3,32.4,1.3,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,37.5,0.1,36.1,0.1,38.9,0.2,35.2,0.2,33.5,0.3,36.7,0.2,42.6,0.2,41.8,0.3,43.4,0.3,49.6,0.4,48.9,0.4,50.2,0.3,36.0,0.3,35.7,0.3,36.4,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,36.2,0.1,35.0,0.2,37.4,0.2,36.5,0.1,35.3,0.1,37.8,0.2,33.9,0.4,32.9,0.5,35.0,0.5,42.9,0.7,42.2,0.9,44.1,1.6,30.9,0.3,30.5,0.3,31.7,0.6,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39.1,0.3,37.6,0.5,40.4,0.5,39.1,0.3,37.5,0.5,40.5,0.5,39.4,4.5,40.9,4.8,35.9,8.1,50.3,6.0,48.8,2.7,54.5,10.4,33.4,3.4,35.3,4.7,30.7,3.3,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37.6,0.2,36.3,0.1,39.0,0.2,37.5,0.1,36.1,0.2,38.8,0.1,40.8,0.6,39.8,0.9,41.8,0.9,51.4,1.1,50.1,1.2,52.4,1.6,33.3,0.5,33.4,0.7,33.2,0.6,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36.5,0.2,35.2,0.2,37.8,0.3,36.6,0.2,35.3,0.2,38.0,0.2,35.0,0.8,33.7,0.9,36.5,1.2,45.3,1.1,43.8,1.4,47.2,2.0,30.7,0.8,29.7,1.1,32.2,2.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37.0,0.1,36.0,0.1,38.2,0.2,37.3,0.3,36.3,0.2,38.5,0.3,35.4,0.5,34.6,0.7,36.6,1.0,45.7,1.1,44.6,1.1,47.7,1.5,32.3,0.5,31.9,0.7,32.9,1.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,39.7,0.1,38.3,0.1,40.8,0.2,39.6,0.2,38.2,0.1,40.7,0.2,41.0,0.6,39.9,0.8,42.5,0.6,49.4,1.0,48.0,1.2,50.9,1.3,34.2,0.4,33.7,0.8,34.7,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,38.4,0.2,36.9,0.3,39.7,0.4,37.6,0.3,36.2,0.4,39.1,0.4,41.0,0.7,40.3,0.7,41.9,1.1,47.1,1.4,46.5,1.4,47.9,2.8,35.4,1.0,34.4,1.6,36.4,2.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37.1,0.2,35.7,0.2,38.3,0.2,37.1,0.1,35.8,0.2,38.3,0.3,36.4,0.8,34.7,1.1,38.2,1.2,49.9,1.2,49.0,2.2,50.8,2.5,32.1,1.2,31.0,0.9,33.5,1.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,37.0,0.3,36.0,0.3,38.0,0.4,37.3,0.3,36.2,0.4,38.4,0.6,31.0,2.7,31.3,2.9,30.8,5.1,47.8,4.3,53.1,9.9,45.0,8.9,27.7,3.5,28.7,3.0,24.9,6.8,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,37.3,0.2,35.9,0.1,38.8,0.2,37.5,0.2,36.1,0.2,38.9,0.2,35.2,0.7,34.1,0.7,37.1,1.0,45.8,1.1,45.2,2.4,46.5,1.7,31.9,0.8,31.2,0.9,32.8,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,33.2,0.2,32.2,0.2,34.1,0.2,31.8,0.1,30.6,0.1,32.9,0.1,36.7,0.3,35.9,0.2,37.5,0.3,45.9,0.4,45.3,0.5,46.5,0.5,32.9,0.2,32.3,0.2,33.7,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28.5,0.1,28.2,0.2,28.9,0.2,27.7,0.2,27.3,0.3,28.1,0.2,33.7,0.5,33.3,0.5,34.5,1.0,43.3,1.8,43.4,1.5,43.2,2.8,31.3,0.7,30.9,0.7,31.8,0.8,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,40.7,0.3,39.7,0.4,41.7,0.4,40.4,0.3,39.3,0.5,41.3,0.4,47.0,3.2,44.8,3.4,49.5,2.4,56.8,3.7,55.7,3.6,58.3,5.8,40.1,2.2,40.1,2.1,40.1,4.7,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37.2,0.1,35.9,0.1,38.4,0.2,37.0,0.2,35.8,0.1,38.1,0.2,38.4,0.4,36.6,0.6,39.9,0.5,46.0,0.6,45.0,0.7,46.7,0.7,33.4,0.4,32.4,0.4,34.7,0.6,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,36.7,0.2,35.8,0.1,37.6,0.1,36.4,0.1,35.6,0.1,37.3,0.2,37.8,0.4,36.7,0.5,39.1,0.5,45.6,0.6,44.6,0.8,46.9,1.1,33.2,0.5,32.9,0.6,33.7,0.7,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40.7,0.2,39.6,0.4,41.8,0.3,40.7,0.3,39.5,0.4,41.7,0.3,45.9,3.2,43.5,5.8,49.9,5.6,55.1,2.6,51.9,4.0,57.4,3.5,36.3,3.1,34.2,4.8,40.1,4.7,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37.9,0.2,36.8,0.1,38.8,0.1,38.0,0.1,37.0,0.2,38.8,0.2,36.4,0.6,35.3,0.6,37.8,1.0,47.0,1.3,45.8,1.0,48.8,2.3,32.0,0.9,31.7,1.0,32.3,1.3,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,39.1,0.4,37.8,0.4,40.3,0.5,38.9,0.5,37.6,0.4,40.2,0.5,42.9,4.7,41.5,5.5,44.2,5.8,59.1,6.1,57.2,5.5,62.7,9.4,32.5,6.3,36.7,10.2,31.7,5.2,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34.4,0.1,32.6,0.2,36.0,0.1,33.9,0.1,32.0,0.2,35.5,0.1,44.5,1.2,44.0,1.7,44.9,1.4,53.6,1.5,53.4,2.2,53.8,2.5,39.3,1.6,39.8,2.0,38.7,2.3,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
