GEO_ID,C14006_001E,C14006_001M,C14006_002E,C14006_002M,C14006_003E,C14006_003M,C14006_004E,C14006_004M,C14006_005E,C14006_005M,C14006_006E,C14006_006M,C14006_007E,C14006_007M,C14006_008E,C14006_008M,C14006_009E,C14006_009M,C14006_010E,C14006_010M,C14006_011E,C14006_011M,C14006_012E,C14006_012M,C14006_013E,C14006_013M,C14006_014E,C14006_014M,C14006_015E,C14006_015M,C14006_016E,C14006_016M,C14006_017E,C14006_017M,NAME,C14006_001EA,C14006_001MA,C14006_002EA,C14006_002MA,C14006_003EA,C14006_003MA,C14006_004MA,C14006_004EA,C14006_005MA,C14006_005EA,C14006_006MA,C14006_006EA,C14006_007EA,C14006_007MA,C14006_008EA,C14006_008MA,C14006_009EA,C14006_009MA,C14006_010MA,C14006_010EA,C14006_011MA,C14006_011EA,C14006_012EA,C14006_012MA,C14006_013EA,C14006_013MA,C14006_014EA,C14006_014MA,C14006_015MA,C14006_015EA,C14006_016MA,C14006_016EA,C14006_017MA,C14006_017EA,state
0400000US01,4260836,5150,702794,21969,252112,12017,30270,3745,59293,4266,58529,4546,45467,3511,58553,4743,450682,15048,3558042,22401,845453,14494,97683,5132,168618,6425,192443,7119,197015,6346,189694,7569,2712589,14678,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,608729,1647,66808,5949,24532,3351,2516,767,6256,1387,5850,1414,6635,1544,3275,1017,42276,3823,541921,6354,159687,5176,18422,1916,33696,2277,35350,2317,38852,2113,33367,2935,382234,4489,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5533085,8305,758158,25424,288957,12250,32352,3888,68984,5476,60166,4886,58453,4517,69002,5264,469201,17400,4774927,26656,1245777,16064,133446,6775,263537,9443,270913,9177,279525,7684,298356,10207,3529150,20321,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2581143,4354,431981,15283,156288,8803,18918,2421,37468,3620,33579,3159,32402,2740,33921,4172,275693,9719,2149162,15606,508459,10381,56645,4016,108767,5150,109800,4184,123251,4114,109996,5997,1640703,12054,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33571009,18459,4368565,81024,1822957,43632,190128,9995,381457,14370,392810,16402,405276,15534,453286,15413,2545608,49089,29202444,82168,8344481,53965,907050,16532,1638993,21960,1771020,22590,1882761,18586,2144657,27280,20857963,57913,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4352377,5853,471299,17058,175929,9588,18521,2341,32709,3936,31252,3645,31184,3540,62263,4246,295370,12172,3881078,17837,1019546,12524,117488,5097,209126,5913,227080,6046,228195,5926,237657,6411,2861532,14169,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3264150,4513,263335,15644,93952,8788,12951,2836,19617,3040,17932,2927,24386,3315,19066,2750,169383,9361,3000815,15150,786388,9628,93200,4148,157298,5904,170965,5919,184107,3871,180818,6245,2214427,12580,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,783239,1721,79395,6368,28051,3824,2946,1032,4956,1186,5484,1252,5703,1427,8962,2317,51344,5083,703844,6377,169375,4820,22043,1982,35410,2536,37545,2767,37119,2302,37258,3166,534469,6070,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,491269,1491,90557,7202,36381,4608,4087,1244,7020,1572,8133,1668,6731,1430,10410,1759,54176,4089,400712,7268,82886,4471,9593,1484,14820,2068,16290,2014,16368,1733,25815,2620,317826,5137,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16665206,11956,2080217,44808,707763,22337,85308,5945,149864,9097,144944,7543,151964,8193,175683,8983,1372454,31372,14584989,47904,3468581,27769,405530,12596,700224,14386,748669,14686,790666,13342,823492,15218,11116408,34468,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8377593,9151,1169281,30054,447917,17157,58572,5672,99673,6585,97313,7136,86050,5917,106309,7263,721364,18391,7208312,30906,1902670,23255,250719,8160,383066,8783,413062,11609,431290,8578,424533,13027,5305642,23358,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1182441,2899,115667,8750,42948,5364,3530,1069,6591,1486,8520,1961,10167,1760,14140,2301,72719,5022,1066774,8423,266121,7269,31838,3218,52180,3428,56933,3362,59054,2912,66116,3430,800653,6217,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1328532,2786,178937,9403,67113,5338,6929,1323,13711,2144,12417,2337,12050,1545,22006,2417,111824,6201,1149595,9810,294944,7274,29765,2596,60562,3159,68486,3153,73585,2858,62546,3817,854651,8194,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11866208,8986,1372487,33795,532116,18245,61784,5292,109691,7261,112751,7639,103396,5769,144494,8040,840371,22720,10493721,33776,2849359,22816,348000,8780,565644,10804,613086,10760,624693,8969,697936,15510,7644362,23885,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5811929,5699,688452,24182,265256,12247,28912,3996,58309,5329,53623,4407,43615,3005,80797,4696,423196,15957,5123477,24619,1300076,16318,152183,6339,287110,6938,298560,7440,297606,6219,264617,8184,3823401,16552,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2745649,3078,289726,11565,115549,6318,13295,2190,17210,2234,18006,2140,21605,2592,45433,3641,174177,7159,2455923,11766,583355,8646,68577,3202,117621,4465,128566,3488,146316,3295,122275,5270,1872568,8723,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2541052,3427,287463,12890,111625,7178,16778,2622,19824,2259,17301,2300,17156,2025,40566,3489,175838,8086,2253589,13073,594029,9263,66635,3262,118972,3745,128848,4177,138089,3635,141485,5283,1659560,9570,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3883442,5568,638671,17925,211698,9900,25768,2967,49817,3764,45016,3725,40287,3232,50810,4268,426973,13033,3244771,18940,765804,12179,87123,4424,155758,5884,168996,4935,178332,4849,175595,7771,2478967,14612,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4186969,5549,805496,26169,313171,15642,45680,4204,73841,5778,66475,5424,62034,5449,65141,5009,492325,16146,3381473,26010,853575,17624,102898,5574,166371,7126,186219,7400,197364,6514,200723,9266,2527898,16455,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1235631,2608,152415,7923,49405,3522,4487,1111,9330,1445,11078,1818,9957,1400,14553,2052,103010,5976,1083216,8224,240596,5954,23293,2119,44943,2505,52508,2595,63413,2237,56439,3541,842620,6650,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
