GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001EA,B01001G_001MA,B01001G_002EA,B01001G_002MA,B01001G_003EA,B01001G_003MA,B01001G_004MA,B01001G_004EA,B01001G_005MA,B01001G_005EA,B01001G_006MA,B01001G_006EA,B01001G_007EA,B01001G_007MA,B01001G_008MA,B01001G_008EA,B01001G_009EA,B01001G_009MA,B01001G_010MA,B01001G_010EA,B01001G_011MA,B01001G_011EA,B01001G_012EA,B01001G_012MA,B01001G_013MA,B01001G_013EA,B01001G_014EA,B01001G_014MA,B01001G_015MA,B01001G_015EA,B01001G_016EA,B01001G_016MA,B01001G_017EA,B01001G_017MA,B01001G_018MA,B01001G_018EA,B01001G_019MA,B01001G_019EA,B01001G_020EA,B01001G_020MA,B01001G_021MA,B01001G_021EA,B01001G_022EA,B01001G_022MA,B01001G_023EA,B01001G_023MA,B01001G_024EA,B01001G_024MA,B01001G_025EA,B01001G_025MA,B01001G_026MA,B01001G_026EA,B01001G_027EA,B01001G_027MA,B01001G_028EA,B01001G_028MA,B01001G_029EA,B01001G_029MA,B01001G_030EA,B01001G_030MA,B01001G_031MA,B01001G_031EA,state
0400000US01,47293,4936,22590,3151,2634,765,3756,1305,2059,820,1117,514,511,354,1545,698,1084,831,1033,446,2209,715,3158,758,1796,659,1063,537,625,405,0,270,24703,2906,3292,883,2354,835,2832,896,716,359,727,308,1484,561,1172,578,846,441,4113,1189,2964,707,2241,729,1071,568,580,375,311,303,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,44426,3829,22036,2434,3532,940,2719,759,3817,853,1532,542,1220,518,2178,760,1014,356,1571,725,1843,502,1262,375,737,330,401,247,157,129,53,74,22390,2388,3345,1051,3634,938,2468,592,2008,862,811,362,2016,583,1528,531,1541,476,1991,566,1436,415,806,330,254,186,411,300,141,185,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,138275,9284,66181,5495,11923,2095,12682,2480,8431,2115,3969,877,1562,641,4147,1095,4360,1120,4050,1000,5225,977,4673,1132,2828,810,1698,649,554,454,79,123,72094,5781,12758,1760,10057,1811,10015,1674,5542,981,2660,995,5674,1414,3526,874,3703,1085,6264,1185,4955,1074,3669,1021,2425,711,701,401,145,142,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38848,4741,19362,2569,2936,904,2862,958,2553,1172,747,372,1216,690,853,461,590,309,941,458,2121,715,1893,751,924,339,1364,537,349,232,13,22,19486,2893,4003,1627,1486,613,1952,807,1000,488,541,308,1130,896,1009,537,760,398,1813,659,2063,675,1468,547,1587,512,642,434,32,47,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1095996,23933,542745,14845,95002,6366,74420,4543,73015,5057,39753,3651,16558,2239,42089,3546,33108,3376,33200,3255,50202,4091,42232,3508,23606,2389,13177,1613,5039,1063,1344,514,553251,15364,89408,5773,75437,5368,69059,4827,37615,3051,18554,2282,41755,3955,31167,3203,32346,2779,60765,3288,43802,3107,28581,2403,14188,1846,8264,1146,2310,694,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,119017,7200,58162,4651,7716,1408,9337,1720,7825,1389,4414,1282,1769,639,4307,1352,4085,1216,4094,1366,5758,1216,4948,1051,2597,647,1043,462,162,147,107,176,60855,4310,10732,1745,8329,1378,7958,1384,5055,1115,1076,478,5031,1327,3268,950,3602,1166,6353,1365,5295,1094,2345,766,899,551,732,378,180,174,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56822,5253,26920,2727,5432,1257,4561,1131,3608,982,2418,933,735,489,1042,543,1569,650,1759,821,1894,649,1562,695,1012,476,851,504,347,287,130,157,29902,3681,5352,1196,3700,1029,3132,917,2308,801,987,502,2014,837,2059,797,1770,678,2513,717,2857,688,1386,683,1043,708,373,236,408,433,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12071,1956,5835,1193,981,430,530,329,1152,529,238,180,178,184,889,634,275,262,372,319,525,256,402,294,193,193,88,98,12,21,0,262,6236,1208,1707,641,1221,604,202,150,403,258,77,101,128,141,321,202,328,269,763,393,591,350,318,183,97,129,0,262,80,97,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7773,1901,3829,1129,416,338,469,382,69,125,169,235,34,58,406,303,279,246,156,193,349,245,1088,647,246,218,49,83,99,118,0,286,3944,1309,257,248,610,477,529,367,188,163,22,36,129,164,596,415,250,227,444,357,289,207,380,250,47,79,203,184,0,286,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,277978,13772,141028,8174,18421,2424,18305,2651,17473,3049,7619,1463,5008,1278,9119,1976,8463,1482,8540,1436,16801,2275,12788,1876,7995,1522,6594,1617,3086,761,816,643,136950,8027,20857,2645,15063,1943,14856,2251,7147,1978,3889,1056,8155,1541,7048,1397,7988,1733,15714,2283,15677,2408,8508,1385,6299,1546,4482,1142,1267,429,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,120531,8821,60767,6028,12687,2881,8089,1675,5696,1067,3128,1013,2371,1122,5112,1245,4112,1211,3709,1214,5666,1283,4389,1039,3953,1222,1345,625,429,268,81,94,59764,5190,10100,2188,9378,1987,5355,1304,3514,961,1803,779,5241,1518,4295,1131,2489,700,7704,1853,4907,1061,3487,1043,830,502,349,272,312,232,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,260541,13137,130818,6555,18608,1910,15069,1997,15143,1745,9379,1382,4129,749,10775,1439,10037,1376,7902,1299,16067,2046,10662,1209,8480,1280,2858,649,1535,544,174,153,129723,8063,17040,1907,14787,1805,16002,2321,9002,1469,4165,1005,7942,1416,8546,1137,7078,1187,15550,1840,14391,1711,8135,1334,3781,685,2838,845,466,258,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
