GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001EA,C24030_001MA,C24030_002EA,C24030_002MA,C24030_003MA,C24030_003EA,C24030_004MA,C24030_004EA,C24030_005MA,C24030_005EA,C24030_006EA,C24030_006MA,C24030_007EA,C24030_007MA,C24030_008MA,C24030_008EA,C24030_009MA,C24030_009EA,C24030_010MA,C24030_010EA,C24030_011EA,C24030_011MA,C24030_012EA,C24030_012MA,C24030_013MA,C24030_013EA,C24030_014MA,C24030_014EA,C24030_015MA,C24030_015EA,C24030_016MA,C24030_016EA,C24030_017EA,C24030_017MA,C24030_018EA,C24030_018MA,C24030_019MA,C24030_019EA,C24030_020MA,C24030_020EA,C24030_021EA,C24030_021MA,C24030_022EA,C24030_022MA,C24030_023EA,C24030_023MA,C24030_024MA,C24030_024EA,C24030_025MA,C24030_025EA,C24030_026EA,C24030_026MA,C24030_027MA,C24030_027EA,C24030_028EA,C24030_028MA,C24030_029EA,C24030_029MA,C24030_030MA,C24030_030EA,C24030_031EA,C24030_031MA,C24030_032EA,C24030_032MA,C24030_033EA,C24030_033MA,C24030_034EA,C24030_034MA,C24030_035EA,C24030_035MA,C24030_036EA,C24030_036MA,C24030_037EA,C24030_037MA,C24030_038MA,C24030_038EA,C24030_039EA,C24030_039MA,C24030_040EA,C24030_040MA,C24030_041EA,C24030_041MA,C24030_042MA,C24030_042EA,C24030_043MA,C24030_043EA,C24030_044MA,C24030_044EA,C24030_045MA,C24030_045EA,C24030_046EA,C24030_046MA,C24030_047EA,C24030_047MA,C24030_048MA,C24030_048EA,C24030_049MA,C24030_049EA,C24030_050MA,C24030_050EA,C24030_051EA,C24030_051MA,C24030_052EA,C24030_052MA,C24030_053MA,C24030_053EA,C24030_054MA,C24030_054EA,C24030_055MA,C24030_055EA,state
0400000US01,1984267,15275,1068947,9287,30433,3463,21491,2579,8942,1834,136418,6704,220296,7362,58133,4541,123427,5186,86767,5184,62555,4483,24212,2463,19607,2145,46540,3595,29556,2711,16984,2396,84747,4203,46541,3768,335,235,37871,3072,90694,4678,47003,3481,43691,3153,65552,4746,14679,2063,50873,4509,48692,3490,57641,3736,915320,10582,6970,1826,6179,1663,791,435,14900,2033,93023,4850,17730,2301,128199,6069,19921,2336,13810,2077,6111,1111,15671,1769,75169,4083,57410,3617,17759,2150,64458,3863,42611,3260,540,346,21307,2199,308909,8981,115666,5960,193243,7023,79456,5404,9992,1392,69464,5432,48020,3609,42894,3007,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,302307,5308,161389,3342,8872,1346,4360,992,4512,899,25975,2448,4894,1101,4937,1253,18018,2398,19091,2093,16355,1927,2736,668,4866,1079,6351,1152,2882,732,3469,950,13117,1744,8090,1454,0,233,5027,1098,18567,1885,9904,1297,8663,1494,10360,1333,2622,739,7738,1340,7248,1321,19093,2198,140918,3433,2247,790,1522,660,725,437,3409,838,1786,554,1520,480,18849,1905,6851,1210,5800,1103,1051,520,3124,807,8101,1490,5004,1119,3097,954,9555,1352,6341,1035,50,82,3164,802,46948,2579,19433,2015,27515,2267,14691,1806,3164,894,11527,1627,8732,1393,15105,1882,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2629872,15924,1466622,10006,24728,3113,16528,2809,8200,1559,252543,9253,159066,5960,62077,5055,169225,7044,92440,4750,71268,4663,21172,2087,25751,2341,99805,4859,55407,3749,44398,3843,171335,7590,81637,5249,826,651,88872,5956,137255,6770,70204,4426,67051,4701,130801,7549,37812,3995,92989,6502,60368,5011,81228,4899,1163250,11032,6789,1321,5710,1267,1079,496,23931,2287,57766,4663,24970,3243,148772,7609,31340,2849,26815,2621,4525,1038,23606,3335,126697,6727,88022,5117,38675,3480,109382,6006,62789,4374,732,406,45861,4539,355952,10050,140583,6851,215369,8517,134572,6689,30300,3113,104272,6042,57403,4817,62070,4353,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1232278,11901,655029,6944,33308,2550,30127,2334,3181,882,89392,5066,132609,5980,30901,3192,79207,4609,57608,3346,45551,3159,12057,1648,13512,2201,22279,2129,13482,1495,8797,1606,43726,3679,20769,2348,1142,723,21815,2639,59727,3968,27618,2535,32109,3041,35272,3190,6306,1281,28966,2937,29367,2769,28121,2597,577249,9140,6033,1105,5924,1139,109,122,7982,1470,64620,4217,12653,2023,78105,4274,16578,2155,14224,1933,2354,656,8945,1595,42966,2814,33371,2615,9595,1477,32989,2946,18756,2205,752,388,13481,1655,200313,6103,77503,4262,122810,4917,49225,4529,5394,1415,43831,4498,31316,2736,25524,2338,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16008544,36742,8908997,27413,227449,9221,207372,8885,20077,2565,1148020,21576,1227480,20591,435634,14547,960926,21985,553767,13627,472034,12586,81733,5126,291314,9806,572870,13677,346822,11099,226048,9150,1140744,19267,664098,12669,3768,1131,472878,14459,845001,15683,426608,11925,418393,10804,725310,18762,208894,10253,516416,15352,387540,12871,392942,12590,7099547,26078,69728,5160,67628,5120,2100,580,109160,6686,566353,16246,200373,8748,830496,16070,176507,7433,148885,7279,27622,3722,187697,7886,642845,13793,439818,12728,203027,7985,748480,14965,501190,11488,4101,966,243189,9200,2137971,20746,872023,16703,1265948,17580,670091,14083,171814,8417,498277,12590,429565,13519,330281,11074,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2333593,13197,1276200,8518,37552,3352,23918,2779,13634,1867,194332,6838,125713,4915,56428,3952,140601,6103,81280,5131,65225,4388,16055,2401,44050,3865,81314,5062,47574,3896,33740,3023,177426,7657,113212,5192,269,203,63945,5868,112533,6549,61557,4855,50976,3682,115171,6798,27221,3042,87950,5857,51500,4141,58300,3676,1057393,9775,9241,1457,7048,1315,2193,697,23504,2583,52742,3798,23484,2438,128777,5712,29702,3507,25389,3117,4313,924,37493,3202,102616,4832,71594,3984,31022,2634,120261,5572,79950,4364,277,223,40034,3322,306000,7783,126333,4946,179667,6268,115148,6925,25366,3156,89782,5661,63995,4178,44430,3453,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1703428,11632,889670,7800,5481,1636,4652,1510,829,435,105137,6173,154001,6018,35768,2979,100154,5983,46153,3588,36683,3238,9470,1689,26827,2807,84187,4688,67305,3856,16882,2033,98041,4700,61203,3636,1002,417,35836,3723,98605,4874,52417,3925,46188,3998,62166,3494,23643,2381,38523,2956,34099,3073,39051,3359,813758,8095,1755,566,1518,528,237,192,9342,1618,62787,4097,19460,2836,85668,3924,19120,2836,15774,2754,3346,937,22962,2365,92806,4754,75554,4752,17252,2470,77199,5121,50030,3480,1265,507,25904,3538,289727,6396,109782,5521,179945,5765,63668,4107,19015,2299,44653,3761,40431,2877,28833,3307,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405078,5381,210840,3051,4868,1195,4868,1195,0,262,29668,2471,28889,2541,10910,1535,22731,2548,14389,1734,11957,1747,2432,725,3816,949,19133,2413,14378,2158,4755,1194,22446,2732,13989,2175,289,218,8168,1587,20604,2169,11183,1686,9421,1347,13705,1870,4402,1089,9303,1462,8341,1258,11340,1659,194238,4193,957,458,957,458,0,262,3091,882,14684,1823,2565,804,22537,2266,4595,1175,4063,1101,532,419,2580,667,23968,2227,21016,2204,2952,811,17470,2141,10382,1442,190,172,6898,1727,66666,4153,21978,2184,44688,3580,14840,1898,2909,748,11931,1808,10565,1684,9720,1587,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255385,4277,128391,2796,132,127,132,127,0,286,8820,1642,2369,882,1244,518,5891,1294,5936,1036,5319,1131,617,453,6567,1368,10111,1682,5213,1207,4898,1165,29256,2389,23241,2218,0,286,6015,1202,17598,2048,10003,1676,7595,1364,12957,1714,3558,957,9399,1487,9402,1542,18108,1997,126994,3708,34,55,0,286,34,55,518,351,1803,650,237,176,5659,1064,2415,683,2116,662,299,262,6347,1180,8065,1393,5383,1144,2682,811,26302,2373,19459,1966,0,286,6843,1468,31852,2669,15235,1803,16617,2189,9813,1758,3535,970,6278,1442,11877,1629,22072,2366,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7896650,27718,4247578,21728,62962,6138,56459,5731,6503,1570,710649,17713,342641,9254,214714,9826,524406,14204,298714,9215,249688,8906,49026,3686,109318,6066,310433,9348,170582,7814,139851,7365,509169,12620,259411,8322,1915,733,247843,11032,358176,10910,168131,7478,190045,8275,406772,11962,119345,7148,287427,10847,188293,8469,211331,7779,3649072,20009,18056,2751,17215,2694,841,462,94345,6372,145614,7636,88017,5840,482344,13555,103256,6154,90470,5859,12786,1762,84010,5328,374674,9285,248281,7861,126393,7448,391526,10475,225891,7994,2142,825,163493,8229,1078607,15869,380921,10409,697686,14240,417467,14981,86629,5324,330838,13355,207751,8706,163405,7122,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
