GEO_ID,C12002_001E,C12002_001M,C12002_002E,C12002_002M,C12002_003E,C12002_003M,C12002_004E,C12002_004M,C12002_005E,C12002_005M,C12002_006E,C12002_006M,C12002_007E,C12002_007M,C12002_008E,C12002_008M,C12002_009E,C12002_009M,C12002_010E,C12002_010M,C12002_011E,C12002_011M,C12002_012E,C12002_012M,C12002_013E,C12002_013M,C12002_014E,C12002_014M,C12002_015E,C12002_015M,C12002_016E,C12002_016M,C12002_017E,C12002_017M,C12002_018E,C12002_018M,C12002_019E,C12002_019M,C12002_020E,C12002_020M,C12002_021E,C12002_021M,C12002_022E,C12002_022M,C12002_023E,C12002_023M,C12002_024E,C12002_024M,C12002_025E,C12002_025M,C12002_026E,C12002_026M,C12002_027E,C12002_027M,C12002_028E,C12002_028M,C12002_029E,C12002_029M,C12002_030E,C12002_030M,C12002_031E,C12002_031M,C12002_032E,C12002_032M,C12002_033E,C12002_033M,C12002_034E,C12002_034M,C12002_035E,C12002_035M,C12002_036E,C12002_036M,C12002_037E,C12002_037M,C12002_038E,C12002_038M,C12002_039E,C12002_039M,C12002_040E,C12002_040M,C12002_041E,C12002_041M,C12002_042E,C12002_042M,C12002_043E,C12002_043M,C12002_044E,C12002_044M,C12002_045E,C12002_045M,NAME,C12002_001EA,C12002_001MA,C12002_002MA,C12002_002EA,C12002_003MA,C12002_003EA,C12002_004MA,C12002_004EA,C12002_005EA,C12002_005MA,C12002_006EA,C12002_006MA,C12002_007EA,C12002_007MA,C12002_008EA,C12002_008MA,C12002_009MA,C12002_009EA,C12002_010EA,C12002_010MA,C12002_011EA,C12002_011MA,C12002_012EA,C12002_012MA,C12002_013EA,C12002_013MA,C12002_014EA,C12002_014MA,C12002_015MA,C12002_015EA,C12002_016MA,C12002_016EA,C12002_017MA,C12002_017EA,C12002_018EA,C12002_018MA,C12002_019EA,C12002_019MA,C12002_020EA,C12002_020MA,C12002_021MA,C12002_021EA,C12002_022MA,C12002_022EA,C12002_023EA,C12002_023MA,C12002_024EA,C12002_024MA,C12002_025EA,C12002_025MA,C12002_026MA,C12002_026EA,C12002_027MA,C12002_027EA,C12002_028MA,C12002_028EA,C12002_029EA,C12002_029MA,C12002_030EA,C12002_030MA,C12002_031EA,C12002_031MA,C12002_032MA,C12002_032EA,C12002_033MA,C12002_033EA,C12002_034EA,C12002_034MA,C12002_035EA,C12002_035MA,C12002_036EA,C12002_036MA,C12002_037MA,C12002_037EA,C12002_038MA,C12002_038EA,C12002_039MA,C12002_039EA,C12002_040EA,C12002_040MA,C12002_041EA,C12002_041MA,C12002_042EA,C12002_042MA,C12002_043MA,C12002_043EA,C12002_044MA,C12002_044EA,C12002_045EA,C12002_045MA,state
0400000US01,3541734,2600,1684655,2765,463950,8018,149062,2914,227714,5172,47076,4070,24860,2425,9551,1452,5687,1145,973083,10180,2493,962,171873,5409,209293,4684,229410,4662,178719,3215,181295,3310,247622,7617,431,417,34043,3106,53059,3828,60353,3927,46655,2990,53081,2927,1857079,2900,418217,7005,138530,2854,192358,5158,39030,3283,26805,2254,10390,1363,11104,1717,947371,9245,3660,970,201408,5580,216968,4940,223090,4584,165593,3486,136652,3456,491491,8769,952,548,58267,3928,75128,5091,88308,4740,83971,3349,184865,3875,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,247020,1063,82925,2630,26751,1200,34884,1825,9669,1293,7801,1248,2812,786,1008,479,129383,3175,599,443,23860,1558,31748,1689,34975,1637,23601,1552,14600,917,34712,2446,106,133,2956,767,8092,1204,11074,1199,8017,1313,4467,622,240272,1138,60172,2648,25008,1172,23005,1839,6324,1254,3993,876,1452,563,390,292,128531,3766,1308,716,31180,1976,31442,1657,34681,1852,19891,1280,10029,962,51569,2953,190,224,6114,1132,10815,1577,14032,1567,8756,1145,11662,920,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,2224933,1886,690950,10635,200449,2493,348411,9083,77561,4527,41711,3113,15366,1830,7452,1248,1227702,12187,2981,1335,255061,7995,261168,6643,249735,5251,203326,3731,255431,4078,306281,9632,670,481,34177,3863,71216,5443,75545,4566,56898,3142,67775,3801,2281710,1771,563440,9927,185890,2926,267845,8226,52765,3274,33302,2653,12877,1874,10761,1450,1175016,13810,6289,1656,278021,8186,256264,5295,242047,4688,193632,3913,198763,4416,543254,11286,890,520,57432,4269,87641,4826,105577,4800,96499,3932,195215,4579,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,1032085,2558,263409,5667,97888,3146,116774,5155,23976,2686,15112,2156,6895,1229,2764,706,602341,7310,1274,673,122158,4468,123707,3595,126375,3926,106952,2607,121875,2308,166335,5961,653,420,22085,2763,38809,2868,43986,3380,29137,2396,31665,2243,1113045,2291,223314,5411,83562,2421,94091,4459,20716,2558,13398,1614,6024,1232,5523,1128,592824,7755,3993,1150,139426,4236,121630,3957,129755,3330,104821,2684,93199,3109,296907,7042,1002,512,37557,2716,53627,3644,50076,2747,46030,2917,108615,3489,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,13375995,3971,4629429,26340,1267380,5344,2243257,22020,596397,12953,327678,10883,127458,5990,67259,4611,7195952,34327,16435,2524,1375034,20915,1811950,15793,1672169,14663,1166330,8924,1154034,10085,1550614,20885,3943,1241,161708,8825,301456,9836,401576,8894,308144,8125,373787,8866,13858846,3780,3922016,29274,1196634,6924,1779846,17743,459887,13408,274911,8381,125586,6232,85152,5040,6884327,33912,33577,4266,1601303,18404,1753522,14332,1575387,13096,1043520,12126,877018,13800,3052503,26083,6664,1702,260522,10912,461403,12600,619628,12170,560432,10577,1143854,13774,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,1782616,2326,550245,7970,150410,2551,282377,7529,62288,4747,38293,2958,11191,1489,5686,1169,1004109,11567,2711,899,212996,7701,245496,5800,232360,5019,164373,2875,146173,2589,228262,7826,493,253,31958,3469,47781,3748,63035,4434,42532,2777,42463,2517,1794078,2427,445766,9471,137991,2942,213682,6457,45970,3922,29544,2743,11980,1850,6599,1242,963529,11232,4761,1390,236917,6679,235589,5490,229110,4791,142346,3951,114806,3575,384783,8975,2601,1134,42214,3747,64627,4003,78875,4439,69296,3606,127170,3634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,1297463,1494,395164,6553,112829,1456,182096,3839,51709,3604,29421,2359,10439,1454,8670,1136,740902,8353,1551,668,94373,4036,182632,3956,190434,4352,138874,2796,133038,2760,161397,6165,341,237,11896,2181,30417,2686,43430,3812,33071,2657,42242,2732,1416330,1311,368693,6575,106883,1377,159490,4053,46885,3344,27482,2532,13645,1907,14308,1595,730143,9033,1596,717,115763,4369,187843,4737,187177,4155,128184,3857,109580,3869,317494,8073,478,465,16054,2226,45521,3620,61994,3695,58706,3833,134741,3928,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,315138,714,92892,3119,26495,997,45696,2293,10517,1403,6529,1032,1974,516,1681,518,181308,4129,460,383,31183,2279,42885,1638,39863,1785,32474,1304,34443,1345,40938,2691,120,151,2288,746,8234,1367,11422,1517,8016,1172,10858,1173,341531,752,86023,3369,23405,1008,40627,2284,9835,1493,6483,1062,3807,976,1866,643,174117,3941,494,337,34436,2520,41822,2073,39901,1743,30211,1488,27253,1424,81391,3320,0,262,7929,1608,12885,1624,16279,1715,13608,1404,30690,1451,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,194365,494,97971,3546,11041,886,45747,2074,20608,1785,12701,1479,4865,825,3009,743,66529,3530,601,498,12387,1634,13338,1647,14161,1633,13244,1118,12798,1205,29865,2470,0,286,2710,1126,4807,1067,6609,1393,6882,1154,8857,1118,224722,659,106670,3475,9294,842,52281,1900,20765,1679,13436,1572,6434,1286,4460,1022,63268,3668,287,267,15589,1735,13520,1528,13263,1462,10861,1385,9748,1315,54784,2711,34,57,2790,894,5503,1104,9534,1385,13301,1470,23622,1364,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,6757460,5771,1957028,17204,558021,5406,927622,12415,239853,8413,142320,6949,54476,3729,34736,2843,3761545,19908,9035,1714,549575,13361,784168,10084,786520,11159,665984,6879,966263,7851,1038887,16908,2380,1170,101471,7088,208719,8338,257371,8235,195242,6380,273704,7766,7283269,5519,1676030,16306,531749,5174,759785,10608,182295,7784,105505,4495,50063,4042,46633,3773,3644753,21291,10836,1761,659090,11705,790639,9280,773761,9374,646095,7930,764332,8779,1962486,18218,3244,1104,161514,7245,291545,9299,375519,9571,335119,7630,795545,9323,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
