GEO_ID,B06003_001E,B06003_001M,B06003_002E,B06003_002M,B06003_003E,B06003_003M,B06003_004E,B06003_004M,B06003_005E,B06003_005M,B06003_006E,B06003_006M,B06003_007E,B06003_007M,B06003_008E,B06003_008M,B06003_009E,B06003_009M,B06003_010E,B06003_010M,B06003_011E,B06003_011M,B06003_012E,B06003_012M,B06003_013E,B06003_013M,B06003_014E,B06003_014M,B06003_015E,B06003_015M,NAME,B06003_001MA,B06003_001EA,B06003_002MA,B06003_002EA,B06003_003EA,B06003_003MA,B06003_004EA,B06003_004MA,B06003_005MA,B06003_005EA,B06003_006MA,B06003_006EA,B06003_007MA,B06003_007EA,B06003_008EA,B06003_008MA,B06003_009EA,B06003_009MA,B06003_010EA,B06003_010MA,B06003_011EA,B06003_011MA,B06003_012MA,B06003_012EA,B06003_013MA,B06003_013EA,B06003_014EA,B06003_014MA,B06003_015EA,B06003_015MA,state
0400000US01,4442558,0,2142901,3564,2299657,3564,3163789,19759,1514315,12294,1649474,13059,1127985,18748,550566,11489,577419,11577,30011,3085,15823,2501,14188,1629,120773,6618,62197,3199,58576,4886,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,325699,1891,316025,1891,259243,4989,131432,3355,127811,3235,335084,5800,172275,3769,162809,3620,13029,1600,6919,1171,6110,1040,34368,2341,15073,1743,19295,1416,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,2902933,2476,2926906,2476,2050049,21918,1029554,14009,1020495,12908,2869038,22676,1404529,15380,1464509,12344,67456,5266,33865,3333,33591,3606,843296,21013,434985,12951,408311,11023,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2701431,0,1314810,3291,1386621,3291,1660875,13279,807484,8774,853391,10363,922542,12631,447559,8267,474983,10000,16845,2376,7270,1474,9575,1767,101169,5206,52497,3162,48672,3347,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,17497507,4744,17781261,4744,18313789,57795,9144009,38309,9169780,31371,6985440,39995,3398932,23484,3586508,26119,368183,11388,183177,7409,185006,7639,9611356,53997,4771389,35221,4839967,28554,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4562244,0,2283293,3084,2278951,3084,1930787,19331,964573,11706,966214,12929,2113104,20216,1049893,13461,1063211,12512,58059,4009,28025,2910,30034,2791,460294,12187,240802,8022,219492,6482,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3394751,0,1645607,1440,1749144,1440,1917655,17786,942631,9056,975024,12612,951639,15516,445344,8730,506295,10993,102203,5936,48723,3378,53480,4199,423254,14638,208909,8409,214345,8346,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,818587,0,396855,962,421732,962,376278,8262,185372,5636,190906,5236,367294,8632,174011,5848,193283,5119,12148,2101,6632,1615,5516,1127,62867,3735,30840,2600,32027,2517,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515118,0,242560,593,272558,593,204254,5154,95610,2729,108644,3852,237670,5536,111752,3277,125918,4224,5477,1128,2232,583,3245,978,67717,3880,32966,2661,34751,2438,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17382511,0,8466292,6005,8916219,6005,5793700,34016,2858346,22405,2935354,22763,7894934,36463,3822585,24261,4072349,25528,480922,13089,228309,8289,252613,8530,3212955,29437,1557052,16846,1655903,18898,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8821142,0,4321977,5778,4499165,5778,4954824,30787,2396384,19534,2558440,17109,2965290,27720,1438130,16348,1527160,16725,105609,7829,55854,5772,49755,4159,795419,17172,431609,9533,363810,10335,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1238158,0,611556,1296,626602,1296,693847,12267,348819,6855,345028,7200,298587,7333,156463,4746,142124,4567,33320,3885,17525,2643,15795,2028,212404,9946,88749,5297,123655,6316,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1395634,0,695097,2096,700537,2096,654217,11797,328574,6845,325643,7596,654708,11228,322042,6752,332666,7341,10332,1754,5579,1301,4753,1149,76377,5060,38902,2794,37475,3043,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12440351,0,6090298,4022,6350053,4022,8290867,34576,4047848,20965,4243019,20647,2345352,26005,1111929,17978,1233423,14285,108843,6593,55225,4545,53618,3744,1695289,26907,875296,16182,819993,14975,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6093372,0,2991900,3384,3101472,3384,4199873,22075,2063536,14536,2136337,13575,1617936,20673,781740,13813,836196,12167,33282,3554,16850,2272,16432,2330,242281,7910,129774,5031,112507,4374,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2862541,0,1409206,2180,1453335,2180,2109222,10680,1040382,7026,1068840,6921,639726,10467,310302,6602,329424,6985,10450,1378,4643,1025,5807,1070,103143,5405,53879,3699,49264,2614,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2662616,0,1315990,2669,1346626,2669,1570706,10952,783733,7454,786973,7106,919563,10886,440559,6750,479004,7333,18812,2379,9325,1540,9487,1661,153535,5362,82373,4205,71162,2763,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058633,0,1985312,3947,2073321,3947,2936646,18468,1433101,11327,1503545,10845,1000246,18192,489035,11146,511211,10588,22943,2567,10718,1551,12225,1709,98798,4936,52458,3237,46340,2856,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4389747,0,2117460,3773,2272287,3773,3501977,17983,1685066,12073,1816911,10377,739662,17944,358074,11471,381588,9960,26518,2736,13612,2217,12906,1742,121590,6446,60708,4498,60882,3469,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1283673,0,626454,1337,657219,1337,833897,9485,408521,5764,425376,6588,398863,9350,196506,5966,202357,6368,12186,1798,6183,1321,6003,1139,38727,3473,15244,2121,23483,2338,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5461318,0,2630426,2333,2830892,2333,2625310,24016,1272786,15300,1352524,13895,2128891,23409,1008606,14541,1120285,14853,65744,4774,31186,2963,34558,3712,641373,13820,317848,7934,323525,8631,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6182860,0,2998038,2931,3184822,2931,3995499,23842,1953069,13225,2042430,16792,1157634,18298,538146,11954,619488,11797,138543,7862,62360,4189,76183,5788,891184,19551,444463,12144,446721,10543,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9865583,0,4824431,3299,5041152,3299,7454212,23490,3664121,13987,3790091,15134,1749110,19932,827037,12157,922073,14226,56605,3626,27002,2553,29603,2401,605656,14670,306271,8765,299385,8532,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4989848,0,2476815,3005,2513033,3005,3449186,17331,1720503,11120,1728683,11053,1198351,17195,581510,11169,616841,10570,25595,2455,12701,1517,12894,1690,316716,8930,162101,5395,154615,5783,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2824156,0,1358126,3765,1466030,3765,2045900,15433,978767,9960,1067133,9562,720778,14391,347934,9559,372844,8637,14142,2210,7851,1397,6291,1413,43336,4547,23574,2963,19762,2543,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5631910,0,2746587,3310,2885323,3310,3764445,22351,1849049,14579,1915396,13694,1639624,20160,786620,12035,853004,14132,34106,3283,15653,2520,18453,2184,193735,10368,95265,6140,98470,5811,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,910651,0,452391,1782,458260,1782,497480,7970,252325,5295,245155,4753,389597,8188,191013,5463,198584,4881,6840,1391,2769,803,4071,961,16734,1916,6284,1108,10450,1431,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1706976,0,844899,2317,862077,2317,1132721,9503,567194,6193,565527,6083,466082,9660,220571,6010,245511,6010,12046,1755,6248,1260,5798,1103,96127,4326,50886,3055,45241,2672,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2381281,0,1204079,2102,1177202,2102,519640,14258,263380,7667,256260,9216,1414539,16371,713266,9110,701273,10151,33804,3898,17603,2527,16201,2454,413298,10294,209830,6444,203468,6073,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1272486,0,628494,1540,643992,1540,533046,9867,270675,6819,262371,6205,654536,10120,319102,7143,335434,6463,12424,2248,5850,1448,6574,1483,72480,4486,32867,3154,39613,2738,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8521427,0,4138329,2559,4383098,2559,4483811,29444,2185675,16969,2298136,19942,2180337,26711,1032310,17121,1148027,16900,194422,10333,91839,5833,102583,6700,1662857,23205,828505,13424,834352,13522,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1887200,0,921347,3309,965853,3309,998326,14495,490594,9058,507732,8025,702819,12918,337948,8422,364871,7662,17415,2352,9380,1650,8035,1378,168640,9056,83425,5014,85215,5274,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18655275,0,8993239,4063,9662036,4063,12065086,40779,5867084,26531,6198002,23075,2132983,26082,994770,15699,1138213,17048,459938,14103,204433,8926,255505,10150,3997268,36016,1926952,22854,2070316,21665,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8411041,0,4112482,5628,4298559,5628,5112093,30087,2475111,18424,2636982,18172,2669219,28974,1293773,18051,1375446,18052,68976,4415,34412,3124,34564,2882,560753,12667,309186,7935,251567,7221,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,609645,0,303655,1293,305990,1293,436946,4710,218470,2981,218476,2958,156627,4844,78253,3033,78374,3038,4104,856,2025,595,2079,656,11968,1777,4907,895,7061,1269,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11155606,0,5423416,4034,5732190,4034,8393619,26483,4115415,16131,4278204,15576,2303185,25334,1081971,16677,1221214,14404,71586,4257,35638,3423,35948,2529,387216,10188,190392,6778,196824,5678,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3433496,0,1680757,3504,1752739,3504,2135042,14310,1043699,9412,1091343,10206,1113882,13075,540625,8893,573257,9267,28692,2490,15386,2048,13306,1557,155880,6346,81047,4015,74833,3922,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3560109,0,1760453,2500,1799656,2500,1620350,17429,808796,10994,811554,11044,1564008,19089,755639,10807,808369,12213,31176,2887,16936,2322,14240,1815,344575,10081,179082,6367,165493,5964,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11979147,0,5799557,3137,6179590,3137,9113468,35617,4426523,19598,4686945,21636,2111704,32276,1004165,17498,1107539,19649,150301,7465,73523,4665,76778,4267,603674,17723,295346,10553,308328,9091,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1032662,0,497891,1285,534771,1285,627905,8856,299932,6293,327973,5367,256359,9100,125211,6327,131148,5162,17881,2596,7509,1430,10372,1786,130517,6924,65239,4057,65278,4354,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4113961,0,1986328,3362,2127633,3362,2525796,21834,1211460,13267,1314336,14700,1383805,20620,667912,12542,715893,12966,33610,3359,17478,2067,16132,2292,170750,8403,89478,4516,81272,5587,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,746033,0,368834,1567,377199,1567,501525,6413,247144,3474,254381,4789,223952,6019,111511,3609,112441,4022,3287,788,1717,393,1570,686,17269,3586,8462,1723,8807,2343,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5810590,0,2837860,3679,2972730,3679,3631241,26511,1783391,15980,1847850,16016,1919527,25836,914306,15835,1005221,15170,36704,3463,19364,2144,17340,2313,223118,8539,120799,5487,102319,4878,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22270165,0,10997086,6563,11273079,6563,13553353,49570,6606769,26840,6946584,33517,4926653,39841,2428253,23070,2498400,26550,247646,9826,125480,6392,122166,5962,3542513,38489,1836584,21144,1705929,22935,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2427350,0,1215268,1768,1212082,1768,1524539,15739,763862,8773,760677,9668,691931,15875,340957,8903,350974,10035,17964,2717,10504,2075,7460,1287,192916,6568,99945,4199,92971,4019,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,602290,0,295893,884,306397,884,319840,5142,160157,3205,159683,3513,256444,5233,123190,3256,133254,3489,4163,1065,2448,837,1715,565,21843,2343,10098,1337,11745,1552,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7332608,0,3574553,6353,3758055,6353,3720707,22217,1798340,15718,1922367,11993,2775983,22381,1363578,14340,1412405,14041,112251,7088,53803,4474,58448,4626,723667,14586,358832,8631,364835,8509,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
