GEO_ID,B08118_001E,B08118_001M,B08118_002E,B08118_002M,B08118_003E,B08118_003M,B08118_004E,B08118_004M,B08118_005E,B08118_005M,B08118_006E,B08118_006M,NAME,B08118_001EA,B08118_001MA,B08118_002MA,B08118_002EA,B08118_003MA,B08118_003EA,B08118_004EA,B08118_004MA,B08118_005MA,B08118_005EA,B08118_006EA,B08118_006MA,state
0400000US01,39123460,628345,4626175,350840,12574190,408949,12138190,342005,6149115,261875,3635790,246196,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4479220,176506,244285,44913,1176685,96243,1767830,125591,813820,78454,476600,46322,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,52889340,680335,7176225,316864,12444470,514322,18130200,514457,9886305,376834,5252140,227465,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21325970,400231,2593705,194830,7539180,250163,6471995,260366,3230335,235495,1490755,119780,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,353753725,1512332,56605510,987780,70884280,1243711,104284575,1075837,77159850,983097,44819515,819229,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44241695,486522,3978885,259031,9592945,355103,13711185,369891,11219510,266697,5739170,185173,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,35988935,499821,2356240,195719,8643305,353952,8792130,272221,9039550,355620,7157710,292911,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,8048845,216882,742250,92597,2458635,165176,2105815,126311,1608575,141400,1133575,108017,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6430365,200642,706300,93858,1174955,121318,1227675,112552,1455815,110276,1865620,135508,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,169804410,1166535,19246555,611279,47987750,921696,53771105,815871,32121175,692138,16677825,461573,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,95033760,1138596,10807265,412118,26736675,744154,27272655,708784,20040355,603975,10176810,399662,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,12504665,283512,850465,98878,3673835,219216,4008060,190244,2753935,151324,1218370,105861,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10471060,305384,1050825,112432,2793545,163375,3815910,186626,1878405,144588,932375,144792,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,139666495,1350225,12561575,533117,33652165,778892,42462640,884525,31480910,697643,19509200,522495,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,54529125,636235,4641250,214695,18872680,406280,16917685,473152,9426915,290569,4670595,188158,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,22294060,346943,1396835,114536,7172570,228775,7745945,231071,4200055,164352,1778655,93083,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20197940,258804,1416055,97908,5579355,205040,6516960,167100,4413495,168386,2272070,112814,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,33879335,515571,3819800,236731,11901325,389740,10042165,325926,4942050,230112,3173990,159423,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,39072300,639638,4600615,280456,13983475,490209,11245160,442767,6213255,271621,3029795,177725,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12414810,278941,727285,112821,4347745,183470,3766585,168035,2430095,172444,1143100,104145,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,71093000,869086,5640175,344020,16527615,561058,19335050,544123,16230235,476438,13359925,384962,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,71083500,766845,4606245,314836,15974730,460066,17557630,422412,18438700,529910,14506195,438792,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,88509530,648926,5914290,289257,24218120,505830,31100005,548780,16706960,362784,10570155,323680,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47873240,498857,2529735,145941,11726955,288615,16645650,307737,11734415,226751,5236485,195503,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23723300,504767,3151310,266859,7702265,335252,7663510,358778,3487825,221065,1718395,134974,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,51642360,628990,4490610,277423,16342415,403452,16261815,452503,9470985,321266,5076535,172865,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6324710,178192,352170,47490,1952745,104092,2217900,125966,1269760,111021,532135,62857,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12947230,226776,897225,81925,3452175,132516,4426860,174044,2897075,129768,1273900,90760,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22432410,376828,3405000,212907,6689910,308339,7494250,282781,3334790,176396,1508455,132586,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14408340,311930,821220,95600,3971350,177725,4278225,182455,3408775,191520,1928765,125679,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,103305365,928401,7765650,368959,24354320,528987,24594360,520965,28694150,592259,17896885,586002,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,14390520,344607,1761365,161665,4005390,211315,4426355,228422,2315725,167588,1881685,143202,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,229336715,1758938,23547530,704066,57565110,1026093,58951380,1035956,52234505,1006841,37038190,766783,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,77699205,770741,9333815,368339,22057245,533384,23970035,577896,15443135,463820,6894975,273560,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4339090,163717,248660,34654,1243935,137299,1613960,111844,921345,71430,311190,39704,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,98383970,798608,7070725,267857,33246705,541469,29660920,460489,17980225,429107,10425395,404385,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26272210,405707,2675285,153324,8206965,259203,8554440,304111,4702040,183225,2133485,100325,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30392910,391122,2973300,201022,7578135,286118,10702630,336870,5925960,206793,3212885,174401,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,119834785,940013,7643240,316947,40423240,668453,31780185,573521,24649420,570159,15338705,442447,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9857095,247085,875830,99259,2530340,171567,2702150,163427,2249605,158343,1499165,126239,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37264700,490902,4350280,218526,11947000,422454,11445600,357675,6306815,284851,3215005,177058,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5052485,159409,315310,52329,1562005,102046,1761935,119349,1001875,74520,411355,57642,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,53727530,653725,5890935,243218,18537425,483219,15626200,334559,8874305,292450,4798665,183077,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,208160970,1297098,33311790,739052,52389010,1009005,61928030,853404,41126460,705040,19405675,336922,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18301645,306737,1500175,146594,4517945,201136,6891465,196850,3688680,151121,1703380,108177,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5635425,165462,332780,63322,1772935,89337,1550365,108384,1184355,78928,794995,75468,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83727170,789399,7330360,371119,20006405,498133,23188510,556015,19316800,497742,13885095,361306,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,60305700,697622,4365835,289310,13718115,456770,21640560,474092,13608765,386919,6972420,273377,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15482610,356134,1551300,169612,6730170,272437,3962125,180847,1907785,129621,1331230,123746,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,47247325,480853,3240920,154030,14619485,330843,15568330,284923,9447760,252932,4370830,162640,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3559615,171746,169565,34514,1313825,119661,1291510,95484,550465,73564,234250,41097,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,30468585,643348,4055510,195090,6583745,283663,9100145,378157,8121170,346729,2608015,145790,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
