GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001MA,B01001I_001EA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004EA,B01001I_004MA,B01001I_005EA,B01001I_005MA,B01001I_006MA,B01001I_006EA,B01001I_007MA,B01001I_007EA,B01001I_008MA,B01001I_008EA,B01001I_009EA,B01001I_009MA,B01001I_010EA,B01001I_010MA,B01001I_011MA,B01001I_011EA,B01001I_012MA,B01001I_012EA,B01001I_013EA,B01001I_013MA,B01001I_014EA,B01001I_014MA,B01001I_015EA,B01001I_015MA,B01001I_016EA,B01001I_016MA,B01001I_017MA,B01001I_017EA,B01001I_018MA,B01001I_018EA,B01001I_019EA,B01001I_019MA,B01001I_020EA,B01001I_020MA,B01001I_021EA,B01001I_021MA,B01001I_022MA,B01001I_022EA,B01001I_023MA,B01001I_023EA,B01001I_024EA,B01001I_024MA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027EA,B01001I_027MA,B01001I_028MA,B01001I_028EA,B01001I_029MA,B01001I_029EA,B01001I_030EA,B01001I_030MA,B01001I_031EA,B01001I_031MA,state
0400000US13,625028,2899,357320,3990,47305,2193,28110,2147,23865,2253,12877,1341,9187,1274,39511,2411,49869,1985,46879,1963,62628,2614,24053,1746,7737,1270,3377,1036,1574,702,348,377,267708,3119,42776,1781,28458,2518,19562,2247,9693,1150,7067,1209,25434,1963,30511,1660,28790,1774,39427,2175,19574,1934,9127,1548,3387,751,3457,1579,445,348,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98699,0,50289,677,8084,441,4908,626,4790,626,2361,384,1236,159,4613,961,5332,940,4310,740,5923,642,4361,579,2667,379,1149,322,336,152,219,142,48410,677,7211,442,4508,731,4936,731,2639,382,1416,353,4023,562,3697,560,3541,327,6413,547,4827,488,3004,322,1250,234,740,211,205,161,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,126785,244,66210,1436,8338,991,7597,1202,6251,1220,3042,504,2557,883,5779,1129,6784,919,6459,912,9307,1267,6177,1127,2366,511,1167,491,353,236,33,58,60575,1373,6910,911,6530,1173,6373,919,3792,623,2010,646,5601,966,6221,1108,5778,892,8560,1025,5188,1113,1864,470,1117,463,469,352,162,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1804619,1156,951544,2006,104519,763,95478,4337,80647,4595,43059,791,28331,1031,89185,1137,105491,1141,99243,1270,142717,1315,87213,1417,44793,1018,20643,826,8842,944,1383,659,853075,2001,100182,942,88655,3853,77450,3828,43111,1065,24231,851,73412,1492,82766,1028,81542,1304,122357,1617,78789,1025,43574,877,23296,1081,10805,1134,2905,820,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,277558,1543,148301,2315,15900,869,13795,1668,12885,1726,5544,790,4576,755,13345,1202,20195,1337,15280,1288,22044,1638,14357,1377,5314,802,2752,559,1943,380,371,383,129257,1889,17521,1246,16569,1597,10136,1416,5578,685,3532,591,10279,1097,14584,1212,10858,1142,17272,1326,11533,1261,5656,810,3046,634,1900,439,793,509,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,106052,832,56878,1406,6313,987,6511,799,5003,830,2620,611,2192,682,6414,1148,5912,1155,5253,846,8183,1118,4260,895,2481,624,1037,449,531,331,168,169,49174,1415,7586,906,5188,858,4926,823,1828,544,877,377,4844,917,3823,775,3989,973,6841,1165,5110,1146,1472,476,1793,611,538,251,359,325,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,224152,517,117315,1823,12518,757,11394,1946,12237,1890,5475,990,4417,957,11594,1428,11903,1224,12759,1322,15624,1265,11392,1491,4540,909,2197,706,1182,545,83,86,106837,1880,12566,972,12364,1423,10100,1294,5289,788,2983,721,10952,1140,10806,1199,10157,1421,12598,1133,9670,1209,4676,835,2511,700,1598,596,567,383,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69702,2148,40631,2007,4689,827,3598,711,2244,796,1776,445,1239,491,5930,958,4242,946,4187,660,6399,831,3489,1050,1899,478,487,296,400,248,52,85,29071,1979,4996,1138,2313,640,2967,941,1112,423,1167,411,2677,650,2654,601,2454,643,4532,673,1604,554,1318,480,689,310,552,315,36,63,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,123066,1607,62061,2078,4490,608,4549,1154,4123,815,3957,818,1997,697,5504,974,6499,1028,5403,926,10484,1311,6476,1005,4486,709,2554,524,1142,449,397,364,61005,2098,5066,740,5257,1017,3433,675,2370,700,1242,590,5729,961,4549,1105,4752,939,9560,1096,7402,986,5025,928,4313,727,1909,611,398,341,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12059,762,5957,728,424,170,365,260,596,329,137,131,204,206,988,611,389,287,275,238,693,359,1006,381,171,125,297,203,412,339,0,229,6102,628,843,394,316,265,403,204,387,216,198,182,320,265,830,592,326,211,421,281,1007,430,427,261,323,216,301,265,0,229,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,316257,1696,165844,1625,19229,596,13442,1762,12947,1630,7376,956,3940,448,17085,837,18486,574,17481,1111,29053,1317,15452,997,5999,730,3623,715,1629,523,102,164,150413,1494,17858,857,13906,1423,10552,1375,6606,698,4419,1032,11739,990,14775,886,13820,703,24391,1069,15785,908,8662,949,4397,736,2861,817,642,502,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,490839,584,242490,1434,26615,855,23147,2170,23439,2205,13772,675,7534,849,21991,1194,25519,1003,21368,717,37928,1295,21908,1007,11926,594,5313,596,1477,602,553,322,248349,1552,26137,862,21228,1958,23232,1992,12897,600,6310,752,20113,1001,24876,856,22522,730,39576,978,25660,960,13691,548,7219,806,3855,665,1033,458,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,371627,910,194162,1717,20301,719,19284,1479,19397,1680,10132,833,6957,1200,17012,1226,19019,1211,16559,1020,29074,1453,19753,1553,10115,855,3922,580,2257,470,380,263,177465,1610,17964,948,18327,1495,17999,1329,9664,878,5970,902,15597,1305,14430,979,14472,1029,27233,1465,17439,1301,9354,633,5259,676,3388,649,369,229,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,181959,1350,96316,1858,11459,938,9873,924,7974,1149,4300,733,3796,1164,7730,954,12835,1119,11656,1159,15408,1183,6624,724,2974,508,848,391,544,358,295,214,85643,2032,11763,891,10425,1190,7693,1104,4054,607,2971,808,6575,801,9221,1115,8375,908,13016,1160,6528,1267,2822,463,1119,447,676,328,405,335,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43275,2378,24808,2046,1436,555,1733,749,1445,579,1814,630,1294,693,3253,1051,2771,817,1242,586,4916,1526,2650,1005,967,490,665,331,622,393,0,288,18467,1775,2482,865,1079,434,1150,465,729,441,216,249,1481,686,1822,522,1954,785,2885,957,1287,485,1189,495,1608,595,443,282,142,165,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,148994,1680,79756,2070,9610,1291,7088,909,6711,1053,3615,690,2854,739,7696,1076,8302,1244,7550,1212,11513,1167,7209,1053,3924,872,2177,701,1278,471,229,192,69238,1959,8065,988,6814,930,6393,929,2685,542,2740,800,5169,856,6818,1109,6140,1111,11464,1245,5561,872,3934,687,1861,579,1124,451,470,389,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20232,877,9345,1062,1160,415,898,390,927,500,352,296,371,332,388,313,1167,614,836,483,1683,697,766,422,335,288,462,345,0,231,0,231,10887,1231,746,397,1552,582,1233,528,233,162,289,263,655,425,780,507,951,669,1916,807,1384,546,738,380,194,172,216,220,0,231,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,122518,433,66896,1700,8378,858,5973,875,7196,1023,3548,706,1403,533,6835,910,7127,996,6171,903,9100,1204,6160,1037,2263,707,1612,539,896,483,234,254,55622,1691,7338,701,6669,959,5552,771,2296,758,1539,557,5003,769,5903,828,3814,606,7758,986,5156,714,1885,598,1553,496,984,419,172,196,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,563999,0,297703,1112,32849,740,33497,2262,26578,2287,13700,505,8377,824,24178,893,31606,775,31863,1241,49010,1241,24632,586,11878,367,6635,436,2572,393,328,244,266296,1112,30713,942,28094,2119,29009,2192,13026,538,7391,605,20077,799,24831,539,28585,1430,38535,1232,22264,578,12025,269,7053,497,3691,672,1002,571,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27933,536,14434,1211,1604,876,785,427,2538,827,896,639,853,523,996,462,1247,730,752,628,2365,936,1814,723,141,177,357,238,86,139,0,253,13499,1152,1365,647,1270,600,891,518,527,344,349,271,725,513,1711,766,999,470,2087,597,1750,594,707,418,823,346,239,256,56,101,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1307412,0,660497,1635,66427,891,52574,3549,54737,3568,30403,998,18443,1555,55085,1491,62769,501,60081,930,114010,1273,72893,1063,42265,957,20177,888,8392,883,2241,745,646915,1635,64784,761,53635,3321,48434,3537,29633,1178,16665,854,48534,1195,53138,1024,54581,674,109308,1113,76942,898,46684,899,26050,1030,13876,1317,4651,1467,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,822224,0,405473,1561,35821,939,37801,2169,32132,2294,22600,1194,14730,1638,33102,1787,31109,1779,27694,1424,56007,1614,50643,1210,32536,771,19031,951,9742,1024,2525,732,416751,1559,35064,900,32689,2285,36411,2330,19672,1035,13013,1378,34190,1547,31814,1015,27510,1093,59359,1192,52326,1104,35585,581,22465,861,13965,932,2688,688,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3028658,538,1488923,2231,140979,985,122890,5087,126158,4986,72574,962,41951,1247,126099,1376,145889,1525,127310,1226,237668,1302,166001,1494,102114,984,51937,969,21286,1812,6067,1554,1539735,2156,135504,851,116273,6074,122092,5853,68850,819,39622,1216,115951,1448,130051,1246,125732,1026,244509,1284,187257,1227,126361,789,71860,773,40937,2382,14736,2210,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,533087,2261,303960,3866,37168,2219,27126,2032,22480,1989,11592,1896,8783,1347,33371,2594,43940,2402,35509,2897,50346,2758,23389,2422,6518,1362,2532,780,767,492,439,428,229127,3520,34920,2155,24890,2019,18639,1983,11147,1405,6280,1177,21043,1772,24936,1976,23180,2007,36532,2700,15148,2082,7979,1281,2473,737,1702,866,258,246,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8553,764,4467,772,352,184,441,245,419,231,101,102,104,101,1229,616,294,239,420,268,420,256,401,236,169,168,117,119,0,203,0,203,4086,896,717,332,379,178,267,144,159,119,65,66,269,234,415,275,846,537,418,234,316,266,41,51,64,63,57,89,73,148,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,253889,2161,131187,2462,14195,1123,13879,1455,10508,1286,6313,782,3972,710,11089,1216,13566,957,11481,1263,22522,1906,11992,1510,6872,858,3393,584,1273,435,132,146,122702,2399,12798,946,13849,1441,11415,1266,6656,758,3463,792,9995,1179,10887,1198,10285,998,19219,1388,10851,985,6804,871,3512,629,2436,685,532,275,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,227767,696,120567,2078,14295,809,12037,1181,9534,1061,6246,814,4037,717,14094,1358,13973,1056,10741,843,17211,1176,10490,1130,4242,656,2665,710,756,383,246,242,107200,2021,15221,1126,11407,1257,9053,1110,5706,746,3221,760,10035,1089,11510,1282,8772,1041,14286,1278,9874,1109,4375,703,2794,779,721,388,225,235,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,353433,0,189789,1660,22055,933,23169,1481,14721,1616,7909,706,5816,1294,18135,1281,21912,1134,21761,1372,28493,1427,16093,1495,6632,979,1493,525,1147,584,453,496,163644,1661,19244,1035,19836,1758,17873,1683,7980,782,4940,1087,14491,1214,15237,983,16747,1356,22338,1360,13790,1310,6539,1036,2878,700,1237,513,514,336,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,484679,1165,245049,1800,29334,955,24896,1829,24028,1941,13526,927,7953,1080,21781,1689,22227,1630,21704,1466,36381,1504,21259,1276,13628,913,5076,842,2500,726,756,436,239630,1739,26487,811,24338,1959,22470,1757,12134,668,6529,1057,19309,1268,22401,954,19616,1374,35689,1706,24413,1224,13035,1085,7769,864,4267,727,1173,578,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
