GEO_ID,C08007_001E,C08007_001M,C08007_002E,C08007_002M,C08007_003E,C08007_003M,C08007_004E,C08007_004M,C08007_005E,C08007_005M,C08007_006E,C08007_006M,C08007_007E,C08007_007M,C08007_008E,C08007_008M,C08007_009E,C08007_009M,NAME,C08007_001EA,C08007_001MA,C08007_002MA,C08007_002EA,C08007_003MA,C08007_003EA,C08007_004EA,C08007_004MA,C08007_005EA,C08007_005MA,C08007_006EA,C08007_006MA,C08007_007MA,C08007_007EA,C08007_008EA,C08007_008MA,C08007_009EA,C08007_009MA,state
0400000US25,3030720,17055,1983133,19433,1047587,13895,1592333,12089,990113,14120,602220,10729,1438387,12207,993020,12642,445367,8818,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4398500,19331,3059900,20187,1338600,16902,2337656,14077,1536682,13565,800974,12953,2060844,13457,1523218,14552,537626,10151,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2595966,11693,1653189,14417,942777,12181,1370210,8084,837242,10092,532968,8621,1225756,8380,815947,9754,409809,7368,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1182086,11632,758751,12006,423335,9296,622621,8050,379245,8381,243376,7247,559465,8082,379506,8755,179959,6323,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2683452,13397,1732571,15096,950881,11101,1420395,7630,868184,9939,552211,9144,1263057,11495,864387,11196,398670,7922,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,455268,4917,413190,5177,42078,2438,246079,3180,219209,3448,26870,1802,209189,4030,193981,4181,15208,1564,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,884076,6866,687163,7870,196913,5880,473510,4100,360956,5493,112554,4305,410566,5326,326207,5354,84359,3630,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1137733,9126,1077630,9812,60103,4615,642217,6730,600572,7340,41645,3733,495516,7769,477058,7727,18458,2118,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,667976,6648,432389,7731,235587,6936,357619,4353,214416,5453,143203,5085,310357,5174,217973,5479,92384,4272,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3984819,21855,2170608,23886,1814211,23548,2152687,11610,1065472,14645,1087215,14255,1832132,15501,1105136,14711,726996,14748,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,832406,10823,707463,10473,124943,5399,445640,7474,367182,7443,78458,4420,386766,7445,340281,7221,46485,3561,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8423129,30948,5456591,32118,2966538,30712,4469588,21353,2739644,22660,1729944,23446,3953541,24085,2716947,22986,1236594,16813,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3908122,20225,2805587,20926,1102535,15191,2115520,12826,1454978,13858,660542,11918,1792602,15011,1350609,14574,441993,10000,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,329220,3492,278615,3817,50605,2974,176409,2201,147272,2509,29137,2144,152811,2518,131343,2854,21468,1544,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5173442,24208,3637598,22965,1535844,19710,2742639,16353,1836462,15705,906177,11728,2430803,15427,1801136,15017,629667,13834,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1567062,13300,1162028,12642,405034,9180,858697,7534,612014,8688,246683,6957,708365,9624,550014,8534,158351,5186,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1670430,11327,1287862,12725,382568,9400,911370,8997,675803,10298,235567,7018,759060,7861,612059,8312,147001,5794,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5538754,24169,3928718,25442,1610036,19391,2926255,16278,1971401,16903,954854,12968,2612499,15847,1957317,15827,655182,13025,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,500588,6338,315316,8336,185272,5475,260294,4229,152226,5431,108068,4398,240294,4792,163090,5242,77204,3626,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1853237,14390,1321429,14844,531808,10034,987752,9491,679043,10439,308709,6818,865485,9337,642386,9370,223099,7246,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,381775,4555,305356,5264,76419,2885,201194,2775,158239,2949,42955,1764,180581,3192,147117,3545,33464,1958,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2657346,15339,1913515,15845,743831,13272,1439166,9080,982846,10896,456320,8912,1218180,11450,930669,10047,287511,7305,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9969293,33003,7683587,30778,2285706,22703,5598907,22900,4179213,23373,1419694,17957,4370386,26281,3504374,23536,866012,15470,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1152484,8496,944720,9898,207764,6314,651356,6547,516184,7402,135172,4919,501128,6970,428536,7382,72592,3680,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,315580,4164,245188,4353,70392,3376,161862,2592,122486,2761,39376,2363,153718,2974,122702,3329,31016,2089,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3603317,15202,1702734,18590,1900583,17680,1938681,10558,864367,13318,1074314,12372,1664636,11003,838367,11072,826269,11393,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2912575,16144,2355290,19232,557285,12994,1589906,11472,1237495,12487,352411,9219,1322669,11424,1117795,12883,204874,7356,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,723507,8325,490092,8273,233415,7033,389940,5704,243119,6313,146821,5639,333567,5863,246973,5584,86594,3778,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2715114,13500,1958510,12876,756604,11459,1433066,8335,996220,8622,436846,7541,1282048,9853,962290,9435,319758,7320,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,258198,4114,239292,4743,18906,2258,139911,2516,125640,2877,14271,1680,118287,2885,113652,3081,4635,1190,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1163885,13290,580180,10562,583705,11780,659131,9125,315249,7432,343882,8143,504754,9076,264931,6525,239823,7791,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
