GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001MA,B25072_001EA,B25072_002MA,B25072_002EA,B25072_003MA,B25072_003EA,B25072_004MA,B25072_004EA,B25072_005EA,B25072_005MA,B25072_006EA,B25072_006MA,B25072_007MA,B25072_007EA,B25072_008MA,B25072_008EA,B25072_009MA,B25072_009EA,B25072_010EA,B25072_010MA,B25072_011EA,B25072_011MA,B25072_012MA,B25072_012EA,B25072_013MA,B25072_013EA,B25072_014MA,B25072_014EA,B25072_015MA,B25072_015EA,B25072_016EA,B25072_016MA,B25072_017EA,B25072_017MA,B25072_018MA,B25072_018EA,B25072_019MA,B25072_019EA,B25072_020MA,B25072_020EA,B25072_021EA,B25072_021MA,B25072_022EA,B25072_022MA,B25072_023MA,B25072_023EA,B25072_024MA,B25072_024EA,B25072_025MA,B25072_025EA,B25072_026MA,B25072_026EA,B25072_027EA,B25072_027MA,B25072_028EA,B25072_028MA,B25072_029MA,B25072_029EA,state
0400000US13,1102061,16638,161930,6798,25164,3312,19776,3182,12696,2294,11804,1909,80905,5944,11585,2027,326986,10487,89016,5922,50395,4854,33450,3752,26028,3638,102306,5930,25791,2955,516947,12061,138151,7061,63787,5579,54596,4299,38892,4262,178687,9418,42834,3938,96198,3862,13104,1628,8295,1292,10307,1477,8019,1446,40338,3055,16135,1890,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,173429,5114,15866,2016,1701,853,980,612,951,416,1419,711,8204,1407,2611,844,42499,2465,8150,1614,5050,1183,4394,1129,3116,893,16163,1932,5626,1358,93431,3922,23575,2776,13412,1772,9544,1496,8664,1674,28320,2702,9916,1553,21633,2093,3221,723,1911,561,3187,1032,1662,588,8656,1297,2996,945,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,152187,5032,32006,2640,6788,1311,3568,1026,3838,1093,4246,1388,12481,1617,1085,471,41320,2849,11340,1657,6487,1392,3728,1170,2957,871,12017,2028,4791,1449,63101,4181,18429,2201,7411,1752,5098,1071,4479,1442,20622,2498,7062,1325,15760,1957,1696,545,2800,835,1912,614,1177,443,6189,1286,1986,624,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1413447,16614,174620,6047,28290,2902,16875,2724,15606,2048,10502,1500,89168,5750,14179,2781,388292,10078,106680,5284,55222,4040,40469,3697,29667,3108,136017,7375,20237,2971,652181,14058,184809,8523,76649,5112,69591,5133,52590,3913,221515,8407,47027,4123,198354,6820,27809,2787,17526,1858,23344,2259,19012,2150,92811,4630,17852,2231,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,683921,13453,113921,4756,22624,3267,11995,1776,9299,1583,8415,1769,54201,3915,7387,1293,180735,5515,56937,4299,22945,2266,19553,2852,9926,1621,58852,4416,12522,1807,301222,9507,89871,5633,38268,2878,30696,3083,24676,2491,95888,5786,21823,2093,88043,3545,13141,1725,9363,1343,9432,1393,9325,1789,35526,2396,11256,1543,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,323037,6427,64123,2979,12625,1805,6971,1316,5504,1141,5121,1298,30296,2421,3606,884,81507,3932,28083,2619,12850,2078,7781,1382,6495,1560,21686,2559,4612,995,126602,5286,44409,3609,14145,1681,11425,1540,8734,1590,33662,3123,14227,1476,50805,2362,9571,1210,5553,937,6932,1071,4938,971,17255,1722,6556,747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,327358,8076,67400,3701,11114,1968,8036,2049,6917,1688,5180,1341,30793,3010,5360,1176,87320,4133,25083,2498,12216,2179,10980,2073,6293,1330,26995,3016,5753,1106,129531,6250,41806,4027,17823,2245,14490,1966,9291,1886,33270,2675,12851,1693,43107,2615,7408,1354,5100,966,5011,1002,4183,843,15506,1563,5899,1219,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,485925,9577,74133,4002,15467,2372,8192,2010,5220,1217,5511,1461,32112,2524,7631,1858,129006,5767,42017,3664,16753,2325,10480,1994,8675,1472,36871,3284,14210,1810,224360,7373,67497,4028,23458,3071,20829,2557,14589,2151,69127,4510,28860,2814,58426,3341,8279,1308,5578,1064,7966,1471,6865,1180,20770,2356,8968,1230,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,539726,13040,86188,5269,12220,2473,8251,2249,6624,1969,4734,1452,44121,4275,10238,1901,137338,6293,36961,3756,15478,2363,12257,2135,9751,1914,48467,4492,14424,2552,255659,9897,74872,6085,22915,2981,25476,3223,17401,2655,78551,4459,36444,3667,60541,3722,8257,1556,4209,995,5711,1098,4109,873,24199,2361,14056,1973,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,152955,5619,21716,1983,4899,1040,2699,822,1873,703,1528,669,9441,1488,1276,523,34257,2690,11087,1602,3299,862,3619,864,4221,1269,10545,1522,1486,605,70317,3875,19193,2096,8231,1703,7009,1634,6207,1405,23245,2665,6432,1200,26665,1814,4010,769,3677,883,3931,809,2673,845,8543,1094,3831,823,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,647033,13028,77217,5331,10273,1812,11067,2342,10412,2386,9096,2208,32477,3342,3892,1549,162374,6619,42528,3625,29164,3366,17935,2442,14743,2825,49251,4768,8753,1833,316992,10042,83851,5029,42694,4400,32944,3186,29454,3633,108845,6842,19204,2630,90450,4173,13138,1428,8868,1665,11068,1505,7635,1396,41537,3344,8204,1646,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,880147,14720,81073,4877,13368,2492,7528,1557,7081,1505,6841,1574,39376,3855,6879,1747,232062,8355,64391,4838,31206,3479,26952,2941,18751,2764,78148,5192,12614,2665,414690,11187,105949,5755,50354,4060,49647,5170,36880,4106,150449,6670,21411,2780,152322,5532,21116,2633,15692,1807,23973,2373,18302,1852,60046,4160,13193,1978,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,984666,14105,155239,6673,23354,2616,15578,2191,12915,1986,11719,2485,81626,5698,10047,1628,260091,8095,67857,4365,30869,3124,27725,3308,19598,2242,98930,5494,15112,2042,430425,10828,119134,5624,48949,3716,40977,3393,35862,3699,148338,5694,37165,3055,138911,4770,18714,1634,12632,1563,20418,1707,14619,1541,58401,3436,14127,1887,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,489485,9638,90523,4451,17896,2209,10136,1583,9569,1659,8330,1463,39396,3180,5196,1192,126101,5735,35950,2855,19963,2118,13416,1784,11725,1828,36933,3339,8114,1777,188223,6446,50480,3873,26360,2439,22898,2246,14906,1437,60657,4464,12922,1367,84638,2983,10975,1300,8587,1166,10847,1365,8454,1388,38961,2269,6814,725,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,326588,7944,44286,3362,5968,1640,3459,1249,4887,1250,2385,928,21738,2640,5849,1413,92738,4531,22061,3048,12011,2234,7886,1710,4995,1355,33550,3141,12235,2065,155236,6070,41055,3812,15225,2480,15880,2515,10279,1751,47627,4036,25170,2711,34328,2678,6286,1241,2779,783,3016,829,2818,984,11537,1341,7892,1543,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,671063,13073,114878,4805,21655,2605,13313,1944,13590,2508,8175,1561,50294,3149,7851,1650,171244,6658,50477,3747,24115,2983,18522,2239,11257,2027,54323,3743,12550,2114,293739,9025,90843,4899,32627,2863,32477,3379,22234,2816,88371,4535,27187,2599,91202,3178,14726,1730,9901,1265,12701,1716,9581,1384,33327,2163,10966,1421,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,113810,4404,21762,1802,4485,1309,1690,585,2851,859,2261,758,9109,1451,1366,506,26397,1898,7543,1460,3195,701,2354,827,2622,792,8049,1461,2634,686,50911,3615,16987,2184,5853,1165,4962,1300,2773,840,14194,1904,6142,1030,14740,1426,2421,673,1379,569,1722,482,1086,412,5759,1154,2373,556,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,220910,5577,43179,2564,10553,1734,5526,1380,5855,1463,3086,889,15801,2078,2358,670,56994,3128,20716,2147,8950,1417,6864,1397,3531,946,13334,1816,3599,836,91219,3780,31054,2268,11241,1506,9109,1431,5587,1255,22793,2545,11435,1305,29518,2112,4642,936,3222,752,3783,768,2635,666,11809,1464,3427,509,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,356594,7890,42843,3438,7074,1628,4866,1411,5453,1678,4492,1591,18290,2218,2668,1468,102537,4953,22916,2894,14442,2690,14732,2413,8094,1937,37109,3756,5244,1427,170374,5779,43234,3677,23496,3109,21010,2781,14394,2161,60834,5043,7406,1679,40840,3217,6352,1442,3107,765,4473,1001,3280,745,20649,2621,2979,791,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,134200,4792,16908,2261,2762,923,2700,916,1770,651,1754,693,7206,1623,716,428,31355,2760,9389,1493,4638,1226,3928,1148,3514,1110,8611,1724,1275,824,63188,3519,16199,2003,9207,1847,8225,1578,4838,997,20988,2161,3731,1059,22749,1923,3708,903,3170,976,3177,886,2051,587,8240,1305,2403,686,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1027884,13709,75281,5377,11705,2020,8747,1773,5632,1557,5433,1247,39841,4203,3923,1140,245345,7335,67457,4536,36745,3334,26743,2842,25007,2977,80484,4685,8909,1618,539948,10135,137928,6497,70556,5601,61421,4433,47517,5708,193446,8358,29080,3456,167310,5428,19117,2456,14670,1811,22565,2200,15026,1799,82810,4291,13122,1840,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,223466,7239,38876,3481,5185,1456,3540,981,3681,1455,4250,1756,19068,2527,3152,994,56166,3547,15237,2001,8914,2127,5552,1415,4237,1123,16967,2316,5259,1391,105736,5929,33084,3612,11039,1965,8416,1458,7171,1735,35348,3618,10678,1590,22688,2558,3212,1053,1204,467,2695,859,2102,783,9948,1666,3527,936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3178053,20688,226321,7923,35945,4085,18884,2893,18785,2523,18849,2781,114992,6563,18866,2739,737925,11364,199631,8556,97850,6292,79558,6504,59879,4816,269386,9391,31621,3504,1666238,16754,461062,13586,195659,7850,165275,7762,129132,5859,629290,14945,85820,5324,547569,9106,87460,4469,45685,4691,66333,3821,56960,4001,256869,7096,34262,2990,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1084700,16006,158644,5850,26582,3369,15005,2428,15761,2486,12824,2238,74454,5071,14018,2523,321374,10901,85609,5452,43280,3972,38947,3999,27045,3235,99959,5686,26534,3420,495442,10858,143348,5524,59018,4631,45983,3424,34956,3524,160925,7634,51212,3788,109240,4549,13716,1871,9304,1672,12804,1864,7537,1279,41309,3329,24570,2276,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,87947,3417,19702,1459,5203,1018,2539,710,1833,570,1622,667,7377,1082,1128,434,22794,1847,10905,1622,2314,632,1900,551,767,397,4851,1135,2057,642,31252,2387,14258,1690,3164,752,2249,629,1847,637,5595,965,4139,865,14199,1495,2043,532,2304,615,1461,440,1438,453,5337,966,1616,496,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1355211,15969,202425,7381,38323,3333,22375,2827,19967,2895,15770,2322,92225,5052,13765,2299,341120,9143,96762,5297,47007,4272,33233,3292,24339,2530,118048,6466,21731,2492,617173,9094,182534,7424,70326,3789,66935,4530,44270,4015,204414,8274,48694,4035,194493,4528,28277,2366,19297,2307,23651,1988,18758,1780,80409,4612,24101,2316,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,443544,6948,81708,3949,16525,2116,8813,1476,5860,1419,4904,1449,35574,3293,10032,2208,119686,4423,34106,3427,14379,2132,11030,1563,9938,1909,39368,3652,10865,1499,192614,5346,60330,3858,23400,2721,16842,2148,13633,2058,55296,4244,23113,2081,49536,3032,8092,1028,5055,971,5675,949,4338,994,18244,2152,8132,1260,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,516227,9154,85493,4806,12862,2189,8347,1701,7778,1627,6527,1743,44033,4220,5946,1648,141358,5124,31965,3204,20725,2809,14906,2090,14953,2624,52149,3634,6660,1774,224036,5979,61487,3747,27906,2931,25878,2693,18532,2331,74786,4789,15447,2065,65340,3145,7978,1308,5816,1050,7282,1522,5524,1088,31801,2416,6939,948,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1386092,17657,167703,5819,33558,3155,15488,1930,17057,2052,10809,1586,79572,4431,11219,2080,334016,9797,112689,5492,45976,4280,37135,4585,24451,2708,94566,6469,19199,2508,622742,13075,185311,7049,74966,4855,63067,4697,45090,3985,207385,8153,46923,3520,261631,6269,35274,3022,23948,2180,36083,3388,24975,2291,108299,4800,33052,2339,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,151450,4785,15710,2096,2373,872,1771,758,1534,918,1593,714,7388,1401,1051,613,39066,3074,12285,2168,5319,1300,4280,1175,3065,1005,12376,1999,1741,876,69895,3418,17793,2316,8793,1623,9010,1432,5778,1417,25579,2540,2942,994,26779,2236,3180,854,3382,766,5431,1024,3278,1099,9560,1485,1948,661,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
