GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001MA,B17013_001EA,B17013_002MA,B17013_002EA,B17013_003MA,B17013_003EA,B17013_004EA,B17013_004MA,B17013_005EA,B17013_005MA,B17013_006MA,B17013_006EA,B17013_007MA,B17013_007EA,B17013_008MA,B17013_008EA,B17013_009MA,B17013_009EA,B17013_010EA,B17013_010MA,B17013_011EA,B17013_011MA,B17013_012EA,B17013_012MA,B17013_013MA,B17013_013EA,B17013_014EA,B17013_014MA,B17013_015MA,B17013_015EA,B17013_016EA,B17013_016MA,B17013_017EA,B17013_017MA,B17013_018MA,B17013_018EA,B17013_019MA,B17013_019EA,B17013_020MA,B17013_020EA,B17013_021EA,B17013_021MA,B17013_022EA,B17013_022MA,B17013_023EA,B17013_023MA,B17013_024MA,B17013_024EA,B17013_025MA,B17013_025EA,B17013_026EA,B17013_026MA,B17013_027EA,B17013_027MA,B17013_028EA,B17013_028MA,B17013_029MA,B17013_029EA,B17013_030MA,B17013_030EA,B17013_031MA,B17013_031EA,B17013_032EA,B17013_032MA,B17013_033EA,B17013_033MA,B17013_034EA,B17013_034MA,B17013_035MA,B17013_035EA,state
0400000US01,1223725,12107,167857,7451,51803,4304,17853,2168,21545,2739,10827,2193,1578,668,116054,6123,14187,2348,8035,1976,5195,1298,739,512,218,170,101867,5836,33619,3266,54045,4723,13064,2058,1139,726,1055868,11879,839354,12087,396849,8191,354537,8935,79531,5027,8437,1414,216514,8572,56839,4071,33731,3000,20789,2595,1917,704,402,380,159675,7718,85902,5604,64468,4733,7836,1366,1469,606,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,4110,1011,1632,548,930,420,1043,392,505,275,8858,1340,1869,755,607,314,1089,609,139,108,34,40,6989,1213,2522,727,3286,1001,1102,395,79,60,144219,3896,112243,3721,46034,2616,46407,3083,16742,1716,3060,645,31976,2732,11304,1432,6665,1242,4243,981,344,215,52,51,20672,2356,10966,1819,7603,1294,1574,634,529,345,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,65939,4404,19341,1978,21854,2623,18742,2673,6002,1172,92665,5147,15767,2345,7501,1738,6189,1416,1514,622,563,412,76898,4846,23345,2700,37752,3954,13001,2705,2800,841,1300856,13424,1012514,13510,480051,8903,374168,8518,134920,6859,23375,2986,288342,9478,94466,6107,52697,4380,33947,4034,6570,1702,1252,727,193876,6957,99576,5781,79901,4683,11685,2094,2714,963,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,38842,3070,13263,1562,15315,1993,8017,1404,2247,834,60879,4015,8869,1678,4815,1069,3017,1111,947,585,90,103,52010,3848,17723,2106,26293,2675,7236,1486,758,475,642723,8963,516703,9085,256520,6351,206968,6649,47273,3592,5942,1409,126020,6721,37448,2959,22499,2337,12784,1875,1889,754,276,194,88572,5383,48450,3672,34662,3289,4590,1199,870,648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,372605,12436,78452,5480,132099,7857,122273,7366,39781,4140,477800,13770,91101,5874,37662,3990,35798,3523,13764,1771,3877,1116,386699,12438,122142,7837,190497,8910,59321,5297,14739,2601,7430714,33196,5638516,35492,2093210,19670,2453472,26258,910691,15421,181143,9753,1792198,22028,622772,15068,306637,9459,247305,10159,55840,4998,12990,2319,1169426,17304,553087,12112,494724,12070,100253,6645,21362,2343,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,39241,3411,13060,1933,15043,2329,9326,1821,1812,702,57544,4424,9334,2240,4642,1269,2649,970,2002,1704,41,68,48210,3748,18710,2692,22537,2943,6648,1597,315,263,1067436,11611,868592,11797,397152,8610,364162,9326,96607,4617,10671,1816,198844,7621,70643,4738,41126,3379,24699,2844,4315,1512,503,377,128201,5541,72079,3818,49786,3623,5677,1384,659,519,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,16864,2562,5260,1133,8040,2052,3012,863,552,415,38592,3755,3952,1391,2031,853,1777,1003,144,146,0,274,34640,3505,13979,2033,16954,2733,3104,862,603,502,837832,10251,658280,9529,283570,7301,287556,7174,80144,4263,7010,1230,179552,6452,52443,4114,30120,2823,19730,3186,2487,962,106,125,127109,5391,66100,3929,51515,3699,8246,1839,1248,567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,4927,1231,1687,667,1646,786,1295,607,299,291,11589,1553,1408,646,1001,482,134,128,273,406,0,262,10181,1522,3495,984,5280,1319,1324,635,82,101,199666,4286,154711,4499,71202,3114,65038,3403,16236,1879,2235,703,44955,3174,12604,1671,7077,1520,4190,916,1219,615,118,136,32351,2605,16146,1933,14680,1938,1398,550,127,123,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,3086,890,1456,708,694,341,884,452,52,87,15073,2088,1535,704,565,436,461,377,310,318,199,318,13538,1969,4739,1274,5945,1255,1913,717,941,627,90324,3841,51126,3254,27189,2394,19467,2177,3781,1012,689,508,39198,3171,8543,1591,5093,1068,2747,887,644,463,59,98,30655,2617,16137,2146,11936,1577,1841,665,741,482,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,172052,8304,73163,4441,61987,5088,29575,3258,7327,1846,272985,8965,40462,4217,21109,2835,15354,2970,3118,1202,881,604,232523,8451,91185,5459,111359,6674,25378,3401,4601,1124,4149766,25646,3207221,23352,1648940,15810,1212504,17042,311221,10310,34556,4206,942545,16940,282490,10060,169593,8165,95164,5634,15286,2731,2447,753,660055,13887,341136,7936,278056,11093,36090,3182,4773,1299,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
