GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,NAME,C16008_001MA,C16008_001EA,C16008_002MA,C16008_002EA,C16008_003EA,C16008_003MA,C16008_004EA,C16008_004MA,C16008_005EA,C16008_005MA,C16008_006MA,C16008_006EA,C16008_007MA,C16008_007EA,C16008_008EA,C16008_008MA,C16008_009EA,C16008_009MA,C16008_010EA,C16008_010MA,C16008_011EA,C16008_011MA,C16008_012MA,C16008_012EA,C16008_013MA,C16008_013EA,C16008_014MA,C16008_014EA,C16008_015EA,C16008_015MA,C16008_016EA,C16008_016MA,C16008_017MA,C16008_017EA,C16008_018MA,C16008_018EA,C16008_019MA,C16008_019EA,C16008_020MA,C16008_020EA,state
0400000US01,4150183,2206,4031990,6728,3950638,7852,52364,4626,19939,2773,4329,975,4720,1787,118193,6572,35872,3077,12614,1849,7046,1331,6104,1516,8991,1395,1117,555,82321,6700,14275,3572,40560,3577,14629,3350,9361,1894,3496,2026,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,592520,830,558394,2369,502445,3962,11224,1643,6146,1422,8650,1613,29929,2212,34126,2311,20094,1779,5740,988,2728,845,2650,940,8830,1187,146,157,14032,1879,3993,1127,1960,874,1896,823,5673,1289,510,629,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5370067,1271,4538803,20670,3787739,22899,569644,15810,43951,3477,16634,2046,120835,5277,831264,20387,261904,9410,59585,5141,133001,7836,32485,4560,29826,2585,7007,1639,569360,18802,52565,4532,447471,16844,31016,4234,28149,3185,10159,2753,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2515066,2038,2414789,5573,2349977,7002,47711,4640,12754,2361,3033,1037,1314,590,100277,5015,22723,2446,6096,1163,5948,1205,4340,1307,5837,1212,502,364,77554,4807,9681,2044,53663,3840,4456,1233,7696,1693,2058,1346,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32599457,3023,23062969,52232,17869811,56882,4135426,41419,384792,12633,599199,14807,73741,6699,9536488,52542,4117456,42601,560583,15182,1441500,24387,552205,22369,1446133,24357,117035,8792,5419032,53424,377883,15699,3615086,42415,441600,18679,904889,22734,79574,7890,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4223659,1774,3769397,11946,3434972,14033,259172,8847,46083,4878,20095,2441,9075,1728,454262,11968,139642,6290,37814,3251,40582,4587,25798,3407,29185,2989,6263,1747,314620,11170,33131,3385,215720,10995,31299,3729,24594,3098,9876,2193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3183775,660,2764279,14819,2467436,15422,194547,8003,88199,5158,10316,1972,3781,1259,419496,14751,205306,9954,70179,5182,30347,4362,75860,5798,23856,2780,5064,1169,214190,11217,41858,4392,68084,7086,74685,6903,23723,2513,5840,1714,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,763189,304,700897,3707,660370,4392,26433,3188,10552,1791,1882,567,1660,1273,62292,3706,24792,2607,8008,1378,4444,1159,6568,1615,4354,1004,1418,706,37500,3171,6845,1749,16335,2074,7227,1775,5060,1173,2033,1092,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,477395,429,410039,3749,384067,3831,15881,2130,7069,1275,2226,864,796,446,67356,3881,21613,2229,8786,1679,4758,1240,4090,1179,2610,722,1369,598,45743,3882,9727,2066,21472,2037,7045,1567,3970,1816,3529,1371,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16270161,3373,13080548,28710,11507953,32998,1267441,21693,243835,10588,36681,4123,24638,3521,3189613,28570,1449371,24711,359371,11555,715907,15522,246989,9950,92025,4795,35079,4900,1740242,27472,274518,13629,1029583,21934,330070,17351,80220,6492,25851,4139,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
