GEO_ID,B08127_001E,B08127_001M,B08127_002E,B08127_002M,B08127_003E,B08127_003M,B08127_004E,B08127_004M,B08127_005E,B08127_005M,B08127_006E,B08127_006M,B08127_007E,B08127_007M,B08127_008E,B08127_008M,B08127_009E,B08127_009M,B08127_010E,B08127_010M,B08127_011E,B08127_011M,B08127_012E,B08127_012M,B08127_013E,B08127_013M,B08127_014E,B08127_014M,B08127_015E,B08127_015M,NAME,B08127_001EA,B08127_001MA,B08127_002EA,B08127_002MA,B08127_003MA,B08127_003EA,B08127_004MA,B08127_004EA,B08127_005EA,B08127_005MA,B08127_006EA,B08127_006MA,B08127_007EA,B08127_007MA,B08127_008MA,B08127_008EA,B08127_009MA,B08127_009EA,B08127_010EA,B08127_010MA,B08127_011EA,B08127_011MA,B08127_012EA,B08127_012MA,B08127_013EA,B08127_013MA,B08127_014MA,B08127_014EA,B08127_015MA,B08127_015EA,state
0400000US01,44419105,652629,1071405,269927,4336490,300992,7755205,354830,1832240,152316,4766245,199566,2981230,187111,785075,80567,2632935,159465,3234350,180862,8240625,306100,2417155,165058,1775865,130717,2254955,126049,335325,86550,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5162820,195997,358740,97818,597970,73546,128945,42407,101975,29461,514065,67297,517575,77313,117365,26110,227275,42619,394700,56175,946265,71644,319895,42040,230815,39667,591725,74286,115515,22238,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,61371165,700682,837440,150080,8281050,432417,5361290,224552,2138220,205231,6578000,284297,3503305,241920,1141135,117836,4932135,239525,6667070,356685,10321590,387665,5202460,280694,2460780,224103,3626275,219234,320410,51902,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24524820,438859,669995,82004,2562620,245010,4159835,199813,854920,89656,2745150,159993,1779900,176102,430365,67406,1197440,105772,1586675,115352,4882470,204925,1267925,117813,1080450,110991,1169745,94035,137330,45811,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,401283395,1656564,6701325,338567,40357170,893556,48025090,1002591,16572130,573907,39081895,784918,21170025,637250,13359845,412806,29254780,664849,48960910,885588,65871215,1014331,29515480,732999,19334075,633090,20844690,635345,2234755,177695,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50335150,530139,1005775,124368,5891775,282516,4058015,212293,1832995,159944,5136965,248470,3049005,213841,2012985,185313,3708320,196397,6556600,298575,8021750,255729,4109055,218458,2171045,167363,2436220,153924,344645,54019,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39679895,535917,109320,27964,3012740,220143,5598440,320788,1396380,141165,3800410,225601,1606845,125152,1343225,142730,4920080,253319,4573410,254827,7842515,275749,2400865,155617,1440275,106463,1537800,124614,97595,34310,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,9073205,243867,122525,38808,912415,105137,1007330,100209,349970,62362,863490,92322,494425,70775,151975,36403,934580,84293,928850,110448,1887455,147521,511550,68898,344570,50312,523570,99469,40500,21604,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6985030,205364,2710,2815,297735,72266,123960,35593,39900,16783,382725,65814,231275,41833,363420,61515,458430,74450,1460885,108187,1354245,121386,590925,78565,553235,81348,1095065,107682,30515,13732,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,192589770,1324887,2035335,199880,23859455,747376,12463250,367937,8023590,459613,21655790,583100,11528020,422341,4739155,256025,15788770,399441,22367520,590162,32867670,611653,17574055,595850,8529245,352879,9964845,395633,1193070,118878,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107703750,1149334,952165,115643,11947255,492543,13035770,381882,4613640,276939,11452110,531204,8210115,407549,3569675,283616,7813065,410697,11818400,478685,17109700,469759,6447480,340309,4139435,266514,5930840,288952,664090,80874,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14323135,313527,118105,28912,1345380,171581,448270,61006,402025,57809,1527335,107164,866000,102031,273615,54352,1009505,94591,1418780,156215,2354260,131738,2204935,182185,661280,61960,1247560,122244,446075,65583,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12350715,312247,577750,77039,1554060,154738,1393905,112504,403315,57268,1266265,91760,678650,98088,217950,44804,657720,71961,1306380,158008,2084135,149408,945260,123590,411480,59475,771030,81416,82815,27184,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,157222075,1465369,859230,94062,11983685,479199,22755680,578303,6552185,338295,14734260,431752,10624420,393964,4481930,290904,13994040,434480,18525990,571563,28851125,716219,10304100,600832,6495320,289621,6781100,449701,279005,54131,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61789500,671128,533430,70158,5635715,259056,13808720,329849,2474715,168126,6071585,215108,4031865,262182,1244745,114056,3768250,203497,4377400,232211,11121665,305914,3938720,194690,2372935,155806,2269365,162871,140395,48819,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25889715,383903,521600,58730,2396325,194238,4578030,175472,1167390,140755,2795935,123854,1525345,105095,537880,70024,2067415,128002,1640810,122492,5246600,149251,1470145,100261,958265,79226,938715,84776,45250,16460,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23546400,312893,712035,83496,2027605,140142,3717645,189636,826810,71749,2430255,128718,1472020,120690,712100,78483,1376285,89442,2022435,127438,4676015,136538,1389380,106853,912245,84185,1103580,86419,168000,25040,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38653290,566872,1287185,132598,3894335,269174,6973450,265223,1451950,138165,3923815,230550,2458440,187303,624385,71358,1946435,121273,2744430,162107,7479815,259507,2344860,143181,1454900,104673,1879470,128455,189815,41322,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45121045,716613,3135030,261056,4472840,330313,4703035,273213,1634325,175499,4486970,252343,2971055,257100,738950,85488,2516240,182862,3606910,204186,8435775,285420,3521995,257688,1853915,162917,2722255,204367,321750,76791,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14243430,323062,372710,102349,1561065,132122,1698095,124474,441805,63098,1734860,127611,800895,118385,254830,46535,835010,75554,1098895,116237,3303325,171219,909240,87388,520140,84753,615680,82294,96875,30622,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80326930,907202,279650,91111,7074890,372352,4679160,252099,2093895,223129,6781565,327902,3657675,276488,2390795,203331,5673920,302457,12336145,413743,14851700,478516,4763585,308086,3997300,258011,10960855,410292,785795,107659,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,79140450,839222,237195,63114,5901265,274760,8919980,330701,2691500,173418,7721625,330025,3122365,169735,2485615,184962,7746735,343320,10661285,405567,18409865,464146,4536275,270422,2961270,208126,3539345,211954,206140,73169,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,100192670,710171,783315,113187,8202585,296434,22778720,400087,3576615,171809,10192255,293174,4782040,237359,1931590,136195,5597705,249254,9016640,311746,19195920,431790,6557350,269262,3799805,199824,3624290,176528,153845,44692,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54902940,539051,630395,63402,5262225,203499,8735305,256681,2151045,125668,5812150,187028,2907070,168575,1222475,96500,4398605,178374,5401500,237338,10787795,257439,3452850,160538,2190935,132073,1871695,111148,78890,21887,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27214335,539502,1066290,158177,2625870,222235,4553720,270357,1015710,122481,2565620,182485,2056635,274580,443985,69337,1154015,107817,1708180,194380,5094670,212693,1871615,127636,1157380,144274,1651905,143408,248740,66827,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59367495,689856,630300,76060,5841485,288450,8499235,291113,2243435,198658,6384175,264901,3874825,233443,1755940,165418,4194465,164552,4963265,241785,11442705,351106,4025465,215174,2488580,103825,2818240,138238,205385,59661,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7388730,208210,554530,75142,934405,119475,411330,55038,261810,59820,879680,71670,488490,61844,115195,27589,425555,52338,530595,58819,1320080,77054,628420,66635,350695,40524,449920,49487,38015,18066,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15082995,259786,421500,38805,1248155,97278,1801890,108439,641910,66001,1563235,75501,1271270,101652,306990,41218,1207770,91103,1171030,81628,3106225,120956,1041085,89102,572485,60024,614680,53277,114765,25906,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25753310,403560,554620,100416,3778420,270057,1199110,124252,792905,104897,2486250,142217,1427830,141010,421790,70976,1604050,131912,2539895,178634,2884570,176161,5844685,223108,980200,133885,1122600,120917,116390,29887,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16025855,318524,112735,36221,1622825,164121,2592895,146952,690610,98972,1875790,136566,865035,111291,401710,55450,1027435,139342,1588200,144846,2920245,162099,917305,85326,632460,84660,682105,74936,96500,50970,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,113810360,1074053,289110,99139,7889390,409195,12559125,470099,4962295,271792,10591245,334273,6845750,301347,4794480,288726,13900575,470980,14758595,515414,20518845,561966,6841760,365218,4201255,297209,5428880,293490,229060,66166,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16799500,397154,869155,141524,1792235,161635,856045,98342,496100,79224,1691425,137309,758260,88020,360520,55866,764900,80927,2039565,173211,3521700,190336,1319055,141150,701990,82437,1418630,139019,209915,53098,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,253416970,1816277,746650,111545,17681895,673730,19823975,489368,8430465,347293,23603340,619960,14700405,503117,9680625,443832,26530215,799331,28873800,730111,59794250,940102,17516055,630135,11543985,454044,13989470,458284,501835,102333,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,88036695,861437,955145,118653,10617395,399930,13589605,392059,3401960,255009,9059575,251921,4867385,326498,1845135,164895,5949645,324114,7549295,301259,16382030,331867,5654170,272649,3260680,177059,4024180,186009,880490,95373,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5091305,189824,464145,110050,464440,63566,502180,51489,182410,37061,512190,48610,335440,46882,80105,18534,228545,23583,282130,49957,1104230,73111,322000,45151,211650,29078,331060,45480,70775,22342,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112246740,832686,881265,107157,8904540,342209,21097140,400572,4522740,225294,11750025,269912,6678795,290323,2211365,133953,7724455,293660,9684910,282997,22108790,385418,7782410,423270,3943195,191728,4711740,167013,245360,42979,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30552605,445487,1456270,131195,2806610,198759,3828510,171007,1088625,100655,3132760,181930,2089395,143499,749685,100642,1840270,139142,2264015,145999,5805055,216112,2063720,130222,1226760,78766,1979400,106610,221530,38906,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34726235,429459,1165925,178168,3368630,241292,4966055,209812,1338370,132208,3907810,154780,1805465,160816,677005,69963,2281890,148060,3292335,183386,6180995,233150,2564110,171590,1408660,137431,1701340,109428,67640,21597,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,134468955,1062048,1268490,143691,11169580,427895,18993525,430839,5238130,265418,13492110,375013,7789635,349410,3316130,200676,9996815,314652,13793750,451546,29453675,515004,8020520,332279,5152450,237161,6487340,274312,296810,49912,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11059340,255112,84120,51637,877370,121102,1601865,137178,364630,54951,1282230,115695,392855,64227,265110,74589,888925,93448,1021095,125375,2447730,140641,881385,87478,423320,69701,477330,60879,51365,21632,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
