GEO_ID,B08127_001E,B08127_001M,B08127_002E,B08127_002M,B08127_003E,B08127_003M,B08127_004E,B08127_004M,B08127_005E,B08127_005M,B08127_006E,B08127_006M,B08127_007E,B08127_007M,B08127_008E,B08127_008M,B08127_009E,B08127_009M,B08127_010E,B08127_010M,B08127_011E,B08127_011M,B08127_012E,B08127_012M,B08127_013E,B08127_013M,B08127_014E,B08127_014M,B08127_015E,B08127_015M,NAME,B08127_001EA,B08127_001MA,B08127_002EA,B08127_002MA,B08127_003MA,B08127_003EA,B08127_004MA,B08127_004EA,B08127_005EA,B08127_005MA,B08127_006EA,B08127_006MA,B08127_007EA,B08127_007MA,B08127_008MA,B08127_008EA,B08127_009MA,B08127_009EA,B08127_010EA,B08127_010MA,B08127_011EA,B08127_011MA,B08127_012EA,B08127_012MA,B08127_013EA,B08127_013MA,B08127_014MA,B08127_014EA,B08127_015MA,B08127_015EA,state
0400000US45,42728780,551176,397840,84323,4646870,291920,7435320,315408,1592280,121599,4661830,239882,2500300,203992,784345,104492,2373615,171737,3255285,213909,7738415,275435,3152015,202629,1661750,138650,2206875,162002,322030,73264,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5954460,172138,279390,52805,622885,85380,634540,54127,205950,37264,602750,46755,334085,67167,120255,25271,448035,44941,371865,45662,1271785,73115,435650,44076,239125,45154,357115,59390,31035,12356,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,61027530,704516,509940,80483,5791760,306692,10907900,379896,2466500,164554,6421205,252067,4375100,297506,1386800,148246,3294985,161055,4808880,225369,11029060,331917,4398475,261793,2475985,170265,2782360,178614,378580,65305,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,237178050,1329720,7146340,378592,28247855,773141,26705335,689384,9825180,453490,24481380,522712,15921645,528512,5660595,283884,16843965,461751,24640690,682121,39879050,589656,14734185,475938,11042450,429120,10679780,358076,1369605,107402,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22551165,303547,485925,86553,2340610,193639,2652535,163481,911005,96325,2546670,139931,1363080,124232,545225,65150,1645605,112071,2189665,138129,3957010,168119,1503670,118671,1010580,131208,1310595,118416,88995,25591,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6335075,183965,88545,17534,712550,58784,852605,66990,230945,41509,756480,72737,279695,49674,98775,17821,325680,56365,509120,58963,1478810,90145,433600,47189,203110,30618,350960,47291,14205,9651,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,93915735,805434,810820,98618,9378840,443151,8544550,288994,2447530,165782,8986025,285951,4590525,312451,3082830,199507,6192865,264596,12973420,444376,14822160,327253,5335970,226451,4233180,224897,10214160,335071,2302860,162639,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68714660,718509,1577985,203632,6641945,376438,8230055,307059,2847635,186738,7229280,283348,4084185,235576,2090955,147838,4368890,242878,7621180,303610,11839970,374686,4620510,208602,2764725,159904,3954180,209230,843160,108834,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17520520,378612,1304415,154675,1888480,187300,1898465,190954,511375,70255,1790495,114940,1375540,130833,409845,75978,616965,70082,1126865,104160,3475130,204363,1308050,144861,610520,72547,1150900,128022,53480,25737,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54392475,518178,734350,71333,4994710,236384,11708145,286333,2077390,126116,5640240,189454,2920135,179586,1023280,77186,3522525,159246,3966000,175511,10630355,250684,3271705,141028,1750935,101634,2009535,119959,143165,41957,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4220465,199345,882345,146749,412480,66165,167020,29784,118680,40293,394580,56656,387345,91835,60190,23896,150475,31073,221680,48821,699750,72180,344870,74899,166175,39199,182660,27526,32215,14082,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34733425,695415,331520,51654,3512325,253042,4001710,306261,1511075,163986,3791775,234829,1463165,125626,678245,92621,2260905,195217,2888620,214885,6595180,274572,2296495,174613,1304220,121745,3989100,223263,109090,38487,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
