GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001MA,B19037_001EA,B19037_002MA,B19037_002EA,B19037_003EA,B19037_003MA,B19037_004EA,B19037_004MA,B19037_005MA,B19037_005EA,B19037_006MA,B19037_006EA,B19037_007MA,B19037_007EA,B19037_008EA,B19037_008MA,B19037_009EA,B19037_009MA,B19037_010EA,B19037_010MA,B19037_011EA,B19037_011MA,B19037_012MA,B19037_012EA,B19037_013MA,B19037_013EA,B19037_014EA,B19037_014MA,B19037_015EA,B19037_015MA,B19037_016EA,B19037_016MA,B19037_017MA,B19037_017EA,B19037_018MA,B19037_018EA,B19037_019EA,B19037_019MA,B19037_020EA,B19037_020MA,B19037_021MA,B19037_021EA,B19037_022EA,B19037_022MA,B19037_023MA,B19037_023EA,B19037_024MA,B19037_024EA,B19037_025EA,B19037_025MA,B19037_026MA,B19037_026EA,B19037_027EA,B19037_027MA,B19037_028MA,B19037_028EA,B19037_029MA,B19037_029EA,B19037_030EA,B19037_030MA,B19037_031EA,B19037_031MA,B19037_032MA,B19037_032EA,B19037_033EA,B19037_033MA,B19037_034MA,B19037_034EA,B19037_035MA,B19037_035EA,B19037_036EA,B19037_036MA,B19037_037MA,B19037_037EA,B19037_038EA,B19037_038MA,B19037_039MA,B19037_039EA,B19037_040MA,B19037_040EA,B19037_041MA,B19037_041EA,B19037_042EA,B19037_042MA,B19037_043MA,B19037_043EA,B19037_044MA,B19037_044EA,B19037_045MA,B19037_045EA,B19037_046MA,B19037_046EA,B19037_047EA,B19037_047MA,B19037_048MA,B19037_048EA,B19037_049MA,B19037_049EA,B19037_050MA,B19037_050EA,B19037_051MA,B19037_051EA,B19037_052EA,B19037_052MA,B19037_053EA,B19037_053MA,B19037_054MA,B19037_054EA,B19037_055MA,B19037_055EA,B19037_056MA,B19037_056EA,B19037_057MA,B19037_057EA,B19037_058EA,B19037_058MA,B19037_059EA,B19037_059MA,B19037_060EA,B19037_060MA,B19037_061MA,B19037_061EA,B19037_062MA,B19037_062EA,B19037_063MA,B19037_063EA,B19037_064EA,B19037_064MA,B19037_065EA,B19037_065MA,B19037_066EA,B19037_066MA,B19037_067MA,B19037_067EA,B19037_068MA,B19037_068EA,B19037_069EA,B19037_069MA,state
0400000US01,1788692,9253,105213,5347,33176,3279,13745,2614,10896,2160,9002,1729,7784,1476,5796,1841,4055,1054,5386,1628,5468,1539,5731,1262,2054,587,912,489,859,621,299,174,50,85,0,270,632212,8142,63797,5593,39012,3775,38007,3768,45873,4985,39446,3601,42757,3782,35633,2976,38772,3382,32326,3536,60217,4538,69501,5063,64670,3888,31670,3051,12559,1733,10307,1602,7665,1360,667798,7299,61853,3336,39031,3101,39148,3404,39173,2872,34273,2941,37806,2880,36424,2950,35096,2672,30791,2595,53845,3396,70084,4292,79215,4602,48673,3196,24610,2592,18587,2186,19189,2183,383469,5361,60966,3240,54943,3449,43153,2352,38268,2653,29284,2223,24939,1878,20966,2088,17049,1978,13357,1445,21907,1806,20546,1763,18636,1756,8329,1335,4258,934,3957,841,2911,665,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,16238,1746,1499,559,600,343,1454,655,2676,770,1440,640,1507,886,756,456,1496,644,525,326,1269,672,691,310,1703,801,218,223,267,303,137,165,0,233,93331,2365,5210,1203,2268,597,3014,874,4605,1154,4036,961,3892,844,5015,1130,4065,1003,4340,881,11166,1550,12093,1682,13980,1593,9026,1256,4438,1119,4163,1075,2020,666,98125,2298,5895,876,4162,862,3193,728,3250,837,3052,573,4255,1037,3770,887,4277,980,4187,952,8873,1472,10792,1415,14904,1429,11177,1476,6743,1014,5452,1018,4143,748,25558,1214,2066,515,3226,691,2269,516,2092,535,1288,403,1499,415,1006,387,1522,420,1666,459,1858,502,2286,506,2173,540,1679,473,215,171,580,314,133,133,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,150735,5098,25913,2682,15794,3079,12746,1815,15045,2508,13249,2488,11136,2284,9271,2128,8296,2114,7541,1599,9637,1973,10124,3015,8360,2023,2259,1444,477,426,345,310,542,439,834297,8442,48845,4305,32606,3455,45896,4718,49680,4943,52573,5207,53260,4819,49596,4466,56841,4964,42243,4071,77179,5610,98871,5145,103595,4456,55534,3571,26288,2667,23707,2725,17583,1944,751856,7760,51000,3886,32179,3067,34760,3291,34343,2855,36899,3428,39608,3034,36146,2981,39468,3178,32937,2462,68129,4456,88465,4728,98106,5308,60492,3297,33283,2487,33837,2436,32204,2769,467125,6066,42590,2897,49769,3697,46912,3577,43659,2829,37450,3234,35015,2658,30735,2200,25693,2481,24391,2457,33974,2831,35147,2749,30566,2609,14840,1626,6483,1003,5315,1047,4586,1035,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,67889,3725,16864,2282,9199,1657,7689,1809,7921,1756,7042,1514,4073,1078,4885,1492,3185,989,1361,489,2710,913,1484,572,1321,633,135,158,20,33,0,260,0,260,386961,5939,33317,3229,24737,3186,26480,2764,25094,2813,30303,3121,29339,3102,27446,2876,22748,2064,20278,2045,34277,3308,41253,3161,38206,2928,16050,1819,6954,1456,6414,1227,4065,929,391111,5690,41084,3033,24048,2564,21254,2444,26427,2514,22431,1930,24833,2266,19456,1915,22898,2248,19305,1808,36843,2697,41486,2908,42441,3235,22678,2283,9229,1164,8744,1396,7954,1393,241581,3837,38760,2399,35534,2151,27043,1878,26346,2126,17180,1464,16783,1311,12725,1474,10725,1246,8187,1253,15284,1700,12911,1462,11012,1303,4228,963,2593,619,1220,451,1050,411,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,583374,14089,88600,5749,49644,3922,49483,4863,55619,4350,39672,4304,43607,4231,34638,3392,36093,3427,31798,3464,46479,4482,47655,3766,36280,4646,13007,2338,5500,1394,2758,910,2541,1233,4802384,19059,252994,9625,191920,7448,200000,8505,253745,9793,231384,10054,251668,9009,232968,8553,251684,9044,214862,9969,425044,12238,542065,12718,662583,16053,427843,14195,230437,7913,227347,7464,205840,8530,4475505,17815,257376,8294,157745,7799,158831,6538,180458,7468,167206,7390,189040,7598,173779,7118,195402,7195,175551,7375,347798,10355,493955,12615,618716,13247,460040,10979,287918,7049,297529,9126,314161,7789,2236631,13287,234201,8087,237343,8989,211523,5987,184473,6521,147894,5508,133800,5052,115285,5996,106918,4894,90018,4665,156576,6253,170707,6189,178426,6154,104008,4291,53979,3362,52820,3491,58660,3524,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,120920,4688,20903,2613,12176,1976,13074,1903,12626,2062,10546,1746,10565,1598,7517,1450,6734,1634,3599,1144,9812,2221,7353,1804,4063,1131,1082,497,426,305,281,342,163,161,749318,6800,41505,3042,26719,3545,27161,2772,43076,4010,36384,3620,46318,3623,42053,3810,43267,3350,38221,3484,73901,5100,95022,5157,106489,5234,55867,3260,29535,2616,25454,2436,18346,1790,662986,7247,37190,2959,22709,2241,23461,2844,28803,2781,25125,2321,28524,2888,28665,2338,30927,2400,29206,2790,55531,3275,76963,3790,98200,4464,67764,3664,40725,2919,34722,2530,34471,3230,285813,3842,30058,3041,33500,2335,27820,2161,25481,2330,21837,1931,18192,1775,16416,1796,15128,1760,11505,1337,19681,1813,20183,2292,20981,1966,9106,1391,6091,1081,4650,916,5184,1036,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,44498,3354,7519,1817,4163,1163,3524,990,2927,994,3506,1293,3336,1203,2537,811,2531,1205,1795,807,4437,1330,3482,840,2606,977,1137,643,625,487,161,187,212,348,471529,6552,24404,2808,14910,2316,11102,2058,15670,2441,17992,2685,21164,2751,19916,2842,22194,2781,19843,2780,39907,3476,59032,3766,77321,4488,49240,3359,27169,2752,23781,2215,27884,2416,519342,5522,26053,2979,13253,1852,10742,1502,13817,1674,15664,2551,15816,2029,18703,2079,19696,2117,18295,2161,42079,2956,55577,4019,86107,4044,59329,3678,38226,2956,40418,3039,45567,3223,288469,3624,29634,2668,32046,3262,28195,2907,22208,1744,20637,1557,20093,2164,14053,1538,13706,1553,12406,1598,20618,1942,22179,2123,21808,1860,10885,1528,5447,951,6477,1109,8077,1422,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,17184,1553,2542,838,2051,844,1563,735,1213,627,2287,956,793,508,1878,856,462,287,1199,599,1002,543,1192,510,767,506,114,152,0,262,121,198,0,262,117943,2455,3842,1133,3013,983,5195,1426,5395,1245,5050,1244,5500,1153,6726,1446,6879,1461,6672,1493,11471,1703,16535,1831,19285,1966,10787,1714,4583,1042,3873,814,3137,815,114473,2370,5857,1085,3918,1022,2921,761,3433,704,4947,1072,5502,1038,4008,864,5012,1006,5419,1066,10421,1266,13170,1567,18732,1594,12032,1323,6754,1001,6719,1057,5628,1259,68040,1562,6175,1036,6526,967,7266,1008,5862,933,5246,847,3744,696,3763,806,4601,899,2761,774,5036,805,5698,1239,5128,1087,2983,661,1642,486,937,362,672,325,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,10729,1022,3055,767,901,403,492,296,529,269,949,479,341,222,715,349,837,463,222,170,1077,490,713,353,371,200,228,257,262,271,0,286,37,62,109352,2801,11550,1958,2943,1028,3732,1214,5401,1218,4754,1204,6608,1479,5127,1187,5419,1215,5714,1386,10608,1681,9197,1314,12861,1839,7689,1468,4861,993,5977,1109,6911,1208,81340,2215,9432,1282,4510,1078,4060,846,3259,935,4245,1170,3273,1033,3962,966,4346,1030,1945,718,6852,1224,6619,1090,7997,1411,4802,1005,3243,816,4938,904,7857,975,46792,1469,9343,1282,4959,1063,2906,739,3340,838,2870,767,2935,797,1218,404,1917,672,1852,586,2509,829,2854,805,3425,795,2046,567,1112,421,1524,543,1982,574,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,350864,9775,66080,4094,33750,3534,32594,3816,36863,4400,28511,3952,27164,3227,23362,2995,20588,2936,20302,3332,24885,3180,20692,2843,10996,2326,3074,939,858,579,678,460,467,372,2369677,14503,132693,7471,94630,6190,108430,7286,145555,7903,150753,7004,166858,7397,144322,7443,145623,7199,131352,7035,237835,10176,286491,7505,289828,9821,151180,7789,63620,4074,63784,4158,56723,4001,2515470,15097,182749,8106,112972,6247,122341,7023,133303,6583,137014,6299,146538,6487,134547,5531,132143,6541,122789,6572,219176,7436,271093,8217,308173,8956,192137,6783,102405,4795,93791,4173,104299,4321,1812789,13164,204545,6528,212044,7398,179145,6702,167172,5853,141508,6718,122679,5575,116468,4932,94432,4190,78532,3480,118982,5244,128981,6069,110817,5350,53159,3592,28391,2364,24716,2134,31218,2327,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
