GEO_ID,B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,NAME,B25007_001MA,B25007_001EA,B25007_002MA,B25007_002EA,B25007_003EA,B25007_003MA,B25007_004EA,B25007_004MA,B25007_005MA,B25007_005EA,B25007_006MA,B25007_006EA,B25007_007MA,B25007_007EA,B25007_008EA,B25007_008MA,B25007_009EA,B25007_009MA,B25007_010MA,B25007_010EA,B25007_011MA,B25007_011EA,B25007_012EA,B25007_012MA,B25007_013MA,B25007_013EA,B25007_014EA,B25007_014MA,B25007_015EA,B25007_015MA,B25007_016MA,B25007_016EA,B25007_017EA,B25007_017MA,B25007_018MA,B25007_018EA,B25007_019EA,B25007_019MA,B25007_020MA,B25007_020EA,B25007_021EA,B25007_021MA,state
0400000US20,1071938,6448,744580,9549,16327,1762,92440,3996,146706,4574,177682,4043,76438,3308,58490,2712,87398,2549,68970,2600,20129,1342,327358,8076,67400,3701,87320,4133,60055,4388,44930,3512,14970,1691,9576,1254,15867,1918,17017,1638,10223,984,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1167973,12668,18222,2004,142370,4796,236340,5947,275320,5430,127293,5020,95174,4053,151221,3443,95906,3222,26127,1974,485925,9577,74133,4002,129006,5767,98860,5063,75693,3611,26984,2592,22823,2280,28012,2278,22297,2074,8117,1370,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1136873,14727,22307,2562,138274,5601,229922,5934,266115,6012,111307,4450,96368,3968,147663,3997,99785,3408,25132,2228,539726,13040,86188,5269,137338,6293,102560,5516,94832,5294,31560,3414,26707,2538,30064,2487,22880,2173,7597,1756,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,389203,6053,4148,876,34779,2210,76717,3173,102261,2942,45656,2432,33209,2100,50256,1629,32918,1834,9259,1287,152955,5619,21716,1983,34257,2690,33584,2845,22551,2349,8438,1400,5744,1162,9697,1501,11747,1496,5221,1226,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1438614,13207,14200,1956,160384,5530,320350,7169,363050,7730,158585,5574,121007,4087,161553,4502,110966,3948,28519,2311,647033,13028,77217,5331,162374,6619,144596,7457,107397,5527,40132,3687,24867,2584,38532,2950,35518,2670,16400,1706,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,1567885,15921,7963,1573,156411,5944,347830,8371,390927,7834,172513,5997,125869,4585,178708,4479,146152,4149,41512,2775,880147,14720,81073,4877,232062,8355,178621,8894,140457,5738,55585,3950,40027,3317,61357,3746,59011,3454,31954,2856,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,2903328,19112,48629,3598,353972,8508,606488,8467,700140,8094,297602,6488,237443,7001,329839,4844,257672,4244,71543,3492,984666,14105,155239,6673,260091,8095,194145,6847,149093,5642,50141,3237,37046,3039,51202,3348,57376,2965,30333,2368,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,1530659,9897,32042,2325,215992,5073,345552,5800,375990,4941,149580,4075,112294,3034,154925,3052,112039,2743,32245,2055,489485,9638,90523,4451,126101,5735,83321,4827,66194,3390,20932,1931,17776,2009,25744,2045,35071,2377,23823,1794,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,757446,10943,18824,2427,85210,4512,147701,5574,174110,5232,76489,3720,63567,3274,106501,3276,66094,2818,18950,1749,326588,7944,44286,3362,92738,4531,67192,4152,55690,3765,19175,2004,13179,1842,18709,2286,12424,1612,3195,722,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,1614217,14314,30180,2698,202300,6546,322391,6243,368310,6856,166033,4580,135280,4016,206615,4147,143240,3577,39868,2627,671063,13073,114878,4805,171244,6658,128178,5598,105236,6067,34951,3104,25374,2409,37477,2457,34088,2098,19637,1806,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,254458,4764,4790,1105,26973,2161,42740,2353,63992,2237,28809,1875,24530,1620,34210,1432,21680,1379,6734,789,113810,4404,21762,1802,26397,1898,22109,2355,17132,2053,5625,1140,6045,1192,5896,1010,5888,947,2956,670,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,474682,6469,7982,1145,59643,2531,93935,3369,111665,2796,45386,2122,37763,1938,59547,1956,45726,1877,13035,1135,220910,5577,43179,2564,56994,3128,38906,2872,33606,2238,10371,1331,8336,1264,10988,1316,11220,1300,7310,1075,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,550125,8469,9094,1943,74343,4311,120476,5161,117222,3698,55552,3515,46925,3022,75152,2894,41594,2781,9767,1493,356594,7890,42843,3438,102537,4953,72712,4334,58214,3433,21207,2391,18241,2386,22387,2363,13514,1904,4939,1107,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,362854,5819,2379,754,35439,2748,83096,2985,97051,3087,41225,2085,29784,1789,40215,2344,26962,1904,6703,1161,134200,4792,16908,2261,31355,2760,26106,2537,24772,2435,7640,1357,4670,1072,9892,1405,9028,1132,3829,865,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,2114072,15341,15742,2033,199391,5955,463614,8685,523516,8408,217862,7129,185390,4853,245508,5184,205152,4156,57897,3302,1027884,13709,75281,5377,245345,7335,237066,8321,184370,7144,67822,4233,50690,4047,73595,4006,65346,3905,28369,2838,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,504354,8037,11386,2061,54986,3768,90381,4144,118580,4222,59147,3734,43033,2953,71365,3061,43804,2446,11672,1552,223466,7239,38876,3481,56166,3547,49864,4171,34359,3342,13204,1745,8309,1547,11116,1718,7446,1314,4126,1089,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,3936378,24667,28108,3096,366515,9660,818474,11405,958184,12750,435763,8781,348663,7684,487883,7315,380506,7959,112282,4923,3178053,20688,226321,7923,737925,11364,710190,11062,572396,10379,221308,6273,162344,6931,254197,6123,204703,6923,88669,5081,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,2325140,18958,33472,3040,297128,8183,493641,8104,520287,10248,239850,6111,194620,6091,303098,5415,194748,5299,48296,3227,1084700,16006,158644,5850,321374,10901,235100,8115,167427,6263,57724,3311,35191,3186,49652,3081,42310,2836,17278,1834,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,182490,3399,3211,618,21745,1510,33397,1593,45517,1726,19177,1258,13612,1092,21632,1164,18362,1302,5837,766,87947,3417,19702,1459,22794,1847,12798,1554,10967,1367,4557,824,2930,679,4497,776,6456,1014,3246,602,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,3152610,19830,46561,3596,375361,7917,627090,9458,750720,9285,330075,7230,258779,5280,385088,5698,295223,5623,83713,3542,1355211,15969,202425,7381,341120,9143,265602,8011,225237,6676,72702,3907,53632,3991,79876,3809,75252,3414,39365,2275,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,937051,10825,21234,2320,110641,4618,167294,4759,215149,5313,100830,3836,78866,3206,131983,3606,89380,2818,21674,1482,443544,6948,81708,3949,119686,4423,89837,4221,66936,4099,21245,1921,14596,1621,25286,2246,15483,1740,8767,1134,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,909113,10907,11900,1648,102077,4856,170526,4713,217124,5949,107311,4593,78415,3487,116524,3606,79963,3145,25273,2360,516227,9154,85493,4806,141358,5124,97959,4997,83639,4180,26088,2761,16350,1989,24129,2251,22856,1893,18355,1771,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,3474048,20820,34760,3266,348645,7946,686713,9066,844431,7950,375932,7869,283300,6812,428694,5958,370795,7487,100778,3603,1386092,17657,167703,5819,334016,9797,265492,7661,215599,7009,81301,4913,60350,3941,97591,4804,114621,5066,49419,3323,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406089,2961,254639,4769,1765,785,25061,1976,56822,2893,61750,2577,27776,1897,20747,1805,27974,1820,26806,2059,5938,1010,151450,4785,15710,2096,39066,3074,27451,2748,24954,2264,10202,1712,7288,1161,8422,1244,12370,1489,5987,1198,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,1146620,13840,18653,2477,131551,4988,226729,7086,255198,6183,122849,4735,105514,4082,162632,4010,99796,3316,23698,1900,489287,10310,78541,4852,130260,5744,104232,6533,78892,5058,28667,2750,19532,2060,24433,2185,17262,1834,7468,1208,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,214246,3793,5315,1103,28482,2064,41162,1887,51923,1951,21468,1624,14797,1337,26262,1324,18518,1393,6319,1010,96085,3191,19678,1822,21728,1692,15584,1655,13086,1520,5211,1057,2950,783,5646,938,7802,1011,4400,674,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,1638837,16782,28096,2896,197528,6447,322777,7370,376875,7939,176814,5717,144443,5192,218284,4518,137444,4742,36576,2977,727293,13475,105303,5608,211669,8060,156414,7573,115306,6273,35424,3003,26209,2513,39185,2530,26842,2370,10941,1523,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,5162604,28008,82467,5147,659936,13010,1128361,13323,1242548,14075,521500,9696,413206,7475,615116,7586,394380,7188,105090,3852,2815491,25661,453965,10364,849944,15330,602035,11278,433167,10333,141741,6515,92535,5431,117656,5097,88672,4920,35776,2975,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,558769,7876,16169,2083,105506,4093,115511,4105,127597,3944,46527,2323,37727,2209,57877,2174,39017,1884,12838,1470,233160,6586,51186,3253,82826,3861,38222,3406,28544,2543,9257,1414,6366,1235,7666,1130,5466,975,3627,756,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,176860,3377,1110,423,16110,1396,35713,1598,46645,1910,22053,1580,15583,1253,21032,1186,15086,1140,3528,546,71965,3084,10471,1070,18604,1676,14446,1641,11785,1796,3336,797,2780,861,4323,832,4535,826,1685,460,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,2012391,18661,28036,2799,233610,7308,435574,7902,492962,8793,219768,5977,169468,5689,238881,5152,153300,4638,40792,2573,877297,13767,127130,5578,238562,7914,187704,6924,140712,5922,49576,3460,31927,2630,46870,3670,38794,2633,16022,2107,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,1584549,14207,21075,3120,177296,6748,333755,7109,403604,7476,171273,4572,130997,4101,179397,3823,130395,4342,36757,2724,865925,11710,136516,4951,239969,8419,176171,5467,135748,5794,50264,4393,31289,2752,42228,3273,35251,2826,18489,1504,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,558289,7108,9330,1772,56036,3123,93813,3519,130037,3813,63667,3016,48879,2673,79547,2275,57811,2139,19169,1750,182413,6083,29248,2300,45368,3305,33496,2785,29697,2817,11915,1725,8620,1308,11568,1642,9057,1286,3444,819,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,1556441,11920,25702,2522,185222,5525,326917,5879,390292,6440,159860,3888,120152,3575,182352,3484,130324,3230,35620,2210,663130,10387,111737,4317,163288,5251,120288,5964,97915,5115,34291,2736,25580,1902,37915,1980,47279,2676,24837,1929,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,146504,3363,3234,829,16526,1585,25001,1988,39587,1894,16417,1542,13094,1326,18048,976,11441,1041,3156,693,58431,3013,12947,1557,13189,1767,11469,1420,9456,1269,2800,839,2913,799,2305,593,1760,542,1592,489,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,934479,10320,10131,1475,86304,4015,157031,5794,184048,7164,110481,5187,96440,4344,157244,5237,101671,4254,31129,2665,319839,7515,29660,2605,84260,4577,68892,3907,54637,3107,21163,2075,16180,1836,26001,2227,14298,1715,4748,995,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
