GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001MA,B06007_001EA,B06007_002MA,B06007_002EA,B06007_003MA,B06007_003EA,B06007_004MA,B06007_004EA,B06007_005EA,B06007_005MA,B06007_006EA,B06007_006MA,B06007_007EA,B06007_007MA,B06007_008MA,B06007_008EA,B06007_009MA,B06007_009EA,B06007_010MA,B06007_010EA,B06007_011EA,B06007_011MA,B06007_012MA,B06007_012EA,B06007_013MA,B06007_013EA,B06007_014MA,B06007_014EA,B06007_015MA,B06007_015EA,B06007_016EA,B06007_016MA,B06007_017EA,B06007_017MA,B06007_018MA,B06007_018EA,B06007_019MA,B06007_019EA,B06007_020MA,B06007_020EA,B06007_021MA,B06007_021EA,B06007_022EA,B06007_022MA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026MA,B06007_026EA,B06007_027MA,B06007_027EA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030MA,B06007_030EA,B06007_031EA,B06007_031MA,B06007_032MA,B06007_032EA,B06007_033EA,B06007_033MA,B06007_034EA,B06007_034MA,B06007_035MA,B06007_035EA,B06007_036MA,B06007_036EA,B06007_037MA,B06007_037EA,B06007_038MA,B06007_038EA,B06007_039EA,B06007_039MA,B06007_040EA,B06007_040MA,state
0400000US01,4150183,2206,3977527,7743,99970,5109,47138,4495,52832,3853,72686,6059,50518,5226,22168,2508,2905639,18978,2865241,17967,27674,3461,19553,2771,8121,1923,12724,2167,10793,2133,1931,660,1097467,18285,1061602,17727,21579,2639,16096,2567,5483,1150,14286,2200,11654,2066,2632,775,28884,2922,23795,2841,3111,1028,2247,844,864,480,1978,983,1836,1000,142,174,118193,6572,26889,3942,47606,3553,9242,1975,38364,3274,43698,4666,26235,3959,17463,2141,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,592520,830,512178,3905,15912,2178,11883,1897,4029,1141,64430,3774,43555,3077,20875,2305,218829,4741,183308,4946,2648,1021,2222,1015,426,246,32873,2230,26073,2051,6800,942,326994,5259,309830,4907,7326,1350,6405,1247,921,464,9838,2035,7941,1652,1897,1116,12571,1581,9307,1418,1250,654,824,518,426,361,2014,533,1172,458,842,339,34126,2311,9733,1634,4688,1295,2432,752,2256,761,19705,1887,8369,1491,11336,1656,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5370067,1271,3899889,21897,1150116,17338,606649,15164,543467,17073,320062,10378,229515,8698,90547,5685,1661155,21271,1192420,20727,356084,12494,294767,11865,61317,4742,112651,6038,90484,5634,22167,2389,2812506,21777,2552716,18195,195560,10118,157678,9229,37882,3957,64230,5127,55337,4802,8893,1407,65142,5013,42603,4009,18000,3162,12021,2522,5979,1983,4539,1100,3667,990,872,454,831264,20387,112150,6772,580472,17161,142183,8659,438289,15808,138642,8234,80027,6117,58615,4905,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2515066,2038,2365754,6694,107322,4684,51025,4004,56297,3679,41990,4073,27974,3561,14016,2270,1501567,12964,1472943,13098,21456,2861,16217,2658,5239,1308,7168,1367,5947,1322,1221,458,897062,12039,863244,11341,24706,3636,18686,2991,6020,1327,9112,2168,8051,2113,1061,431,16160,2317,13790,2143,1549,644,1332,584,217,252,821,495,518,382,303,301,100277,5015,15777,2235,59611,3832,14790,2029,44821,3508,24889,2668,13458,2049,11431,2127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32599457,3023,18808277,59716,9192012,46687,4626485,43969,4565527,47849,4599168,42161,2569893,35105,2029275,29177,15823496,55167,11496469,60823,3571933,36886,2912029,38456,659904,19077,755094,16036,626368,14563,128726,7349,6887991,39058,6184162,38897,474627,12548,355192,10781,119435,8364,229202,10886,194106,9071,35096,3622,351482,11373,189180,8159,88866,6585,56210,5469,32656,3911,73436,4601,52871,4121,20565,2203,9536488,52542,938466,21990,5056586,43590,1303054,20555,3753532,43620,3541436,34597,1696548,28284,1844888,27922,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4223659,1774,3505917,13769,515474,11815,262946,8299,252528,11616,202268,9170,136045,8118,66223,5304,1634101,19081,1469410,17759,136798,7355,106125,6924,30673,3994,27893,3243,23350,2992,4543,1053,2079761,19962,1923057,20091,115385,7066,92037,6340,23348,3399,41319,3865,35193,3739,6126,1378,55535,3802,42505,3349,6989,1659,4693,1237,2296,946,6041,1162,4925,1027,1116,566,454262,11968,70945,4365,256302,11504,60091,5053,196211,10844,127015,6179,72577,5277,54438,4678,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3183775,660,2579473,13562,292978,6614,169916,7508,123062,8359,311324,12337,194205,8478,117119,7629,1737111,17552,1597723,16845,75905,4841,64174,4543,11731,1820,63483,4200,54879,3877,8604,1448,927003,15193,846450,15123,46112,5390,37886,5238,8226,1972,34441,3047,28562,2935,5879,1451,100165,5826,23263,2674,72530,5068,35697,3897,36833,4300,4372,1273,3518,1090,854,501,419496,14751,112037,6661,98431,7769,32159,3645,66272,6697,209028,9833,107246,5922,101782,7042,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,763189,304,675223,4212,47212,2903,21644,2773,25568,2233,40754,3232,28976,2780,11778,1522,328990,8073,313383,8016,10275,1875,7621,1843,2654,710,5332,1164,4434,1045,898,505,360294,8456,342423,8391,9841,1924,7204,1492,2637,1168,8030,1685,7323,1733,707,309,11613,1931,4564,1202,6317,1416,3666,1038,2651,872,732,539,541,502,191,196,62292,3706,14853,2306,20779,2333,3153,848,17626,2296,26660,2766,16678,2215,9982,1516,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,477395,429,402580,3521,42111,1949,22340,2793,19771,2405,32704,3389,23865,2247,8839,2203,173243,4562,165469,4641,5330,1357,3711,1140,1619,834,2444,812,1640,600,804,509,231442,5042,215006,4836,9394,1989,7488,1843,1906,711,7042,1250,5980,1161,1062,511,5354,1085,3592,914,1157,531,953,523,204,197,605,312,605,312,0,286,67356,3881,18513,2602,26230,2143,10188,2158,16042,1913,22613,2872,15640,1927,6973,1783,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16270161,3373,12141842,31740,3012931,19603,1581967,25657,1430964,20801,1115388,23715,689283,19050,426105,15532,4825676,33224,4198732,38042,507142,16140,430497,15181,76645,7027,119802,8819,98990,7090,20812,4792,7783495,35566,7164363,32312,452687,13378,384567,13531,68120,5511,166445,8304,141955,7549,24490,2829,471377,12640,144858,7165,307612,11120,181273,9186,126339,7317,18907,2572,15175,2345,3732,1082,3189613,28570,633889,19939,1745490,19546,585630,14931,1159860,18087,810234,18355,433163,13901,377071,13587,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
