GEO_ID,B08102_001E,B08102_001M,B08102_002E,B08102_002M,B08102_003E,B08102_003M,B08102_004E,B08102_004M,B08102_005E,B08102_005M,B08102_006E,B08102_006M,B08102_007E,B08102_007M,B08102_008E,B08102_008M,B08102_009E,B08102_009M,NAME,B08102_001EA,B08102_001MA,B08102_002EA,B08102_002MA,B08102_003MA,B08102_003EA,B08102_004MA,B08102_004EA,B08102_005MA,B08102_005EA,B08102_006EA,B08102_006MA,B08102_007EA,B08102_007MA,B08102_008MA,B08102_008EA,B08102_009MA,B08102_009EA,state
0400000US01,44419105,652629,1400285,94063,3895355,192858,20932850,374377,10896160,296804,3923150,189508,1054080,216107,1026680,89524,1290540,95868,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5162820,195997,232370,40217,451230,72488,2288920,125779,1457110,95785,451225,73400,109000,26538,90695,19599,82270,16732,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,61371165,700682,2217410,122167,6264415,207204,30761870,555886,13213115,301049,4592775,231057,1249050,114035,1407650,130451,1664880,137818,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24524820,438859,933365,74291,2265485,120753,11653250,315726,5672265,211429,1948930,116274,594935,76055,627280,73007,829305,71382,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,401283395,1656564,10964410,399476,36565255,534767,202326355,1281971,92684410,849231,31371695,581973,7986595,293437,8502645,379332,10882030,309582,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50335150,530139,1452315,103859,4641145,216921,25149760,434744,11976365,242065,4037135,218261,873260,80218,929560,84227,1275625,106559,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39679895,535917,964355,75581,2726600,132594,18296090,340448,10527780,270974,3657955,172559,1005825,102547,1137915,106661,1363365,85325,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,9073205,243867,225040,30628,799315,82933,4398975,170616,2185975,121439,785765,74060,161590,29098,228385,33409,288155,43406,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6985030,205364,84085,23207,470580,61335,3947445,154222,1384910,92700,522035,55009,163145,38800,146770,36362,266060,40174,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,192589770,1324887,5889725,233291,16895630,402710,90645015,863424,46633725,672329,16364380,462684,4489530,198475,4635240,215253,7036520,286770,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107703750,1149334,2997405,171510,9672585,364418,56289780,863989,23985885,481046,8277370,263579,1961910,126417,2091660,153108,2427155,201062,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14323135,313527,444950,56351,1373520,125282,6318090,197330,3687205,185210,1293805,84112,361625,54412,364955,53742,478985,61092,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12350715,312247,582110,76485,1297545,85232,5614715,228113,2903750,116308,995730,87487,262705,41755,300170,85147,393985,77909,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,157222075,1465369,4191435,232468,13364150,385039,78679290,993325,36920170,551217,12691455,390315,3329175,277196,3461210,182806,4585195,223016,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61789500,671128,1854685,98543,5405690,198253,29145490,409852,15733905,306357,5261875,195980,1274125,117318,1371730,99889,1742005,97744,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25889715,383903,989850,73342,2605800,134142,11629280,259061,6396825,189099,2198055,97492,574905,61294,628600,63547,866400,79263,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23546400,312893,852840,56472,2495620,157441,10700110,224328,5736655,159709,1925555,109575,501595,55256,513935,49325,820085,75331,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38653290,566872,1232885,78830,3541070,190759,18716970,456440,9364960,276112,3073800,144388,853415,90764,785235,81985,1084950,83708,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45121045,716613,1378005,153704,4670740,244539,21744790,529571,10619395,279934,3595305,232084,965090,119012,907090,96768,1240625,113257,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14243430,323062,537300,47166,1291320,117738,6114280,177875,3779955,146433,1436125,135490,311950,47253,350705,56113,421795,53977,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80326930,907202,2365325,177294,6868605,296425,37552470,603417,20152475,356736,7154760,264144,1882135,165243,1975000,161425,2376160,168581,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,79140450,839222,1807305,141103,6249640,197962,38797530,551216,19154070,391347,7000955,235340,1778170,147273,1929335,154244,2423440,156935,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,100192670,710171,3072215,119634,8610925,237407,47821660,502991,25674420,347030,8396535,274390,2060765,119700,2095105,103349,2461050,154398,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54902940,539051,1855730,76513,5173970,162545,26437995,360661,13471850,265927,4467120,139491,1071225,68531,1046615,66045,1378435,72950,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27214335,539502,765950,93814,2725085,230455,13008445,333039,6403780,321792,2306305,174358,564705,75746,624350,77727,815710,85390,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59367495,689856,2055930,122874,5669210,189622,27351100,482452,14854940,336437,5020570,162019,1291730,105072,1372410,105171,1751605,104031,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7388730,208210,334405,30073,729610,95833,3079355,107836,2017255,98509,665455,54186,186635,29681,176620,32952,199390,32279,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15082995,259786,565785,41095,1569980,75682,6750290,170607,3640890,124471,1214210,83159,366775,40502,392940,49131,582130,48959,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25753310,403560,938100,77462,2382805,145316,13083275,304175,5369715,158939,1954555,117021,555995,70308,579450,68905,889420,79858,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16025855,318524,490305,46438,1127210,72251,7179000,237589,4488010,168165,1507990,103581,392380,54304,365780,50154,475175,63917,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,113810360,1074053,2502600,160378,8002400,285721,55113070,775866,29131590,546944,9842120,296202,2641745,169700,3045750,176522,3531085,164643,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16799500,397154,716755,98415,1692225,114906,7392990,264237,4229230,185471,1474725,106639,447635,69156,367175,63013,478765,51888,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,253416970,1816277,4862560,211310,19217695,458708,125639640,1470075,61934675,752664,21933025,538459,5807695,260265,6207610,325187,7814070,326466,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,88036695,861437,2636820,141135,7700670,271765,44262795,603420,20214695,410563,7034830,213395,1836155,96163,1816745,142239,2533985,137357,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5091305,189824,213275,30826,538940,64124,2165940,118611,1306145,65212,459610,40160,91165,15603,119750,18115,196470,28369,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112246740,832686,3737390,143402,10125380,276433,52586385,600250,28013200,394688,9579955,243905,2366410,143814,2460350,129975,3377670,130925,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30552605,445487,1148615,72176,3131780,141993,13557945,318024,7435755,178817,2749450,145875,679865,68323,704810,70512,1144385,77771,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34726235,429459,1116800,100255,3216525,165112,16116030,326174,8690780,248390,3255520,166428,686500,68610,770780,89688,873295,93522,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,134468955,1062048,3553990,154580,11080180,368188,61784835,774023,34856205,405521,12635640,349466,3170305,170623,3283940,182162,4103870,165856,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11059340,255112,269385,42412,932860,77997,5285865,199729,2709665,112744,981165,85138,267825,48318,231335,48574,381235,63865,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42728780,551176,1210265,101373,4253810,239986,20323050,405989,10235875,289605,3544990,177820,928545,75171,911635,86899,1320610,103108,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5954460,172138,267085,30905,634890,56890,2642500,117875,1444180,76594,464485,40047,151170,32508,149460,34274,200690,25244,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,61027530,704516,1912320,99124,5387685,212152,29229830,460099,14671755,343847,5234340,193161,1325990,102731,1407950,101835,1857665,115767,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,237178050,1329720,6521190,248535,22495890,520853,118259600,930893,55205250,718969,18421455,517994,4781010,177036,4992955,290110,6500700,306209,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22551165,303547,1135490,73421,3114035,142813,11060115,233919,4529775,160412,1422715,80886,391450,51349,415640,53043,481950,44007,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6335075,183965,214500,23615,485155,52260,2717135,132825,1767730,90592,649645,57913,159865,24953,149165,25217,191885,26438,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,93915735,805434,2612650,136607,7575915,271161,45223225,644054,23320855,389821,8244145,288769,2067915,167383,2215125,154160,2655905,167543,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68714660,718509,1989335,112638,6419630,248831,32998660,519166,16977420,362421,5719660,209115,1461810,115835,1532690,111846,1615460,121154,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17520520,378612,492985,67509,1544925,117959,8087920,268543,4855165,220003,1537100,122449,345775,59877,282690,38322,373960,45515,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54392475,518178,1902015,69566,5243135,160763,25093505,335141,13758745,229732,4572265,149045,1094415,72749,1199540,82663,1528860,86399,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4220465,199345,165705,26748,495145,93594,1634200,133346,1132490,93996,408175,57633,102115,24561,139160,40465,143485,29736,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34733425,695415,601575,74359,3663270,223822,19875455,492686,6820835,260057,2135330,167009,528920,64802,502145,81743,605895,66029,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
