GEO_ID,C25116_001E,C25116_001M,C25116_002E,C25116_002M,C25116_003E,C25116_003M,C25116_004E,C25116_004M,C25116_005E,C25116_005M,C25116_006E,C25116_006M,C25116_007E,C25116_007M,C25116_008E,C25116_008M,C25116_009E,C25116_009M,C25116_010E,C25116_010M,C25116_011E,C25116_011M,C25116_012E,C25116_012M,C25116_013E,C25116_013M,C25116_014E,C25116_014M,C25116_015E,C25116_015M,NAME,C25116_001MA,C25116_001EA,C25116_002EA,C25116_002MA,C25116_003EA,C25116_003MA,C25116_004EA,C25116_004MA,C25116_005MA,C25116_005EA,C25116_006MA,C25116_006EA,C25116_007EA,C25116_007MA,C25116_008EA,C25116_008MA,C25116_009EA,C25116_009MA,C25116_010MA,C25116_010EA,C25116_011MA,C25116_011EA,C25116_012EA,C25116_012MA,C25116_013EA,C25116_013MA,C25116_014EA,C25116_014MA,C25116_015MA,C25116_015EA,state
0400000US13,3320278,14891,2218217,18944,469800,9497,307900,7666,161900,6124,1748417,16680,1483781,15198,264636,5304,1102061,16638,377735,10212,311620,9859,66115,3277,724326,14467,694243,14479,30083,2514,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,256578,4620,46005,2997,26673,2159,19332,1959,210573,4189,154036,3783,56537,2718,173429,5114,50136,3617,38424,3370,11712,1575,123293,4674,113372,4254,9921,1416,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,379948,6577,74156,3619,43053,3047,31103,2112,305792,5864,248386,5324,57406,2596,152187,5032,52426,4348,41151,4003,11275,1694,99761,3911,95276,4012,4485,1030,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,3277573,19759,731714,12554,430957,10776,300757,6813,2545859,18480,2095128,17402,450731,7009,1413447,16614,579853,11783,433499,10821,146354,6452,833594,15407,781594,14430,52000,4107,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,1759089,16467,380590,7949,216062,6730,164528,5075,1378499,15686,1136144,13653,242355,5404,683921,13453,280722,9971,212216,8762,68506,3395,403199,10083,383662,9614,19537,2015,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,877796,9351,196267,5744,109251,4590,87016,3281,681529,8586,547751,7458,133778,3254,323037,6427,140112,5732,100938,4607,39174,2333,182925,4469,171294,4380,11631,1182,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,744580,9549,161839,4939,92550,4268,69289,2832,582741,9115,475533,7978,107208,3106,327358,8076,136871,5776,104744,5568,32127,2255,190487,6115,179507,6148,10980,1655,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1167973,12668,269724,7588,158006,6412,111718,3698,898249,12498,736713,10846,161536,4992,485925,9577,190422,7147,146148,6843,44274,3011,295503,7896,281351,7590,14152,1482,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1136873,14727,254959,8428,143467,6665,111492,4705,881914,13958,720826,12078,161088,4878,539726,13040,204619,9252,161561,8282,43058,3518,335107,9699,317624,9325,17483,2187,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,389203,6053,82495,3626,46264,2948,36231,2218,306708,6089,250506,5306,56202,2177,152955,5619,64793,4015,44460,3724,20333,1731,88162,3761,81830,3530,6332,1060,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1438614,13207,308943,8587,199744,7398,109199,4607,1129671,12423,937832,11249,191839,5439,647033,13028,254858,9524,192720,8553,62138,3227,392175,9803,363863,9894,28312,2521,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,1567885,15921,332018,8576,193596,6506,138422,5202,1235867,14557,1007917,13602,227950,6011,880147,14720,368359,10474,254453,9224,113906,5029,511788,10813,473372,9892,38416,3307,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,2903328,19112,658756,11279,404913,9531,253843,5747,2244572,17354,1839361,16096,405211,6729,984666,14105,423848,12419,314324,11610,109524,4122,560818,11316,531431,11094,29387,2067,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,1530659,9897,328270,7438,215403,6842,112867,3425,1202389,10644,1016047,9645,186342,3582,489485,9638,226859,6715,160913,6262,65946,2951,262626,7969,243934,7767,18692,1763,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,757446,10943,168193,6545,90633,5488,77560,3886,589253,11287,475268,10190,113985,3973,326588,7944,113197,4693,89682,4898,23515,2058,213391,7389,202578,7214,10813,1523,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,1614217,14314,356943,7754,208796,7060,148147,3939,1257274,13961,1015698,12450,241576,5002,671063,13073,277585,8011,209312,7899,68273,2724,393478,9274,370549,8919,22929,2133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,254458,4764,60134,3016,36058,2658,24076,1330,194324,4180,155776,3639,38548,1687,113810,4404,44952,3257,33963,3043,10989,1418,68858,3388,65107,3315,3751,730,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,474682,6469,104786,4060,57910,3063,46876,2380,369896,6380,298464,5462,71432,2817,220910,5577,97025,4288,73453,3992,23572,1885,123885,4491,117939,4479,5946,914,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,550125,8469,121938,4433,75264,4189,46674,2897,428187,7914,348348,7852,79839,3081,356594,7890,125071,6034,98985,5624,26086,2926,231523,8379,216769,7678,14754,2046,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,362854,5819,68983,3411,42640,2592,26343,2423,293871,5919,246334,5584,47537,2367,134200,4792,54367,3029,37454,3138,16913,1609,79833,4235,73997,4200,5836,1208,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,2114072,15341,425441,10528,230786,7728,194655,6023,1688631,14178,1374729,12943,313902,6243,1027884,13709,390438,11508,274938,10342,115500,5269,637446,13202,585636,11848,51810,3963,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,504354,8037,120281,4839,71336,3847,48945,2974,384073,7993,306177,6947,77896,3489,223466,7239,80078,5018,64380,4842,15698,2187,143388,6179,136398,5781,6990,1403,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,3936378,24667,829284,15100,454439,10397,374845,8961,3107094,22467,2501268,19312,605826,9977,3178053,20688,1245353,18275,885290,16631,360063,9234,1932700,22515,1745194,19636,187506,6617,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,2325140,18958,532540,10711,322033,8972,210507,5759,1792600,17732,1456965,15117,335635,7249,1084700,16006,398878,10993,322845,10105,76033,3873,685822,13462,652615,13059,33207,2592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,182490,3399,43134,2404,25306,1969,17828,1310,139356,3695,111353,3264,28003,1585,87947,3417,44206,2824,33199,2863,11007,1231,43741,2666,40549,2579,3192,745,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,3152610,19830,705934,10313,401539,9123,304395,6152,2446676,18831,1987047,16415,459629,7398,1355211,15969,569323,11897,423307,11243,146016,4615,785888,12840,737411,12982,48477,2674,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,937051,10825,213303,6181,115426,4881,97877,3688,723748,9810,578588,8624,145160,3770,443544,6948,167191,5513,129740,5213,37451,2812,276353,6308,264268,6024,12085,1484,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,909113,10907,202515,5854,121070,5359,81445,3536,706598,10341,566283,9403,140315,3819,516227,9154,196274,6716,149875,6399,46399,2666,319953,8323,301012,8021,18941,1746,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,3474048,20820,779569,12479,420855,10335,358714,7339,2694479,18730,2152926,16329,541553,7377,1386092,17657,620891,11968,427936,11047,192955,5371,765201,15346,696525,13934,68676,3619,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406089,2961,254639,4769,55186,3367,31093,2523,24093,2439,199453,5167,162828,4813,36625,2495,151450,4785,63270,3428,44072,3111,19198,1948,88180,3694,80599,3543,7581,1303,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,1146620,13840,272459,8051,157994,6079,114465,4457,874161,13116,702500,11023,171661,5099,489287,10310,172629,7122,141974,6993,30655,2519,316658,9535,298150,8938,18508,2131,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,214246,3793,45625,2393,27441,1909,18184,1430,168621,3600,135706,3411,32915,1634,96085,3191,43332,2835,29387,2579,13945,1279,52753,2532,48850,2306,3903,844,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,1638837,16782,371086,9220,219011,8480,152075,5361,1267751,15651,1027522,13849,240229,5563,727293,13475,273758,8539,220658,8245,53100,2986,453535,12102,429667,11834,23868,2311,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,5162604,28008,986567,13979,593605,11855,392962,7988,4176037,25558,3454413,24680,721624,10868,2815491,25661,986553,18718,823261,17145,163292,5379,1828938,22659,1750126,22130,78812,3941,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,558769,7876,89718,4602,55113,4101,34605,2126,469051,8671,393924,8003,75127,2575,233160,6586,66196,4351,55198,4371,10998,1414,166964,5898,161203,5942,5761,1050,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,176860,3377,38222,2248,24082,1938,14140,1177,138638,3385,113132,3055,25506,1350,71965,3084,30828,2283,22516,2056,8312,1086,41137,2561,38906,2435,2231,588,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,2012391,18661,447242,10922,279083,8765,168159,5153,1565149,18058,1300335,15341,264814,6493,877297,13767,327995,9855,257288,8944,70707,3537,549302,12598,518323,12337,30979,2596,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,1584549,14207,336090,8154,212871,6762,123219,4660,1248459,13604,1025129,11350,223330,5190,865925,11710,341572,8796,271673,8257,69899,3468,524353,10965,498284,11007,26069,2496,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,558289,7108,133529,4278,65825,3706,67704,3040,424760,7008,335937,6346,88823,3354,182413,6083,71487,4289,53744,4216,17743,1575,110926,5004,104600,4785,6326,1173,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,1556441,11920,335124,7254,204859,6856,130265,3977,1221317,11341,1003286,10087,218031,4486,663130,10387,299810,6648,214162,5868,85648,3624,363320,9255,338937,9014,24383,1861,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,146504,3363,33717,2280,20418,2027,13299,1217,112787,3355,93441,3047,19346,1417,58431,3013,23125,2429,18468,2353,4657,718,35306,2481,34306,2459,1000,317,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,934479,10320,185202,6346,96448,4571,88754,4714,749277,9557,547987,9558,201290,5841,319839,7515,77368,4177,52521,3475,24847,2307,242471,6375,222271,6151,20200,2013,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
