GEO_ID,B18022_001E,B18022_001M,B18022_002E,B18022_002M,B18022_003E,B18022_003M,B18022_004E,B18022_004M,B18022_005E,B18022_005M,B18022_006E,B18022_006M,B18022_007E,B18022_007M,B18022_008E,B18022_008M,B18022_009E,B18022_009M,B18022_010E,B18022_010M,B18022_011E,B18022_011M,B18022_012E,B18022_012M,B18022_013E,B18022_013M,B18022_014E,B18022_014M,B18022_015E,B18022_015M,B18022_016E,B18022_016M,B18022_017E,B18022_017M,B18022_018E,B18022_018M,B18022_019E,B18022_019M,B18022_020E,B18022_020M,B18022_021E,B18022_021M,B18022_022E,B18022_022M,B18022_023E,B18022_023M,B18022_024E,B18022_024M,B18022_025E,B18022_025M,B18022_026E,B18022_026M,B18022_027E,B18022_027M,B18022_028E,B18022_028M,B18022_029E,B18022_029M,B18022_030E,B18022_030M,B18022_031E,B18022_031M,NAME,B18022_001EA,B18022_001MA,B18022_002MA,B18022_002EA,B18022_003MA,B18022_003EA,B18022_004MA,B18022_004EA,B18022_005EA,B18022_005MA,B18022_006EA,B18022_006MA,B18022_007MA,B18022_007EA,B18022_008MA,B18022_008EA,B18022_009MA,B18022_009EA,B18022_010MA,B18022_010EA,B18022_011EA,B18022_011MA,B18022_012EA,B18022_012MA,B18022_013MA,B18022_013EA,B18022_014MA,B18022_014EA,B18022_015MA,B18022_015EA,B18022_016MA,B18022_016EA,B18022_017EA,B18022_017MA,B18022_018MA,B18022_018EA,B18022_019MA,B18022_019EA,B18022_020MA,B18022_020EA,B18022_021MA,B18022_021EA,B18022_022MA,B18022_022EA,B18022_023MA,B18022_023EA,B18022_024EA,B18022_024MA,B18022_025EA,B18022_025MA,B18022_026MA,B18022_026EA,B18022_027MA,B18022_027EA,B18022_028MA,B18022_028EA,B18022_029EA,B18022_029MA,B18022_030EA,B18022_030MA,B18022_031EA,B18022_031MA,state
0400000US01,2894176,5043,312563,9849,151141,7288,21946,2847,8118,1769,13828,2186,129195,6131,35756,3423,93439,4648,161422,6218,20164,2565,6515,1298,13649,2399,141258,5095,31972,2861,109286,4325,2581613,10403,1249589,7872,524914,4956,373127,6667,151787,6392,724675,6855,611409,7244,113266,4819,1332024,6906,545038,5208,314567,7361,230471,8127,786986,5790,533280,7782,253706,7426,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,33588,2599,16092,1792,2350,716,1372,613,978,413,13742,1567,5829,1097,7913,1241,17496,1888,2382,711,926,462,1456,498,15114,1761,5622,1000,9492,1307,393402,3062,198986,2371,77544,1575,52244,1963,25300,1782,121442,2394,98287,3050,23155,2043,194416,2184,78322,1321,46985,2259,31337,2292,116094,1957,84466,2439,31628,2189,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,249464,9405,115876,6605,17800,2783,7649,1516,10151,2170,98076,5441,33052,3421,65024,4406,133588,5555,17323,2404,5407,1483,11916,1938,116265,5418,34634,3308,81631,4382,3418363,10697,1717515,7551,768204,5034,583958,6590,184246,6906,949311,5608,790946,8023,158365,5492,1700848,7162,737151,4579,435315,7388,301836,8095,963697,5638,649587,7340,314110,7069,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,198203,7198,94855,4623,9951,1577,4484,1132,5467,1072,84904,4611,24957,2636,59947,3915,103348,4824,14124,1794,3347,996,10777,1623,89224,4578,23558,2398,65666,3772,1540021,8089,756892,5103,328775,4300,238309,5480,90466,4811,428117,4983,359300,4822,68817,3744,783129,5578,326652,3522,201580,5553,125072,5063,456477,5231,327002,5938,129475,5186,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,1383577,23196,637507,15244,96495,6454,39394,3976,57101,5130,541012,13428,184396,7542,356616,11234,746070,14230,97181,6094,33356,3236,63825,5215,648889,11618,191917,6469,456972,10678,21522730,24536,10795604,18459,4645855,11773,3237537,19568,1408318,20052,6149749,15136,5145812,20101,1003937,17012,10727126,16727,4504543,10758,2547269,18222,1957274,20447,6222583,11709,4111039,20601,2111544,21383,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,170324,6057,84397,4959,13825,2057,6900,1459,6925,1552,70572,4597,26866,2853,43706,3440,85927,3756,9678,1344,3880,936,5798,1025,76249,3398,27953,2102,48296,3091,2883180,7983,1459561,6446,627948,4288,484137,5935,143811,5679,831613,5996,715607,6038,116006,4613,1423619,5229,593700,3979,386863,7463,206837,7781,829919,4100,608533,6393,221386,6165,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,118089,6275,53323,4482,8535,2038,3751,1175,4784,1783,44788,3845,17009,2365,27779,2873,64766,4142,8605,1787,3817,1112,4788,1369,56161,3968,20133,2268,36028,3096,2097349,7135,1030577,5083,367033,3287,259754,4597,107279,4411,663544,4088,568823,5806,94721,4561,1066772,4911,365672,3192,235006,5363,130666,5225,701100,4191,522549,5806,178551,5726,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,40490,2896,17583,1793,3096,885,1297,682,1799,687,14487,1609,4674,1028,9813,1438,22907,2276,4538,1295,2303,917,2235,848,18369,2029,6509,1313,11860,1692,494780,3230,241983,2084,95519,1362,70602,2144,24917,1955,146464,1712,125383,2375,21081,1875,252797,2664,96335,1846,65156,2897,31179,2876,156462,2101,113263,3142,43199,2390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,23011,2886,9372,1708,1486,873,407,341,1079,748,7886,1412,2621,919,5265,1304,13639,1968,1591,1199,506,485,1085,808,12048,1505,3214,932,8834,1309,326657,2902,156627,1894,67820,1232,47585,1736,20235,1647,88807,1563,71090,2582,17717,2136,170030,1983,75633,1367,52704,2104,22929,1871,94397,1486,65755,2778,28642,2425,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,834593,14885,386220,10309,48351,4042,20831,2751,27520,3292,337869,10027,109978,6069,227891,8367,448373,11593,49712,4016,22548,3270,27164,2853,398661,10267,117710,6189,280951,8818,10044452,17889,4939446,13808,1957967,7794,1414370,11775,543597,10578,2981479,11481,2500646,15373,480833,11934,5105006,13719,1955409,8326,1195188,12226,760221,11769,3149597,11266,2165153,15289,984444,14419,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
