B23011_047M,B23011_048E,B23011_048M,B23011_049E,B23011_049M,B23011_050E,B23011_050M,B23011_051E,B23011_051M,B23011_052E,B23011_052M,B23011_053E,B23011_053M,B23011_054E,B23011_054M,B23011_055E,B23011_055M,B23011_056E,B23011_056M,B23011_057E,B23011_057M,B23011_058E,B23011_058M,B23011_059E,B23011_059M,B23011_060E,B23011_060M,B23011_061E,B23011_061M,B23011_062E,B23011_062M,B23011_063E,B23011_063M,B23011_064E,B23011_064M,B23011_065E,B23011_065M,B23011_066E,B23011_066M,B23011_067E,B23011_067M,B23011_068E,B23011_068M,B23011_069E,B23011_069M,B23011_070E,B23011_070M,B23011_071E,B23011_071M,B23011_072E,B23011_072M,B23011_073E,B23011_073M,B23011_074E,B23011_074M,B23011_075E,B23011_075M,B23011_076E,B23011_076M,B23011_077E,B23011_077M,B23011_078E,B23011_078M,B23011_079E,B23011_079M,B23011_080E,B23011_080M,B23011_081E,B23011_081M,B23011_082E,B23011_082M,B23011_083E,B23011_083M,B23011_084E,B23011_084M,B23011_085E,B23011_085M,B23011_086E,B23011_086M,B23011_087E,B23011_087M,B23011_088E,B23011_088M,B23011_089E,B23011_089M,B23011_090E,B23011_090M,B23011_091E,B23011_091M,B23011_092E,B23011_092M,B23011_093E,B23011_093M,B23011_094E,B23011_094M,B23011_095E,B23011_095M,B23011_096E,B23011_096M,B23011_097E,B23011_097M,B23011_098E,B23011_098M,B23011_099E,B23011_099M,GEO_ID,B23011_001E,B23011_001M,B23011_002E,B23011_002M,B23011_003E,B23011_003M,B23011_004E,B23011_004M,B23011_005E,B23011_005M,B23011_006E,B23011_006M,B23011_007E,B23011_007M,B23011_008E,B23011_008M,B23011_009E,B23011_009M,B23011_010E,B23011_010M,B23011_011E,B23011_011M,B23011_012E,B23011_012M,B23011_013E,B23011_013M,B23011_014E,B23011_014M,B23011_015E,B23011_015M,B23011_016E,B23011_016M,B23011_017E,B23011_017M,B23011_018E,B23011_018M,B23011_019E,B23011_019M,B23011_020E,B23011_020M,B23011_021E,B23011_021M,B23011_022E,B23011_022M,B23011_023E,B23011_023M,B23011_024E,B23011_024M,B23011_025E,B23011_025M,B23011_026E,B23011_026M,B23011_027E,B23011_027M,B23011_028E,B23011_028M,B23011_029E,B23011_029M,B23011_030E,B23011_030M,B23011_031E,B23011_031M,B23011_032E,B23011_032M,B23011_033E,B23011_033M,B23011_034E,B23011_034M,B23011_035E,B23011_035M,B23011_036E,B23011_036M,B23011_037E,B23011_037M,B23011_038E,B23011_038M,B23011_039E,B23011_039M,B23011_040E,B23011_040M,B23011_041E,B23011_041M,B23011_042E,B23011_042M,B23011_043E,B23011_043M,B23011_044E,B23011_044M,B23011_045E,B23011_045M,B23011_046E,B23011_046M,B23011_047E,B23011_047MA,B23011_048EA,B23011_048MA,B23011_049MA,B23011_049EA,B23011_050MA,B23011_050EA,B23011_051MA,B23011_051EA,B23011_052EA,B23011_052MA,B23011_053EA,B23011_053MA,B23011_054EA,B23011_054MA,B23011_055MA,B23011_055EA,B23011_056MA,B23011_056EA,B23011_057EA,B23011_057MA,B23011_058EA,B23011_058MA,B23011_059EA,B23011_059MA,B23011_060EA,B23011_060MA,B23011_061MA,B23011_061EA,B23011_062MA,B23011_062EA,B23011_063MA,B23011_063EA,B23011_064EA,B23011_064MA,B23011_065EA,B23011_065MA,B23011_066MA,B23011_066EA,B23011_067MA,B23011_067EA,B23011_068MA,B23011_068EA,B23011_069EA,B23011_069MA,B23011_070EA,B23011_070MA,B23011_071EA,B23011_071MA,B23011_072MA,B23011_072EA,B23011_073MA,B23011_073EA,B23011_074MA,B23011_074EA,B23011_075EA,B23011_075MA,B23011_076EA,B23011_076MA,B23011_077MA,B23011_077EA,B23011_078MA,B23011_078EA,B23011_079MA,B23011_079EA,B23011_080EA,B23011_080MA,B23011_081EA,B23011_081MA,B23011_082EA,B23011_082MA,B23011_083MA,B23011_083EA,B23011_084MA,B23011_084EA,B23011_085MA,B23011_085EA,B23011_086EA,B23011_086MA,B23011_087EA,B23011_087MA,B23011_088MA,B23011_088EA,B23011_089MA,B23011_089EA,B23011_090MA,B23011_090EA,B23011_091EA,B23011_091MA,B23011_092EA,B23011_092MA,B23011_093EA,B23011_093MA,B23011_094MA,B23011_094EA,B23011_095MA,B23011_095EA,B23011_096MA,B23011_096EA,B23011_097EA,B23011_097MA,B23011_098EA,B23011_098MA,B23011_099MA,B23011_099EA,NAME,B23011_001MA,B23011_001EA,B23011_002EA,B23011_002MA,B23011_003EA,B23011_003MA,B23011_004EA,B23011_004MA,B23011_005EA,B23011_005MA,B23011_006MA,B23011_006EA,B23011_007EA,B23011_007MA,B23011_008EA,B23011_008MA,B23011_009EA,B23011_009MA,B23011_010EA,B23011_010MA,B23011_011MA,B23011_011EA,B23011_012MA,B23011_012EA,B23011_013MA,B23011_013EA,B23011_014EA,B23011_014MA,B23011_015EA,B23011_015MA,B23011_016EA,B23011_016MA,B23011_017MA,B23011_017EA,B23011_018MA,B23011_018EA,B23011_019MA,B23011_019EA,B23011_020EA,B23011_020MA,B23011_021EA,B23011_021MA,B23011_022MA,B23011_022EA,B23011_023MA,B23011_023EA,B23011_024MA,B23011_024EA,B23011_025EA,B23011_025MA,B23011_026EA,B23011_026MA,B23011_027EA,B23011_027MA,B23011_028MA,B23011_028EA,B23011_029MA,B23011_029EA,B23011_030MA,B23011_030EA,B23011_031EA,B23011_031MA,B23011_032EA,B23011_032MA,B23011_033MA,B23011_033EA,B23011_034MA,B23011_034EA,B23011_035MA,B23011_035EA,B23011_036EA,B23011_036MA,B23011_037EA,B23011_037MA,B23011_038EA,B23011_038MA,B23011_039MA,B23011_039EA,B23011_040MA,B23011_040EA,B23011_041MA,B23011_041EA,B23011_042EA,B23011_042MA,B23011_043EA,B23011_043MA,B23011_044MA,B23011_044EA,B23011_045MA,B23011_045EA,B23011_046MA,B23011_046EA,B23011_047EA,state
1956,18765,2118,36943,3364,675002,14266,6313834,5819,702207,13718,288901,8678,189069,6795,117806,5548,7279,1278,17943,1961,14071,2290,16010,2217,15960,1793,76977,4475,30220,2779,3671,1152,8708,1596,8928,1491,11885,1847,13565,1949,22855,2292,6387,1101,935,334,1868,629,2074,683,4462,1106,7129,1462,413306,10620,5611627,13917,4268655,21802,3129917,22283,2319524,24279,135285,5487,259577,9625,127938,6702,148564,6145,139029,6284,929532,12427,441485,10623,41482,2691,127270,5264,86102,4933,103705,5183,129488,5826,209206,7776,59529,4398,7234,1343,24610,2482,20685,2283,35787,2529,61361,4438,1342972,18800,0400000US36,12286285,7677,5972451,6301,641799,15683,307594,10086,236868,8983,150718,7393,10551,1947,18960,2366,16498,2015,18678,2898,21463,2299,52516,3766,17861,2207,2471,813,5121,1241,6964,1397,7171,1317,12928,1770,18210,3222,5799,1727,139,156,1071,742,1643,838,2524,1333,7034,1525,334205,10230,5330652,15923,4655650,20464,4067866,21762,3180023,25260,171048,6565,240063,9443,160105,6552,166497,7152,150130,6558,468268,11029,187802,7892,18226,2362,51647,3700,45238,3578,72999,5058,92356,4533,119516,6456,36855,4060,3090,858,12440,1866,11423,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
881,8765,1378,14367,2213,215647,7777,2804269,4632,393410,8857,169419,6703,112227,5597,67541,5092,4329,893,12351,2048,8879,1604,8961,1722,10166,1710,46263,3536,14696,1876,2538,860,4242,1100,5502,1152,10129,1851,9156,1545,10929,1588,2328,769,916,477,676,397,965,593,1977,673,4067,883,223991,7243,2410859,9284,1932438,12724,1431174,13847,1021224,13521,65034,4131,133060,6381,77352,3978,67017,5498,67487,5721,407694,9929,165078,6940,20220,2391,47546,3483,47022,3421,61273,4148,66555,4618,93570,4757,22698,2500,3403,977,10022,1599,9723,1601,17952,2375,29772,2839,478421,9608,0400000US37,5523942,5590,2719673,5477,365957,9316,191247,6889,147895,5832,92536,4522,6897,1477,11672,2073,10306,1821,12662,2091,13822,2095,35483,2903,9547,1689,1579,561,3201,919,2927,860,7106,1472,11123,1933,7869,1444,1747,583,384,521,248,190,703,439,1568,656,3219,992,174710,7547,2353716,11115,2138069,11696,1868370,12897,1475294,12433,82503,5106,111316,5971,71134,5157,61060,3939,67063,4916,225070,7187,83040,5607,10928,1898,23024,2245,26325,3432,36138,3533,45615,3641,44629,3890,12852,1891,2398,781,3099,1245,3148,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
337,614,225,1103,437,7795,1058,199095,1211,19907,1724,11460,1585,6285,1007,4483,853,341,242,179,132,555,290,258,161,469,303,3782,973,2297,698,267,193,431,294,334,200,178,182,275,154,1393,509,545,378,97,118,32,51,46,77,170,139,503,296,8447,986,179188,1889,158015,2756,109286,2703,79921,2893,4546,829,8044,1154,8286,1064,3510,739,4979,965,39847,2378,18939,1448,1760,618,4022,978,5257,919,4527,892,5342,1044,8882,1080,2230,551,285,176,1031,358,1813,661,1126,363,2397,583,21173,1864,0400000US38,405046,1208,205951,1196,21122,1883,14433,1677,11779,1577,8271,1288,299,159,459,283,799,453,1357,594,594,328,1979,515,713,309,128,128,82,101,290,182,317,202,449,196,675,281,138,145,0,203,25,42,0,203,74,88,438,216,6689,1007,184829,2322,177034,2176,156263,2539,120760,2924,6687,1200,9142,1268,7093,947,6988,1418,5593,996,16747,1558,6686,931,589,280,2037,623,1435,477,2159,620,3841,836,4024,858,1302,424,0,203,478,235,527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1472,13607,1734,25492,2588,288527,8606,3711629,5044,499299,9475,222905,7624,136119,5483,83791,4208,5037,915,11793,1872,11281,1584,9745,1648,14472,2076,68807,4672,27559,2728,3150,930,7636,1425,6511,1285,10842,1606,13109,1819,17979,2173,4907,951,910,586,1167,414,2358,774,2297,813,6340,1223,276394,7812,3212330,10248,2618295,13046,1788398,14277,1339598,13734,76738,4250,118114,4602,104143,4846,73182,4411,76623,4072,679997,11562,323624,8978,33638,2809,69465,3691,73517,3869,87038,5632,92715,4713,149900,5559,43898,3147,6124,1017,12627,1758,20177,2144,24881,2521,42193,2479,594035,11801,0400000US39,7295291,5810,3583662,4254,467273,8308,241481,7322,182087,7035,110893,5392,7274,1440,13661,2021,14408,1900,17541,2316,18310,2129,45247,3037,13681,1768,1962,699,5487,1296,5058,1080,6900,1093,12159,1700,14147,2209,3119,762,324,219,1079,420,993,532,3118,877,5514,1701,225792,6493,3116389,9151,2827862,10864,2445994,13521,1923134,14375,103831,4546,131704,4964,108811,5599,92550,5352,85964,4186,309086,9048,121071,5971,15295,1959,28925,2677,32169,2386,48757,3580,62869,4082,72782,4141,18115,1744,2336,723,6719,1229,6513,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
638,4484,1105,6722,1678,80398,4045,1137323,3962,183816,6688,82414,4433,57484,4028,33155,2713,3149,1233,4940,1015,4203,899,6080,1377,5957,1168,19489,2225,7150,1346,572,338,1718,539,2372,652,3383,835,4294,950,5441,1069,1506,545,105,101,709,412,376,241,540,247,2205,866,101402,5538,953507,7852,747049,9151,545422,9592,390609,8963,24835,2747,36669,2927,35727,3385,27896,3075,29686,3129,163732,6746,66955,4686,7823,1214,17400,2109,17747,2095,23436,2290,30371,2986,37895,3015,10006,1559,1568,446,3615,754,3528,862,7846,1432,11332,1529,206458,5848,0400000US40,2239622,4470,1102299,3127,177934,5572,98195,4924,76041,4680,50382,4102,3689,885,5419,1140,4878,1224,5661,1096,6012,1048,17534,2097,4991,1118,552,259,1843,792,1375,455,3476,725,5297,1319,4620,1201,857,446,52,74,429,374,813,650,593,386,1876,668,79739,4061,924365,6314,843967,6716,739467,7527,583436,8394,32146,2607,37317,2900,28898,3029,30554,2598,27116,2788,83248,4880,31514,2915,3458,864,7055,1420,11396,1989,14987,1935,14838,1833,21252,2593,5143,1041,662,340,2227,793,2014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1090,4894,1008,9663,1732,92050,5362,1182278,2916,157097,6552,80073,5131,47063,4348,26739,2736,2470,666,2926,886,4700,1414,5554,1882,4674,1444,25061,2523,9650,1697,1435,565,2446,652,2678,743,3310,957,5542,1297,7949,1556,1642,680,275,215,583,392,1059,477,1857,734,2533,936,77024,3298,1025181,7557,811003,8957,536885,8214,362024,7479,32889,3257,47085,3629,36039,3458,29846,2774,29002,3172,220566,6905,92263,4943,14546,1514,27878,2609,30209,2522,25829,2659,29841,2645,53552,3386,13663,1774,2212,593,5255,1372,6516,1155,9400,1268,16506,2069,214178,6398,0400000US41,2363699,3442,1181421,3148,154894,6719,91307,5143,68043,4483,40825,3893,3562,811,5882,1911,5508,1437,5917,1157,6349,1045,17781,2557,5478,1196,760,487,2959,1151,1875,689,2430,826,4279,1372,5483,1141,1038,561,153,164,679,384,728,381,1334,632,1551,529,63587,4124,1026527,6435,934477,7390,795939,9431,590470,10541,42190,2780,53950,3693,37477,3570,38479,3839,33373,3046,110782,5818,41776,3707,6014,1113,12534,1958,10920,1565,17050,2393,22488,2544,27756,3186,6080,1432,939,450,2269,720,3911,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1632,16718,2089,23714,1949,319076,9559,3953850,3834,493966,10515,212254,6657,134001,5573,83312,4477,4777,971,12523,1565,10157,1459,12686,1781,10546,1426,61908,4409,22128,2141,2543,736,8046,1373,6505,1593,9930,1971,12756,2212,16345,1910,4678,902,450,307,1260,417,2292,863,2830,782,4835,951,281712,8539,3459884,10874,2793938,14768,1940658,16026,1470198,15078,73924,3875,137325,5792,95863,4811,83547,4652,79801,4680,691267,11072,333864,7124,30479,2297,77176,4550,75079,4073,82848,4715,91821,4612,162013,5536,43505,3426,5978,1167,20081,1942,21609,2062,28999,2448,41841,2614,665946,12790,0400000US42,7770329,5341,3816479,4607,479796,9273,238427,6796,180789,5741,111397,4627,5728,1237,12835,1632,15008,1962,18094,2794,17727,2727,45145,3866,14004,1859,1478,490,4472,1155,5384,1344,7074,1169,12733,2017,12493,1673,3238,638,772,431,857,394,1113,570,1906,564,4607,1017,241369,7587,3336683,9515,3017607,11975,2639473,13414,2070289,13600,108207,4631,148388,6191,111395,5316,106179,5563,95015,6014,300098,8239,113044,5150,13177,1462,32433,2855,30003,2426,47606,3192,63835,4388,78036,4676,19834,2414,2684,703,6840,1403,8246,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
244,708,320,2206,846,23807,2567,347613,1878,45654,2981,20407,2038,13323,1678,7207,1448,807,438,1311,697,1376,718,1254,482,1368,716,5778,1168,1993,828,320,259,634,286,413,255,853,474,1565,611,1306,596,356,371,46,77,58,100,197,296,285,296,364,207,25247,2470,301959,3238,254533,4102,175567,4930,129682,4830,7877,1598,13203,1481,8136,1554,7424,1415,9245,2519,64785,3987,36208,2791,2205,735,7992,1206,6245,1082,6494,1340,5641,1455,14181,1723,4419,935,734,370,1696,490,2676,874,1779,586,2877,870,47426,3040,0400000US44,676835,2312,329222,1529,41487,3071,21471,2442,17415,2178,11705,1818,533,266,1926,673,1347,582,1123,661,781,339,2950,717,1138,447,57,98,129,156,691,412,511,304,424,288,1106,515,652,450,0,284,0,284,76,89,68,113,310,213,20016,2389,287735,3445,263928,3965,229220,4034,180164,4524,8234,1400,14915,2323,10680,1518,7443,1303,7784,1635,28855,2604,11554,1726,815,411,3557,1240,3688,1012,4035,1001,5206,1185,5853,1149,1659,687,48,82,954,522,278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
620,3074,835,7522,1476,118530,5658,1393743,2714,211351,7195,80732,4156,53642,3283,33017,2300,1979,709,4738,1053,4600,1183,4039,1040,5269,1081,21707,2789,7533,1774,388,225,2458,961,2646,939,3756,814,4926,1178,5383,1130,982,471,506,415,362,260,506,350,897,603,2130,791,130619,5760,1182392,7529,935076,8003,698386,9356,502226,9349,29329,2877,51487,3986,44652,3435,36355,3413,34337,3475,192108,6082,84585,4234,7641,1053,20477,2382,20458,2017,24739,2711,34208,3519,44582,3823,11475,1723,808,405,3819,774,5100,1187,7564,1469,15816,2391,247316,6883,0400000US45,2704680,3812,1310937,3361,191041,7041,87302,4465,67062,4275,41958,3539,1896,658,5840,1474,4980,1340,7090,1401,5298,1238,15938,1868,5834,1238,519,395,1687,755,1138,466,2426,853,4334,991,4302,999,683,416,101,121,371,307,489,292,819,390,1839,795,103739,5455,1119896,7853,1001366,8514,888801,8154,708035,9870,33640,3008,45993,3917,32968,2791,31723,2761,36442,3528,92143,5201,35226,3097,3621,823,9698,1710,8967,1801,15499,2246,19132,2548,20422,2425,5062,1158,1281,574,1691,589,1792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
491,871,383,1869,729,12827,1639,239375,1314,26147,1987,15169,1586,9485,1370,6691,1126,306,174,891,480,315,199,624,340,658,301,4328,831,1512,472,266,179,391,269,618,310,666,332,875,374,1356,471,295,200,61,78,128,111,117,117,171,155,584,313,10978,1550,213228,2057,187343,2691,134244,2990,101550,3108,5470,912,10018,1350,6648,1034,6386,1232,4172,1081,43339,2833,21914,2081,2972,921,3850,822,4324,876,4609,903,5670,1172,9760,1436,2797,757,483,306,1171,508,1376,535,1682,545,2251,535,25885,2401,0400000US46,480380,1432,241005,1289,27097,2014,16818,1750,11956,1554,7760,997,279,208,560,289,1196,424,1209,520,952,469,3525,928,1323,558,241,262,530,418,202,166,612,391,617,310,1337,602,178,170,73,125,218,305,307,269,253,291,308,194,10279,1315,213908,2324,201081,2412,175949,2808,137578,2940,8773,1416,9955,1319,6389,1207,6462,1095,6792,1082,18872,1720,8269,1276,835,408,1410,609,2210,709,3036,783,3112,639,6260,1209,1381,518,221,165,720,324,1198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1040,4795,1192,9453,1706,149841,6540,1969269,3816,322822,9374,124196,5168,84822,4378,49401,3185,3779,928,7112,1637,7278,1755,8811,1510,8441,1581,31151,2676,8943,1671,1270,636,3001,809,4187,1002,5973,1418,7777,1291,8223,1548,2259,809,153,148,583,292,709,422,1916,798,2603,705,198626,7787,1646447,9915,1314165,10515,982199,10669,700756,10296,44792,3227,85166,4737,57127,4162,50113,3755,44245,3967,276663,8575,115070,5528,13912,1811,31802,2902,30402,2877,37658,3818,47819,4273,55303,3072,14726,1812,3008,886,5123,1016,6704,1114,8600,1375,17142,2124,332282,8893,0400000US47,3872545,4866,1903276,4025,300462,8251,147221,6002,116102,5205,75115,4067,6096,1508,8846,1493,6312,1187,10278,1968,9455,1714,23537,2687,7222,1449,503,306,2428,759,3893,1170,4270,1002,5221,1182,7582,1402,1735,730,210,192,906,476,418,252,955,418,3358,883,153241,7041,1602814,8676,1452973,9380,1267911,8842,1002602,11145,56531,3821,68787,5167,50296,3245,47727,4768,41968,3379,154311,5991,59391,4362,7082,1421,17138,2119,14618,1984,24713,2549,31369,2786,30751,3432,9921,1628,1093,390,2679,745,2810,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
