GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,NAME,B25102_001MA,B25102_001EA,B25102_002EA,B25102_002MA,B25102_003MA,B25102_003EA,B25102_004MA,B25102_004EA,B25102_005EA,B25102_005MA,B25102_006EA,B25102_006MA,B25102_007MA,B25102_007EA,B25102_008MA,B25102_008EA,B25102_009MA,B25102_009EA,B25102_010EA,B25102_010MA,B25102_011EA,B25102_011MA,state
0400000US01,1261475,13183,763484,12694,554432,10988,94548,4873,46241,3145,68263,4360,497991,8961,332743,7663,34794,2883,17472,1810,112982,4574,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,5719,829,12824,1457,76058,3240,9924,1337,42494,2205,6402,928,5256,970,17516,1798,13320,1098,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,230486,7990,439345,10599,366003,7609,29311,3019,437312,8419,160658,6625,127514,5259,95551,4083,53589,3561,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,283634,7228,82748,4335,41585,2761,24118,2393,304740,6694,217434,5499,44464,2775,16681,1654,26161,1992,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,438066,10829,893498,16413,3968175,30922,71665,4468,1698734,14717,448649,8462,416940,9187,692090,9968,141055,6527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,188439,7217,351285,8816,396034,6263,8650,1327,289287,6657,92583,4067,99039,3767,91823,3598,5842,1095,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,8691,1357,24355,2385,623731,9309,3093,805,260073,5398,9235,1446,13458,1537,234547,5325,2833,634,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,61939,3231,55173,2436,38359,2475,4328,1099,70061,2788,42159,2443,14394,1582,7668,1006,5840,1003,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,14904,1530,19446,1905,40923,2325,4218,829,26027,2018,9922,1350,5128,1039,9891,1282,1086,532,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,534136,11329,788434,14309,1798392,18726,92558,4763,1690429,16973,507796,10255,369269,8527,645374,10567,167990,6604,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2218217,18944,1614736,16820,480742,11174,460097,10298,633412,11102,40485,3530,603481,9189,315556,7323,112603,5105,126034,5126,49288,2697,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,256578,4620,173911,4625,64711,3366,57213,3150,45510,2549,6477,1390,82667,3529,38965,2796,21635,1798,19982,1794,2085,738,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,379948,6577,264314,5961,51044,2715,113146,4042,95634,4162,4490,897,115634,3841,33320,2216,42035,2553,32027,2311,8252,1467,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3277573,19759,2265586,18653,155359,5125,260161,8247,1832937,16231,17129,2025,1011987,11984,170041,5984,161175,5709,647498,9118,33273,2440,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1759089,16467,1221232,14115,387387,8979,373413,8751,443271,9412,17161,2093,537857,8635,226490,6799,152866,4871,142450,4563,16051,1223,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,877796,9351,544219,6900,105720,4137,173908,4690,257761,5980,6830,1045,333577,5886,100291,3819,104308,3868,122386,3496,6592,989,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,744580,9549,483960,6967,92776,3643,152469,5470,230369,5847,8346,1346,260620,5996,86978,3533,79533,3395,87274,3412,6835,1064,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167973,12668,738499,10563,326442,8027,236890,6991,143721,4701,31446,2827,429474,8979,251953,7013,85124,4294,43474,2979,48923,3163,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1136873,14727,662139,11341,308015,7211,89896,4848,74695,4027,189533,7676,474734,9671,217777,7205,31883,2422,26518,2581,198556,6349,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,389203,6053,248269,5493,27220,1907,62433,3354,156549,5030,2067,731,140934,3497,28881,1809,38061,2121,71430,2918,2562,621,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1438614,13207,1100282,13463,50619,3746,200405,7070,835380,10899,13878,1780,338332,6751,33450,2330,74775,3787,215529,6205,14578,1299,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1567885,15921,1128667,14519,23636,2621,93208,5774,1003657,13905,8166,1511,439218,8983,11713,1543,33362,2762,381081,8195,13062,1614,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2903328,19112,2006152,16869,172900,5429,458550,10218,1306810,12644,67892,4136,897176,11701,147588,4795,230523,5691,440925,8598,78140,3752,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1530659,9897,1092254,9864,159518,4610,287896,6087,636835,8452,8005,861,438405,6424,119290,3924,119664,4048,190955,4420,8496,1114,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,757446,10943,434214,10380,232848,7880,93503,5002,46909,3354,60954,3397,323232,7693,169570,5646,37520,2695,20857,1696,95285,3869,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1614217,14314,1070777,12718,350599,8703,343986,7939,355712,7307,20480,2355,543440,9303,241682,6128,157951,5173,124686,4275,19121,1948,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,254458,4764,150744,4470,24415,2348,54995,3379,66664,3009,4670,1107,103714,3688,29463,1960,31194,2179,35666,2337,7391,1216,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474682,6469,300240,4821,28952,1989,61398,3026,205584,4429,4306,828,174442,4422,37106,1870,36351,2143,90289,3007,10696,1289,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,550125,8469,427452,8369,64369,3782,137912,5404,216168,5774,9003,2062,122673,4548,33757,2277,32021,2610,45178,2479,11717,1749,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,362854,5819,254938,5548,3754,754,9105,1450,240462,5394,1617,682,107916,3836,7575,1332,9669,1646,87996,3321,2676,750,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2114072,15341,1493048,14524,10564,1677,24082,2686,1443891,14089,14511,1661,621024,8141,9354,1448,19405,2041,566265,8483,26000,2545,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,504354,8037,304493,7059,133336,5891,93756,4553,64714,3722,12687,2245,199861,5337,104026,3915,41525,2527,26083,2207,28227,2400,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3936378,24667,2560299,22041,102698,4195,244304,7436,2115172,22182,98125,5561,1376079,13806,117863,4657,174240,5370,964157,12580,119819,5075,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2325140,18958,1575633,17491,515644,10906,547678,11882,480712,9847,31599,3398,749507,10797,360271,7489,211549,6268,141609,5422,36078,3153,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,182490,3399,98142,3460,18457,1778,21237,1890,55830,2636,2618,725,84348,2452,33491,1800,18772,1367,25458,1726,6627,991,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3152610,19830,2173185,16367,295681,8511,631967,10114,1225302,11505,20235,1870,979425,11658,229289,5426,281203,6840,448043,9129,20890,2034,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,937051,10825,566189,8703,280658,6799,168053,5073,102314,3930,15164,1785,370862,7326,243503,6284,67638,3607,35515,2427,24206,1994,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
