GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002MA,B16007_002EA,B16007_003EA,B16007_003MA,B16007_004EA,B16007_004MA,B16007_005EA,B16007_005MA,B16007_006EA,B16007_006MA,B16007_007MA,B16007_007EA,B16007_008MA,B16007_008EA,B16007_009EA,B16007_009MA,B16007_010EA,B16007_010MA,B16007_011EA,B16007_011MA,B16007_012MA,B16007_012EA,B16007_013MA,B16007_013EA,B16007_014EA,B16007_014MA,B16007_015EA,B16007_015MA,B16007_016EA,B16007_016MA,B16007_017EA,B16007_017MA,B16007_018MA,B16007_018EA,B16007_019MA,B16007_019EA,state
0400000US15,1148331,472,208744,691,175103,3791,3632,1230,1247,705,28648,3475,114,189,770692,817,582574,7439,17466,2548,9736,1760,160458,6790,458,375,168895,685,115525,3162,1168,426,2917,840,49061,3058,224,271,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1289728,1117,267030,1240,240445,2424,22104,2113,1550,590,1653,770,1278,612,865978,1497,774837,4201,68268,3240,10976,2110,7150,1231,4747,1373,156720,1218,149701,1159,3423,891,2157,961,721,338,718,286,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11541146,1763,2332381,2169,1839226,12115,354252,8804,91558,5767,32622,3543,14723,4015,7772612,2658,5990489,20618,1030919,10002,474558,18166,218806,7802,57840,7492,1436153,2109,1234487,5514,63244,2099,104709,5131,28813,1846,4900,1137,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5663249,2027,1162893,2322,1073408,5200,54797,3181,24940,3610,7278,1251,2470,1370,3773185,2321,3483913,6988,165174,5421,76052,5399,38866,2859,9180,2031,727171,1996,694864,2643,10652,1423,18578,2269,2184,447,893,432,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2679362,1413,484747,1651,446706,2518,25732,1590,8111,1928,3435,765,763,501,1792448,1658,1676756,4200,61369,3181,30047,3866,20539,2106,3737,1146,402167,1534,390732,1716,3242,708,6515,1182,1363,631,315,193,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2474976,1383,483807,1985,431377,3809,40446,2984,6550,1160,4588,1139,846,425,1661041,2165,1495951,5583,103671,3996,26915,3197,27314,2307,7190,1972,330128,1631,314541,1972,6266,1212,7119,1200,1795,546,407,305,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3787480,1985,704958,2276,672500,3497,18528,2090,9410,2295,3241,795,1279,590,2586637,2354,2477959,6032,54443,3147,32460,3891,17419,1882,4356,1279,495885,1811,488694,1951,1809,613,3082,782,1881,790,419,324,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4070976,1871,821857,2165,778612,3833,21108,2436,13972,1521,6491,1334,1674,1143,2750236,2680,2524316,8106,77099,4154,111726,5462,28866,2881,8229,2335,498883,2359,426428,4914,10611,1335,58331,3389,2553,929,960,1156,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1216504,715,209050,1006,197489,1759,2497,651,5593,1150,1998,920,1473,731,826139,838,768160,3882,7680,1616,42545,3338,5081,1186,2673,930,181315,684,158977,2304,541,354,21178,2039,468,399,151,124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5079545,1425,1015890,1811,883880,6617,67678,3843,30720,4005,22158,2168,11454,2187,3454205,2432,2910563,10660,212963,5723,152859,8293,119335,4964,58485,5395,609450,1888,549857,3279,13106,1389,26672,3171,16069,1510,3746,928,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5787790,985,1055601,1373,854094,8239,95151,4443,66117,5650,31600,2754,8639,2442,3935401,1903,3095829,18071,285016,6323,362561,15707,152221,6397,39774,5702,796788,1392,661893,5967,18580,1287,97248,5600,14353,1369,4714,1733,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9214148,1661,1861228,1999,1694380,7955,68560,3624,42845,4266,22356,2372,33087,5442,6158418,2360,5597581,12497,187538,6440,182213,7139,96663,4517,94423,8360,1194502,2166,1104332,3689,13828,1491,54089,2891,7445,1066,14808,1954,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4652645,1843,889516,2061,787949,5315,41188,2853,15651,2134,30334,1981,14394,3500,3185811,1947,2883913,6083,113833,4613,67504,4978,81233,3599,39328,4424,577318,1511,543534,2717,3862,824,19893,2276,5855,907,4174,899,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2613859,1661,533649,1838,517465,2339,9088,1657,2972,1298,2762,943,1362,440,1742748,2484,1683562,4085,33800,2884,11663,1796,9412,2006,4311,1059,337462,2123,332666,2162,1980,619,1791,577,693,424,332,305,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5253164,2150,992398,2339,933653,3757,30005,2399,17700,3209,8922,1366,2118,1116,3539628,2505,3338494,7932,90389,3759,61725,5567,38791,3069,10229,2413,721138,2255,701306,2441,6488,1171,9312,1411,3244,937,788,748,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,856752,866,149831,1330,143897,1830,2603,772,2103,777,111,104,1117,478,585857,1392,560445,2884,7689,1269,9126,1852,1888,560,6709,1222,121064,846,116662,1223,550,341,2826,836,269,218,757,355,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1584316,984,306272,1191,272388,2600,26566,2055,2825,855,2624,1301,1869,790,1060127,1167,960731,3723,65861,2632,16857,2779,11978,1841,4700,1296,217917,1118,207946,1345,3860,1064,4839,882,783,383,489,395,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2208391,1108,445915,1152,318223,5469,111847,4681,5316,1675,8266,1436,2263,1090,1494800,1281,1087807,7547,287146,6007,39381,4135,70630,3716,9836,2171,267676,1232,223726,3550,18232,1500,13308,2400,11301,1295,1109,463,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1198995,1145,229409,1153,215186,2068,4438,1114,6682,1368,1802,498,1301,697,818265,989,743008,5033,16805,1712,42952,4338,11753,1723,3747,1311,151321,652,136325,1509,1604,540,12619,1487,238,241,535,382,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7940313,1136,1573569,1290,1192929,10866,219555,6525,94152,6862,51390,4002,15543,3083,5298734,2290,3722498,17544,783003,9810,462887,15725,258541,8553,71805,6263,1068010,2206,849631,5553,72130,2103,109091,5612,27731,1979,9427,1836,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1755649,1718,354810,1765,249088,6004,81757,5051,1660,654,1754,563,20551,2894,1173154,1995,728523,8538,343779,7130,14375,2174,10557,1756,75920,3092,227685,1797,144530,2500,67666,2233,3418,979,1351,563,10720,507,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17407992,1631,3272488,1936,2407474,13626,489849,9454,229384,11116,97430,6044,48351,4974,11764631,3115,8294775,29030,1753195,13391,1014052,24264,545383,14050,157226,9920,2370873,2310,1793983,10766,196757,3158,280518,9338,81518,2930,18097,2878,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7810389,2904,1531365,3382,1381351,6340,110482,3790,19402,4454,15461,2125,4669,1312,5293149,3854,4753660,9989,357381,7905,89981,7149,68760,4168,23367,3277,985875,2887,953251,4270,9421,1753,17071,2083,4783,1261,1349,582,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,573060,642,98678,698,93023,1153,2607,717,1852,505,192,237,1004,407,387727,746,370347,2114,4944,1112,8716,1533,1585,661,2135,582,86655,608,77183,1205,196,167,8792,1036,203,153,281,164,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10420402,2054,2018404,2688,1896777,7555,48513,3114,44130,4723,13399,2148,15585,3291,6971014,2758,6532636,12442,148601,5909,168275,8751,73106,3862,48396,6728,1430984,2125,1354661,4139,10911,1282,50829,3547,7355,1244,7228,1432,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3188478,1471,603395,1782,552236,4026,37666,2858,4271,1404,5301,1234,3921,1480,2143320,2815,1953236,6753,121091,3816,23641,2913,28625,2247,16727,2672,441763,2536,426235,2639,6080,1372,3510,868,1823,559,4115,1040,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3334045,1462,620397,1993,517148,6053,71720,4321,15987,2664,14039,1651,1503,694,2266240,2228,1935433,10239,198869,6232,61716,5667,62223,3301,7999,1579,447408,1752,417710,2187,8580,1521,11569,1505,8064,1189,1485,678,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11253570,1604,2074197,1860,1865824,9108,102559,5350,70963,6713,26489,2471,8362,2129,7424907,2352,6731702,14474,275539,6246,251682,11145,127449,5337,38535,5644,1754466,1926,1628761,4939,20816,1834,88757,4374,11154,1316,4978,1023,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,968612,753,180281,1073,142715,2619,23822,2250,9817,1809,3927,892,0,284,648370,1339,517818,5463,64703,2621,49483,4815,12945,1523,3421,1074,139961,878,111460,2360,3708,426,22133,2370,1679,632,981,548,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3835500,1914,743743,2050,699333,3177,32637,2410,7013,1443,3388,870,1372,1012,2586169,1980,2420069,7564,100304,3730,38942,5307,19976,2053,6878,3241,505588,1595,491477,1914,4609,940,6930,1087,2005,609,567,358,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,692220,891,132432,856,122913,2442,3324,853,4119,1705,399,339,1677,958,458698,841,431471,2700,8483,1142,8545,1616,2013,595,8186,1410,101090,685,96002,804,356,287,3234,723,125,124,1373,409,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5422454,2406,994670,3269,933611,5878,36448,3245,11174,2970,7812,1479,5625,2306,3719131,2875,3490667,9019,125097,4760,52355,5364,34892,2498,16120,3163,708653,2415,694743,2884,3965,917,6646,1396,2865,725,434,247,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20403745,3358,4433871,4055,2940704,19295,1350646,17985,57235,4909,69265,4051,16021,2823,13822025,5370,8977939,22614,4149285,20441,270479,10301,348402,9236,75920,6898,2147849,4677,1638343,6564,421241,4862,50624,4135,33720,2811,3921,909,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2191308,1072,502895,1374,444109,4560,43123,3421,6710,1697,6375,1362,2578,771,1482865,1267,1254543,6973,144705,5265,38417,4035,33057,2467,12143,1691,205548,902,188410,1636,7242,1116,6669,1231,2347,550,880,359,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570045,430,100324,610,96466,845,1368,439,1888,625,554,344,48,62,392906,588,373720,2425,2660,556,12313,1843,3395,1273,818,369,76815,431,70815,1308,149,152,5418,1127,159,119,274,193,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6826604,2798,1306584,3107,1155327,7850,83465,4688,31333,4072,26234,3044,10225,2652,4696972,3264,4043217,11713,289810,6466,155753,8505,157414,6044,50778,6542,823048,2563,763342,3983,13601,1400,24108,3050,18814,1328,3183,811,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5751180,1544,1082349,1517,901415,7290,96143,4574,38589,5259,39353,2851,6849,1833,3985057,2205,3316392,16417,277143,6577,146009,11261,211886,6076,33627,5261,683774,1915,612932,4117,14832,1775,25251,3059,27677,1828,3082,884,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1672814,935,281555,1391,273294,2224,5789,1690,1446,592,866,664,160,198,1124874,1509,1100621,2705,9274,1418,8984,1462,3834,1066,2161,945,266385,1132,261869,1404,655,360,3205,808,330,308,326,265,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5035768,1640,950745,1913,857481,4110,50772,2808,22010,2785,17888,1974,2594,949,3410559,1897,3134516,7513,147380,4769,68532,4391,47390,2775,12741,3422,674464,1647,638735,2461,7332,1013,23807,2206,3633,665,957,322,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464197,904,81848,938,77909,1290,2985,1023,495,284,161,294,298,368,323128,1233,303678,2692,11918,1974,4375,1200,1267,596,1890,801,59221,805,55392,1014,1930,662,1545,607,99,135,255,186,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3609858,756,773683,759,30864,2926,742101,3074,718,801,0,280,0,280,2356903,0,106018,6015,2246970,6101,2828,881,838,623,249,276,479272,0,28380,2229,450289,2189,588,338,15,29,0,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,72
