GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002MA,C03002_002EA,C03002_003MA,C03002_003EA,C03002_004EA,C03002_004MA,C03002_005MA,C03002_005EA,C03002_006EA,C03002_006MA,C03002_007EA,C03002_007MA,C03002_008MA,C03002_008EA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012EA,C03002_012MA,state
0400000US38,609645,0,601092,764,554110,577,4866,685,29389,1797,5459,1146,486,396,0,203,6782,1332,118,148,6664,1330,8553,764,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11155606,0,10901717,2161,9284543,2699,1272661,6562,20695,2445,161289,2922,1898,855,14259,2626,146372,7381,4504,1311,141868,7065,253889,2161,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3433496,0,3205729,696,2491692,1069,239885,4297,244723,5534,53215,2318,2892,1542,2097,702,171225,6740,2693,934,168532,6783,227767,696,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3560109,0,3206676,0,2897961,2349,56220,2043,36239,2895,123960,2998,6515,1043,6426,2217,79355,4465,2097,722,77258,4482,353433,0,Oregon,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,41
0400000US42,11979147,0,11494468,1165,9908913,3696,1179790,6282,13804,1558,265052,3043,1609,816,20032,3870,105268,6140,4868,1456,100400,5977,484679,1165,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1032662,0,919940,0,817252,2906,46499,2437,4372,891,26671,1813,68,109,10101,3607,14977,2931,2017,1061,12960,2532,112722,0,Rhode Island,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,44
0400000US45,4113961,0,3978920,2138,2704013,1910,1170710,4964,13736,1972,44161,2115,1210,774,5409,2345,39681,4589,1449,1039,38232,4456,135041,2138,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,746033,0,731893,712,649303,967,5881,519,61800,2274,4659,803,36,62,198,238,10016,1904,238,262,9778,1838,14140,712,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5810590,0,5637886,2424,4534901,1892,949787,5442,14201,1992,72989,2901,1200,995,6922,1719,57886,4613,2851,1105,55035,4465,172704,2424,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22270165,0,14367086,0,10898613,5452,2408694,10676,71386,4390,715751,5605,9967,1828,51219,6398,211456,11597,15011,3036,196445,10875,7903079,0,Texas,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,48
0400000US49,2427350,0,2163266,0,2028330,1108,17470,1412,27316,1309,46524,2048,14282,1784,2285,1097,27059,2841,1275,641,25784,2753,264084,0,Utah,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,49
0400000US50,602290,0,597076,649,578212,270,2825,442,1138,473,6561,660,65,78,326,270,7949,951,242,324,7707,891,5214,649,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7332608,0,6893819,3186,5011025,3690,1386248,8702,19980,2323,339617,4665,3436,1153,18526,4444,114987,8350,5186,1496,109801,8307,438789,3186,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6146338,0,5604616,0,4723932,4677,197000,4118,75691,4610,399757,4986,26568,1675,12137,3098,169531,7852,6027,3679,163504,7265,541722,0,Washington,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,53
0400000US54,1771750,0,1761611,1124,1676602,1839,53911,2807,2215,881,7898,1216,1121,644,457,481,19407,2737,479,468,18928,2738,10139,1124,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5375751,0,5133464,1287,4622432,2297,304226,3658,43137,2061,105908,2539,845,433,6669,2647,50247,3969,2182,817,48065,3848,242287,1287,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,495226,0,461789,0,439924,1177,3149,745,8961,875,3148,1286,0,258,309,274,6298,1155,91,109,6207,1142,33437,0,Wyoming,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,56
0400000US72,3865280,0,56239,5233,42542,4212,4117,1057,29,50,3737,1827,60,104,3804,1166,1950,1083,140,180,1810,1075,3809041,5233,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
