GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002MA,C03002_002EA,C03002_003MA,C03002_003EA,C03002_004EA,C03002_004MA,C03002_005MA,C03002_005EA,C03002_006EA,C03002_006MA,C03002_007EA,C03002_007MA,C03002_008MA,C03002_008EA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012EA,C03002_012MA,state
0400000US01,4442558,0,4343518,1945,3093833,1501,1142011,5141,22886,1617,37602,2256,275,365,3628,1522,43283,4720,1274,723,42009,4719,99040,1945,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,610881,503,428220,688,21866,812,89529,2903,27434,1474,3201,825,920,573,39711,3639,634,546,39077,3599,30843,503,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,4161315,0,3507357,3181,171174,4581,256469,3840,126010,2340,6758,1792,16919,3122,76628,5705,3550,1118,73078,5579,1668524,0,Arizona,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,04
0400000US05,2701431,0,2574499,2083,2080710,2035,412311,5055,17433,1536,24603,2078,2449,1026,3688,1882,33305,4636,1090,585,32215,4616,126932,2083,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,22755389,0,15274256,10014,2090284,11904,168767,7105,4298931,13848,114987,3890,148164,12357,660000,17566,48817,5895,611183,16547,12523379,0,California,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,06
0400000US08,4562244,0,3670630,0,3281823,2312,161176,3423,25879,2258,114733,3033,3060,554,9117,2369,74842,5081,4296,1136,70546,5038,891614,0,Colorado,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,08
0400000US09,3394751,0,3023326,0,2555434,2862,300293,4513,5857,1393,107001,1566,1480,1310,12925,3307,40336,4297,2353,779,37983,4263,371425,0,Connecticut,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,09
0400000US10,818587,0,768369,0,570027,1163,161945,1767,1890,491,22345,752,70,122,1439,1193,10653,1841,243,235,10410,1792,50218,0,Delaware,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,10
0400000US11,515118,0,469217,0,152879,1654,290128,1698,1132,313,14997,1175,189,191,3451,1740,6441,1802,173,169,6268,1847,45901,0,District of Columbia,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,11
0400000US12,17382511,0,13968097,1032,10774504,6542,2536034,8843,49175,3551,363037,5012,6585,1242,56784,7702,181978,9170,16421,2636,165557,8579,3414414,1032,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8821142,0,8196114,2899,5264447,4386,2554183,10081,16959,1981,235168,4026,3178,1258,26381,5353,95798,7566,6336,1779,89462,7159,625028,2899,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1238158,0,1139459,0,284455,907,23897,1080,2251,777,510354,9271,98628,4685,2703,1066,217171,12063,2498,1049,214673,11968,98699,0,Hawaii,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,15
0400000US16,1395634,0,1268849,244,1212911,1341,5174,1114,13841,1858,14941,1392,1054,576,1405,756,19523,2697,765,639,18758,2525,126785,244,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12440351,0,10635732,1156,8165057,4399,1790619,6968,19270,1949,503276,3689,2769,1095,25980,4721,128761,8198,7414,2156,121347,7712,1804619,1156,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6093372,0,5815814,1543,5131723,3276,515651,5434,13123,1488,71014,2056,960,663,11582,2334,71761,5861,2538,801,69223,5674,277558,1543,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2862541,0,2756489,832,2619948,1656,62637,2791,5429,1137,41004,1385,452,242,1872,907,25147,3390,1376,785,23771,3182,106052,832,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2662616,0,2438464,517,2172803,2321,143415,2678,20167,1651,52603,1669,1117,557,2809,1575,45550,3556,1112,869,44438,3611,224152,517,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058633,0,3988931,2148,3608732,1821,290159,3991,7151,1595,35496,1914,3178,1696,3748,1375,40467,3722,1244,680,39223,3588,69702,2148,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4389747,0,4266681,1607,2716471,2412,1419100,4854,23122,2048,58201,2144,266,213,7258,2265,42263,4775,2410,1214,39853,4400,123066,1607,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1283673,0,1271614,762,1231743,1226,8570,981,7039,892,10775,957,14,27,2170,1293,11303,1410,182,186,11121,1402,12059,762,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5461318,0,5145061,1696,3228401,2216,1549442,6155,12655,2127,257453,3575,1823,1010,15652,3892,79635,5821,4112,1485,75523,5535,316257,1696,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6182860,0,5692021,584,4929550,7913,343060,10611,11594,1612,292099,3292,341,268,52548,13496,62829,5777,8627,1725,54202,5360,490839,584,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9865583,0,9493956,910,7699573,4609,1369877,8641,52596,2462,226153,2777,2058,1076,15034,4835,128665,9395,5987,4766,122678,6889,371627,910,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4989848,0,4807889,1350,4301409,4082,202552,3945,50930,2500,176881,3174,1994,929,9772,3748,64351,4943,2086,1257,62265,4693,181959,1350,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2824156,0,2780881,2378,1695319,830,1027837,6222,11338,1410,21523,3179,511,443,1743,891,22610,4058,486,373,22124,3992,43275,2378,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5631910,0,5482916,1680,4675423,2144,625103,5678,21581,2491,77928,2300,2923,726,7229,2572,72729,5283,1704,806,71025,5359,148994,1680,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,910651,0,890419,877,812226,628,4054,1010,53651,2283,5508,904,648,466,262,373,14070,2218,267,235,13803,2214,20232,877,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1706976,0,1584458,433,1457549,1223,67919,2542,11257,1441,24423,1195,557,468,1387,694,21366,2786,694,417,20672,2749,122518,433,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2381281,0,1817282,0,1423101,1954,166745,3259,24120,1954,135740,2817,11300,965,4685,1864,51591,5151,3399,1829,48192,5012,563999,0,Nevada,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,32
0400000US33,1272486,0,1244553,536,1195415,1239,10181,989,3276,725,22850,1362,247,253,2066,1211,10518,1520,267,222,10251,1548,27933,536,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8521427,0,7214015,0,5371394,4608,1092400,6533,13667,4026,614632,5559,2284,1537,36797,5254,82841,6836,8046,2177,74795,6681,1307412,0,New Jersey,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,34
0400000US35,1887200,0,1064976,0,807552,1911,32710,2039,172564,3054,21572,1527,1467,834,3547,1448,25564,3349,2243,859,23321,3216,822224,0,New Mexico,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,35
0400000US36,18655275,0,15626617,538,11315746,5380,2718127,9486,48733,3258,1238351,6192,3887,1427,110710,8960,191063,9726,18576,3266,172487,9051,3028658,538,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8411041,0,7877954,2261,5753812,2098,1754116,8339,102621,3382,145692,3760,2605,786,15932,2889,103176,8273,2918,1117,100258,8053,533087,2261,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
