GEO_ID,B18011_001E,B18011_001M,B18011_002E,B18011_002M,B18011_003E,B18011_003M,B18011_004E,B18011_004M,B18011_005E,B18011_005M,B18011_006E,B18011_006M,B18011_007E,B18011_007M,B18011_008E,B18011_008M,B18011_009E,B18011_009M,B18011_010E,B18011_010M,B18011_011E,B18011_011M,B18011_012E,B18011_012M,B18011_013E,B18011_013M,B18011_014E,B18011_014M,B18011_015E,B18011_015M,B18011_016E,B18011_016M,B18011_017E,B18011_017M,B18011_018E,B18011_018M,B18011_019E,B18011_019M,B18011_020E,B18011_020M,B18011_021E,B18011_021M,B18011_022E,B18011_022M,B18011_023E,B18011_023M,B18011_024E,B18011_024M,B18011_025E,B18011_025M,B18011_026E,B18011_026M,B18011_027E,B18011_027M,B18011_028E,B18011_028M,B18011_029E,B18011_029M,B18011_030E,B18011_030M,B18011_031E,B18011_031M,B18011_032E,B18011_032M,B18011_033E,B18011_033M,B18011_034E,B18011_034M,B18011_035E,B18011_035M,B18011_036E,B18011_036M,B18011_037E,B18011_037M,B18011_038E,B18011_038M,B18011_039E,B18011_039M,NAME,B18011_001MA,B18011_001EA,B18011_002EA,B18011_002MA,B18011_003EA,B18011_003MA,B18011_004EA,B18011_004MA,B18011_005MA,B18011_005EA,B18011_006MA,B18011_006EA,B18011_007EA,B18011_007MA,B18011_008EA,B18011_008MA,B18011_009EA,B18011_009MA,B18011_010MA,B18011_010EA,B18011_011MA,B18011_011EA,B18011_012EA,B18011_012MA,B18011_013EA,B18011_013MA,B18011_014EA,B18011_014MA,B18011_015MA,B18011_015EA,B18011_016MA,B18011_016EA,B18011_017MA,B18011_017EA,B18011_018EA,B18011_018MA,B18011_019EA,B18011_019MA,B18011_020MA,B18011_020EA,B18011_021MA,B18011_021EA,B18011_022MA,B18011_022EA,B18011_023MA,B18011_023EA,B18011_024MA,B18011_024EA,B18011_025MA,B18011_025EA,B18011_026EA,B18011_026MA,B18011_027MA,B18011_027EA,B18011_028MA,B18011_028EA,B18011_029MA,B18011_029EA,B18011_030MA,B18011_030EA,B18011_031EA,B18011_031MA,B18011_032EA,B18011_032MA,B18011_033MA,B18011_033EA,B18011_034MA,B18011_034EA,B18011_035MA,B18011_035EA,B18011_036MA,B18011_036EA,B18011_037EA,B18011_037MA,B18011_038EA,B18011_038MA,B18011_039MA,B18011_039EA,state
0400000US13,2142658,5635,30352,3007,16961,2179,3623,1316,1424,1005,2199,893,13338,2054,3584,1194,6221,1388,2475,889,1058,506,13391,1976,2566,1028,694,492,1872,846,10825,1588,3760,1196,4777,1235,1892,729,396,276,2112306,6584,1046766,5295,210891,7061,47468,3346,163423,6964,835875,9528,183664,7784,302321,10910,181036,9721,168854,6537,1065540,4272,276289,8745,43910,3909,232379,8350,789251,9710,131328,7295,243548,8209,206358,7607,208017,6891,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,248610,2418,2603,756,1897,649,493,402,54,93,439,395,1404,571,84,104,924,555,348,228,48,80,706,356,237,251,47,76,190,242,469,249,101,102,297,207,71,85,0,264,246007,2564,123046,2159,29382,2200,5835,1130,23547,1872,93664,2936,9109,1744,42457,3043,26502,2467,15596,2248,122961,1348,35509,2396,3404,717,32105,2287,87452,2536,5278,1352,33900,2876,27792,2434,20482,1754,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,329626,2270,6026,1367,4139,1177,301,262,92,118,209,199,3838,1170,787,452,1576,771,1359,724,116,143,1887,663,456,273,153,182,303,229,1431,582,565,364,354,256,412,335,100,167,323600,2677,160502,1838,37618,2562,8350,1306,29268,2374,122884,2817,24770,2575,47905,3630,33032,2406,17177,1729,163098,1868,40363,2745,6449,1245,33914,2366,122735,2759,18976,2474,40968,3191,41773,2950,21018,2021,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2867723,3878,35017,3143,20778,2376,5447,1328,1703,494,3744,1212,15331,2038,4464,1319,5105,1160,4080,1019,1682,709,14239,1867,3347,986,1369,713,1978,765,10892,1593,2375,772,3450,834,3387,1032,1680,584,2832706,5335,1424395,3581,357787,8673,65664,4655,292123,8910,1066608,8949,176701,8180,359211,9384,270740,8669,259956,7778,1408311,3443,405105,9491,56337,4063,348768,8756,1003206,10193,141418,7370,279944,9341,274678,8601,307166,7827,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1355845,4048,21069,2047,11678,1641,2297,647,823,390,1474,538,9381,1616,1961,665,4042,1052,2625,894,753,338,9391,1530,1708,539,983,438,725,336,7683,1518,1382,504,2935,869,2633,1274,733,491,1334776,4139,668869,3417,154172,5645,33798,2323,120374,5380,514697,6917,93934,5580,203974,7310,129559,5040,87230,5047,665907,2623,175211,5175,28924,2143,146287,4503,490696,5017,73221,4491,167798,7178,144951,6123,104726,5028,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,631480,2834,11741,1814,7099,1471,1646,572,583,351,1063,523,5453,1295,1371,607,2246,772,1592,769,244,177,4642,1060,1095,520,536,335,559,377,3547,905,772,484,984,375,1307,711,484,263,619739,3559,312068,2662,75907,3345,17545,1875,58362,3392,236161,3917,29318,2941,86148,4143,72313,3075,48382,3053,307671,2137,89656,4099,13997,1462,75659,3852,218015,4224,20502,2716,59622,3741,75893,3311,61998,3728,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,613002,3627,10426,1665,6122,1215,715,313,339,215,376,248,5407,1145,912,436,2577,886,1436,687,482,389,4304,1095,673,353,398,301,275,204,3631,1093,1279,654,1597,767,381,306,374,274,602576,3894,301435,2566,82879,3868,16309,1579,66570,3965,218556,3823,33685,3434,75015,4764,65448,3810,44408,2809,301141,2722,87539,3665,12478,1365,75061,3496,213602,4647,26588,2585,67234,4053,64122,3567,55658,2493,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,906383,3720,22704,3057,12662,2480,2065,1055,1212,850,853,582,10597,2120,4437,1337,3263,1125,2234,915,663,434,10042,1560,2257,623,228,290,2029,578,7785,1379,2038,878,3359,947,2030,734,358,338,883679,4449,438924,3231,94857,5042,18642,2042,76215,4535,344067,5466,64700,4799,144078,5327,85681,5433,49608,2955,444755,3114,115482,5456,16465,1874,99017,5141,329273,5936,49015,4508,121260,5913,92903,5061,66095,3417,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1022664,4523,20137,2551,12329,1870,2107,866,851,597,1256,561,10222,1770,3382,1266,5292,1262,1266,548,282,241,7808,1578,1174,547,371,307,803,385,6634,1434,2058,696,2684,865,1402,848,490,318,1002527,5326,481383,4334,117865,5933,27343,2908,90522,5549,363518,6705,77233,5170,145982,7063,91368,6104,48935,3676,521144,3437,148477,6397,23815,2982,124662,6143,372667,7420,60150,5036,135981,7398,103954,6261,72582,3773,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,247034,1838,3699,986,2147,782,334,313,24,41,310,304,1813,719,286,199,1265,613,262,291,0,229,1552,600,518,423,0,229,518,423,1034,567,128,142,817,510,30,35,59,95,243335,2136,120044,1725,25021,2113,6426,991,18595,2176,95023,2703,9452,1609,43571,2815,26382,2521,15618,1749,123291,1130,33938,2432,5460,1028,28478,2176,89353,2158,7559,1294,32472,2776,28174,2366,21148,1687,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1149278,3114,13334,2873,7393,1990,1359,661,571,385,788,552,6034,1697,1000,625,3533,1391,808,487,693,328,5941,1718,640,337,125,156,515,310,5301,1685,1322,930,1254,468,1515,1252,1210,645,1135944,4278,555268,3256,137197,6808,21453,2638,115744,6326,418071,7113,72498,5854,147997,6920,96991,5240,100585,4889,580676,2396,174626,6517,20263,2918,154363,7023,406050,7042,46879,4503,116926,6536,104370,5912,137875,4850,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1329616,2639,15535,2778,8066,1618,1357,611,553,304,804,556,6709,1448,2399,992,2626,910,1334,733,350,322,7469,1809,1398,580,371,352,1027,469,6071,1722,723,391,2946,1192,1587,855,815,446,1314081,3666,654352,2595,168474,6663,31768,2236,136706,6785,485878,6626,62635,4782,163782,7011,102658,5295,156803,6033,659729,2504,190012,6835,25355,2423,164657,6236,469717,7635,42127,4408,118115,6311,106569,5943,202906,6420,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2144191,3519,29184,2655,15044,2026,2097,615,978,443,1119,454,12947,2033,4670,1527,4851,1068,2411,682,1015,550,14140,1750,4062,1165,1372,581,2690,1014,10078,1680,2299,1193,3920,1024,3141,848,718,292,2115007,4084,1053540,2987,292840,7133,54698,3329,238142,6805,760700,7455,119038,5492,285774,8148,213427,7035,142461,5757,1061467,2854,327902,6892,43826,2639,284076,6920,733565,7270,96452,5846,226838,7787,232821,7293,177454,5190,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1140135,2821,14250,2110,7400,1521,1295,518,310,254,985,540,6105,1353,1805,725,2060,703,1703,722,537,324,6850,1149,1511,541,415,221,1096,503,5339,1060,1023,431,1633,611,1806,610,877,426,1125885,3693,569831,2742,139227,5011,33518,2305,105709,4979,430604,5203,46026,3339,134858,5236,139557,5328,110163,4095,556054,2769,160205,4967,26004,2234,134201,4329,395849,5274,34074,2934,92471,4757,139062,5131,130242,4812,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,643270,3903,11446,1995,6748,1553,1108,725,140,158,968,706,5640,1364,2025,652,2180,784,1217,606,218,262,4698,1252,753,497,302,338,451,399,3945,1082,1479,727,1597,736,690,339,179,196,631824,4452,303909,3482,66412,4385,18927,2269,47485,4226,237497,5705,54578,4348,88703,5720,63958,4269,30258,3067,327915,2708,91960,4744,15502,1679,76458,4324,235955,4826,45231,3337,77849,5054,71693,4206,41182,3612,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1260195,3116,25665,2766,13818,2054,1873,688,681,357,1192,531,11945,1885,3574,1190,5000,1303,2852,938,519,423,11847,2121,2060,743,382,252,1678,666,9787,1912,2472,949,3984,1282,2754,729,577,462,1234530,4288,610795,3230,139174,5181,31504,2569,107670,4961,471621,6074,78042,4896,188149,6619,118328,5917,87102,4658,623735,3143,164090,5527,26497,2440,137593,5567,459645,6338,62482,4296,153234,5920,134268,4581,109661,4736,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,194224,1920,5118,1564,3335,1228,660,813,75,118,585,802,2675,945,406,443,816,451,900,564,553,508,1783,764,115,179,0,231,115,179,1668,745,213,279,706,516,435,249,314,308,189106,2387,95533,1703,23465,1906,6201,857,17264,1817,72068,2422,8018,1698,29198,2328,22804,2334,12048,1466,93573,1462,23945,2034,4001,847,19944,1963,69628,2299,5911,1120,24666,2190,22508,2005,16543,1644,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,391267,2056,5356,1196,2526,778,680,511,173,168,507,484,1846,586,233,206,859,396,730,476,24,30,2830,891,539,343,158,145,381,336,2291,819,255,237,1068,657,594,349,374,323,385911,2244,196813,1845,48685,2910,9765,1377,38920,2985,148128,3287,21907,1916,49513,3122,47362,2867,29346,2407,189098,1604,54632,2827,7546,905,47086,2844,134466,3280,15596,2179,34646,2746,43675,3079,40549,2534,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562943,2845,6859,1929,3779,1478,849,507,270,242,579,448,2930,1394,1362,1060,813,541,677,664,78,127,3080,1144,310,323,57,94,253,300,2770,1105,825,573,712,458,1148,826,85,107,556084,3485,282743,2505,49807,4337,8456,1886,41351,3616,232936,4854,57030,4382,93922,5532,52449,3819,29535,2511,273341,1926,53846,4296,7775,1663,46071,4067,219495,4559,53605,4383,75854,5126,55877,3598,34159,3462,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,245581,1824,2830,839,1358,498,132,134,36,60,96,121,1226,481,309,238,641,402,276,247,0,253,1472,700,177,153,43,71,134,135,1295,701,391,455,128,150,529,386,247,241,242751,2024,121527,1390,25413,2008,6032,1173,19381,2165,96114,2441,12305,1896,36719,2822,23458,2104,23632,2277,121224,1241,35095,2525,5800,1002,29295,2407,86129,2890,8127,1684,25486,2459,26934,2029,25582,2256,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
