GEO_ID,B18004_001E,B18004_001M,B18004_002E,B18004_002M,B18004_003E,B18004_003M,B18004_004E,B18004_004M,B18004_005E,B18004_005M,B18004_006E,B18004_006M,B18004_007E,B18004_007M,B18004_008E,B18004_008M,B18004_009E,B18004_009M,B18004_010E,B18004_010M,B18004_011E,B18004_011M,B18004_012E,B18004_012M,B18004_013E,B18004_013M,B18004_014E,B18004_014M,B18004_015E,B18004_015M,B18004_016E,B18004_016M,B18004_017E,B18004_017M,B18004_018E,B18004_018M,B18004_019E,B18004_019M,B18004_020E,B18004_020M,B18004_021E,B18004_021M,B18004_022E,B18004_022M,B18004_023E,B18004_023M,B18004_024E,B18004_024M,B18004_025E,B18004_025M,B18004_026E,B18004_026M,B18004_027E,B18004_027M,B18004_028E,B18004_028M,B18004_029E,B18004_029M,B18004_030E,B18004_030M,B18004_031E,B18004_031M,B18004_032E,B18004_032M,B18004_033E,B18004_033M,NAME,B18004_001EA,B18004_001MA,B18004_002MA,B18004_002EA,B18004_003MA,B18004_003EA,B18004_004MA,B18004_004EA,B18004_005EA,B18004_005MA,B18004_006EA,B18004_006MA,B18004_007MA,B18004_007EA,B18004_008MA,B18004_008EA,B18004_009MA,B18004_009EA,B18004_010MA,B18004_010EA,B18004_011MA,B18004_011EA,B18004_012EA,B18004_012MA,B18004_013EA,B18004_013MA,B18004_014EA,B18004_014MA,B18004_015MA,B18004_015EA,B18004_016MA,B18004_016EA,B18004_017EA,B18004_017MA,B18004_018EA,B18004_018MA,B18004_019EA,B18004_019MA,B18004_020MA,B18004_020EA,B18004_021MA,B18004_021EA,B18004_022EA,B18004_022MA,B18004_023EA,B18004_023MA,B18004_024EA,B18004_024MA,B18004_025MA,B18004_025EA,B18004_026MA,B18004_026EA,B18004_027EA,B18004_027MA,B18004_028EA,B18004_028MA,B18004_029EA,B18004_029MA,B18004_030MA,B18004_030EA,B18004_031MA,B18004_031EA,B18004_032MA,B18004_032EA,B18004_033EA,B18004_033MA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,6301,1676,338283,4079,154451,4947,3634,1087,150817,4910,1246279,4903,147507,7058,1098772,7850,146565,1667,40413,2186,106152,2486,93498,1411,41248,2384,52250,2271,2152631,3095,326564,4140,5503,1300,321061,4172,145227,4698,4280,1275,140947,4955,1348219,3736,157142,6027,1191077,6682,178667,1398,57565,2800,121102,2673,153954,1160,79944,3096,74010,2938,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,1015,705,58070,1406,27122,1748,521,383,26601,1704,187956,2081,15571,1757,172385,2626,13670,705,3189,704,10481,966,6405,489,3195,532,3210,579,291025,1333,57032,1004,365,314,56667,1022,25619,1545,639,325,24980,1521,186293,1536,16857,1861,169436,2409,12732,630,4221,625,8511,702,9349,651,4873,865,4476,739,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,6332,1371,481992,3809,193224,4655,3086,1071,190138,4621,1640167,4257,112790,6532,1527377,7636,192897,1246,38245,2665,154652,3025,137761,1100,44676,2903,93085,2888,2700739,2374,461564,3483,4535,1337,457029,3458,188009,4855,2927,751,185082,4920,1646427,3297,130661,5455,1515766,6812,214327,1346,44760,3130,169567,3245,190412,1145,74231,3196,116181,3143,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,5138,1668,203195,3133,100146,3917,1995,752,98151,4005,751601,3397,92860,4682,658741,5921,95103,1317,28724,2134,66379,2521,61201,1053,27511,1708,33690,1608,1293365,2646,199551,2571,3967,1196,195584,2822,89849,3787,2563,757,87286,3709,796628,3182,100785,4839,695843,6368,111721,1186,38978,2430,72743,2349,95616,792,47434,2417,48182,2533,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,31075,2980,2992191,8626,1252948,14043,18537,2610,1234411,14336,10180163,10416,618970,14660,9561193,18178,894914,2596,179596,6466,715318,6624,700166,1690,240813,7784,459353,7715,16467821,4123,2888601,8950,26334,2517,2862267,9214,1205889,13406,17192,2594,1188697,13241,10267307,10518,728878,13630,9538429,15971,1047029,2656,247361,7032,799668,7528,1058995,1916,450997,7973,607998,7958,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,2662,1007,359268,3292,151306,4137,2108,743,149198,4208,1392652,4168,82289,4984,1310363,6742,116234,1465,19778,1756,96456,2243,78088,1097,24628,1967,53460,2008,2109310,2739,351189,3375,3385,889,347804,3403,137337,4594,1378,514,135959,4601,1372209,3657,84549,3695,1287660,5142,128662,1472,27662,1899,101000,2409,119913,1345,47094,2204,72819,2311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,2983,847,262744,2603,108940,3511,1331,588,107609,3551,974960,2898,51992,4393,922968,5148,94525,892,15408,1466,79117,1579,89425,552,25824,1586,63601,1682,1645714,1325,255547,2278,1931,758,253616,2473,98561,3249,1798,861,96763,3087,1032977,2639,62968,4146,970009,4633,116756,760,21482,1819,95274,1895,141873,716,50479,2465,91394,2534,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,624,247,59804,926,25690,1789,359,268,25331,1844,233876,1507,17224,1777,216652,2187,27357,551,5497,834,21860,874,19625,527,5921,1034,13704,1027,393868,752,58355,1170,391,441,57964,1289,25525,2370,692,438,24833,2384,250179,2076,22215,2194,227964,3006,31199,518,7339,985,23860,1030,28610,368,10213,1151,18397,1176,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,355,290,31396,667,10245,1286,399,392,9846,1319,155754,982,8973,1724,146781,1819,13869,379,1666,528,12203,646,10795,383,3342,768,7453,742,253821,578,32322,851,116,133,32206,877,7734,781,108,136,7626,808,175935,674,13531,1961,162404,1971,18040,353,3809,766,14231,808,19790,448,8140,1058,11650,1078,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,15218,2401,1244103,6451,558293,8504,8733,1898,549560,9025,4767373,8306,377487,10329,4389886,13874,693610,2342,140776,4813,552834,5384,581093,2510,188558,5545,392535,5488,8363840,6175,1203951,6010,14981,2408,1188970,6297,527425,8299,10512,1891,516913,8504,5025954,7712,437861,11292,4588093,14215,795650,2205,171960,4918,623690,4982,810860,2114,308507,7938,502353,7959,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
