GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004MA,B17001H_004EA,B17001H_005MA,B17001H_005EA,B17001H_006EA,B17001H_006MA,B17001H_007EA,B17001H_007MA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010MA,B17001H_010EA,B17001H_011EA,B17001H_011MA,B17001H_012EA,B17001H_012MA,B17001H_013EA,B17001H_013MA,B17001H_014EA,B17001H_014MA,B17001H_015EA,B17001H_015MA,B17001H_016MA,B17001H_016EA,B17001H_017EA,B17001H_017MA,B17001H_018EA,B17001H_018MA,B17001H_019EA,B17001H_019MA,B17001H_020EA,B17001H_020MA,B17001H_021MA,B17001H_021EA,B17001H_022MA,B17001H_022EA,B17001H_023MA,B17001H_023EA,B17001H_024MA,B17001H_024EA,B17001H_025EA,B17001H_025MA,B17001H_026EA,B17001H_026MA,B17001H_027MA,B17001H_027EA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031EA,B17001H_031MA,B17001H_032MA,B17001H_032EA,B17001H_033MA,B17001H_033EA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036EA,B17001H_036MA,B17001H_037MA,B17001H_037EA,B17001H_038MA,B17001H_038EA,B17001H_039MA,B17001H_039EA,B17001H_040EA,B17001H_040MA,B17001H_041EA,B17001H_041MA,B17001H_042MA,B17001H_042EA,B17001H_043MA,B17001H_043EA,B17001H_044MA,B17001H_044EA,B17001H_045EA,B17001H_045MA,B17001H_046EA,B17001H_046MA,B17001H_047MA,B17001H_047EA,B17001H_048MA,B17001H_048EA,B17001H_049MA,B17001H_049EA,B17001H_050EA,B17001H_050MA,B17001H_051EA,B17001H_051MA,B17001H_052MA,B17001H_052EA,B17001H_053MA,B17001H_053EA,B17001H_054MA,B17001H_054EA,B17001H_055EA,B17001H_055MA,B17001H_056EA,B17001H_056MA,B17001H_057MA,B17001H_057EA,B17001H_058MA,B17001H_058EA,B17001H_059MA,B17001H_059EA,state
0400000US01,3085400,2408,344741,15083,145683,9163,13887,1941,1974,676,16936,2463,8644,2285,2255,706,5087,1195,26089,3080,16017,2006,18974,2692,13172,1974,11773,1666,7337,1290,3538,718,199058,8125,13528,1899,2426,804,14404,1668,7289,1551,2448,804,4882,1310,31703,2481,28062,2876,24668,3165,18586,1972,17942,1525,14139,1571,18981,1767,2740659,15171,1366540,9470,77268,1975,16202,2124,93776,3989,54229,3943,20257,1936,34547,2175,109102,3156,176325,2484,206762,3095,217954,2664,174109,1793,112654,1484,73355,811,1374119,8197,73885,2126,15885,1842,90828,3724,49186,3332,15930,1714,34858,1843,96295,2598,168216,2851,202211,3200,218731,2128,180340,1525,125447,1562,102307,1815,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,425327,1409,31824,3514,16476,2250,1188,502,421,311,1751,539,736,300,253,191,469,339,3370,1191,1305,500,2122,701,2071,619,1717,537,515,345,558,265,15348,1984,577,372,211,230,1668,716,549,324,363,282,389,229,2637,829,2041,713,2308,639,2006,586,1535,519,388,238,676,264,393503,4096,202534,2707,11835,710,2744,829,16481,1365,6960,1122,2984,752,6555,777,18742,1220,23924,712,32870,701,39230,654,26004,665,9707,473,4498,342,190969,2530,12697,838,2936,823,15611,1536,7793,1286,2977,596,5601,607,16418,922,23306,893,30804,661,37010,620,21369,564,8598,263,5849,307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3495201,3831,289152,16476,121317,7532,9583,2068,1649,644,9957,2016,5066,1369,1628,684,3576,1054,23243,3000,13301,1995,13409,1790,13554,1869,13618,1885,6135,1187,6598,1124,167835,11044,12144,3808,2012,944,10032,2345,4965,1223,1473,547,4124,1300,31027,3126,22123,2863,17319,2345,17089,2485,18832,2222,11599,1429,15096,1716,3206049,16840,1595897,7963,88716,2427,17035,2012,105279,4021,61645,3543,21701,2034,38970,2166,117738,3179,202699,2076,230951,1835,242431,2039,200998,1905,153559,1179,114175,1083,1610152,11201,82043,3672,16486,2108,105114,4545,51944,3512,19519,2275,37275,2307,108088,3106,188617,2899,224066,2594,248042,2610,216307,2217,162673,1462,149978,1761,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2073973,2581,276932,11963,120652,7111,13392,1921,1643,478,14338,2163,6704,1266,2081,762,4717,1074,17451,2358,13373,1714,12024,1848,12798,1516,11493,1492,5523,1041,5115,889,156280,6627,12862,2001,1716,596,12502,1894,7080,1235,2760,734,4676,968,21088,2037,20547,2302,17692,2048,15581,1751,13572,1624,12142,1427,14062,1493,1797041,12218,897996,7109,50343,1867,11278,1684,66288,3371,31192,2428,12453,1514,23816,2020,74021,2551,114001,1970,135860,2132,136460,1631,113395,1470,78740,1147,50149,928,899045,6986,47019,2028,9119,1471,55932,2954,35224,2402,10380,1095,21942,1449,67446,2033,107428,2477,131790,2048,138379,1887,120145,1606,84813,1441,69428,1494,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15234846,10855,1137875,32580,503298,19082,34757,3410,7033,1724,38729,5319,19851,2930,9774,1826,16328,2720,91753,6264,59248,4504,64330,5808,67485,4809,51926,3740,19815,2875,22269,2052,634577,17420,33307,4390,5532,1825,35183,4070,19188,3250,7205,1476,18649,2567,110532,6307,78043,5246,82950,5088,78927,5645,72301,5140,33280,2341,59480,3977,14096971,34182,7006680,19348,367964,3957,73228,5013,472991,8804,262068,8674,92149,4710,181330,5539,497103,6958,812882,5294,1108599,6127,1221693,5148,925632,3801,534357,3035,456684,2092,7090291,18684,347777,4584,65132,4283,441795,8423,258476,8498,86803,4293,172337,4260,475249,6837,780047,5842,1065563,5523,1206301,5558,938234,5292,589203,2497,663374,3945,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3276212,3117,255289,12999,113085,6562,9595,1622,1275,580,11340,2059,4444,975,1239,493,3553,1249,26419,2749,13151,2008,11581,1697,12515,1826,9622,1495,3834,829,4517,1210,142204,8319,10454,2206,1416,607,9857,2054,3365,984,1375,541,3264,866,29296,3212,21495,2748,17735,2047,13523,1853,11973,1685,7525,1415,10926,1598,3020923,13380,1517481,6979,93985,1936,18924,1937,110333,3322,61079,3157,21778,1780,39503,1864,116946,2794,225914,2373,245915,1831,254284,1857,171403,1532,93862,964,63555,1319,1503442,8906,86819,2627,17574,2296,106833,3690,56865,3101,20211,1783,38664,1847,109325,3579,206907,3054,236812,2141,258479,1855,173322,1661,99373,1390,92258,1633,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2550359,3155,120616,9899,51901,5893,3362,1048,1203,612,4380,1686,1497,734,478,291,2711,1030,5659,1682,6438,2004,7564,1829,6504,1553,5454,1425,2714,850,3937,960,68715,5334,3149,813,415,294,3354,1270,1767,661,801,428,1593,601,8348,1816,8202,1696,8152,1729,7411,1254,8311,1823,5263,1001,11949,1810,2429743,9897,1185042,5825,65726,1133,13403,1754,91707,3092,49522,2924,17192,1754,33479,1922,84849,1700,119485,1999,192232,1718,209309,1590,151017,1423,78500,832,78621,960,1244701,5578,61808,1149,11829,1183,87166,2954,49709,3070,16751,1731,32285,1905,78945,1830,119352,1743,199667,1891,216119,1316,158869,1778,93747,1001,118454,1821,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,568866,1325,39762,4428,16209,2530,1057,627,25,31,1340,561,527,350,528,272,624,343,3655,1077,1264,646,1588,636,2168,782,1384,464,1133,541,916,382,23553,2931,1449,821,49,81,1321,572,941,432,294,268,812,507,5874,1777,2200,824,3026,841,1888,675,2261,663,1594,464,1844,615,529104,4590,261658,2581,15048,619,3415,1100,16957,1298,10530,1172,3403,625,6462,730,19684,1077,32608,647,40607,640,42020,825,33123,464,21456,541,16345,382,267446,3067,13317,870,2595,691,17697,1190,8463,1123,3550,744,5687,740,16257,1777,33133,834,40294,835,43907,728,35096,666,24297,464,23153,615,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,152551,1645,12204,2621,5289,1215,181,234,151,243,0,286,0,286,0,286,47,78,1938,479,1100,512,338,277,655,520,483,368,175,168,221,179,6915,1748,563,556,0,286,210,278,0,286,130,122,168,228,1717,577,1379,571,640,399,473,266,495,298,650,660,490,349,140347,2830,70072,1657,3170,450,728,392,1603,528,873,360,165,156,805,165,3533,479,18823,523,14916,288,9578,630,8711,367,4358,168,2809,179,70275,1687,2935,556,397,275,1962,418,944,369,193,137,393,292,4983,592,21547,756,11633,399,8313,274,8879,373,3681,660,4415,349,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10732837,8166,926135,28744,390324,14849,27162,3966,5411,1429,29318,3457,17895,2702,7877,1842,16652,2589,62645,5100,33820,3336,41250,4164,46583,4160,47747,4015,29304,2449,24660,2373,535811,17372,29776,3722,6437,1637,32038,3904,16969,2605,6991,1480,13303,2374,80203,5460,57345,4379,58090,4800,62666,4711,63330,3793,44204,3508,64459,4605,9806702,28728,4840589,14870,237036,4467,50699,4653,312152,9012,174655,8103,58898,3636,115163,3470,338905,5408,507231,4110,690807,4497,749992,4180,633507,4059,509902,2493,461642,2421,4966113,17566,220410,4536,46557,4117,290304,6985,166266,5955,56284,3823,111577,3890,311390,5239,492075,5065,676005,4867,756138,4785,682268,3810,555204,3547,601635,4649,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
