GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001MA,C08406_001EA,C08406_002EA,C08406_002MA,C08406_003EA,C08406_003MA,C08406_004EA,C08406_004MA,C08406_005EA,C08406_005MA,C08406_006EA,C08406_006MA,C08406_007EA,C08406_007MA,C08406_008EA,C08406_008MA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012MA,C08406_012EA,C08406_013EA,C08406_013MA,C08406_014EA,C08406_014MA,C08406_015EA,C08406_015MA,C08406_016EA,C08406_016MA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019EA,C08406_019MA,C08406_020EA,C08406_020MA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023MA,C08406_023EA,C08406_024EA,C08406_024MA,C08406_025EA,C08406_025MA,C08406_026MA,C08406_026EA,C08406_027MA,C08406_027EA,C08406_028EA,C08406_028MA,C08406_029EA,C08406_029MA,C08406_030EA,C08406_030MA,C08406_031EA,C08406_031MA,C08406_032EA,C08406_032MA,C08406_033EA,C08406_033MA,state
0400000US01,1902128,16556,1805297,17169,1599861,17665,205436,9440,159647,8354,27666,3425,18123,2427,7827,1923,22998,3159,22587,2713,43419,3740,1030831,10275,973318,10617,859810,10938,113508,6172,86531,5255,14119,2094,12858,2241,3014,861,14584,2226,16614,2444,23301,2345,871297,10956,831979,10871,740051,10705,91928,5568,73116,5162,13547,2033,5265,1252,4813,1749,8414,1992,5973,1135,20118,2421,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,246241,6100,201624,5975,44617,3248,35257,2959,6389,1494,2971,1105,3701,987,19766,1970,17148,2055,12067,1657,163988,3741,133075,4071,110137,3891,22938,2248,17333,1915,3677,1063,1928,708,1993,743,11190,1433,13091,1669,4639,951,134935,3164,113166,3102,91487,3259,21679,2157,17924,1974,2712,882,1043,588,1708,567,8576,1021,4057,1080,7428,1111,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,2295812,16080,1932189,18646,363623,11781,277104,9909,50509,4452,36010,5796,48737,5031,53420,4515,54553,5021,104022,5974,1436220,9953,1287893,11277,1069870,13362,218023,9142,158590,7419,33447,3638,25986,3837,22811,2935,31473,3521,40403,4403,53640,4154,1120324,11546,1007919,11661,862319,12531,145600,6846,118514,6347,17062,2177,10024,2790,25926,3625,21947,2657,14150,2739,50382,3458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,1130301,12586,980236,12802,150065,7767,117040,6760,19079,2384,13946,2672,3750,1331,18668,2396,16887,2166,31252,3349,647966,8419,608063,8409,522034,8797,86029,5727,65252,4948,11373,1784,9404,2153,1275,623,11179,1599,10602,1827,16847,2140,552892,8946,522238,8588,458202,8201,64036,4009,51788,3608,7706,1427,4542,1135,2475,1138,7489,1422,6285,1408,14405,1957,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,13458012,39397,11508503,41760,1949509,26101,1458859,25545,297172,11539,193478,11847,733206,18253,383022,11896,310602,13093,662513,13426,8744379,29513,7626193,28411,6511154,29296,1115039,19569,819403,17398,175546,9333,120090,8553,366749,12022,201746,8873,221115,10242,328576,10665,6802976,27820,5831819,28466,4997349,30062,834470,17372,639456,16054,121626,6995,73388,6254,366457,11979,181276,7917,89487,6660,333937,9270,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,1969627,13295,1740733,15175,228894,10199,182430,8790,29037,3270,17427,2880,61559,4764,66179,4096,41769,3442,137031,6572,1254617,8658,1081048,9310,944304,9747,136744,7164,107312,6292,17954,2624,11478,2643,35391,3923,36388,3484,31548,2798,70242,4483,1021548,9741,888579,10942,796429,12235,92150,4997,75118,4167,11083,1627,5949,1477,26168,2885,29791,2787,10221,1597,66789,3781,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,1494593,15920,1357015,16525,137578,7316,110050,6565,14497,1876,13031,2788,48737,4664,32626,4057,18144,2222,54183,3413,864016,10418,786538,11190,713009,11094,73529,4590,57776,3731,8296,1549,7457,2336,20684,2790,17840,3286,13320,2084,25634,2389,784267,9571,708055,10343,644006,10449,64049,5032,52274,4601,6201,1221,5574,1402,28053,3445,14786,1893,4824,1020,28549,2286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,370815,6337,328212,6410,42603,3539,33945,3067,5530,1200,3128,1285,7511,1408,7393,1632,5497,1413,14552,2167,213337,4614,195195,4535,172007,4656,23188,2429,17697,1998,3210,1054,2281,1209,3220,936,4492,1303,3941,1268,6489,1606,192431,4761,175620,4773,156205,4737,19415,2011,16248,2025,2320,631,847,493,4291,932,2901,773,1556,735,8063,1315,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,376950,11095,290822,9233,86128,6647,60696,5672,15324,2125,10108,1927,243180,7521,25990,2306,11838,1680,11110,1973,350861,8970,208279,7509,163382,6485,44897,4111,29469,3096,8460,1845,6968,1681,115125,5690,13180,1533,8647,1414,5630,1404,318207,7942,168671,6205,127440,5416,41231,3558,31227,3287,6864,1194,3140,868,128055,5305,12810,1734,3191,796,5480,1246,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,6998570,29128,6145295,33344,853275,18966,646472,18546,120821,7445,85982,8637,136085,8558,118815,8668,142030,7773,279325,9541,4155680,22351,3772566,23803,3279592,26898,492974,14308,354477,12969,75042,6425,63455,7314,62843,6689,66434,6445,105527,6697,148310,6750,3519145,19986,3226004,20616,2865703,20931,360301,9878,291995,9318,45779,3467,22527,3270,73242,4992,52381,4394,36503,3601,131015,5362,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
