GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001MA,B21003_001EA,B21003_002MA,B21003_002EA,B21003_003EA,B21003_003MA,B21003_004MA,B21003_004EA,B21003_005EA,B21003_005MA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008MA,B21003_008EA,B21003_009MA,B21003_009EA,B21003_010MA,B21003_010EA,B21003_011EA,B21003_011MA,state
0400000US16,874064,1988,128982,3384,12689,1646,39110,3104,46924,2671,30259,2341,745082,4337,103737,4198,220409,6795,247725,6325,173211,6659,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8071114,3597,840307,11054,87926,4388,270236,7172,282553,9148,199592,7044,7230807,10791,1065856,20510,2011868,18982,1994444,22952,2158639,21355,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3953464,3920,497288,8134,59970,3763,195265,4739,151908,5984,90145,3960,3456176,8855,520561,9570,1272555,12965,913046,11839,750014,13666,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1925435,2803,247096,5657,24963,1701,101064,4646,74224,2895,46845,2869,1678339,6562,176282,6046,590918,8850,499710,9780,411429,8283,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1718855,3357,232933,5443,20088,1655,75537,3926,79069,4305,58239,3087,1485922,6539,174325,6125,444571,9923,442389,8446,424637,8855,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2708592,4005,337583,6761,58012,3372,117728,4515,104039,4472,57804,3062,2371009,7251,512671,11214,821975,14350,572206,10264,464157,10510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2780612,5200,327831,7376,41648,2780,114485,4856,103046,4862,68652,4003,2452781,8793,502091,12002,861198,15880,587015,13002,502477,11029,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,896293,1454,143486,4138,15519,1439,53726,3142,41429,2670,32812,2369,752807,4012,83525,4229,270470,5914,202237,4661,196575,5696,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3562841,4194,472882,9181,52383,4173,125165,5540,147318,6874,148016,5777,3089959,10070,412035,11349,828057,15684,769793,13581,1080074,17296,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4238791,2911,448461,7261,52004,2893,141447,6025,123782,4911,131228,5229,3790330,8118,457370,11346,1021703,18441,880307,13735,1430950,17114,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6450560,3377,773952,9120,100086,4333,248819,6766,275755,6517,149292,4186,5676608,9403,737096,14304,1776821,20549,1721745,18702,1440946,16029,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3289447,3057,401786,7239,41419,2053,130034,4137,131949,4579,98384,4134,2887661,7425,257077,7863,793193,10249,925638,10486,911753,12466,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1789420,5194,220584,6549,31131,2568,70891,3949,73305,4879,45257,3290,1568836,8615,355961,9333,503696,12767,421726,11113,287453,9104,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3721542,3215,523745,8467,69950,3256,181063,6020,163057,5982,109675,4250,3197797,8758,488022,12047,1066971,16888,861272,15352,781532,14106,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,617636,1375,97894,3277,9146,1263,31464,2400,31450,2144,25834,2055,519742,3118,48253,3450,165958,5137,168080,4889,137451,4540,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1104004,2865,150651,4022,15089,1496,50822,2944,47791,3121,36949,2388,953353,5281,101400,3666,288746,6019,299874,6471,263333,5898,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1550802,2123,230051,5798,17672,1848,64002,4134,92154,4732,56223,3650,1320751,6383,250048,7662,414545,12187,392648,10542,263510,8984,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,866165,2065,127879,3935,13545,1649,41116,2813,37751,2676,35467,2392,738286,4275,74224,4714,224203,6675,200109,6222,239750,6703,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5660793,2930,539761,7595,64630,3807,184605,5899,145052,5610,145474,5765,5121032,8070,714362,14781,1484329,18485,1130074,14226,1792267,18147,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1201991,3693,174782,6282,16365,1942,45997,3481,59859,4044,52561,3146,1027209,7694,201420,7524,298895,8150,279014,7374,247880,7340,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12534575,4526,1082124,12617,128705,5052,372247,9384,318213,8201,262959,7534,11452451,12778,1837792,24964,3285266,30543,2672523,27605,3656870,27378,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5537011,6380,707376,9776,81341,4031,213378,8022,243192,7828,169465,6101,4829635,12620,903617,17682,1418530,19982,1287366,17822,1220122,15659,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,410905,1439,55709,2199,7595,971,18169,1417,18176,1471,11769,1419,355196,2616,41272,2723,101077,3927,120188,4097,92659,3884,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7396710,3873,969010,12545,130031,5756,374440,9279,282955,7920,181584,5523,6427700,12109,883292,14415,2339238,21416,1665349,17398,1539821,17559,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2234742,4032,331297,5796,38841,2491,94223,3752,123045,4731,75188,3571,1903445,6439,312633,9188,625518,10472,541950,12046,423344,9855,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2382072,3216,345602,7881,30718,2456,87249,4516,137702,5594,89933,4211,2036470,8552,268245,8494,539843,11590,657919,11211,570463,11576,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8173089,3861,1076416,12912,144879,5209,441375,8895,266830,8574,223332,6873,7096673,13924,944141,17422,2718316,21808,1560028,15794,1874188,20817,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,703052,1501,87879,3088,11764,1604,28830,2357,23718,2192,23567,2112,615173,3400,104629,5960,176894,6526,152105,5429,181545,6632,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2711679,4531,392779,8240,46320,3031,114944,4993,133862,5077,97653,4316,2318900,9458,452130,11815,740096,12863,601717,13293,524957,9996,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,484227,2144,65863,3164,7493,1039,23273,1908,19503,1869,15594,1738,418364,3664,47638,2620,135195,3629,131480,4263,104051,4526,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3894925,5313,501496,7926,73650,3801,167750,5748,149450,5567,110646,4880,3393429,9437,662663,12436,1178855,15830,815560,13974,736351,14903,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13716063,8972,1582277,17103,156285,5889,411120,10378,583520,11392,431352,9070,12133786,18383,2770045,27653,3191905,32696,3161599,28700,3010237,31806,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1384344,2319,140514,5616,8720,1278,30271,2487,56760,3724,44763,2645,1243830,5894,128076,6773,331294,7418,444189,7874,340271,7448,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,418625,812,56718,2588,6960,1020,21223,1948,14048,1509,14487,1545,361907,2773,37253,2813,112781,3590,90300,3614,121573,4465,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4800999,7176,734620,11777,67661,4047,187177,6875,232635,7932,247147,6759,4066379,13793,643103,12535,1100461,15232,985478,16418,1337337,15904,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4048948,4266,616375,9634,41249,2704,157788,5984,242622,7567,174716,5537,3432573,10400,412750,11918,861429,16385,1115723,14550,1042671,15550,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1238001,2423,172983,5683,26722,2250,74743,3756,43251,3053,28267,2119,1065018,5872,206442,5991,443571,9804,234084,6525,180921,6648,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3575027,3202,438480,6923,49234,2670,163466,4329,138233,4212,87547,3604,3136547,7951,352923,7973,1068875,12293,910918,10395,803831,11818,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,331035,1761,54042,2522,4561,867,16578,1742,20143,2079,12760,1485,276993,2768,24207,2293,95280,3728,93776,3280,63730,3770,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2428396,1562,134705,4653,21201,1818,38892,2818,39422,3009,35190,2511,2293691,4958,794893,10666,548806,11081,481835,10537,468157,9990,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
