GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001MA,B25100_001EA,B25100_002MA,B25100_002EA,B25100_003EA,B25100_003MA,B25100_004MA,B25100_004EA,B25100_005EA,B25100_005MA,B25100_006MA,B25100_006EA,B25100_007MA,B25100_007EA,B25100_008EA,B25100_008MA,B25100_009EA,B25100_009MA,B25100_010MA,B25100_010EA,B25100_011MA,B25100_011EA,B25100_012MA,B25100_012EA,B25100_013EA,B25100_013MA,state
0400000US01,1261475,13183,763484,12694,377581,8903,181003,6010,80239,4704,121090,5699,3571,985,497991,8961,199143,6021,83374,3252,55442,3395,154175,6167,5857,1032,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,29982,1915,32751,2835,15619,1845,25820,2069,353,328,42494,2205,14357,1308,7764,917,5557,1028,14596,1351,220,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,201652,7257,240053,8728,194344,7224,424755,10313,4341,1498,437312,8419,125662,5457,61120,4039,45873,2716,199205,5944,5452,1317,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,231301,6942,92789,4687,42158,2765,64177,4040,1660,771,304740,6694,127342,4903,53388,3104,35798,2749,85933,3888,2279,614,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,291441,9551,409098,9651,635191,12916,4010281,29565,25393,3330,1698734,14717,205908,6736,111981,5408,119144,5743,1242466,13605,19235,2463,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,148566,6046,246292,8459,193169,6195,353145,8757,3236,718,289287,6657,55373,3876,39445,2616,33145,3088,158681,5133,2643,669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,117731,4997,157169,5437,133954,5485,249165,6875,1851,726,260073,5398,33627,2688,33846,2491,31630,2362,159402,4333,1568,593,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,37078,2443,43381,3000,29229,2388,49673,2507,438,315,70061,2788,18185,1636,10087,1212,7804,1104,33572,2059,413,277,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,7604,1231,11892,1553,15822,1954,43583,2187,590,341,26027,2018,2785,713,2953,829,2756,867,17184,1608,349,229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,591837,12144,676650,14497,549109,11696,1377854,19550,18070,2815,1690429,16973,406701,9480,232930,6613,195002,6460,830348,11928,25448,2758,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2218217,18944,1614736,16820,578874,12678,426371,10501,247697,8521,355033,8868,6761,1672,603481,9189,198427,6408,97032,4433,70585,4168,231318,6296,6119,1360,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,256578,4620,173911,4625,9537,1415,17871,1785,25199,2218,120499,3990,805,364,82667,3529,5293,859,5925,1200,5273,934,65415,3289,761,384,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,379948,6577,264314,5961,80770,4069,70042,3072,43456,2903,68694,3297,1352,625,115634,3841,32433,2362,20451,1807,15783,1801,46134,2842,833,318,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3277573,19759,2265586,18653,669707,12760,551296,10309,373589,10086,663922,11638,7072,1796,1011987,11984,289092,7281,166192,5143,123189,4495,423929,9557,9585,1756,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1759089,16467,1221232,14115,577203,11005,328849,7834,144946,5481,166625,6641,3609,800,537857,8635,199717,7736,106293,4447,65935,3153,161707,4360,4205,1036,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,877796,9351,544219,6900,279119,6453,143223,4910,57991,3169,62783,3055,1103,403,333577,5886,133208,4500,65841,3143,43073,2514,89020,3008,2435,605,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,744580,9549,483960,6967,251030,6514,122152,4408,49475,3116,60287,3534,1016,426,260620,5996,121798,4628,48292,2488,28830,2569,60204,2824,1496,612,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167973,12668,738499,10563,332504,8116,192635,6367,87055,4353,122528,5517,3777,890,429474,8979,159774,5119,78398,4022,50111,3540,136053,5109,5138,1377,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1136873,14727,662139,11341,316762,7996,161178,6883,74866,4203,105712,5719,3621,1020,474734,9671,198950,6750,76855,4078,47820,2904,144762,5362,6347,1293,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,389203,6053,248269,5493,78837,3825,58058,2779,39063,2462,71653,3461,658,345,140934,3497,34663,2590,22814,1879,17659,1683,64168,2919,1630,644,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1438614,13207,1100282,13463,186231,7011,240190,8167,221990,7042,447759,7778,4112,1135,338332,6751,58717,2971,48304,3234,43109,3166,185863,5519,2339,659,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1567885,15921,1128667,14519,94314,5134,199876,5523,220107,6966,609172,12027,5198,1537,439218,8983,32663,2301,36763,2951,45120,2879,319785,8496,4887,1501,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2903328,19112,2006152,16869,673085,11748,570896,10272,306982,7612,447127,9909,8062,1506,897176,11701,257947,6845,153091,4716,117438,3946,359523,6602,9177,1376,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
