GEO_ID,B10055_001E,B10055_001M,B10055_002E,B10055_002M,B10055_003E,B10055_003M,B10055_004E,B10055_004M,B10055_005E,B10055_005M,B10055_006E,B10055_006M,B10055_007E,B10055_007M,B10055_008E,B10055_008M,B10055_009E,B10055_009M,B10055_010E,B10055_010M,B10055_011E,B10055_011M,B10055_012E,B10055_012M,B10055_013E,B10055_013M,B10055_014E,B10055_014M,B10055_015E,B10055_015M,B10055_016E,B10055_016M,B10055_017E,B10055_017M,B10055_018E,B10055_018M,B10055_019E,B10055_019M,NAME,B10055_001MA,B10055_001EA,B10055_002EA,B10055_002MA,B10055_003EA,B10055_003MA,B10055_004EA,B10055_004MA,B10055_005MA,B10055_005EA,B10055_006MA,B10055_006EA,B10055_007EA,B10055_007MA,B10055_008EA,B10055_008MA,B10055_009EA,B10055_009MA,B10055_010MA,B10055_010EA,B10055_011MA,B10055_011EA,B10055_012EA,B10055_012MA,B10055_013EA,B10055_013MA,B10055_014EA,B10055_014MA,B10055_015MA,B10055_015EA,B10055_016MA,B10055_016EA,B10055_017EA,B10055_017MA,B10055_018EA,B10055_018MA,B10055_019EA,B10055_019MA,state
0400000US01,111975,6719,40081,3157,22089,2649,11170,1942,6437,1597,4733,1000,10919,1704,7482,1311,3437,949,17992,1609,71894,5575,43734,4614,17770,2587,13004,2367,4766,1147,25964,3705,20853,3554,5111,1195,28160,3190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13181,2042,5249,991,2566,689,1180,530,443,371,737,303,1386,432,751,380,635,209,2683,743,7932,1552,4303,1010,1977,784,739,403,1238,705,2326,683,1848,631,478,223,3629,1092,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,122247,7082,37363,3001,16335,2018,8034,1507,3002,919,5032,1182,8301,1436,5217,1107,3084,987,21028,2153,84884,6500,39336,4720,12209,2151,7094,1725,5115,1198,27127,3893,22368,3614,4759,1125,45548,4825,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57802,4390,22384,2505,14831,1900,8215,1359,4401,992,3814,831,6616,1327,4571,1169,2045,636,7553,1349,35418,2974,20592,2320,8642,1401,5461,1177,3181,828,11950,1726,8893,1450,3057,948,14826,2188,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,885034,21469,268741,9768,74379,5034,25560,2895,11546,2052,14014,1716,48819,3947,30588,3459,18231,2087,194362,9218,616293,18446,195117,8752,50600,3824,29707,2836,20893,2462,144517,8307,100708,8019,43809,4359,421176,14721,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,63960,5035,19662,2329,8354,1381,3453,1012,1853,931,1600,540,4901,1064,3762,1030,1139,400,11308,1695,44298,4598,21879,2890,8023,1732,4747,1302,3276,900,13856,1896,10580,1679,3276,957,22419,3137,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50107,4224,15960,1934,4966,1367,2059,787,1060,552,999,535,2907,1003,1568,737,1339,632,10994,1640,34147,3610,11240,2070,3013,922,1796,739,1217,514,8227,1751,5460,1610,2767,910,22907,2691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18645,2411,6245,1269,2172,724,1000,481,512,349,488,311,1172,541,476,294,696,410,4073,1096,12400,2100,5069,1264,1763,810,912,705,851,407,3306,1004,2389,788,917,472,7331,1548,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11078,1940,3715,943,2291,704,1306,641,403,349,903,485,985,413,565,338,420,270,1424,645,7363,1495,3473,882,1192,478,534,333,658,322,2281,819,1767,747,514,312,3890,1179,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,357729,13298,117469,6879,48858,4582,25421,3185,13065,2558,12356,2272,23437,2684,15062,2206,8375,1541,68611,5169,240260,10944,105171,7752,40292,3988,23864,2984,16428,2293,64879,5812,49653,5200,15226,2198,135089,7518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
