GEO_ID,C18033_001E,C18033_001M,C18033_002E,C18033_002M,C18033_003E,C18033_003M,C18033_004E,C18033_004M,C18033_005E,C18033_005M,C18033_006E,C18033_006M,C18033_007E,C18033_007M,C18033_008E,C18033_008M,C18033_009E,C18033_009M,C18033_010E,C18033_010M,C18033_011E,C18033_011M,C18033_012E,C18033_012M,C18033_013E,C18033_013M,C18033_014E,C18033_014M,C18033_015E,C18033_015M,C18033_016E,C18033_016M,C18033_017E,C18033_017M,C18033_018E,C18033_018M,C18033_019E,C18033_019M,C18033_020E,C18033_020M,C18033_021E,C18033_021M,C18033_022E,C18033_022M,C18033_023E,C18033_023M,C18033_024E,C18033_024M,C18033_025E,C18033_025M,C18033_026E,C18033_026M,C18033_027E,C18033_027M,C18033_028E,C18033_028M,C18033_029E,C18033_029M,C18033_030E,C18033_030M,C18033_031E,C18033_031M,C18033_032E,C18033_032M,C18033_033E,C18033_033M,C18033_034E,C18033_034M,C18033_035E,C18033_035M,C18033_036E,C18033_036M,C18033_037E,C18033_037M,C18033_038E,C18033_038M,C18033_039E,C18033_039M,C18033_040E,C18033_040M,C18033_041E,C18033_041M,C18033_042E,C18033_042M,C18033_043E,C18033_043M,NAME,C18033_001MA,C18033_001EA,C18033_002EA,C18033_002MA,C18033_003EA,C18033_003MA,C18033_004MA,C18033_004EA,C18033_005MA,C18033_005EA,C18033_006MA,C18033_006EA,C18033_007EA,C18033_007MA,C18033_008EA,C18033_008MA,C18033_009MA,C18033_009EA,C18033_010MA,C18033_010EA,C18033_011MA,C18033_011EA,C18033_012MA,C18033_012EA,C18033_013EA,C18033_013MA,C18033_014EA,C18033_014MA,C18033_015MA,C18033_015EA,C18033_016MA,C18033_016EA,C18033_017MA,C18033_017EA,C18033_018EA,C18033_018MA,C18033_019EA,C18033_019MA,C18033_020MA,C18033_020EA,C18033_021MA,C18033_021EA,C18033_022MA,C18033_022EA,C18033_023MA,C18033_023EA,C18033_024EA,C18033_024MA,C18033_025EA,C18033_025MA,C18033_026MA,C18033_026EA,C18033_027MA,C18033_027EA,C18033_028MA,C18033_028EA,C18033_029EA,C18033_029MA,C18033_030EA,C18033_030MA,C18033_031MA,C18033_031EA,C18033_032MA,C18033_032EA,C18033_033MA,C18033_033EA,C18033_034MA,C18033_034EA,C18033_035EA,C18033_035MA,C18033_036EA,C18033_036MA,C18033_037MA,C18033_037EA,C18033_038MA,C18033_038EA,C18033_039MA,C18033_039EA,C18033_040EA,C18033_040MA,C18033_041EA,C18033_041MA,C18033_042MA,C18033_042EA,C18033_043EA,C18033_043MA,state
0400000US01,4128322,3736,313561,9649,160665,6606,30603,3177,13118,2257,17485,2435,95971,5626,28763,3524,67208,4464,34091,1989,5474,1053,28617,1912,152896,6082,12709,1991,4881,1387,7828,1488,84958,4401,31390,2748,53568,3693,55229,3313,14261,1704,40968,2739,3814761,9643,1820108,6454,309377,5220,66516,5372,242861,6569,1304759,5849,135107,7571,1169652,9277,205972,2508,15141,2222,190831,2996,1994653,7066,308773,4315,72138,5075,236635,5716,1408488,5298,239665,8534,1168823,9170,277392,3892,40613,2450,236779,4368,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,31893,2774,16690,1892,3654,1008,662,475,2992,883,10804,1509,2961,919,7843,1392,2232,538,214,164,2018,515,15203,1743,1099,467,177,167,922,413,11122,1649,2956,884,8166,1332,2982,604,288,183,2694,603,550578,3045,276053,2669,53936,1745,8079,1471,45857,2075,204274,2268,18365,2207,185909,2825,17843,769,1177,441,16666,787,274525,2219,54636,1441,8498,1607,46138,1877,200790,2105,19998,2415,180792,3003,19099,884,1276,354,17823,970,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,270274,8619,136833,5780,30120,2883,7311,1540,22809,2587,75936,4584,16318,1791,59618,4363,30777,2429,3081,723,27696,2265,133441,6028,14091,2104,3680,1187,10411,1626,77644,4876,21700,2459,55944,4091,41706,2711,7362,1219,34344,2582,5062214,9517,2506850,5954,449514,4650,84084,6132,365430,7881,1757455,5752,186375,8414,1571080,9799,299881,2568,17533,1710,282348,2748,2555364,7746,435539,5032,83327,5831,352212,6522,1756792,6770,251907,11298,1504885,11609,363033,3001,32542,2974,330491,3810,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,202649,8333,100881,5287,20410,1931,7148,1639,13262,1761,58438,4279,16865,2747,41573,3444,22033,1651,2576,725,19457,1578,101768,4913,10456,1518,4138,1157,6318,1303,59246,3901,21797,2435,37449,2882,32066,2164,8098,1067,23968,1817,2298798,8626,1111874,6223,184294,3072,42238,3251,142056,3525,793309,5490,94445,5564,698864,7263,134271,2014,11207,1376,123064,2258,1186924,5952,184422,3312,42997,3595,141425,3922,827231,5000,132357,5729,694874,7552,175271,2494,26677,2092,148594,2853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,1520987,24560,717002,17301,138644,6857,30025,3269,108619,5810,399856,14249,93026,6552,306830,12431,178502,6413,16719,2007,161783,6035,803985,15148,72574,4633,17908,2796,54666,3640,443602,11069,123210,6961,320392,8588,287809,7241,36277,2931,251532,7448,30884609,26057,15273697,18615,2823864,12474,510055,20087,2313809,20713,11033255,18670,1119019,24151,9914236,30768,1416578,6899,91116,6962,1325462,8292,15610912,16383,2763103,10657,506182,19028,2256921,21103,11029594,14073,1454964,30158,9574630,31499,1818215,7408,156116,7022,1662099,8654,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,178831,6687,89151,5343,18079,1774,3944,862,14135,1596,54820,4454,13813,2110,41007,3573,16252,1764,1176,416,15076,1750,89680,4164,8983,1311,1133,439,7850,1233,54484,3547,16008,2308,38476,3108,26213,2161,4968,1026,21245,1969,4022475,7997,2007152,6813,339944,3846,43925,3792,296019,4913,1489138,5668,127270,6719,1361868,8474,178070,1974,10701,1686,167369,2248,2015323,5553,337899,3986,43829,4247,294070,5769,1455062,5653,158296,7137,1296766,8434,222362,2289,21237,2405,201125,3264,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,139386,6614,68774,4558,15059,2039,2869,1111,12190,1705,39196,2874,7111,1642,32085,2886,14519,1742,2027,680,12492,1510,70612,4343,9057,2241,1969,1335,7088,1765,37740,2913,11341,1859,26399,2607,23815,2164,3598,1106,20217,2117,3031642,7051,1460669,5194,246534,3478,23590,3277,222944,4486,1044704,3642,61104,5698,983600,7310,169431,1919,7160,1295,162271,2221,1570973,4828,242361,3402,26130,3550,216231,3925,1093798,4615,85549,5824,1008249,7246,234814,2280,20629,2296,214185,2838,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,36691,3304,19799,2536,5656,1140,987,568,4669,1171,10007,1652,2424,1359,7583,1141,4136,986,384,289,3752,952,16892,1856,2044,653,132,118,1912,657,10289,1665,2556,922,7733,1304,4559,949,544,402,4015,755,721685,3816,346114,2719,53709,1433,5742,1380,47967,1705,249559,2269,18920,2585,230639,3269,42846,944,2193,663,40653,1209,375571,2286,54906,1467,8065,1690,46841,2015,265415,2201,28687,2936,236728,3528,55250,1021,4585,961,50665,1316,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,25373,2483,12207,1669,2862,669,1678,563,1184,448,6428,1299,1777,809,4651,1095,2917,793,663,353,2254,776,13166,1833,917,572,344,278,573,509,7746,1425,3492,948,4254,1050,4503,849,1487,553,3016,799,450014,2598,209889,1802,28571,965,7697,1630,20874,1919,159571,1754,19517,2532,140054,2687,21747,811,2989,802,18758,1064,240125,2065,30875,1261,10517,1719,20358,1724,175923,1613,29178,2515,146745,3066,33327,912,5742,1288,27585,1659,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,915680,15274,446616,10442,85150,5753,22666,3156,62484,4618,239792,8406,58718,4829,181074,7215,121674,4991,17467,2548,104207,4457,469064,10932,41045,3478,10816,2194,30229,3175,245867,7476,76453,5375,169414,6829,182152,6822,33883,2968,148269,6232,15256380,17430,7386063,15104,1147160,8457,186206,8984,960954,11352,5085874,11765,462311,15190,4623563,20390,1153029,5423,80693,4698,1072336,6059,7870317,14525,1138447,6868,189527,9763,948920,10106,5307512,10523,693471,17179,4614041,19206,1424358,7106,157570,6187,1266788,8033,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
