GEO_ID,B25073_001E,B25073_001M,B25073_002E,B25073_002M,B25073_003E,B25073_003M,B25073_004E,B25073_004M,B25073_005E,B25073_005M,B25073_006E,B25073_006M,B25073_007E,B25073_007M,B25073_008E,B25073_008M,B25073_009E,B25073_009M,B25073_010E,B25073_010M,B25073_011E,B25073_011M,B25073_012E,B25073_012M,B25073_013E,B25073_013M,B25073_014E,B25073_014M,B25073_015E,B25073_015M,B25073_016E,B25073_016M,B25073_017E,B25073_017M,B25073_018E,B25073_018M,B25073_019E,B25073_019M,B25073_020E,B25073_020M,B25073_021E,B25073_021M,B25073_022E,B25073_022M,B25073_023E,B25073_023M,B25073_024E,B25073_024M,B25073_025E,B25073_025M,B25073_026E,B25073_026M,B25073_027E,B25073_027M,B25073_028E,B25073_028M,B25073_029E,B25073_029M,B25073_030E,B25073_030M,B25073_031E,B25073_031M,B25073_032E,B25073_032M,B25073_033E,B25073_033M,B25073_034E,B25073_034M,B25073_035E,B25073_035M,B25073_036E,B25073_036M,B25073_037E,B25073_037M,B25073_038E,B25073_038M,B25073_039E,B25073_039M,B25073_040E,B25073_040M,B25073_041E,B25073_041M,B25073_042E,B25073_042M,B25073_043E,B25073_043M,B25073_044E,B25073_044M,B25073_045E,B25073_045M,B25073_046E,B25073_046M,B25073_047E,B25073_047M,B25073_048E,B25073_048M,B25073_049E,B25073_049M,B25073_050E,B25073_050M,NAME,B25073_001MA,B25073_001EA,B25073_002MA,B25073_002EA,B25073_003EA,B25073_003MA,B25073_004EA,B25073_004MA,B25073_005MA,B25073_005EA,B25073_006MA,B25073_006EA,B25073_007MA,B25073_007EA,B25073_008MA,B25073_008EA,B25073_009EA,B25073_009MA,B25073_010EA,B25073_010MA,B25073_011MA,B25073_011EA,B25073_012EA,B25073_012MA,B25073_013MA,B25073_013EA,B25073_014EA,B25073_014MA,B25073_015EA,B25073_015MA,B25073_016MA,B25073_016EA,B25073_017MA,B25073_017EA,B25073_018MA,B25073_018EA,B25073_019MA,B25073_019EA,B25073_020EA,B25073_020MA,B25073_021EA,B25073_021MA,B25073_022MA,B25073_022EA,B25073_023MA,B25073_023EA,B25073_024MA,B25073_024EA,B25073_025EA,B25073_025MA,B25073_026EA,B25073_026MA,B25073_027MA,B25073_027EA,B25073_028MA,B25073_028EA,B25073_029MA,B25073_029EA,B25073_030MA,B25073_030EA,B25073_031EA,B25073_031MA,B25073_032EA,B25073_032MA,B25073_033MA,B25073_033EA,B25073_034MA,B25073_034EA,B25073_035MA,B25073_035EA,B25073_036EA,B25073_036MA,B25073_037EA,B25073_037MA,B25073_038MA,B25073_038EA,B25073_039MA,B25073_039EA,B25073_040MA,B25073_040EA,B25073_041MA,B25073_041EA,B25073_042EA,B25073_042MA,B25073_043EA,B25073_043MA,B25073_044MA,B25073_044EA,B25073_045MA,B25073_045EA,B25073_046MA,B25073_046EA,B25073_047EA,B25073_047MA,B25073_048EA,B25073_048MA,B25073_049MA,B25073_049EA,B25073_050MA,B25073_050EA,state
0400000US01,527217,11869,204914,7352,50091,3866,19611,2294,16710,2368,11329,2105,61681,4360,45492,3767,88336,4750,21985,2385,10026,1811,12440,2104,7548,1445,29337,2906,7000,1449,123250,6500,34599,3834,16543,3174,14446,2592,7809,1613,42410,3726,7443,1458,22994,2734,6775,1756,3511,1271,2175,851,1202,516,8537,1436,794,412,25803,2409,5096,1338,3957,1086,4497,1099,2387,813,8494,1798,1372,551,61550,4589,15257,2463,4474,1232,4702,1356,3495,982,20051,2587,13571,1757,370,293,50,81,0,270,114,184,59,102,0,270,147,177,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,86233,3244,27947,1961,6844,1045,3276,634,2378,674,1710,574,7767,1332,5972,961,24895,2268,7568,1292,3452,961,3433,948,2102,675,6651,1343,1689,554,18635,2103,4148,936,2088,824,2233,837,1527,573,6019,1270,2620,834,6825,1343,2090,749,541,317,503,295,362,331,3071,1023,258,153,3786,825,687,407,385,362,306,220,328,285,1918,611,162,188,3988,965,945,472,373,377,309,259,348,302,1451,548,562,331,157,164,0,233,0,233,0,233,0,233,135,159,22,36,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701556,12519,217214,7595,50489,4131,24094,3107,23270,2270,17840,2745,72109,4874,29412,2798,97864,5409,25772,3524,10254,1852,11509,2217,9318,1504,36150,3072,4861,1240,189482,9755,47324,4678,26153,3152,23381,3729,14896,2238,70168,5596,7560,1775,58660,3897,14760,2784,8300,1707,5899,1631,3643,979,22512,2462,3546,1323,88420,4804,16683,2255,11965,2288,10581,1617,8054,1553,38735,3220,2402,773,48214,4148,13042,2068,4502,1215,4563,1792,2871,1028,16020,2556,7216,1465,1702,831,367,397,0,291,334,439,274,427,495,343,232,282,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350717,8790,159318,6189,39540,3486,16303,2393,14528,2179,9233,1588,48883,3989,30831,2750,62665,4574,14008,2349,8502,1512,7462,1646,7542,1610,21321,2336,3830,1179,66766,4726,20501,2925,9108,1843,7625,1644,5938,1690,21842,2653,1752,686,12091,1873,3209,1086,935,489,1862,720,1617,749,3937,1146,531,374,11691,1620,2576,686,1531,633,1435,520,704,369,4538,1081,907,770,38093,3325,8474,1595,4908,1613,3262,1025,3317,919,11398,1813,6734,1108,93,122,0,260,0,260,67,113,0,260,0,260,26,46,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5027756,31936,1654960,24210,331492,12323,190828,7562,168909,7490,137988,7070,693130,16243,132613,6880,839378,18741,179838,7833,104395,6705,95336,6205,75716,6408,359746,12070,24347,2969,1216856,18877,245713,10331,152536,6879,138633,7143,115700,6832,527760,12085,36514,3668,543262,13995,105082,6777,68627,5269,66409,5328,47223,3998,232589,6652,23332,3300,663229,13066,118483,6667,69520,4506,86337,5193,65074,4548,297626,8619,26189,3913,102919,6078,26579,3176,10539,1866,6655,1583,7467,1214,35395,3899,16284,2421,7152,1814,2297,1252,816,510,415,401,149,243,2698,1277,777,563,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,585342,11059,198601,7312,39406,3002,21809,2613,21480,3152,15126,2165,78534,6112,22246,2557,75854,5243,17851,2394,10669,2100,9342,1763,7040,1855,28604,3344,2348,866,152480,6864,36320,3702,22448,3074,20385,2706,11483,2078,56617,4612,5227,1324,73997,4321,17876,2578,9052,1663,8750,1581,7029,1434,28295,2921,2995,1120,63113,4228,12253,1791,7575,1677,11149,2014,4766,1240,25789,2385,1581,584,20682,2704,4590,1371,2179,764,2514,833,941,433,7631,1717,2827,796,615,512,203,317,0,274,0,274,0,274,245,302,167,266,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,403895,8863,70026,4880,17079,2055,7251,1526,6412,1459,5144,1197,22146,2661,11994,1723,151547,6740,40355,3281,18915,2910,14526,2197,12662,2453,57622,4416,7467,1907,88291,5169,21321,2582,12161,2402,12675,2083,9328,1899,29971,3537,2835,1297,39094,3224,8033,1732,4349,1267,5812,1385,3554,894,15035,2345,2311,941,52778,3408,11584,1722,5784,1230,8513,1677,6047,1467,18789,2130,2061,819,1825,665,569,319,232,209,143,175,63,104,422,283,396,349,334,259,0,274,0,274,0,274,0,274,294,253,40,66,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87780,3942,33339,2640,9003,1536,3619,1070,2610,931,2227,675,12156,1878,3724,931,11116,1815,2408,868,2028,803,1172,570,656,362,4497,1193,355,300,27156,2054,7800,1496,3377,997,3837,1069,1873,794,8991,1553,1278,630,4578,954,1839,770,446,316,688,396,193,158,1369,514,43,72,6094,865,1303,632,809,395,831,493,808,412,2077,571,266,211,5224,1092,935,435,930,530,375,295,360,302,1783,787,841,436,273,406,0,262,0,262,0,262,0,262,273,406,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,142695,3688,19588,2152,4791,1092,1942,722,2683,781,971,549,7622,1411,1579,560,23825,2339,5798,1378,2823,936,2512,832,2358,859,9489,1638,845,444,38838,3043,9651,1933,4762,1061,5244,1384,3034,892,14602,1843,1545,588,14375,1952,3964,1130,2423,942,1594,724,1758,644,4167,1089,469,386,46012,2314,10559,1684,6339,1297,5183,1178,5136,1131,16886,2015,1909,589,57,97,57,97,0,286,0,286,0,286,0,286,0,286,0,286,0,286,0,286,0,286,0,286,0,286,0,286,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2144851,23516,657976,15927,127072,7743,73607,6524,68161,5622,56917,4861,260487,10395,71732,6191,349385,12453,70881,5296,46812,5466,35892,4191,33390,3993,144854,7048,17556,2916,568119,14180,108604,6959,74930,5975,67882,4831,59479,5278,236299,9167,20925,3059,211028,9967,34646,4268,25735,3214,25583,3487,20412,2943,95763,6289,8889,1656,220615,8592,32323,3296,23014,2524,26606,2225,23352,3420,104398,5983,10922,2280,135990,6607,34984,3977,14510,2785,12456,2344,7406,1719,47493,3960,19141,2514,1738,838,334,281,142,162,177,297,645,726,184,138,256,263,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
